quantitative_observation_id,extraction_case_id,mixed_join_key,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,compensation_type,occupation_unit_classification_rank,rate_value,salary_value,hourly_rate,annual_salary,pay_band,step,grade,percentage_increase,effective_date,currency_or_unit,bounded_evidence_pointer,confidence,reason_code,qa_status
qobs_9516498847c9183b78e46768,cexrem_262ac925a59969e8a18a765e,,doc_3f0d021683bbb25f21b82af3,ttd_15e493ad52dc1efa4013b4df,sr_1f02ab58777902eb58c9cc35,NSCQ-CA-20260720-0087,CA,Corona,CITY OF CORONA,fire,cba,,,5,percentage_increase,,,,,,,,,5.49%,"beginning of the pay period following January 1, 2024",base rate of pay,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0166_sr_1f02ab58777902eb58c9cc35.pdf#page=5,high,MOU_CH2_3_2024_BASE_RATE_INCREASE_5_49,provisional_unverified
qobs_90f66f4b5ee96dfe127fc4e1,cexrem_0f0f45204de26716d3073852,mix_e0d7d9a30cef961b9f507e6c,doc_ff3c23e1ea627b1adc77682c,ttd_24395bf391b78ff52def1001,sr_b8c6d05bef821099d3003db2,NSCQ-CA-20260720-0719,CA,Dana Point,CITY OF DANA POINT,non_safety,cba,,,8,percentage_increase,,,,,,,,,5%,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0460_sr_b8c6d05bef821099d3003db2.pdf#page=8,high,SECTION_11_SALARY_A_2_5_PERCENT_INCREASE,provisional_unverified
qobs_48c74814a43fbbc2e7413a5c,cexrem_0f0f45204de26716d3073852,mix_e0d7d9a30cef961b9f507e6c,doc_ff3c23e1ea627b1adc77682c,ttd_24395bf391b78ff52def1001,sr_b8c6d05bef821099d3003db2,NSCQ-CA-20260720-0719,CA,Dana Point,CITY OF DANA POINT,non_safety,cba,,,8,hourly_rate,,$1.00,,$1.00 per hour,,,,,,,per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0460_sr_b8c6d05bef821099d3003db2.pdf#page=8,high,SECTION_11_SALARY_A_3_ADDITIONAL_1_DOLLH,provisional_unverified
qobs_631c4ae528d5a9b5b4cf4d8f,cexrem_6c9c5eb799e576d14a95ad10,mix_963253e20e51dccc4adb7583,doc_fc5727c3dbccb74d5eb427fc,ttd_e2fb1c8d102a9a5d0b2dc2a5,sr_99a4a6b87bd7d4d6932a7414,NSCQ-CA-20260720-0079,CA,Elk Grove,CITY OF ELK GROVE,police,cba,,,14,percentage_increase,,,,,,,,,no less than two percent (2.0%) and no more than,,%,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0252_sr_99a4a6b87bd7d4d6932a7414.pdf#page=14,medium,BASE_WAGE_GSI_FLOOR_CEILING_2023_24,provisional_unverified
qobs_e948e91ae61b5375faa08770,cexrem_6c9c5eb799e576d14a95ad10,mix_963253e20e51dccc4adb7583,doc_fc5727c3dbccb74d5eb427fc,ttd_e2fb1c8d102a9a5d0b2dc2a5,sr_99a4a6b87bd7d4d6932a7414,NSCQ-CA-20260720-0079,CA,Elk Grove,CITY OF ELK GROVE,police,cba,,,14,percentage_increase,,,,,,,,,market salary adjustment of 1/2 of the 5% excess beyond the 80th percentile (for,,%,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0252_sr_99a4a6b87bd7d4d6932a7414.pdf#page=14,low,BASE_WAGE_MARKET_SALARY_ADJUSTMENT_FORM_,needs_review
qobs_d168224ccffbb93344a22275,cexrem_6c9c5eb799e576d14a95ad10,mix_963253e20e51dccc4adb7583,doc_fc5727c3dbccb74d5eb427fc,ttd_e2fb1c8d102a9a5d0b2dc2a5,sr_99a4a6b87bd7d4d6932a7414,NSCQ-CA-20260720-0079,CA,Elk Grove,CITY OF ELK GROVE,police,cba,,,14,percentage_increase,,,,,,,,,6.78% below the 80th percentile,,%,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0252_sr_99a4a6b87bd7d4d6932a7414.pdf#page=14,low,BASE_WAGE_REFERENCE_PERCENT_BELOW_80TH,needs_review
qobs_ec20dc260f11f43d9e298868,cexrem_6c9c5eb799e576d14a95ad10,mix_963253e20e51dccc4adb7583,doc_fc5727c3dbccb74d5eb427fc,ttd_e2fb1c8d102a9a5d0b2dc2a5,sr_99a4a6b87bd7d4d6932a7414,NSCQ-CA-20260720-0079,CA,Elk Grove,CITY OF ELK GROVE,police,cba,,,14,percentage_increase,,,,,,,,,Supplemental Pay will be equivalent to 4% (with 1% GSI referenced),,%,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0252_sr_99a4a6b87bd7d4d6932a7414.pdf#page=14,low,BASE_WAGE_SUPPLEMENTAL_PAY_PERCENTAGE_ST,needs_review
qobs_048572b9cffb7f77564609b1,cexrem_2b932aa6c51ec19491082310,,doc_060db59a973dc63a06125293,ttd_f11c1fbea385518e998e2d43,sr_70758f3abcd79d9f1fc5aaf3,NSCQ-CA-20260720-0085,CA,Garden Grove,CITY OF GARDEN GROVE,non_safety,cba,,,12,percentage_increase,,,,,,,,,2.5%,"pay period following July 1, 2019",of base salary,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0236_sr_70758f3abcd79d9f1fc5aaf3.pdf#page=12,high,ARTICLEII_1_WAGES_2019_2_5_PERCENT_INCRE,provisional_unverified
qobs_5ecf4f06a3c3f62e6a29be82,cexrem_2b932aa6c51ec19491082310,,doc_060db59a973dc63a06125293,ttd_f11c1fbea385518e998e2d43,sr_70758f3abcd79d9f1fc5aaf3,NSCQ-CA-20260720-0085,CA,Garden Grove,CITY OF GARDEN GROVE,non_safety,cba,,,12,percentage_increase,,,,,,,Step H vs Step G,,5%,"pay period following July 1, 2019",higher than Step G,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0236_sr_70758f3abcd79d9f1fc5aaf3.pdf#page=12,high,ARTICLEII_1_WAGES_STEP_H_5_PERCENT_ABOVE,provisional_unverified
qobs_c9b7cd554df901f6a7048e2a,cexrem_2b932aa6c51ec19491082310,,doc_060db59a973dc63a06125293,ttd_f11c1fbea385518e998e2d43,sr_70758f3abcd79d9f1fc5aaf3,NSCQ-CA-20260720-0085,CA,Garden Grove,CITY OF GARDEN GROVE,non_safety,cba,,,12,percentage_increase,,,,,,,,,2.5%,"pay period following July 1, 2020",of base salary,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0236_sr_70758f3abcd79d9f1fc5aaf3.pdf#page=12,high,ARTICLEII_1_WAGES_2020_2_5_PERCENT_INCRE,provisional_unverified
qobs_24382d7c013ed65cc3862cdd,cexrem_2b932aa6c51ec19491082310,,doc_060db59a973dc63a06125293,ttd_f11c1fbea385518e998e2d43,sr_70758f3abcd79d9f1fc5aaf3,NSCQ-CA-20260720-0085,CA,Garden Grove,CITY OF GARDEN GROVE,non_safety,cba,,,12,percentage_increase,,,,,,,Step I vs Step H (created),,5%,"pay period following July 1, 2021",step on the salary schedule,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0236_sr_70758f3abcd79d9f1fc5aaf3.pdf#page=12,high,ARTICLEII_1_WAGES_STEP_I_5_PERCENT_ON_S,provisional_unverified
qobs_01a51918a47baf85bc80a383,cexrem_332d46b733da3d57ce0f9709,mix_3547ae8e6308583a426f2fb1,doc_30b06a429b99bfb44506277e,ttd_3ff0b7b23e50f7b036571885,sr_6646676d38eeb9a4df10db99,NSCQ-CA-20260720-0386,CA,Gardena,CITY OF GARDENA,non_safety,cba,,,8,percentage_increase,,,,,,,,,2.0%,first pay period in July 2021,percent of base salary,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0224_sr_6646676d38eeb9a4df10db99.pdf#page=8,medium,COLA_2_PERCENT_EFFECTIVE_FIRST_PAY_JULY_,provisional_unverified
qobs_daf4d6de42b2cf152434092b,cexrem_332d46b733da3d57ce0f9709,mix_3547ae8e6308583a426f2fb1,doc_30b06a429b99bfb44506277e,ttd_3ff0b7b23e50f7b036571885,sr_6646676d38eeb9a4df10db99,NSCQ-CA-20260720-0386,CA,Gardena,CITY OF GARDENA,non_safety,cba,,,8,percentage_increase,,,,,,,,,3.0%,first pay period in July 2022,percent of base salary,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0224_sr_6646676d38eeb9a4df10db99.pdf#page=8,medium,COLA_3_PERCENT_EFFECTIVE_FIRST_PAY_JULY_,provisional_unverified
qobs_3356b95de18206b909e72dfe,cexrem_53f7d7a6d38a13ee3606dc3f,mix_278c2304172d2fa7399229a4,doc_0d688c12b5d03b08cfdd8649,ttd_081061b4075b4fc5151a8b0c,sr_ccde8b30071dd714a82e0058,NSCQ-CA-20260720-0406,CA,Gilroy,CITY OF GILROY,police,cba,,,2,percentage_increase,,3.0%,,,,,,,three percent (3.0%),"start of the pay period beginning July 1, 2025",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0183_sr_ccde8b30071dd714a82e0058.pdf#page=2,high,ARTICLE_IV_1_SALARY_INCREASE_THREE_PCT_1,provisional_unverified
qobs_33218ec9f0bbcea89c2d6f20,cexrem_53f7d7a6d38a13ee3606dc3f,mix_278c2304172d2fa7399229a4,doc_0d688c12b5d03b08cfdd8649,ttd_081061b4075b4fc5151a8b0c,sr_ccde8b30071dd714a82e0058,NSCQ-CA-20260720-0406,CA,Gilroy,CITY OF GILROY,police,cba,,,2,percentage_increase,,3.0%,,,,,,,three percent (3.0%),"start of the pay period beginning July 1, 2026",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0183_sr_ccde8b30071dd714a82e0058.pdf#page=2,high,ARTICLE_IV_2_SALARY_INCREASE_THREE_PCT_2,provisional_unverified
qobs_29b9003ba9977c6f9ce46780,cexrem_53f7d7a6d38a13ee3606dc3f,mix_278c2304172d2fa7399229a4,doc_0d688c12b5d03b08cfdd8649,ttd_081061b4075b4fc5151a8b0c,sr_ccde8b30071dd714a82e0058,NSCQ-CA-20260720-0406,CA,Gilroy,CITY OF GILROY,police,cba,,,2,percentage_increase,,3.0%,,,,,,,three percent (3.0%),"start of the pay period beginning July 1, 2020",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0183_sr_ccde8b30071dd714a82e0058.pdf#page=2,high,ARTICLE_IV_3_SALARY_INCREASE_THREE_PCT_3,provisional_unverified
qobs_d4457570f194d912377a370e,cexrem_53f7d7a6d38a13ee3606dc3f,mix_278c2304172d2fa7399229a4,doc_0d688c12b5d03b08cfdd8649,ttd_081061b4075b4fc5151a8b0c,sr_ccde8b30071dd714a82e0058,NSCQ-CA-20260720-0406,CA,Gilroy,CITY OF GILROY,police,cba,,,4,percentage_increase,,1.0%,,,,,,,one percent (1.0%) Equity Adjustment,"start of the pay period beginning July 1, 2019",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0183_sr_ccde8b30071dd714a82e0058.pdf#page=4,high,ARTICLE_IV_EQ_ADJ_ONE_PCT_EFFECTIVE_JULY,provisional_unverified
qobs_2baa193a4dbb4d4fe4eb2f8c,cexrem_53f7d7a6d38a13ee3606dc3f,mix_278c2304172d2fa7399229a4,doc_0d688c12b5d03b08cfdd8649,ttd_081061b4075b4fc5151a8b0c,sr_ccde8b30071dd714a82e0058,NSCQ-CA-20260720-0406,CA,Gilroy,CITY OF GILROY,police,cba,,,4,percentage_increase,,1.0%,,,,,,,one percent (1.0%) Equity Adjustment,"start of the pay period beginning July 1, 2020",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0183_sr_ccde8b30071dd714a82e0058.pdf#page=4,high,ARTICLE_IV_EQ_ADJ_ONE_PCT_EFFECTIVE_JULY,provisional_unverified
qobs_57dd86515caffcaaf789d25c,cexrem_5ad77417010ca062e42048b9,,doc_4c9bb728aadca55b4330f35b,ttd_4be5f93e9470ee0de51f6ace,sr_4c16a4c1bacac2885b3cb537,NSCQ-CA-20260720-0071,CA,Huntington Beach,CITY OF HUNTINGTON BEACH,fire,cba,,,7,percentage_increase,,,,,,,,,6%,"January 6, 2024",base salary increase,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0178_sr_4c16a4c1bacac2885b3cb537.pdf#page=7,high,ARTICLE_VI_A_1_BASE_SALARY_INCREASE,provisional_unverified
qobs_b62bb38e95aef9b822ccab4b,cexrem_5ad77417010ca062e42048b9,,doc_4c9bb728aadca55b4330f35b,ttd_4be5f93e9470ee0de51f6ace,sr_4c16a4c1bacac2885b3cb537,NSCQ-CA-20260720-0071,CA,Huntington Beach,CITY OF HUNTINGTON BEACH,fire,cba,,,7,percentage_increase,,,,,,,,,6%,"pay period including January 1, 2025",base salary increase,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0178_sr_4c16a4c1bacac2885b3cb537.pdf#page=7,high,ARTICLE_VI_A_2_BASE_SALARY_INCREASE,provisional_unverified
qobs_32f10a9d16580ed952700b84,cexrem_5ad77417010ca062e42048b9,,doc_4c9bb728aadca55b4330f35b,ttd_4be5f93e9470ee0de51f6ace,sr_4c16a4c1bacac2885b3cb537,NSCQ-CA-20260720-0071,CA,Huntington Beach,CITY OF HUNTINGTON BEACH,fire,cba,,,7,percentage_increase,,,,,,,,,4%,"pay period including January 1, 2026",base salary increase,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0178_sr_4c16a4c1bacac2885b3cb537.pdf#page=7,high,ARTICLE_VI_A_3_BASE_SALARY_INCREASE,provisional_unverified
qobs_def30e7b0204510114b2d23b,cexrem_a3dc4a6f2373532e9cd6f5c1,mix_4d7670671f929ac6ad2d885a,doc_d211ec7bac57c08da12b2a72,ttd_54888ebb65f7d388f938ee93,sr_bdc9a9282b63194877a5a254,NSCQ-CA-20260720-0070,CA,Huntington Beach,CITY OF HUNTINGTON BEACH,police,cba,,,6,percentage_increase,,,,,,,,,5.0%,"Effective June 24, 2023",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0249_sr_bdc9a9282b63194877a5a254.pdf#page=6,high,MOUA1_MIDTERM_BASE_SALARY_INCREASE,provisional_unverified
qobs_30f1c43f7e4d758b6c83883d,cexrem_a3dc4a6f2373532e9cd6f5c1,mix_4d7670671f929ac6ad2d885a,doc_d211ec7bac57c08da12b2a72,ttd_54888ebb65f7d388f938ee93,sr_bdc9a9282b63194877a5a254,NSCQ-CA-20260720-0070,CA,Huntington Beach,CITY OF HUNTINGTON BEACH,police,cba,,,6,percentage_increase,,,,,,,,,5.0%,"Effective the pay period including July 1, 2024",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0249_sr_bdc9a9282b63194877a5a254.pdf#page=6,high,MOUA1_BASE_SALARY_INCREASE_PAY_PERIOD_IN,provisional_unverified
qobs_dddaee1daf7f84f5d64a61ea,cexrem_a3dc4a6f2373532e9cd6f5c1,mix_4d7670671f929ac6ad2d885a,doc_d211ec7bac57c08da12b2a72,ttd_54888ebb65f7d388f938ee93,sr_bdc9a9282b63194877a5a254,NSCQ-CA-20260720-0070,CA,Huntington Beach,CITY OF HUNTINGTON BEACH,police,cba,,,6,percentage_increase,,,,,,,,,5.0%,"Effective the pay period including July 1, 2025",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0249_sr_bdc9a9282b63194877a5a254.pdf#page=6,high,MOUA1_BASE_SALARY_INCREASE_PAY_PERIOD_IN,provisional_unverified
qobs_e0ff5fde5a6063085d913c5e,cexrem_a108ae4b3a685ada74607e61,,doc_f9bc660379333a2538c92ded,ttd_34cc9cb470836da3ce0b9ab2,sr_12579576d1544697635efd7d,NSCQ-CA-20260720-0543,CA,La Puente,CITY OF LA PUENTE,non_safety,cba,,,10,percentage_increase,,,,,,,,,3.75%,first day of the pay period following the date of adoption by Council,percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0253_sr_12579576d1544697635efd7d.pdf#page=10,medium,SALARY_INCREASE_ACROSS_THE_BOARD_EFFECTS,provisional_unverified
qobs_d22db99a2a33779a88482f87,cexrem_af52a83b90feb45a6204424f,mix_fe99a1abfd044b5d85441f5b,doc_d4e8f84a7ff11a0fc59fba54,ttd_aaf653d34ebeaf4622f40676,sr_8de8098f7bc623f4c9ee9182,NSCQ-CA-20260720-0542,CA,La Puente,CITY OF LA PUENTE,non_safety,cba,,,1,percentage_increase,,,,,,,,,4%,,base pay related salary increases,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0459_sr_8de8098f7bc623f4c9ee9182.pdf#page=1,high,MOU_RESOLUTION_REFLECTS_SALARY_INCREASE_,provisional_unverified
qobs_385b65477fc10d7f7e75ea04,cexrem_dab56921778c4897f80f92b3,mix_19313ca2cccbb861eb44ad23,doc_f92c0a5df6e357a25558e348,ttd_bf8844d61ac7b178f65c4627,sr_e6f58ede919b66be21b31521,NSCQ-CA-20260720-0734,CA,Laguna Hills,CITY OF LAGUNA HILLS,non_safety,cba,,,3,salary,Accountant,,"7,258.44",,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0459_sr_e6f58ede919b66be21b31521.pdf#page=3,medium,BASE_SALARY_SCHEDULE_VALUE,provisional_unverified
qobs_807ac4fbdef04119190cea92,cexrem_dab56921778c4897f80f92b3,mix_19313ca2cccbb861eb44ad23,doc_f92c0a5df6e357a25558e348,ttd_bf8844d61ac7b178f65c4627,sr_e6f58ede919b66be21b31521,NSCQ-CA-20260720-0734,CA,Laguna Hills,CITY OF LAGUNA HILLS,non_safety,cba,,,3,salary,Accountant,,"8,822.68",,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0459_sr_e6f58ede919b66be21b31521.pdf#page=3,medium,BASE_SALARY_SCHEDULE_VALUE,provisional_unverified
qobs_95786186242c9fff037a037d,cexrem_dab56921778c4897f80f92b3,mix_19313ca2cccbb861eb44ad23,doc_f92c0a5df6e357a25558e348,ttd_bf8844d61ac7b178f65c4627,sr_e6f58ede919b66be21b31521,NSCQ-CA-20260720-0734,CA,Laguna Hills,CITY OF LAGUNA HILLS,non_safety,cba,,,4,percentage_increase,,,,,,,,,3.5%,"beginning of the pay period that includes July 1, 2025",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0459_sr_e6f58ede919b66be21b31521.pdf#page=4,high,COLA_PERCENTAGE_INCREASE_APPLIED_TO_SALR,provisional_unverified
qobs_4a1c3ca7714c258dd0a0454e,cexrem_9912821b51d9e593a00167ac,mix_13494fa92fb31ecc104028cf,doc_73a1d0ae2d4d7e5f3790314a,ttd_a1e979df1c2ef43b41f6b365,sr_27e4f78bb051a0b5d663a0c9,NSCQ-CA-20260720-0733,CA,Laguna Hills,CITY OF LAGUNA HILLS,non_safety,cba,,,1,annual_salary,,,,,"6,841.77",,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0254_sr_27e4f78bb051a0b5d663a0c9.pdf#page=1,medium,S_ALARY_SCHEDULE_VALUE_VISIBLE,provisional_unverified
qobs_d873c5dda67baac7c3527d57,cexrem_9912821b51d9e593a00167ac,mix_13494fa92fb31ecc104028cf,doc_73a1d0ae2d4d7e5f3790314a,ttd_a1e979df1c2ef43b41f6b365,sr_27e4f78bb051a0b5d663a0c9,NSCQ-CA-20260720-0733,CA,Laguna Hills,CITY OF LAGUNA HILLS,non_safety,cba,,,1,annual_salary,,,,,"8,316.22",,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0254_sr_27e4f78bb051a0b5d663a0c9.pdf#page=1,medium,S_ALARY_SCHEDULE_VALUE_VISIBLE,provisional_unverified
qobs_720b28cb3bdcab6c4c14bb7a,cexrem_9912821b51d9e593a00167ac,mix_13494fa92fb31ecc104028cf,doc_73a1d0ae2d4d7e5f3790314a,ttd_a1e979df1c2ef43b41f6b365,sr_27e4f78bb051a0b5d663a0c9,NSCQ-CA-20260720-0733,CA,Laguna Hills,CITY OF LAGUNA HILLS,non_safety,cba,,,1,annual_salary,,,,,"5,748.84",,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0254_sr_27e4f78bb051a0b5d663a0c9.pdf#page=1,medium,S_ALARY_SCHEDULE_VALUE_VISIBLE,provisional_unverified
qobs_00404927aa0bcef6e91e9a53,cexrem_9912821b51d9e593a00167ac,mix_13494fa92fb31ecc104028cf,doc_73a1d0ae2d4d7e5f3790314a,ttd_a1e979df1c2ef43b41f6b365,sr_27e4f78bb051a0b5d663a0c9,NSCQ-CA-20260720-0733,CA,Laguna Hills,CITY OF LAGUNA HILLS,non_safety,cba,,,1,annual_salary,,,,,"6,989.62",,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0254_sr_27e4f78bb051a0b5d663a0c9.pdf#page=1,medium,S_ALARY_SCHEDULE_VALUE_VISIBLE,provisional_unverified
qobs_da3a99c999e5977d01aef733,cexrem_9912821b51d9e593a00167ac,mix_13494fa92fb31ecc104028cf,doc_73a1d0ae2d4d7e5f3790314a,ttd_a1e979df1c2ef43b41f6b365,sr_27e4f78bb051a0b5d663a0c9,NSCQ-CA-20260720-0733,CA,Laguna Hills,CITY OF LAGUNA HILLS,non_safety,cba,,,1,annual_salary,,,,,"5,576.71",,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0254_sr_27e4f78bb051a0b5d663a0c9.pdf#page=1,medium,S_ALARY_SCHEDULE_VALUE_VISIBLE,provisional_unverified
qobs_46983205c2e812a6f5cee715,cexrem_dddfbff18efa9f5a9a1df240,mix_568866e6c281b32008a998b6,doc_d938ff366a5433503e5bd3ca,ttd_81d81f436f646ddf81f5f278,sr_d76dc558c2ff9ab87f37160e,NSCQ-CA-20260720-0291,CA,Lake Elsinore,CITY OF LAKE ELSINORE,non_safety,cba,,,6,percentage_increase,,5%,,,,,,,5%,effective upon approval and adoption of this Agreement,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0257_sr_d76dc558c2ff9ab87f37160e.pdf#page=6,medium,ARTICLE_V_F_CLASES_AND_RANGES_SALARY_RNG,provisional_unverified
qobs_5fcf81d93b02b3a4066cde87,cexrem_dddfbff18efa9f5a9a1df240,mix_568866e6c281b32008a998b6,doc_d938ff366a5433503e5bd3ca,ttd_81d81f436f646ddf81f5f278,sr_d76dc558c2ff9ab87f37160e,NSCQ-CA-20260720-0291,CA,Lake Elsinore,CITY OF LAKE ELSINORE,non_safety,cba,,,6,percentage_increase,,5%,,,,,,,additional 5%,effective the first pay period in July 2018,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0257_sr_d76dc558c2ff9ab87f37160e.pdf#page=6,medium,ARTICLE_V_F_CLASSES_AND_RANGES_SECOND_IN,provisional_unverified
qobs_c0b5784beb20227d7400fa7b,cexrem_dddfbff18efa9f5a9a1df240,mix_568866e6c281b32008a998b6,doc_d938ff366a5433503e5bd3ca,ttd_81d81f436f646ddf81f5f278,sr_d76dc558c2ff9ab87f37160e,NSCQ-CA-20260720-0291,CA,Lake Elsinore,CITY OF LAKE ELSINORE,non_safety,cba,,,6,percentage_increase,,2.5%,,,,,,,2.5%,effective upon approval and adoption of this Agreement,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0257_sr_d76dc558c2ff9ab87f37160e.pdf#page=6,medium,ARTICLE_V_F_CLASSES_AND_RANGES_CODE_ENF1,provisional_unverified
qobs_38d1dc7ca772c7f2f8e6c5da,cexrem_dddfbff18efa9f5a9a1df240,mix_568866e6c281b32008a998b6,doc_d938ff366a5433503e5bd3ca,ttd_81d81f436f646ddf81f5f278,sr_d76dc558c2ff9ab87f37160e,NSCQ-CA-20260720-0291,CA,Lake Elsinore,CITY OF LAKE ELSINORE,non_safety,cba,,,6,percentage_increase,,2.5%,,,,,,,additional 2.5%,effective the first pay period in July 2018,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0257_sr_d76dc558c2ff9ab87f37160e.pdf#page=6,medium,ARTICLE_V_F_CLASSES_AND_RANGES_CODE_ENF2,provisional_unverified
qobs_8dec0f73f0d16502ef51dd1d,cexrem_0636b633e843cdd493028599,,doc_cabf47be61c98b47bcb8d9a6,ttd_ff6b6954c161e1893dac2a86,sr_8d33956414d337f727883a03,NSCQ-CA-20260720-0316,CA,Lodi,CITY OF LODI,police,cba,,,3,percentage_increase,,3.5%,,,,,,,3.5%,"December 22, 2025",annual salary,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0409_sr_8d33956414d337f727883a03.pdf#page=3,medium,MOU_3_3_5_ANI_EFFECTIVE_DEC_22_2025,provisional_unverified
qobs_b0901288f29d095dd7da9c87,cexrem_0636b633e843cdd493028599,,doc_cabf47be61c98b47bcb8d9a6,ttd_ff6b6954c161e1893dac2a86,sr_8d33956414d337f727883a03,NSCQ-CA-20260720-0316,CA,Lodi,CITY OF LODI,police,cba,,,3,percentage_increase,,3%,,,,,,,3%,"July 5, 2027",annual salary,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0409_sr_8d33956414d337f727883a03.pdf#page=3,medium,MOU_3_3P0_ANI_EFFECTIVE_JUL_5_2027,provisional_unverified
