document_identity_id,candidate_queue_row_id,text_table_detection_id,state,municipality,government_name,unit_type,contract_period_start,contract_period_end,negotiation_cycle_id,city_unit_negotiation_cycle_key,matched_set_id,cycle_bridge_status,cycle_source_fields,exact_period_pair_count,residual_cycle_bridge_status,residual_cycle_support_fields,residual_cycle_exact_evidence,residual_cycle_exact_evidence_sha256
doc_0a0e4519bfa0f6b5779ba39d,NSCQ-OR-20260720-0062,ttd_ec8bf8bd1be3de7084b3ccfe,OR,Woodburn,CITY OF WOODBURN,non_safety,2025-07-01,2027-06-30,cycle_c4fe8dcfe60f0b1ea5ca3929,cuc_efcf59d758595fe0e2af4af7,,established_single_exact_pair,candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0a112444fd54ad64d263bb15,NSCQ-FL-20260720-0081,ttd_5cfa4310fa9b6b3980031ece,FL,Boynton Beach,CITY OF BOYNTON BEACH,non_safety,2023-10-01,2026-09-30,cycle_e6a334bcdbf80503dcfad407,cuc_d8bcfcea68fb37ae72036a4b,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0a296cfbdc9b589463cc9c6f,NSCQ-MA-20260720-0023,ttd_5e04b53cd9ca42877e18d787,MA,Seekonk,TOWN OF SEEKONK,non_safety,2020-07-01,2023-06-30,cycle_65a67210df4739a8afceda7f,cuc_a1004a4b743a4700548559a9,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0a3a497e310c64dda69af9c5,NSCQ-FL-20260720-0039,ttd_b07579d3a11bf7c9e6f2801c,FL,Coral Springs,CITY OF CORAL SPRINGS,police,2021-10-01,2024-09-30,cycle_e94398da87883618c4c30c0e,cuc_562489717b88a6c0688b7d03,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0a86415b33350afd0dae7e2c,NSCQ-OH-20260720-0318,ttd_aa7814bb7f5f3bee1631c9ff,OH,Brook Park,CITY OF BROOK PARK,fire,2024-01-01,2026-12-31,cycle_d6257feba01fc2341db92742,cuc_482bc9afc38165526062a408,match_d6257feba01fc2341db92742,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_0a98aac0d2c5cd146a99cfad,NSCQ-KY-20260720-0004,ttd_c48c06bdaff7b82eb60857b8,KY,Lexington-Fayette,URBAN COUNTY GOVERNMENT OF LEXINGTON-FAYETTE,police,2021-07-01,2025-06-30,cycle_2b5f29d2d6cfc6709d948bd8,cuc_5d1f19d207f9cc0e8e18b99f,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0a9c045822d0ada469977476,NSCQ-OH-20260720-0367,ttd_82a742c66375ea4b3c524292,OH,Fairview Park,CITY OF FAIRVIEW PARK,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_0abcb44dbe9fdc41eae58257,NSCQ-TX-20260720-0013,ttd_463c4e049512f7ebe580f387,TX,El Paso,CITY OF EL PASO,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_0b1777c959421103fea248d0,NSCQ-CA-20260720-0106,ttd_b1b97a67a173bcdbdfc13e75,CA,Pasadena,CITY OF PASADENA,fire,2023-01-01,2026-12-31,cycle_1522495e513620affd5c4b75,cuc_4034418929e8b4e0b12afb27,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0b7b3444e23c9366c0396158,NSCQ-MI-20260720-0155,ttd_dfa2d794b92a3706abde1880,MI,Hazel Park,CITY OF HAZEL PARK,police,1990-07-01,1993-06-30,cycle_9faeab80161e2141495f5860,cuc_fb338399b2276e565c9da480,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_0b89201fdbe84f8748f0adae,NSCQ-NY-20260720-0030,ttd_3043e489e8ea76a76193e5aa,NY,Middletown,CITY OF MIDDLETOWN,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_0b9118ba955d9f17e14295a1,NSCQ-PA-20260720-0082,ttd_1baec6946320481642d2923d,PA,West Chester,BOROUGH OF WEST CHESTER,police,2019-01-01,2023-12-31,cycle_f1ad718147ded99d91b72075,cuc_377d30ae48dbc7d308ee901d,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_0bb8b633dd5c0ec0aaf0b60c,NSCQ-CA-20260720-0544,ttd_ef9dc776a490a60898549bde,CA,Wasco,CITY OF WASCO,police,2024-07-01,2026-06-30,cycle_8b44731302a912da1172b151,cuc_daefc827dfa4ceef12ec2edf,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0bc0421fcd3acbc3fdb208d4,NSCQ-IL-20260720-0005,ttd_606a26fe11c7bde70be797df,IL,Aurora,CITY OF AURORA,fire,2017-01-01,2020-12-31,cycle_3cb64e7e3370bad352c8d349,cuc_00a63ca26185d665c4d5dda1,,established_single_exact_pair,,0,established_single_exact_pair_from_explicit_cycle_metadata,candidate_queue.cycle_match_notes,"January 1, 2017 to December 31, 2020",9fe4c3946f373d377040b272d24a559c280db45f03a03ff5120f8612f6308416
doc_0bc3a0e8fbf998599f364bb3,NSCQ-CT-20260720-0045,ttd_dcda8c92cc60c3b9a187ea1f,CT,Shelton,CITY OF SHELTON,police,2016-07-01,2019-06-30,cycle_2332f15cfd01378be0cf9477,cuc_5e2854d5ccdd1d13689d63b6,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0bc561c06597e4d059a475ae,NSCQ-WI-20260720-0023,ttd_91311ae7bb5d7cb16573283a,WI,Janesville,CITY OF JANESVILLE,non_safety,2023-01-01,2025-12-31,cycle_0f516522a07853fd3d9394aa,cuc_081f61a9070b585530cbeca5,match_0f516522a07853fd3d9394aa,established_single_exact_pair,,0,established_single_exact_pair_from_explicit_cycle_metadata,candidate_queue.cycle_match_notes,"January 1, 2023–December 31, 2025",21c1582695216e16b5d63513cff5f88df6d9bfa5eaaea54dd3c80a12794eb4e6
doc_0bc98fe334ee5dd02aad2314,NSCQ-TX-20260720-0040,ttd_0cd93e5a0a6b9c34055eb75e,TX,Denton,CITY OF DENTON,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_0bdd6f682c0d15fc5522915b,NSCQ-OH-20260720-0294,ttd_9ac97935c61858f8e3b60c6b,OH,Ashland,CITY OF ASHLAND,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_0be453f413c5db26a27f11bc,NSCQ-CA-20260720-0678,ttd_e7bb452e7f5dac04b219e14a,CA,Hercules,CITY OF HERCULES,non_safety,2024-07-01,2025-06-30,cycle_312f78afbce75d32055fce76,cuc_163e80f00840826e4c8ee1c1,match_312f78afbce75d32055fce76,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0bf71de5a7b8c012570209b4,NSCQ-OH-20260720-0539,ttd_ad806deec82f98211d9523c9,OH,Montgomery,CITY OF MONTGOMERY,police,2022-07-01,2025-06-30,cycle_b3c4759a98f2914a0ccc19e1,cuc_841f214c065c82be81fdc034,,established_single_exact_pair,candidate_queue.visible_year_evidence,1,preserved_prior_exact_cycle,,,
doc_0c07b19fac8f8cfaf3e692d9,NSCQ-CT-20260720-0039,ttd_dd4b9b0322ad9d72585a0e45,CT,Middletown,CITY OF MIDDLETOWN,non_safety,2017-07-01,2022-06-30,cycle_f1d0b34820d353ebd18467b1,cuc_94526afbacc654380e3d69d5,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence,1,preserved_prior_exact_cycle,,,
doc_0c5885338388db1623f0fb9b,NSCQ-CA-20260720-0338,ttd_41e9193479261665d4a630b9,CA,Santa Cruz,CITY OF SANTA CRUZ,non_safety,2022-10-01,2025-10-10,cycle_32d5b84a3c9db031147585b4,cuc_77c67cf305bc1de2ad233287,,established_single_exact_pair,,0,established_single_exact_pair_from_explicit_cycle_metadata,candidate_queue.cycle_match_notes,"October 1, 2022 – October 10, 2025",9a4d1bcc76114b102625185a5946115d4cc24e14b3fad922922be92894a9e741
doc_0cb5887a0640db17450e2195,NSCQ-WA-20260720-0118,ttd_83bf100d19350cf81a240906,WA,Bainbridge Island,CITY OF BAINBRIDGE ISLAND,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_0cc668dfcb79b06461cc5b24,NSCQ-WI-20260720-0072,ttd_18a2fb6bd65064b539591d12,WI,West Bend,CITY OF WEST BEND,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_0cc937ef3e169e3753c8bff3,NSCQ-OH-20260720-0483,ttd_2cbe599e5ae98b873a12eb2a,OH,Bucyrus,CITY OF BUCYRUS,fire,2022-01-01,2024-12-31,cycle_f0666ff8b927b80ba3281242,cuc_e53013b3ae7ac32856e584e4,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0d2c2e84efbb21f8ce72d67b,NSCQ-CT-20260720-0019,ttd_f5667375b0d1ca92863f2ee1,CT,Norwalk,CITY OF NORWALK,police,2024-07-01,2029-06-30,cycle_9f9f6b273e7ebd7ab3272019,cuc_4bc48a69b395339bfdb29e63,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0d31a2bed9989dea46cf5406,NSCQ-FL-20260720-0225,ttd_2e2b43ae7d0c3781d37221ee,FL,Marco Island,CITY OF MARCO ISLAND,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_0d688c12b5d03b08cfdd8649,NSCQ-CA-20260720-0406,ttd_081061b4075b4fc5151a8b0c,CA,Gilroy,CITY OF GILROY,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_0dcb44a2608171d452f4dd28,NSCQ-IL-20260720-0148,ttd_7c67a6ab7724db2b720f3772,IL,Galesburg,CITY OF GALESBURG,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_0dfab419876d730f03d14259,NSCQ-OH-20260720-0508,ttd_96267683218012eb71cce4ad,OH,Van Wert,CITY OF VAN WERT,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_0e0a1917b1ffe37490be0201,NSCQ-IA-20260720-0040,ttd_9f2661fb5cab7878b1924b21,IA,Marshalltown,CITY OF MARSHALLTOWN,fire,2024-07-01,2027-06-30,cycle_4779daa7262a72bec65f722d,cuc_0a55bd221a2b80f8ab11b09b,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0e5a8511ad6defc551c99c11,NSCQ-WA-20260720-0171,ttd_b84dd2e732dae59ac0ddf741,WA,Monroe,CITY OF MONROE,non_safety,2023-01-01,2026-12-31,cycle_a766c25cac486c6d6ab7944f,cuc_fc03bd9610f60d15513a002b,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0e60bc0317c13ef4f071edd7,NSCQ-OH-20260720-0449,ttd_67e9ac758bdbd519560cc8a4,OH,Amherst,CITY OF AMHERST,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_0ebd2035feb329160a96672e,NSCQ-OR-20260720-0034,ttd_90046566ada7c1ee83bf0d9a,OR,Lake Oswego,CITY OF LAKE OSWEGO,fire,2023-07-01,2026-06-30,cycle_b118a8fd8aa54bd41f19032a,cuc_22fa6028df018433c5391b6d,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0ebee1ceeff70373e10b636c,NSCQ-OH-20260720-0273,ttd_e177e3e3039095ccea8d6603,OH,Oxford,CITY OF OXFORD,police,2019-01-01,2021-12-31,cycle_76f7585029d1f40b60753919,cuc_cabedd3752c8e372af2aed5e,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0ed70d5b86a5c39c9177ca1f,NSCQ-IL-20260720-0236,ttd_5a40e0b51b18450d6990324f,IL,Lansing,VILLAGE OF LANSING,police,2018-04-01,2021-04-30,cycle_6ee0da0e66beeea520a13885,cuc_bab6160503caed84adf3e7b9,,established_single_exact_pair,,0,established_single_exact_pair_from_explicit_cycle_metadata,candidate_queue.cycle_match_notes,"April 1, 2018 through April 30, 2021",d4b4951873d019c2f1e058667357db5458221966817f998707d8438a313c2561
doc_0ee05d335f50eab7bcb0862e,NSCQ-FL-20260720-0045,ttd_790861324713c01ab5a45039,FL,Lakeland,CITY OF LAKELAND,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_0ee3c2f7f3838d6b8b86c0ab,NSCQ-OH-20260720-0709,ttd_fb83dcda73fa8653a7bbe4e3,OH,Mentor-on-the-Lake,CITY OF MENTOR ON THE LAKE,police,2019-06-25,2022-06-24,cycle_c041d91f214602f15b593141,cuc_7bfa7043f85de2060fd1d610,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_0eee8c516ecc8dec1402200b,NSCQ-OH-20260720-0201,ttd_43643ffe1a56a9a72b05ba8a,OH,Sandusky,CITY OF SANDUSKY,police,2022-01-01,2024-12-31,cycle_380b45717286150b818d1e5f,cuc_71b22b362621a101785c4a6f,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0f08283eadd8b476dce6d0d1,NSCQ-OH-20260720-0295,ttd_4f86e23e03fdea33c8f36ea3,OH,Ashland,CITY OF ASHLAND,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_0fb8275841f0d61a6d5ce4ad,NSCQ-WA-20260720-0160,ttd_3747def041a25ef258dec713,WA,Mill Creek,CITY OF MILL CREEK,police,2025-01-01,2027-12-31,cycle_d16a98d79bc31fab62e728c5,cuc_f7de37c67f912be980a15714,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0fc99c32b38cef5e8e5ebc01,NSCQ-NY-20260720-0055,ttd_0ee7cd940ea31993b190a8cf,NY,Auburn,CITY OF AUBURN,non_safety,2023-07-01,2028-06-30,cycle_341a776bf4b4db9732635e8c,cuc_5d799f214d2cbe81df3ae556,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0fcf8273dcff21772a9c9636,NSCQ-IL-20260720-0251,ttd_a5debb5199f0b940b9e94735,IL,Yorkville,CITY OF YORKVILLE,non_safety,2021-05-01,2026-04-30,cycle_051eb7e60f8841cfd538df09,cuc_b301bad41f7845cfae04bbea,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_0ff29aa265967154ba40cea1,NSCQ-IL-20260720-0232,ttd_54dc40d909365436dbe6d78d,IL,Algonquin,VILLAGE OF ALGONQUIN,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_100686c27902679339251484,NSCQ-OH-20260720-0522,ttd_a2b37f3ce331d57918218433,OH,Springdale,CITY OF SPRINGDALE,police,2023-01-01,2025-12-31,cycle_b639fadb815aae8be4397e4d,cuc_c56a2b2f2e97530043ca9e12,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_102b59a0faf788060f28f8f6,NSCQ-OH-20260720-0178,ttd_620397bc04821174e371f3df,OH,Avon,CITY OF AVON,police,2024-01-01,2026-12-31,cycle_f8fac2105251395f28021499,cuc_fdbac324d92e586076bae883,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_104068239fa3cf3e8b6ff782,NSCQ-MI-20260720-0097,ttd_e7ee058bba5bc4b63f3213f2,MI,Norton Shores,CITY OF NORTON SHORES,police,2024-07-01,2028-06-30,cycle_0f13cf3157e3c74d6177cfe0,cuc_9c3fffff66999856956d7ede,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_1049afc7fa22ac40fb34c100,NSCQ-CA-20260720-0162,ttd_42c1a123060ee451aa1ed4fd,CA,San Buenaventura (Ventura),CITY OF SAN BUENAVENTURA,fire,2016-07-01,2018-12-31,cycle_a8954e2f0f67db7607a075ce,cuc_1b0cd7aba0a0a141e542452e,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_1049d2489e3bc56a095dca87,NSCQ-OH-20260720-0356,ttd_a058bc2c9c3ac894aa5136ba,OH,Vermilion,CITY OF VERMILION,police,2023-01-01,2025-12-31,cycle_7119009e489b2a3e90b7ca0c,cuc_86718e8dd8605cce1b3869fa,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_107eba6563e4c58908a327aa,NSCQ-IA-20260720-0034,ttd_b700fd514bb9ec49b5579209,IA,Marion,CITY OF MARION,fire,2022-07-01,2024-06-30,cycle_5ffa155af12b2c1be260c4c2,cuc_e5143f1a1c2794f2f31c280f,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_10d74d4817a88b3dd1b923eb,NSCQ-DE-20260720-0002,ttd_10b561371518c84f062c412a,DE,Dover,CITY OF DOVER,police,2024-07-01,2026-06-30,cycle_e1354907c5fd93d22797bb4d,cuc_0ed4db236d81ab96c079840c,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_1101b00680cdee1c6e56fa69,NSCQ-OH-20260720-0546,ttd_29552072ed63ea6d3879aff1,OH,Ironton,CITY OF IRONTON,non_safety,2020-04-15,2023-04-14,cycle_202b6354ec66a93ce84c5912,cuc_72839439c9db099899f4d665,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_1120fae21cfa773d8464ba13,NSCQ-MI-20260720-0087,ttd_3a9c6ebad91a51d6972c750d,MI,Bay City,CITY OF BAY CITY,non_safety,2024-09-04,2028-06-30,cycle_e5c8d1b84142b85aded1a4c4,cuc_1dac4f11d38c266631e68f0a,,established_single_exact_pair,candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_114b139fe203048bf9111c3e,NSCQ-OR-20260720-0035,ttd_ae01be8eaed319534ed41136,OR,Lake Oswego,CITY OF LAKE OSWEGO,non_safety,2024-07-01,2027-06-30,cycle_60ec5cd21bcbfc42ef1c3fdb,cuc_4b36fdb9fc75436b581fb9c3,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_114edbcd8ffcaaae918bf55b,NSCQ-OH-20260720-0540,ttd_61dc212633b97ff7d56aa4c7,OH,Montgomery,CITY OF MONTGOMERY,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_116a6433e2d553a4c00844de,NSCQ-IA-20260720-0054,ttd_1e7e7da6dd10cdf9d2d92565,IA,Burlington,CITY OF BURLINGTON,non_safety,2026-07-01,2029-06-30,cycle_5b17094b593847accc4e8260,cuc_23077dc100d458fad506b15a,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_11753ea495db3280669728d1,NSCQ-OR-20260720-0128,ttd_326d40ca61c5698e37394c52,OR,Baker City,CITY OF BAKER CITY,non_safety,2022-07-01,2025-06-30,cycle_1a384cd1bde4b2ec393c9d18,cuc_8f73fd2be8a54b1bc498802e,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_1186106dbc74234a2db1c956,NSCQ-MI-20260720-0103,ttd_012d6f5964b955069bad29fa,MI,Allen Park,CITY OF ALLEN PARK,police,2019-07-01,2023-06-30,cycle_af4cdc86cc0e31bc1dca87df,cuc_db748f0fb5e886a596df91c3,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_11a2934eeda2a2948cbd4726,NSCQ-OH-20260720-0462,ttd_0fd5ea43045593a3b9b7b5d5,OH,Bellevue,CITY OF BELLEVUE,police,2024-11-01,2027-10-31,cycle_1f4e39c016bc3bf6da667cde,cuc_192811452f3d8fd7e8ed6fc1,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_11d54a6051ca024b7d119834,NSCQ-OH-20260720-0401,ttd_632ebb765e8366339d366572,OH,Bellefontaine,CITY OF BELLEFONTAINE,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_11dbaefb6cf29b64ef538679,NSCQ-MA-20260720-0075,ttd_7ea9ffb6653dd9b05cd19408,MA,Leominster,CITY OF LEOMINSTER,fire,2024-07-01,2027-06-30,cycle_7df2c0a161af40056a6218fc,cuc_62b583d87723acc5ce8fcbb4,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_127ad188d19f5230c0580c8e,NSCQ-OH-20260720-0376,ttd_22fd2268b45eabf04546b8aa,OH,Mount Vernon,CITY OF MOUNT VERNON,non_safety,2021-05-16,2022-06-30,cycle_283074c73d56b9f135fd3cd5,cuc_598dabe239713caa8e4b1673,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_12bfd002ab39ed5918736500,NSCQ-OH-20260720-0542,ttd_c7f49cfc5ce7c74138e5bead,OH,Montgomery,CITY OF MONTGOMERY,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_13078d891e50bce99f984dbf,NSCQ-NV-20260720-0005,ttd_853cc949aa2d9d97fc490cab,NV,North Las Vegas,CITY OF NORTH LAS VEGAS,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_1316ac3c3b504d4add3cbdfe,NSCQ-RI-20260720-0008,ttd_88095824eb57a220677dc108,RI,Cranston,CITY OF CRANSTON,fire,2016-07-01,2019-06-30,cycle_690624031ef0585e11ddbb6f,cuc_c86b74fb6318c6079e95b181,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_13175eb574089c5db32a4f92,NSCQ-NY-20260720-0040,ttd_3020dc8abb7df01ba7bb8406,NY,Watertown,CITY OF WATERTOWN,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_13f482426dced7df1655b19a,NSCQ-OH-20260720-0422,ttd_bd07550a88e812275cc4c929,OH,Lyndhurst,CITY OF LYNDHURST,fire,2021-01-01,2023-12-31,cycle_cd52f52c39bf05fd9808dc41,cuc_ed990fa95fdda4487ef9931b,match_cd52f52c39bf05fd9808dc41,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_1425fa978fc327287944cfa9,NSCQ-CA-20260720-0288,ttd_601236266ba089d8f45a3f19,CA,Pleasanton,CITY OF PLEASANTON,non_safety,2025-04-01,2028-03-31,cycle_0a2414255e4961f6a50b6066,cuc_a9eb367b7a64a875d11719ea,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
