qualitative_evidence_id,qualitative_source_record_id,scope_origin,source_review_id,retained_source_id,retained_content_hash,case_id,text_table_detection_id,candidate_id,state,municipality,unit_type,bargaining_unit_name,contract_or_cycle_period,cycle_start,cycle_end,source_family,mechanism_family,claim_relevance,direction_of_pressure,evidence_strength,claim_boundary,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
legacy:qualitative:lobs_2389ac63981b11fa8981b554:implementation_or_retroactivity_advantage,qualitative:lobs_2389ac63981b11fa8981b554,legacy_valid_636_rating,sr_fd6b9c255437773b0ecd6ea4,,94c566c77f0cb53fc248fde801faec8c6f4d7f3e747c5e132e7dba21812ba675,cexrem_edcc4fc2d40819c004675773,ttd_723ddfdb1f93b7715645b083,,OR,,police,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,Only indicates an effective date for an approved compensation plan; does not state retroactivity or relative timing effects.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_25483f7c98b248266bd5479a:rank_or_specialization_premium,qualitative:lobs_25483f7c98b248266bd5479a,legacy_valid_636_rating,sr_ab020d2123019581b612bdc6,,bca3f50901874a7b46d0319f8e1b32fa05bfa366ac3fde451a452a65afdc4abb,cex_995a391a0e1cd96a38427d0c,ttd_0e5fc009bb62adee9e43d9fe,,NY,,police,,,,,cba,rank_or_specialization_premium,documentary_mechanism_claim,safety_advantage,weak,"The span establishes a rank-specific base pay floor for Lieutenants, without comparing to other ranks or groups.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_257ab7918274831ff643e8a9:gap_narrowing_signal,qualitative:lobs_257ab7918274831ff643e8a9,legacy_valid_636_rating,sr_61c3f970b8595086cc44ddf4,,9c4cf2eeb4ec1d595f35994ee6a672621790895b5de6942fa74bc46a01386053,cex_f86002aabdcccceea3315e2d,ttd_1ca6cee99f7a9763c7d4a4f3,,CA,,police,,,,,cba,gap_narrowing_signal,provisional_causal_candidate,gap_narrowing,weak,"Mechanism suggests alignment to market by increasing more where below market, but no quantitative before/after safety/non-safety comparison is provided.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_257ab7918274831ff643e8a9:market_or_comparability_pressure,qualitative:lobs_257ab7918274831ff643e8a9,legacy_valid_636_rating,sr_61c3f970b8595086cc44ddf4,,9c4cf2eeb4ec1d595f35994ee6a672621790895b5de6942fa74bc46a01386053,cex_f86002aabdcccceea3315e2d,ttd_1ca6cee99f7a9763c7d4a4f3,,CA,,police,,,,,cba,market_or_comparability_pressure,documentary_mechanism_claim,safety_advantage,moderate,Base salary increase is tied to how far each classification is below market total.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_257ab7918274831ff643e8a9:rank_or_specialization_premium,qualitative:lobs_257ab7918274831ff643e8a9,legacy_valid_636_rating,sr_61c3f970b8595086cc44ddf4,,9c4cf2eeb4ec1d595f35994ee6a672621790895b5de6942fa74bc46a01386053,cex_f86002aabdcccceea3315e2d,ttd_1ca6cee99f7a9763c7d4a4f3,,CA,,police,,,,,cba,rank_or_specialization_premium,documentary_mechanism_claim,gap_narrowing,moderate,Salary adjustments are described as varying by classification.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_2674ed65bf442095b28bae00:implementation_or_retroactivity_advantage,qualitative:lobs_2674ed65bf442095b28bae00,legacy_valid_636_rating,sr_a6e0fc7c12662a36a230c7df,,b8308aeac7ab791ea03e49a8c802d8a039b960812b18682b18307b8016821444,cex_82223aa069f7db92f4dfaaae,ttd_d3ec1849f23489e603988198,,DE,,police,,,,,cba,implementation_or_retroactivity_advantage,provisional_causal_candidate,neutral_or_unclear,weak,:timing language suggests implementation timing but does not establish advantage/gap effects on its own,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_26e575c8dcd7173590c4b957:implementation_or_retroactivity_advantage,qualitative:lobs_26e575c8dcd7173590c4b957,legacy_valid_636_rating,sr_6a6bb11db47e9c4daff8aefb,,29ecc7f35cf83b6948b1e9c81e264876986b6b36587f5f79625899add92c1918,cex_c52c88c857a635c7593bba67,ttd_80eb17ba44482cf64e43f5dc,,WI,,fire,,,,,cba,implementation_or_retroactivity_advantage,context_only,neutral_or_unclear,weak,"Indicates an effective date; does not state retroactivity, staged changes, or comparative timing relative to other groups.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_26e95bee6ffcb4a0d8855e40:implementation_or_retroactivity_advantage,qualitative:lobs_26e95bee6ffcb4a0d8855e40,legacy_valid_636_rating,sr_fa278db72f3197439acf19ab,,5bedef96da6383a6fda7fe36d043ee174f910313797f8e0d622ae00ad5e832a5,cexrem_71f3b519e4cc0d4ea2716065,ttd_413bfe0f751176c0497dd67f,,CA,,police,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,moderate,This only indicates a retroactive effective date; it does not establish an advantage or wage-gap direction.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_275ae8c2e7fd393d0a2f5999:implementation_or_retroactivity_advantage,qualitative:lobs_275ae8c2e7fd393d0a2f5999,legacy_valid_636_rating,sr_07bee4e69a7ab6e398354e7a,,c1ad8178c23f10502f0593780f323f03a1792c8bf2359c1f4fc2930a788133c2,cex_0cae3a90688ce5612e8e9e91,ttd_97e1e73ced0a32bed7ddc9de,,IA,,police,,,,,cba,implementation_or_retroactivity_advantage,provisional_causal_candidate,gap_narrowing,weak,Only an effective date and a general provision are stated; no comparative timing or staged/retroactive pay terms are provided in the span.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_27da8538b8c5eac3a2a38a2d:non_base_compensation_signal,qualitative:lobs_27da8538b8c5eac3a2a38a2d,legacy_valid_636_rating,sr_140e175be2428c7322e45aad,,f96e0a27dff287b11fac4a139b21cabf0e43222f4a65080c3d5bb80f4e082485,cex_22d4d1ba800b504466fa6c16,ttd_ff7bb5740c1f0e90ebb6679a,,KS,,police,,,,,cba,non_base_compensation_signal,direct_text_claim,neutral_or_unclear,moderate,": indicates future non-receipt of longevity pay, a non-base compensation component",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_28a619e1243f82e38e5bc4f2:market_or_comparability_pressure,qualitative:lobs_28a619e1243f82e38e5bc4f2,legacy_valid_636_rating,sr_244222ff567949a7e4ba4dbf,,d4912de7c74e67b0ee6b83b9b1e00ed868106194fe837aea7dcb83c3898e6b64,cexrem_8ffb0372469bc6f5fb511516,ttd_788d16641ddf258434469d0b,,VA,,non_safety,,,,,wage_schedule_or_compensation_plan,market_or_comparability_pressure,direct_text_claim,gap_narrowing,moderate,Only indicates a 'Labor Market Adjustment' concept; does not specify the comparator set or mechanism details.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_28c7ce0c59b41e337c47283a:implementation_or_retroactivity_advantage,qualitative:lobs_28c7ce0c59b41e337c47283a,legacy_valid_636_rating,sr_4e720083c463417f2d6f96a6,,86750da1b5fa670ef3cb723c575b2d596fb790dd91b59e0db1c53a7c9aefb4e3,cex_94eca1be458d3acd471c2557,ttd_f11c80887df208781a4b531d,,OR,,fire,,,,,cba,implementation_or_retroactivity_advantage,context_only,neutral_or_unclear,weak,"Only indicates when the policy applies; does not state retroactivity, staged increases, or favorable timing relative to another benchmark.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_29bb0fb351222567c446af2f:implementation_or_retroactivity_advantage,qualitative:lobs_29bb0fb351222567c446af2f,legacy_valid_636_rating,sr_8de8098f7bc623f4c9ee9182,,024a882c6805d083884eab65acea7b545fda4e0715d3401ed0c2ac08e5e714db,cexrem_af52a83b90feb45a6204424f,ttd_aaf653d34ebeaf4622f40676,,CA,,non_safety,,,,,cba,implementation_or_retroactivity_advantage,context_only,neutral_or_unclear,weak,timing/term start mentioned; no stated favorable effective date/retroactivity/increment terms,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_29cffb2730f0f7e4e9210da8:automatic_raise_mechanism,qualitative:lobs_29cffb2730f0f7e4e9210da8,legacy_valid_636_rating,sr_d52b4b96c793e8aab32ecf55,,ff4e7fdbd83e80982ea53268da52e74817bd198218add88dd7eaa1faf82b9ef3,cexrem_bc003451d8f670262c031511,ttd_061738b35675f91a4a62378e,,ID,,fire,,,,,cba,automatic_raise_mechanism,direct_text_claim,neutral_or_unclear,moderate,Indicates step advancement is determined by tenure; does not specify whether this applies only to safety or compare to any non-safety group.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_29e5b2e0544b49a0acd24502:automatic_raise_mechanism,qualitative:lobs_29e5b2e0544b49a0acd24502,legacy_valid_636_rating,sr_9f37963ca71b05bb825044ba,,ab5e09ee7ca5ab33f43c9544e6938665aa2988f3b8774227b57c01b3dfd965f3,cex_c6e7e5d5d28aba07a1596a07,ttd_a938ca9fa23bdf230c439d5f,,MT,,police,,,,,cba,automatic_raise_mechanism,provisional_causal_candidate,gap_narrowing,moderate,Indicates a step progression tied to an anniversary date; does not specify amounts or comparisons.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_2ace8f053e2982f93a39a31c:non_base_compensation_signal,qualitative:lobs_2ace8f053e2982f93a39a31c,legacy_valid_636_rating,sr_e0a4189c5bf3e5815b6f8c03,,02cd05bde06d9cad71322184d7763ea351c64378ea672e72f5d71d295328a28f,cex_2b3befca515f0286b3b90d59,ttd_6c53ff324a4b3e828c935fda,,CT,,non_safety,,,,,cba,non_base_compensation_signal,direct_text_claim,non_safety_advantage,moderate,Longevity payments are calculated based on years of full-time service; this does not specify base wage or timing effects.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_2b3c862a93ee204c36ee53e6:implementation_or_retroactivity_advantage,qualitative:lobs_2b3c862a93ee204c36ee53e6,legacy_valid_636_rating,sr_0b356f1cdb010478b6268871,,ea267d49d0cb3e17b09edf9d37149ec13dea780748b07e54c55cc6b3098b6705,cexrem_c71b238d14c4f356f59a4379,ttd_1cf6d2b806e38a692c803f86,,CA,,police,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,"This indicates an effective-date/timing condition, but the span alone does not establish comparative advantage or a compensatory outcome.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_2c0dc8954a7f816503e8bd38:non_base_compensation_signal,qualitative:lobs_2c0dc8954a7f816503e8bd38,legacy_valid_636_rating,sr_c0b77b4c6090201a4b1512fd,,c568c2aa95d198ae7fe531c5e5d9d905812c7056e758b6b84a716353e0982a40,cex1000_07dbe36f564cf001de45f1a7,ttd_4f62fbce25650c7f277b31a9,,CA,,non_safety,,,,,cba,non_base_compensation_signal,documentary_mechanism_claim,neutral_or_unclear,moderate,Only indicates increases tied to PERS retirement costs; it does not specify how base wages change or any safety/non-safety relative effect.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_2d2c0c6b5ba0afd03d0df102:implementation_or_retroactivity_advantage,qualitative:lobs_2d2c0c6b5ba0afd03d0df102,legacy_valid_636_rating,sr_989da61c2ae0b373cf838a0b,,c7bfe1535a3d2626607e58b4921c71e840214a0559706a5654390a4698872199,cex_668f1e5f56bf5165dfdd3942,ttd_f5fdf180de65a8468c4ae820,,FL,,non_safety,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,moderate,timing/retroactivity term referenced; does not quantify or compare effective-date advantage,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_2d9afcd37b81c60586893cbb:implementation_or_retroactivity_advantage,qualitative:lobs_2d9afcd37b81c60586893cbb,legacy_valid_636_rating,sr_bcd70abb6a05144aed1f1188,,2dadd891c575387bf066f13390bf6d329c63c98808e3fcd7577dbfea30472f4a,cex1000_8fa8f1fd4cc2d5742d015f6f,ttd_3d2d74d057672fd0c9762b36,,FL,,police,,,,,cba,implementation_or_retroactivity_advantage,context_only,neutral_or_unclear,weak,"Timing language specifying that something occurs beginning in the first pay period of each fiscal year; does not, by itself, describe an actual retroactive or advantageous pay change.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_2e344f5681c01d3d0c8d06ab:bargaining_power_signal,qualitative:lobs_2e344f5681c01d3d0c8d06ab,legacy_valid_636_rating,sr_59f25b66606b8f3e8d2e13e3,,45aa5b7db4823629799e27115b8d8f435464e4a95695e1fb9b0b64b65acac806,cex_1479248c79b0675874ed5c47,ttd_752daadf1d467dbd538a43bb,,MI,,police,,,,,cba,bargaining_power_signal,direct_text_claim,gap_narrowing,moderate,"Applies to officers effective July 1, 2028 or later; indicates bargaining requirement but does not specify wage amounts or outcomes.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_2e344f5681c01d3d0c8d06ab:implementation_or_retroactivity_advantage,qualitative:lobs_2e344f5681c01d3d0c8d06ab,legacy_valid_636_rating,sr_59f25b66606b8f3e8d2e13e3,,45aa5b7db4823629799e27115b8d8f435464e4a95695e1fb9b0b64b65acac806,cex_1479248c79b0675874ed5c47,ttd_752daadf1d467dbd538a43bb,,MI,,police,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,Timing constraint/requirement for when bargaining applies; does not establish retroactivity or a favorable pay timing effect.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_2f02488c9320af9a78933fa7:automatic_raise_mechanism,qualitative:lobs_2f02488c9320af9a78933fa7,legacy_valid_636_rating,sr_5cd11d7c7e9250a7e3f754c5,,a257a6d73588bec1bfa56df47a567bd05da5b748b187fcb19b24c975aa92ed24,cex_3025ad1c1caaf7d4cc268105,ttd_9b34eb35cd191ee86ea05ff9,,SD,,police,,,,,cba,automatic_raise_mechanism,provisional_causal_candidate,gap_narrowing,moderate,Indicates a step/seniority-style schedule tied to a step anniversary date; does not specify cross-category wage effects or final causality.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_2f038cd732506dff8e6167a1:implementation_or_retroactivity_advantage,qualitative:lobs_2f038cd732506dff8e6167a1,legacy_valid_636_rating,sr_7a12a66f7b0f84bc41a183e7,,faef4a9b646fc4ddee81c178a13a50c24b881ecd0bbb738a10a3b03d3b807a6f,cexrem_e71f4309c45190b81be6d99b,ttd_0594fdef1e67adfa418b51fb,,TX,,police,,,,,cba,implementation_or_retroactivity_advantage,provisional_causal_candidate,neutral_or_unclear,weak,"This only suggests a timing/effective-date term; it does not specify an advantage (retroactivity, staged increase, or comparative timing).",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_2f1e404f178dea58246ccac6:implementation_or_retroactivity_advantage,qualitative:lobs_2f1e404f178dea58246ccac6,legacy_valid_636_rating,sr_7b9b7365c960296ce270dc02,,f008fe5f221f0f5a64c75d0a44b0ef228ca953c1d5d7ac2b463f1d2b25f91b7c,cex_6e668077517fb585fd5ecd86,ttd_f67106f87c6b21f33913e5b9,,CA,,police,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,"This indicates timing/implementation period, but the span does not specify retroactivity terms or comparative advantage.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_2f215c16f89e2da52e92e3eb:bargaining_power_signal,qualitative:lobs_2f215c16f89e2da52e92e3eb,legacy_valid_636_rating,sr_3d4eaf66c665c63d48d0e625,,e8268057f277c3ef04ea80d9e2a90515264fc514a295ad2f4e6ac78a97ad4e14,cex_c2f5945eea8465641dac8b60,ttd_90046566ada7c1ee83bf0d9a,,OR,,fire,,,,,cba,bargaining_power_signal,documentary_mechanism_claim,neutral_or_unclear,weak,Dispute resolution process; does not state bargaining leverage or pay bargaining outcomes.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_2f215c16f89e2da52e92e3eb:strike_or_no_strike_constraint,qualitative:lobs_2f215c16f89e2da52e92e3eb,legacy_valid_636_rating,sr_3d4eaf66c665c63d48d0e625,,e8268057f277c3ef04ea80d9e2a90515264fc514a295ad2f4e6ac78a97ad4e14,cex_c2f5945eea8465641dac8b60,ttd_90046566ada7c1ee83bf0d9a,,OR,,fire,,,,,cba,strike_or_no_strike_constraint,documentary_mechanism_claim,neutral_or_unclear,weak,Labor dispute procedure; no explicit statement about strike rights or restrictions in this span.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_30accc6cdc19d75ec00d37fb:implementation_or_retroactivity_advantage,qualitative:lobs_30accc6cdc19d75ec00d37fb,legacy_valid_636_rating,sr_2b50aa9260bba21d78b8a93f,,f3f6c31d433f180739525183a39c1b3edba1f0ecd3f5f63d87a4df3b165524c9,cex_578cdbc3b7c824de35d07436,ttd_4b9d9630998bb66bf89f7e78,,NE,,fire,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,gap_narrowing,weak,This supports only that wage adjustments under an Agreement are timed to take effect in January; it does not specify magnitude or relative timing advantage.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_30ee0fd5877146507daca338:implementation_or_retroactivity_advantage,qualitative:lobs_30ee0fd5877146507daca338,legacy_valid_636_rating,sr_9501f16206fb264fa30ed394,,75b9d5ad940b2d41cc6949786eedc7b1f5202ccece783c5187b46999d431aee9,cexrem_3f540ecceec49ea16393ab90,ttd_9104e712f04a1571f09e9626,,OH,,non_safety,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,This only indicates timing for a position change; it does not specify pay amounts or whether changes are retroactive/advantageous versus a comparison.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_3232855663389a176dfe533e:implementation_or_retroactivity_advantage,qualitative:lobs_3232855663389a176dfe533e,legacy_valid_636_rating,sr_fbd9fb1a52a4825206da0aaf,,d8a9056afae67682d0d3eb23598c17adc4c84607b7e5946976d52eaa540f067a,cex_03b2c71eb4e4270de7dbae55,ttd_f6794a57ea2913c5473f2ec7,,ID,,non_safety,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,"Span provides an effective-timing instruction but does not specify a raise amount, retroactivity relative to another baseline, or comparative advantage.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_32f4b0507726aca27fb322ce:strike_or_no_strike_constraint,qualitative:lobs_32f4b0507726aca27fb322ce,legacy_valid_636_rating,sr_c8c9bee4a7daa666b5b3d709,,4daf3fa8d7b72f7bde9f660e4a259736f02f2c12a22651b8446d47275d360981,cex_d6bf2daf3a3a5645a50aedf9,ttd_9dda7d5ecea592906a1ac042,,PA,,non_safety,,,,,cba,strike_or_no_strike_constraint,documentary_mechanism_claim,neutral_or_unclear,moderate,: arbitration/dispute-resolution constraint; do not infer wage effects,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_330395c8bbbaa6c50a314271:implementation_or_retroactivity_advantage,qualitative:lobs_330395c8bbbaa6c50a314271,legacy_valid_636_rating,sr_9b3900f890aaabe1c134e2d8,,2fbd76ef27dda103b4df9d2f96aa07720599e53d7889681d64dd722e034a5ffa,cexrem_b42e1b0a571876692f98648b,ttd_3f97c67648ea57960ad05b91,,NM,,fire,,,,,cba,implementation_or_retroactivity_advantage,context_only,neutral_or_unclear,weak,"This provides an effective date range but does not state retroactivity, staged increases, or comparative timing advantage.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
