municipality,municipality_id,state,region,county,shard_id,scout_target_count,prior_scout_covered_flag,newly_planned_this_wave_flag,source_family_diversification_opportunity_flags,matched_safety_non_safety_opportunity_flag,planned_search_query_families,dashboard_map_inclusion_rule,notes
Lincolnshire,cog_2025_162434,IL,Midwest,Lake County (17097; primary),broad_4x2500_shard_001,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Lincolnwood,cog_2025_124888,IL,Midwest,Cook County (17031; primary),broad_4x2500_shard_001,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Markham,cog_2025_124889,IL,Midwest,Cook County (17031; primary),broad_4x2500_shard_001,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Marseilles,cog_2025_124975,IL,Midwest,LaSalle County (17099; primary),broad_4x2500_shard_001,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Maryville,cog_2025_162517,IL,Midwest,Madison County (17119; primary),broad_4x2500_shard_001,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
McLeansboro,cog_2025_225773,IL,Midwest,Hamilton County (17065; primary),broad_4x2500_shard_001,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Morrison,cog_2025_193210,IL,Midwest,Whiteside County (17195; primary),broad_4x2500_shard_001,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Mount Morris,cog_2025_162562,IL,Midwest,Ogle County (17141; primary),broad_4x2500_shard_001,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Mount Zion,cog_2025_162495,IL,Midwest,Macon County (17115; primary),broad_4x2500_shard_001,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Murphysboro,cog_2025_124948,IL,Midwest,Jackson County (17077; primary),broad_4x2500_shard_001,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Normal,cog_2025_207908,IL,Midwest,McLean County (17113; primary),broad_4x2500_shard_001,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Northlake,cog_2025_162259,IL,Midwest,Cook County (17031; primary),broad_4x2500_shard_001,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Oglesby,cog_2025_184992,IL,Midwest,LaSalle County (17099; primary),broad_4x2500_shard_001,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Olney,cog_2025_162598,IL,Midwest,Richland County (17159; primary),broad_4x2500_shard_001,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Oregon,cog_2025_162563,IL,Midwest,Ogle County (17141; primary),broad_4x2500_shard_001,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Orland,cog_2025_194903,IL,Midwest,Cook County (17031; primary),broad_4x2500_shard_001,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Palos Heights,cog_2025_194710,IL,Midwest,Cook County (17031; primary),broad_4x2500_shard_001,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Palos Park,cog_2025_124894,IL,Midwest,Cook County (17031; primary),broad_4x2500_shard_001,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Paxton,cog_2025_124918,IL,Midwest,Ford County (17053; primary),broad_4x2500_shard_001,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Peoria City,cog_2025_163234,IL,Midwest,Peoria County (17143; primary),broad_4x2500_shard_001,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Pinckneyville,cog_2025_162570,IL,Midwest,Perry County (17145; primary),broad_4x2500_shard_001,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Polo,cog_2025_125031,IL,Midwest,Ogle County (17141; primary),broad_4x2500_shard_001,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Poplar Grove,cog_2025_162181,IL,Midwest,Boone County (17007; primary),broad_4x2500_shard_001,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Red Bud,cog_2025_162594,IL,Midwest,Randolph County (17157; primary),broad_4x2500_shard_001,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Riverdale,cog_2025_207783,IL,Midwest,Cook County (17031; primary),broad_4x2500_shard_001,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Riverwoods,cog_2025_124972,IL,Midwest,Lake County (17097; primary),broad_4x2500_shard_001,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Round Lake Heights,cog_2025_162440,IL,Midwest,Lake County (17097; primary),broad_4x2500_shard_001,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Rushville,cog_2025_204302,IL,Midwest,Schuyler County (17169; primary),broad_4x2500_shard_001,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
South Chicago Heights,cog_2025_193188,IL,Midwest,Cook County (17031; primary),broad_4x2500_shard_001,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
South Moline,cog_2025_163267,IL,Midwest,Rock Island County (17161; primary),broad_4x2500_shard_001,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
St. Clair,cog_2025_125325,IL,Midwest,St. Clair County (17163; primary),broad_4x2500_shard_001,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Staunton,cog_2025_162506,IL,Midwest,Macoupin County (17117; primary),broad_4x2500_shard_001,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Sullivan,cog_2025_207849,IL,Midwest,Moultrie County (17139; primary),broad_4x2500_shard_001,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Tremont,cog_2025_162652,IL,Midwest,Tazewell County (17179; primary),broad_4x2500_shard_001,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Troy,cog_2025_163401,IL,Midwest,Will County (17197; primary),broad_4x2500_shard_001,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Vernon,cog_2025_163050,IL,Midwest,Lake County (17097; primary),broad_4x2500_shard_001,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Washington Park,cog_2025_125057,IL,Midwest,St. Clair County (17163; primary),broad_4x2500_shard_001,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
West Dundee,cog_2025_124960,IL,Midwest,Kane County (17089; primary),broad_4x2500_shard_001,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Wheatland,cog_2025_183971,IL,Midwest,Will County (17197; primary),broad_4x2500_shard_001,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Winthrop Harbor,cog_2025_212728,IL,Midwest,Lake County (17097; primary),broad_4x2500_shard_001,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Wood River,cog_2025_163168,IL,Midwest,Madison County (17119; primary),broad_4x2500_shard_001,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Aboite,cog_2025_163716,IN,Midwest,Allen County (18003; primary),broad_4x2500_shard_001,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Bainbridge,cog_2025_163821,IN,Midwest,Dubois County (18037; primary),broad_4x2500_shard_001,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Battle Ground,cog_2025_204423,IN,Midwest,Tippecanoe County (18157; primary),broad_4x2500_shard_001,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Baugo,cog_2025_126138,IN,Midwest,Elkhart County (18039; primary),broad_4x2500_shard_001,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Bloomfield,cog_2025_163531,IN,Midwest,Greene County (18055; primary),broad_4x2500_shard_001,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Brooklyn,cog_2025_163625,IN,Midwest,Morgan County (18109; primary),broad_4x2500_shard_001,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Brookston,cog_2025_163706,IN,Midwest,White County (18181; primary),broad_4x2500_shard_001,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Brookville,cog_2025_126018,IN,Midwest,Franklin County (18047; primary),broad_4x2500_shard_001,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Brown,cog_2025_163896,IN,Midwest,Hendricks County (18063; primary),broad_4x2500_shard_001,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Brownstown,cog_2025_163562,IN,Midwest,Jackson County (18071; primary),broad_4x2500_shard_001,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Burns Harbor,cog_2025_163645,IN,Midwest,Porter County (18127; primary),broad_4x2500_shard_001,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Calumet,cog_2025_163973,IN,Midwest,Lake County (18089; primary),broad_4x2500_shard_001,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Cannelton,cog_2025_163639,IN,Midwest,Perry County (18123; primary),broad_4x2500_shard_001,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Center,cog_2025_164007,IN,Midwest,Marshall County (18099; primary),broad_4x2500_shard_001,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Chandler,cog_2025_163693,IN,Midwest,Warrick County (18173; primary),broad_4x2500_shard_001,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
