state,municipality,unit_type,candidate_rows_reviewed,verification_ready_rows,mechanism_families,contract_periods_with_metadata,counterpart_ids_present,coverage_status
NY,Southold,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,Stony Point,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NY,Sullivan,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
NY,Sweden,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NY,Thompson,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NY,Tonawanda,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,Union,safety_and_non_safety_bargaining_units,3,1,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,Utica,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NY,Van Buren,safety_and_non_safety_compensation_units,1,1,market_or_comparability_pressure,1,0,candidate_only_not_verified
NY,Victor,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
NY,Warwick,safety_and_non_safety_bargaining_units,1,1,strike_or_no_strike_constraint,1,0,candidate_only_not_verified
NY,Webster,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,West Seneca,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,Wheatfield,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,White Plains,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OH,American,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Anderson,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Ashtabula,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
OH,Athens,safety_and_non_safety_bargaining_units,3,2,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Austintown,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Batavia,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Bath,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
OH,Beavercreek,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OH,Blue Ash,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OH,Boardman,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Brookville,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OH,Bucyrus,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OH,Cambridge,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Canfield,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Carlisle,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
OH,Clear Creek,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Cleveland,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OH,Colerain,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OH,Deerfield,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Defiance,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Delhi,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Delta,non_safety_comparator,3,0,non_safety_constraint_signal,1,3,candidate_only_not_verified
OH,Dublin,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OH,Duchouquet,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Etna,non_safety_municipal_units,1,0,fiscal_constraint_signal,1,0,candidate_only_not_verified
OH,Fairfield,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
OH,Findlay,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OH,Franklin,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Genoa,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Goshen,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Granville,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OH,Greenville,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Groveport,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
OH,Hamilton,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Harrison,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
OH,Hillsboro,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
OH,Howland,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
OH,Huber Heights,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
OH,Jackson,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Jefferson,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
OH,Lake,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Lawrence,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Lemon,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Liberty,safety_and_non_safety_bargaining_units,3,2,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Loveland,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
OH,Madison,non_safety_municipal_units,2,0,fiscal_constraint_signal,2,0,candidate_only_not_verified
OH,Mentor-on-the-Lake,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
OH,Miami,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
OH,Middletown,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OH,Mifflin,safety_and_non_safety_bargaining_units,2,0,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
OH,Monclova,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Monroe,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Mount Healthy,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OH,Munroe Falls,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
OH,Norwich,safety_and_non_safety_bargaining_units,3,2,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Olmsted,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Ontario,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
OH,Orange,safety_and_non_safety_bargaining_units,3,2,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Oxford,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OH,Painesville,non_safety_municipal_units,1,1,fiscal_constraint_signal,1,0,candidate_only_not_verified
OH,Pepper Pike,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
OH,Perry,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Perrysburg,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Pierce,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Poland,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Prairie,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
OH,Richland,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Riverside,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OH,Scioto,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Sharon,safety_and_non_safety_compensation_units,1,1,market_or_comparability_pressure,1,0,candidate_only_not_verified
OH,Sheffield,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
OH,Springboro,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OH,Springfield,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Symmes,safety_and_non_safety_compensation_units,3,1,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Upper,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Upper Sandusky,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OH,Urbana,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OH,Washington,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OH,Wauseon,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
OH,Weathersfield,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
OH,Westerville,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
OH,Willard,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OK,Ada,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OK,Bethany,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
OK,Chickasha,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OK,Claremore,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
OK,Del City,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
OK,Duncan,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
OK,Durant,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
OK,El Reno,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
OK,Glenpool,safety_and_non_safety_compensation_units,2,1,market_or_comparability_pressure,2,0,candidate_only_not_verified
OK,Jenks,safety_and_non_safety_bargaining_units,3,1,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
OK,McAlester,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
OK,Midwest City,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OK,Moore,non_safety_comparator,3,1,non_safety_constraint_signal,2,3,candidate_only_not_verified
OK,Mustang,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
OK,Oklahoma City,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
OK,Owasso,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OK,Ponca City,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
OK,Sand Springs,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
OK,Tahlequah,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
OK,Yukon,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
OR,Beaverton,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OR,Corvallis,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OR,Milton-Freewater,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
OR,Springfield,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
PA,Adams,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Allentown,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
PA,Amity,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Aston,safety_and_non_safety_compensation_units,1,0,market_or_comparability_pressure,1,0,candidate_only_not_verified
PA,Bensalem,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
PA,Bethlehem,non_safety_municipal_units,1,1,fiscal_constraint_signal,1,0,candidate_only_not_verified
PA,Bristol,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Buckingham,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Butler,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Caln,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Cecil,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Cheltenham,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Chester,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
PA,Concord,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Coolbaugh,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Cranberry,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
PA,Cumru,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Derry,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Dover,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Doylestown,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,East Goshen,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,East Hempfield,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,East Lampeter,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,East Norriton,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,East Pennsboro,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,East Whiteland,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Emmaus,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
PA,Ephrata,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
PA,Exeter,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Fairview,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Falls,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Ferguson,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Forks,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Franconia,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Hampton,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Harborcreek,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
PA,Hatfield,non_safety_municipal_units,1,1,fiscal_constraint_signal,1,0,candidate_only_not_verified
PA,Haverford,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Hempfield,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Hilltown,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Horsham,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Limerick,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Lower Allen,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Lower Burrell,non_safety_comparator,3,0,non_safety_constraint_signal,2,3,candidate_only_not_verified
PA,Lower Makefield,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
PA,Lower Merion,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Lower Moreland,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Lower Paxton,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Lower Providence,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Lower Salford,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Lower Southampton,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Manchester,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Manheim,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Manor,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Marple,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,McCandless,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Middletown,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Millcreek,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Moon,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Muhlenberg,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Nether Providence,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,New Hanover,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
PA,Newberry,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Newtown,non_safety_municipal_units,2,0,fiscal_constraint_signal,2,0,candidate_only_not_verified
PA,North Fayette,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,North Whitehall,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Northampton,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Palmer,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Patton,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
PA,Penn,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Peters,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Pine,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Pittsburgh,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
PA,Plumstead,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Pottstown,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
PA,Radnor,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Reading,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
PA,Richland,safety_and_non_safety_compensation_units,2,1,market_or_comparability_pressure,2,0,candidate_only_not_verified
PA,Ridley,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Salisbury,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Scott,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Shaler,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,South Fayette,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,South Park,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,South Whitehall,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Spring,safety_and_non_safety_bargaining_units,1,1,strike_or_no_strike_constraint,1,0,candidate_only_not_verified
PA,Spring Garden,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Springettsbury,safety_and_non_safety_bargaining_units,3,2,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Springfield,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,State College,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
PA,Stroud,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Susquehanna,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
PA,Swatara,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
PA,Towamencin,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Tredyffrin,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Upper Allen,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Upper Chichester,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Upper Dublin,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
PA,Upper Gwynedd,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Upper Macungie,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Upper Merion,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Upper Moreland,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Upper Providence,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Upper Saucon,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Upper Southampton,safety_and_non_safety_compensation_units,3,0,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Upper St. Clair,non_safety_municipal_units,2,1,fiscal_constraint_signal,2,0,candidate_only_not_verified
PA,Upper Uwchlan,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,Warminster,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Warrington,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Warwick,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Washington,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,West Goshen,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,West Hempfield,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,West Lampeter,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,West Manchester,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,West Norriton,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
PA,West Whiteland,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Whitehall,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
PA,Whitemarsh,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Whitpain,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
PA,Wilkes-Barre,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
PA,York,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
RI,Barrington,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
RI,Bristol,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
RI,Burrillville,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
RI,Coventry,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
RI,Cumberland,safety_and_non_safety_bargaining_units,3,2,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
RI,East Greenwich,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
RI,Johnston,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
RI,Lincoln,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
RI,Middletown,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
RI,Narragansett,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
RI,North Kingstown,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
RI,North Providence,safety_and_non_safety_bargaining_units,3,2,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
RI,Portsmouth,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
RI,Smithfield,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
RI,South Kingstown,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
RI,Tiverton,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
