search_target_id,missingness_id,search_priority,search_family,municipality,state,compensation_cycle_or_year,side,target_query_hints,expected_claim_upgrade,checkpoint_status,lane_id,external_search_executed
EXTTARGET-5dd464eb3d67a220dd32ca4e,EXTMISS-b1a7245018d50272689d5fdb,Tier 1,implementation,Alburtis,PA,2026,unclear,Alburtis PA 2026 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_001,false
EXTTARGET-4705a8f76dc99f322ca52001,EXTMISS-bef47369afceb6b4d2d9a798,Tier 2,benefits_and_total_compensation,Alburtis,PA,2026,unclear,Alburtis PA 2026 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_002,false
EXTTARGET-c3d359ebeb16499045212cd1,EXTMISS-9bb49bd49381541a6df2cd4a,Tier 2,urbanicity_and_context,Alburtis,PA,2026,unclear,Alburtis PA 2026 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_004,false
EXTTARGET-1c82a4e5c45f54a904195466,EXTMISS-b53ef06b3e800bb41ba6ffc0,Tier 1,payroll_and_earnings,Alden,NY,2024,police,Alden NY 2024 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_002,false
EXTTARGET-750ec50787b0ec311e0da925,EXTMISS-67d60fb6119ec477378c5830,Tier 1,staffing_and_headcount,Alden,NY,2024,police,Alden NY 2024 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_005,false
EXTTARGET-2ca0e24e3a9986736c6de942,EXTMISS-2b26b48dd62dd46314e9aef3,Tier 1,recruitment_and_retention,Alden,NY,2024,police,Alden NY 2024 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_001,false
EXTTARGET-3994c4abf9379efa71f38c15,EXTMISS-4c2b8f945c6a0d1b1d0f30a0,Tier 2,tenure_and_progression,Alden,NY,2024,police,Alden NY 2024 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_005,false
EXTTARGET-98c978fb3379d51a8f2d5f76,EXTMISS-3d7fd5cfead93e3275daeb44,Tier 1,implementation,Alden,NY,2024,police,Alden NY 2024 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_001,false
EXTTARGET-bece4064250ba754417022db,EXTMISS-c1a249da4dab416ef9e76033,Tier 2,benefits_and_total_compensation,Alden,NY,2024,police,Alden NY 2024 police pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_001,false
EXTTARGET-94520a432bdcbec8fc5f0adc,EXTMISS-3d73fddcdb5f65a25a6f8b49,Tier 2,urbanicity_and_context,Alden,NY,2024,police,Alden NY 2024 police authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_005,false
EXTTARGET-710a3af7952d1dfa65c48643,EXTMISS-88ce9d2188f2456ca9fe58ef,Tier 1,payroll_and_earnings,Alden,NY,2025,unclear,Alden NY 2025 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_001,false
EXTTARGET-fab06b179719b447fc6a074d,EXTMISS-13fe4fbb4ef8b60d66e0fb5a,Tier 1,staffing_and_headcount,Alden,NY,2025,unclear,Alden NY 2025 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_004,false
EXTTARGET-9ebd2c7b5b7b404feee7d387,EXTMISS-557e6ad492a5a0c7a5454608,Tier 1,recruitment_and_retention,Alden,NY,2025,unclear,Alden NY 2025 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_005,false
EXTTARGET-3009e7dbcafe84d7ea482065,EXTMISS-faf59818ee9294c272e50cce,Tier 2,tenure_and_progression,Alden,NY,2025,unclear,Alden NY 2025 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_004,false
EXTTARGET-652c091761806d4e2bd5d5d2,EXTMISS-5decf9df7af9e1756a8a5c50,Tier 1,implementation,Alden,NY,2025,unclear,Alden NY 2025 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_003,false
EXTTARGET-b3d5a71407edc290d8d91d97,EXTMISS-b72b05406019f96d51e7c170,Tier 2,benefits_and_total_compensation,Alden,NY,2025,unclear,Alden NY 2025 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_003,false
EXTTARGET-40a004068fe0acbf898be6a5,EXTMISS-f400e59ba8f14d5f892c2e39,Tier 2,urbanicity_and_context,Alden,NY,2025,unclear,Alden NY 2025 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_002,false
EXTTARGET-dd85998660d52ba905adb54d,EXTMISS-81f98dd53220710743f9482c,Tier 1,payroll_and_earnings,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,Alden NY undated-source-B4X2500LIVE-20260729-003896 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_003,false
EXTTARGET-081082aa0aa86b2012e814f1,EXTMISS-268778cc9c10aa90acb73cd2,Tier 1,staffing_and_headcount,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,Alden NY undated-source-B4X2500LIVE-20260729-003896 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_002,false
EXTTARGET-9322ce290981e2d6c68c8ba7,EXTMISS-aa628641a99b9c7d61bac3ad,Tier 1,recruitment_and_retention,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,Alden NY undated-source-B4X2500LIVE-20260729-003896 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_005,false
EXTTARGET-e8d63c09c56a873de7eb2ed2,EXTMISS-b60a5c2081eeb3f6c6ce2c17,Tier 2,tenure_and_progression,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,Alden NY undated-source-B4X2500LIVE-20260729-003896 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_005,false
EXTTARGET-9f0d9cb2aca4b4f09deb9ef3,EXTMISS-c939039c93d2d70d8d428095,Tier 1,implementation,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,Alden NY undated-source-B4X2500LIVE-20260729-003896 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_005,false
EXTTARGET-b98c7aee2a5eef01947e1469,EXTMISS-5a3ae3790a4912dbed50f0a1,Tier 2,benefits_and_total_compensation,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,Alden NY undated-source-B4X2500LIVE-20260729-003896 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_001,false
EXTTARGET-55c6773a72174ca3f4fc3f88,EXTMISS-83e0f7aa46e32cb9c641534a,Tier 2,urbanicity_and_context,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,Alden NY undated-source-B4X2500LIVE-20260729-003896 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_004,false
EXTTARGET-dd85998660d52ba905adb54d,EXTMISS-81f98dd53220710743f9482c,Tier 1,payroll_and_earnings,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,Alden NY undated-source-B4X2500LIVE-20260729-003896 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_003,false
EXTTARGET-081082aa0aa86b2012e814f1,EXTMISS-268778cc9c10aa90acb73cd2,Tier 1,staffing_and_headcount,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,Alden NY undated-source-B4X2500LIVE-20260729-003896 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_002,false
EXTTARGET-9322ce290981e2d6c68c8ba7,EXTMISS-aa628641a99b9c7d61bac3ad,Tier 1,recruitment_and_retention,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,Alden NY undated-source-B4X2500LIVE-20260729-003896 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_005,false
EXTTARGET-e8d63c09c56a873de7eb2ed2,EXTMISS-b60a5c2081eeb3f6c6ce2c17,Tier 2,tenure_and_progression,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,Alden NY undated-source-B4X2500LIVE-20260729-003896 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_005,false
EXTTARGET-9f0d9cb2aca4b4f09deb9ef3,EXTMISS-c939039c93d2d70d8d428095,Tier 1,implementation,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,Alden NY undated-source-B4X2500LIVE-20260729-003896 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_005,false
EXTTARGET-b98c7aee2a5eef01947e1469,EXTMISS-5a3ae3790a4912dbed50f0a1,Tier 2,benefits_and_total_compensation,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,Alden NY undated-source-B4X2500LIVE-20260729-003896 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_001,false
EXTTARGET-55c6773a72174ca3f4fc3f88,EXTMISS-83e0f7aa46e32cb9c641534a,Tier 2,urbanicity_and_context,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,Alden NY undated-source-B4X2500LIVE-20260729-003896 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_004,false
EXTTARGET-bb7307bfa88a8717ea987872,EXTMISS-c502c86c02a9817a24a327e2,Tier 1,payroll_and_earnings,Alexandria,NJ,2025,unclear,Alexandria NJ 2025 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_005,false
EXTTARGET-6a6eb1f37fc636646aec25d2,EXTMISS-f2afa721127c9163dd15249e,Tier 1,staffing_and_headcount,Alexandria,NJ,2025,unclear,Alexandria NJ 2025 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_003,false
EXTTARGET-252ec2fe4fb74de46d7b7aef,EXTMISS-ae79bb2ab8a71188a9143192,Tier 1,recruitment_and_retention,Alexandria,NJ,2025,unclear,Alexandria NJ 2025 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_004,false
EXTTARGET-382833f391296e8a888c3eb8,EXTMISS-6eb3aec981d80dc75a888a68,Tier 2,tenure_and_progression,Alexandria,NJ,2025,unclear,Alexandria NJ 2025 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_003,false
EXTTARGET-c184ae775d514f05b33b6de4,EXTMISS-3fa0145446567604a8616f71,Tier 1,implementation,Alexandria,NJ,2025,unclear,Alexandria NJ 2025 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_003,false
EXTTARGET-a99c567402cd980c77ccb6d2,EXTMISS-5ffe8c56ac5a05a1a33142d1,Tier 2,benefits_and_total_compensation,Alexandria,NJ,2025,unclear,Alexandria NJ 2025 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_002,false
EXTTARGET-cc1ee7278925012fcde58be1,EXTMISS-b84134a59032a2efbbeb1ec5,Tier 2,urbanicity_and_context,Alexandria,NJ,2025,unclear,Alexandria NJ 2025 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_005,false
EXTTARGET-312694cd367dc1fc02772cab,EXTMISS-52c5b4714373c21260e0f20d,Tier 1,payroll_and_earnings,Alexandria,NJ,2026,unclear,Alexandria NJ 2026 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_001,false
EXTTARGET-7698e99c9ec847129d375093,EXTMISS-bbdc6c9b77517115ab473bb8,Tier 1,staffing_and_headcount,Alexandria,NJ,2026,unclear,Alexandria NJ 2026 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_005,false
EXTTARGET-4331cdcb5deceb609492843c,EXTMISS-1f45ad287b4a9c6cc61c34f4,Tier 1,recruitment_and_retention,Alexandria,NJ,2026,unclear,Alexandria NJ 2026 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_003,false
EXTTARGET-3eff332c07eec318bd151e40,EXTMISS-1bb620eaa0914d947fcf548c,Tier 2,tenure_and_progression,Alexandria,NJ,2026,unclear,Alexandria NJ 2026 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_005,false
EXTTARGET-63172ec2094cb95648fb854a,EXTMISS-d198b2828ff0617c7096fbea,Tier 1,implementation,Alexandria,NJ,2026,unclear,Alexandria NJ 2026 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_003,false
EXTTARGET-d1df13c315d893a952ce8469,EXTMISS-964b22b03f401f1b41937bed,Tier 2,benefits_and_total_compensation,Alexandria,NJ,2026,unclear,Alexandria NJ 2026 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_003,false
EXTTARGET-868effea6cccfd12f97b8290,EXTMISS-717eed086c23293ef7aa75d1,Tier 2,urbanicity_and_context,Alexandria,NJ,2026,unclear,Alexandria NJ 2026 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_002,false
EXTTARGET-312694cd367dc1fc02772cab,EXTMISS-52c5b4714373c21260e0f20d,Tier 1,payroll_and_earnings,Alexandria,NJ,2026,unclear,Alexandria NJ 2026 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_001,false
EXTTARGET-7698e99c9ec847129d375093,EXTMISS-bbdc6c9b77517115ab473bb8,Tier 1,staffing_and_headcount,Alexandria,NJ,2026,unclear,Alexandria NJ 2026 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_005,false
EXTTARGET-4331cdcb5deceb609492843c,EXTMISS-1f45ad287b4a9c6cc61c34f4,Tier 1,recruitment_and_retention,Alexandria,NJ,2026,unclear,Alexandria NJ 2026 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_003,false
EXTTARGET-3eff332c07eec318bd151e40,EXTMISS-1bb620eaa0914d947fcf548c,Tier 2,tenure_and_progression,Alexandria,NJ,2026,unclear,Alexandria NJ 2026 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_005,false
EXTTARGET-63172ec2094cb95648fb854a,EXTMISS-d198b2828ff0617c7096fbea,Tier 1,implementation,Alexandria,NJ,2026,unclear,Alexandria NJ 2026 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_003,false
EXTTARGET-d1df13c315d893a952ce8469,EXTMISS-964b22b03f401f1b41937bed,Tier 2,benefits_and_total_compensation,Alexandria,NJ,2026,unclear,Alexandria NJ 2026 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_003,false
EXTTARGET-868effea6cccfd12f97b8290,EXTMISS-717eed086c23293ef7aa75d1,Tier 2,urbanicity_and_context,Alexandria,NJ,2026,unclear,Alexandria NJ 2026 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_002,false
EXTTARGET-6fe6cd47d6e47cf055135f76,EXTMISS-c75939acb7fc2d7bbb97e027,Tier 1,payroll_and_earnings,Alfred,NY,undated-source-B4X2500LIVE-20260729-008894,police,Alfred NY undated-source-B4X2500LIVE-20260729-008894 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_005,false
EXTTARGET-f643d8ae35c4acf0c946386c,EXTMISS-eb3e6ef27013e8acc2df2d3e,Tier 1,staffing_and_headcount,Alfred,NY,undated-source-B4X2500LIVE-20260729-008894,police,Alfred NY undated-source-B4X2500LIVE-20260729-008894 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_004,false
EXTTARGET-4e2776a110751df541353b79,EXTMISS-b65b7bf84fce3a76ae5b5175,Tier 1,recruitment_and_retention,Alfred,NY,undated-source-B4X2500LIVE-20260729-008894,police,Alfred NY undated-source-B4X2500LIVE-20260729-008894 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_005,false
EXTTARGET-5cc588145fc7cc3cfa211d14,EXTMISS-32dee6c7365665d134530aa2,Tier 2,tenure_and_progression,Alfred,NY,undated-source-B4X2500LIVE-20260729-008894,police,Alfred NY undated-source-B4X2500LIVE-20260729-008894 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_003,false
EXTTARGET-d64dc8bde066529a0ebffb85,EXTMISS-0b36e35ce26dde511f26e696,Tier 1,implementation,Alfred,NY,undated-source-B4X2500LIVE-20260729-008894,police,Alfred NY undated-source-B4X2500LIVE-20260729-008894 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_001,false
