root_compensation_event_id,source_implementation_event_id,municipality,state,compensation_cycle_id,side,beneficiary_unit,implementation_status,evidence_excerpt,human_readable_citation,root_action_summary,technical_lineage
ROOTCOMP-9114e50085bb152ddd7d318e,IMPEVT-bbcb64d2d93f615d7c9e72df,Sand City,CA,2026,police,police,implemented,"and 3% effective July 1, 2026.","Sand City, California, Memorandum Of Understanding, 2026.",implemented mechanism only for police,"[""WCM-930e3d044f8f76e4196b390b""]"
ROOTCOMP-99292aff06972e8df6d0edf5,IMPEVT-f23397814113e59542e4d7a4,Solvang,CA,2025,remains_unclear,unclear,implemented,"and/or Non-Represented Employees effective July 1, 2025","Solvang, California, Council Packet Or Minutes, 2025.",implemented mechanism only for remains unclear,"[""WCM-35b208348b5cbb3f5761e550"",""WCM-8642e987abba6c69f362630d"",""WCM-bd87e810f5cdda873a5aad6b""]"
ROOTCOMP-8eaf51f5ac368f0f83e35473,IMPEVT-19e0f4fd3dd01a4617bb801e,Tulelake,CA,2021,remains_unclear,unclear,formally_adopted,"resolution adopted by the City Council. The City Council, by resolution, shall approve all","Tulelake, California, Civil-Service Or Hr Pay Plan, 2021.",formally adopted mechanism only for remains unclear,"[""WCM-540f644c6222a8f72ecc752f""]"
ROOTCOMP-e1cce2e4cc078280f1141815,IMPEVT-f473a7a33618bd4f44572808,Waterford,CA,2025,remains_unclear,unclear,implemented,Effective 7/1/25,"Waterford, California, Wage Schedule, 2025.",implemented mechanism only for remains unclear,"[""WCM-90ced93b315b8ff535ce6c0c""]"
ROOTCOMP-b830aedef8c79c31366acb76,IMPEVT-5f6d3c9413f8895ddd75c250,Westmorland,CA,2024,remains_unclear,unclear,implemented,"WHEREAS, the 2024-2025 Budget is effective on July 1, 2024 and is based upon public","Westmorland, California, Wage Schedule, 2024.",implemented mechanism only for remains unclear,"[""WCM-3927e8d3b6ce8efbbaaca824"",""WCM-b0fc90da805db3ee0dd59579""]"
ROOTCOMP-0fe4dbe37d66bd85358069bc,IMPEVT-9f8c35be827fcee66044a0cf,Westmorland,CA,2025,non_safety,non_safety,formally_adopted,Salary Schedule to be adopted via Resolution 2025-11 at this meeting.,"Westmorland, California, Budget Or Pay Plan, 2025.",formally adopted across the board raise for non safety,"[""WCM-67b6ec0808007fc70ce1224d""]"
ROOTCOMP-b25514e3897f9c276b0c773f,IMPEVT-e5cee12f4c5bde0adebae923,Westmorland,CA,2025,non_safety,non_safety,implemented,"WHEREAS, the 2025-2026 Budget is effective on July 1, 2025 and is based upon public","Westmorland, California, Budget Or Pay Plan, 2025.",implemented mechanism only for non safety,"[""WCM-faf57a47ccb8209ff0aff123""]"
ROOTCOMP-477debf8e9c7cd6cdbd88206,IMPEVT-767919e3b5b106b2126f7a83,Westmorland,CA,2025,remains_unclear,unclear,implemented,"WHEREAS, the increase in salary shall be effective on January 1, 2025","Westmorland, California, Wage Schedule, 2025.",implemented base wage for remains unclear,"[""WCM-a9d2ada822b336b70cb1e3f1""]"
ROOTCOMP-ea2ba21531f5c1ef50335d20,IMPEVT-a9d34b9d58b945d2bdd7e331,Wheatland,CA,2019,non_safety,non_safety,implemented,"Effective July 1, 2019, all represented regular employees will be eligible for medical insurance","Wheatland, California, Memorandum Of Understanding, 2019.",implemented benefit cost change for non safety,"[""WCM-25ff76a280a0052b5382fa2b""]"
ROOTCOMP-1d977f4d794a4cead0799fc6,IMPEVT-3f00ac0828907a41e1c4de7f,Wheatland,CA,2025,remains_unclear,unclear,formally_adopted,"Association was approved by the Wheatland City Council on November 25, 2025; and WHEREAS, the City’s Salary Table has been adjusted to reflect the approved","Wheatland, California, Wage Schedule, 2025.",formally adopted base wage for remains unclear,"[""WCM-9de01962e314fdcfb6f38e50""]"
ROOTCOMP-98c342a92b0fe300043e5502,IMPEVT-fefd8527f2154deae2a6a2b6,Wheatland,CA,2025,non_safety,non_safety,implemented,"Section 1: Salary ranges effective retroactive to July 1, 2025, and July 1, 2026, are listed in","Wheatland, California, Memorandum Of Understanding, 2025.",implemented retroactive pay for non safety,"[""WCM-a0ef15a5d2431d5125625663"",""WCM-e757946bfc4f80b08ba7ecd5"",""WCM-f2db516e401954320dda3295""]"
ROOTCOMP-ca75d89b46c0ed5311f995c7,IMPEVT-dee17436e03700dd96260d04,Castle Pines,CO,2024,remains_unclear,unclear,implemented,"The City Council supports Great Government, which includes recruiting and retaining quality staff, responsive services, strategic planning for a sustainable future, financial stewardship, and an investment in the future of the City. Strategic Goals: • Update City manuals and policies to produce effective and efficient local government services • Develop comprehensive and competitive compensation and staffing plans • Long-range ﬁscal health • Redistrict to reﬂect growth • Enhance public safety • Adopt a strategic approach to City actions 2024 Budget","Castle Pines, CO, Cba Or Compensation Study Or Classification Study Or Wage Schedule, 2024.",implemented benefit cost change for remains unclear,"[""WCM-d6293cd34c34b8d8d46cb2b8""]"
ROOTCOMP-e436daf894cf91fe6a9006bb,IMPEVT-d4b0ccf6e5b717799a575bf4,Dinosaur,CO,undated-source-B4X2500LIVE-20260729-004829,remains_unclear,unclear,implemented,"3. Automatic Adjustment of Water Service Rates Effective September 1, 2008. On September 1 of each year, commencing on September 1, 2008, existing monthly rates for all water system users shall be adjusted annually for inflation based on the Consumer Price Index, All Items, for all Urban Consumers, Western Region, Size B/C, published on a monthly basis by the United States Department of Labor (Burea","Dinosaur, CO, Other Local Government Pay Policy, period not explicit.",implemented across the board raise for remains unclear,"[""WCM-241a24fde336f65177ee56d8"",""WCM-c851f0ef2d8eec30e8d75893""]"
ROOTCOMP-8ef3ae30ad55d64d224da752,IMPEVT-b7f5719227da87974890a456,Dinosaur,CO,undated-source-B4X2500LIVE-20260729-004829,side_independent,unclear,formally_adopted,"the level or responsibility of the position, meritorious service, longevity, fiscal and economic conditions, as well as comparable salaries in the private and public sector. Any changes in wages and salaries shall be by ordinance or resolution enacted by the Town Council. Salary changes may be approved by the Town Council as part of the approval of the Town’s annual budget.","Dinosaur, CO, Other Local Government Pay Policy, period not explicit.",formally adopted longevity for side independent,"[""WCM-c4d9e4c7ccd1a7ba09486578""]"
ROOTCOMP-0ef92b502abdb6256454c508,IMPEVT-14a42dbcb10b90c3c7f6a659,Dinosaur,CO,undated-source-B4X2500LIVE-20260729-004829,remains_unclear,unclear,implemented,"B. Work Schedules for Officers, Professional and Exempt Employees. Full time officers, professional, administrative, and other exempt employees who are ineligible for overtime compensation or compensatory time-off, shall work a minimum of thirty-five (35) hours per week or such additional amount as is necessary, in the opinion of the Town Council, to perform his/her duties in a complete and satisfactory manner. Such officers or employees shall receive no additional compensation or compensatory time-off for work in excess of thirty-five (35)","Dinosaur, CO, Other Local Government Pay Policy, period not explicit.",implemented overtime for remains unclear,"[""WCM-6c150a5f980083eea3d94cda""]"
ROOTCOMP-a5260ce8159f7d5fadc2d149,IMPEVT-ba4037fa644c9cf307e7b6af,Dinosaur,CO,undated-source-B4X2500LIVE-20260729-004829,remains_unclear,unclear,implemented,"3. Automatic Adjustment of Water Service Rates Effective September 1, 2008. On September 1 of each year, commencing on September 1, 2008, existing monthly rates for all water system users shall be adjusted annually for inflation based on the Consumer Price Index, All Items, for all Urban Consumers, Western Region, Size B/C, published on a monthly basis by the United States Department of Labor (Bureau of Labor Statistics) “(CPI-U)”. Such adj","Dinosaur, CO, Other Local Government Pay Policy, period not explicit.",implemented mechanism only for remains unclear,"[""WCM-78cd156531aae6edb8c85d20""]"
ROOTCOMP-7756518a671ebc1a3a5bacc4,IMPEVT-6a4a1c63c4aad3519052c5d6,La Jara,CO,undated-source-B4X2500LIVE-20260729-007369,police,police,implemented,A motion to raise minimum rate by $1.00 to be effective March 2010 was made by Paula and seconded by Patrick.,"La Jara, CO, Budget Or Pay Plan, period not explicit.",implemented mechanism only for police,"[""WCM-d219b21c7c746d1419448436""]"
ROOTCOMP-9ffa0328e5791e5628bd6afe,IMPEVT-5622b215716842426d6a6585,Mountain Village,CO,2015,remains_unclear,unclear,implemented," Effective 1/1/2015, seasonal employees starting wage is $14.00/hr.","Mountain Village, CO, Budget Or Pay Plan, 2015.",implemented across the board raise for remains unclear,"[""WCM-6627164e3dcbee3cb9861b74""]"
ROOTCOMP-335fd8dff1cadf74ddf9810c,IMPEVT-85770363450cb189e649ea3f,Mountain Village,CO,2015,police,police,implemented," Seasonal wages were increased, effective 1/1/2015, to $14/hr.","Mountain Village, CO, Other Local Government Pay Policy, 2015.",implemented base wage for police,"[""WCM-9254c3062bba376885a7f7c1""]"
ROOTCOMP-d8599a696a3df82a05cccbb1,IMPEVT-c59cc15037021aefb1ab8501,Mountain Village,CO,2015,remains_unclear,unclear,implemented,"This Resolution shall become effective on August 20, 2015 (the “Effective Date”) as herein referenced","Mountain Village, CO, Budget Or Pay Plan, 2015.",implemented mechanism only for remains unclear,"[""WCM-96e54951ecdfe111043f59c1"",""WCM-a2f3f1fdc55789c4161f686f""]"
ROOTCOMP-1108a7cc0322da20a24dafad,IMPEVT-01058961b55cf773e2fe14fe,Mountain Village,CO,2016,police,police,implemented,"This Ordinance shall become effective on March 12, 2016.","Mountain Village, CO, Other Local Government Pay Policy, 2016.",implemented mechanism only for police,"[""WCM-22606a16f110959d9bd3e3d9"",""WCM-6648e7d796a8ad16628e9607"",""WCM-88ff656d98983898894750be"",""WCM-b5b238f74e854c379942e1f7""]"
ROOTCOMP-de50eb2a90224be807dbfdd2,IMPEVT-aaf5260eee088e98d73359eb,Mountain Village,CO,2016,remains_unclear,unclear,implemented,"effective August 18, 1999 (the “Original Agreement”);","Mountain Village, CO, Budget Or Pay Plan, 2016.",implemented mechanism only for remains unclear,"[""WCM-feb5efe5a5a6ab1b3b6bbc79""]"
ROOTCOMP-e32a070c4f7888159973530b,IMPEVT-79edf3034ef536fdb1b561df,Yampa,CO,2026,remains_unclear,unclear,implemented,"Rates would become effective January 1, 2026 with users seeing the change in their February billing cycle.","Yampa, CO, Wage Schedule, 2026.",implemented mechanism only for remains unclear,"[""WCM-c0907d268a0e915b4436bf04""]"
ROOTCOMP-11fa77fc068d9ab6dd952e20,IMPEVT-6d3f9e3f9f0a6b656821646c,Andover,CT,2015,remains_unclear,unclear,implemented,"under Public Act 15-5 and became effective October 1, 2015.","Andover, CT, Collective Bargaining Agreement, 2015.",implemented mechanism only for remains unclear,"[""WCM-04c8179ba9ce85b8b086e9cc""]"
ROOTCOMP-3b0e0bfefc882ddc98a9bd94,IMPEVT-d2392343533a3dd71aceb858,Andover,CT,2024,remains_unclear,unclear,implemented,"Effective July 1, 2024, all wages in effect on June 30, 2024 shall be increased","Andover, CT, Collective Bargaining Agreement, 2024.",implemented base wage for remains unclear,"[""WCM-2b300c960e1cfac5daf51a6b""]"
ROOTCOMP-1805b8e6dbb496b1190a8153,IMPEVT-e4d69a434488b4aedd338085,Andover,CT,2025,remains_unclear,unclear,implemented,"Effective July 1, 2025, all wages in effect on June 30, 2025 shall be increased","Andover, CT, Collective Bargaining Agreement, 2025.",implemented base wage for remains unclear,"[""WCM-37d41cf6fb63fe28eb87865a""]"
ROOTCOMP-4634a4838821badfe38584fe,IMPEVT-6916c86dcf718911de1e79da,Bethlehem,CT,undated-source-B4X2500LIVE-20260729-003497,remains_unclear,unclear,formally_adopted,overtime/other hours must be approved by the Department Head prior to submitting them for,"Bethlehem, CT, Collective Bargaining Agreement, period not explicit.",formally adopted overtime for remains unclear,"[""WCM-f5a5598a76bf52773b07cc14""]"
ROOTCOMP-586ca7b84f063dd36b4075d8,IMPEVT-a4d697d611f5845aad7b4874,Bethlehem,CT,undated-source-B4X2500LIVE-20260729-003497,remains_unclear,unclear,formally_adopted,wage and salary adjustments are to be approved by the Board of Selectmen. Merit salary and wage adjustments for employees not covered by the above are to be approved by the,"Bethlehem, CT, Collective Bargaining Agreement, period not explicit.",formally adopted base wage for remains unclear,"[""WCM-387e18d28e48ad46d2258c44""]"
ROOTCOMP-568542beaf2541239201fe7b,IMPEVT-118eaf5a7167088a0b8a8249,Fairfield,CT,undated-source-CBSRD-20260728-7de2d2ec0511e4911415,remains_unclear,unclear,formally_adopted,,"Fairfield, CT, Arbitration Award, period not explicit.",formally adopted across the board raise for remains unclear,"[""WCM-4a74e48768732e72f782598c"",""WCM-64d7b1268f30fa95b15e4626""]"
ROOTCOMP-156764fc857720910257c45e,IMPEVT-1aeda39ac1816176f2ab7b78,Fairfield,CT,undated-source-CBSRD-20260728-7de2d2ec0511e4911415,remains_unclear,unclear,formally_adopted,,"Fairfield, CT, Arbitration Award, period not explicit.",formally adopted mechanism only for remains unclear,"[""WCM-58b65841df5415d5b57253fb""]"
ROOTCOMP-003681018491e0f80af17b77,IMPEVT-6f454525d39ce694bd52cc99,Marlborough,CT,2024,remains_unclear,unclear,implemented,"Effective July 1, 2024 through June 30, 2027","Marlborough, CT, Wage Schedule, 2024.",implemented mechanism only for remains unclear,"[""WCM-227e0219aa036a6e6efd7d9f"",""WCM-479ab02c9949ebc6393ae90a"",""WCM-8945f8bc7d114decdf02b6d6""]"
ROOTCOMP-0751b2d93ecc42c1b21eaa0d,IMPEVT-2cebaa6e6b3ead568a731191,Marlborough,CT,2025,remains_unclear,unclear,implemented,"Effective July 1, 2025, the boot allowance shall be two hundred twenty-five dollars","Marlborough, CT, Wage Schedule, 2025.",implemented uniform or equipment allowance for remains unclear,"[""WCM-aa7cbc4f4123fffc575bf430""]"
ROOTCOMP-f51ccebf1572317a6ca95b5e,IMPEVT-1eec08d5b46d01deb7c8bf64,New Hartford,CT,2014,police,police,implemented,"Effective July 1, 2014 all employees shall be entitled to vacation with pay in accordance","New Hartford, CT, Collective Bargaining Agreement, 2014.",implemented mechanism only for police,"[""WCM-23891795f63764b893e27b34"",""WCM-65a7fe849bc48dd904e0f501""]"
ROOTCOMP-365975f09e392f08b92b5af5,IMPEVT-01483365d7e62c6e7bab93a4,New Hartford,CT,2018,police,police,implemented,"Effective July 1, 2018 all employees who choose to participate","New Hartford, CT, Collective Bargaining Agreement, 2018.",implemented mechanism only for police,"[""WCM-eb237140251482f1692fea5f""]"
ROOTCOMP-edd7bc214a65116ea0521b22,IMPEVT-d092b46f5db0b48350f1a80e,Salisbury,CT,undated-source-B4X2500LIVE-20260729-005991,remains_unclear,unclear,formally_adopted,and the same are hereby adopted as the classification plan for all posi­,"Salisbury, CT, Budget Or Pay Plan, period not explicit.",formally adopted classification band for remains unclear,"[""WCM-cef9f82f8cb303a649ab2ae9""]"
ROOTCOMP-c06f457c22f56f555bd20a1c,IMPEVT-207cf4cbab77d0e5fc50dc09,Union,CT,2026,remains_unclear,unclear,implemented,"Effective January 1, 2026, the town must comply with paying 1 hour of paid sick leave per 30 hours worked.","Union, CT, Council Packet Or Minutes, 2026.",implemented mechanism only for remains unclear,"[""WCM-1ef118fa3917fd167fcdb04a"",""WCM-4de4073f5aa5a5651c6dfae4"",""WCM-aa2ad10b3c04b9f413552b1e""]"
ROOTCOMP-5927c2f74dd7d14580b451c4,IMPEVT-81fca55bad55e44debf73d25,Vernon,CT,undated-source-CBSRD-20260728-c43d2ffaaa0f5b5f5ebd,remains_unclear,unclear,formally_adopted,,"Vernon, CT, Arbitration Award, period not explicit.",formally adopted mechanism only for remains unclear,"[""WCM-8ae628b5db597e9dc8221513""]"
ROOTCOMP-baefca1a69947871639dc1ff,IMPEVT-a274f7da60f15a50638ed9df,Archer,FL,undated-source-B4X2500LIVE-20260729-001772,remains_unclear,unclear,implemented,range shall receive a 5% pay increase in base salary or an increase to the minimum step of the,"Archer, FL, Budget Or Pay Plan, period not explicit.",implemented step progression for remains unclear,"[""WCM-680cac03e6e4a43eb2a6d033"",""WCM-ae09106c4b50babbe7572ea6""]"
ROOTCOMP-b64ed7697ee120c797b79cd7,IMPEVT-38e40ebf842aeec061322e7c,Archer,FL,undated-source-B4X2500LIVE-20260729-001772,remains_unclear,unclear,implemented,"expenses are approved, the employee will receive per diem at a rate of $80.00 per day.","Archer, FL, Budget Or Pay Plan, period not explicit.",implemented other for remains unclear,"[""WCM-b2319ca749ef581824404a6d""]"
ROOTCOMP-af1ec0547ecec7ed97c696b7,IMPEVT-44109e5341823bfcbaa20519,Astatula,FL,2022,remains_unclear,unclear,implemented,"Order,” with the latest amendment approved and effective on December 13, 2022, through","Astatula, FL, Council Packet Or Minutes, 2022.",implemented mechanism only for remains unclear,"[""WCM-00ec678def1c9ed0f809f416""]"
ROOTCOMP-8aa7eea6527f9d2f9d800660,IMPEVT-d354c0b2e2bdca9ad97f373f,Atlantic Beach,FL,undated-source-CBSRD-20260728-6fc976296b9ad19d0711,remains_unclear,unclear,formally_adopted,,"Atlantic Beach, FL, Arbitration Award, period not explicit.",formally adopted across the board raise for remains unclear,"[""WCM-db3f92344bc90e8908007a13"",""WCM-effb96cc324d3f0a6348b5e6""]"
ROOTCOMP-2231f6f92352d0bd694d8529,IMPEVT-73b782bff30092ebe4a5486b,Atlantic Beach,FL,undated-source-CBSRD-20260728-6fc976296b9ad19d0711,remains_unclear,unclear,formally_adopted,,"Atlantic Beach, FL, Arbitration Award, period not explicit.",formally adopted mechanism only for remains unclear,"[""WCM-6f304c764075567a8e305df0"",""WCM-a799d703f15c67548bfb7de5""]"
ROOTCOMP-f38b13102a07cce326db092a,IMPEVT-81e14b6878a6edf0c6500b1b,Biscayne Park,FL,2014,police,police,implemented,"Effective October 1, 2014","Biscayne Park, FL, Memorandum Of Understanding, 2014.",implemented mechanism only for police,"[""WCM-fb2f27707b8c33d388d260d9""]"
ROOTCOMP-fbae2d51501ca53daf5e2466,IMPEVT-0e84a54e932b894d0700ecbc,Biscayne Park,FL,2020,police,police,implemented,"duties specifically related to the coronavirus retroactive to April 01, 2020 as","Biscayne Park, FL, Memorandum Of Understanding, 2020.",implemented retroactive pay for police,"[""WCM-c4dcabfe5cb24a2eb07a4d7f""]"
ROOTCOMP-2fa01605114e0ca6d7450397,IMPEVT-271f22cad0e8cb763fb8c22e,Bonifay,FL,undated-source-B4X2500LIVE-20260729-004275,remains_unclear,unclear,implemented,"Revisions and amendments to these policies may be initiated by the Mayor, City Council, or City Clerk and will become effective upon adoption by the City Council.","Bonifay, FL, Budget Or Pay Plan, period not explicit.",implemented mechanism only for remains unclear,"[""WCM-c898db05101f35fa7aad6d87""]"
ROOTCOMP-07192482f3bd4db202fa1f70,IMPEVT-843d72c6909ad24fc367c239,Century,FL,2025,remains_unclear,unclear,implemented,"incorporated by reference, effective October 1, 2025.","Century, FL, Budget Or Pay Plan, 2025.",implemented mechanism only for remains unclear,"[""WCM-d1759963f380185258b83a55""]"
