municipality,reviewed_rows,source_review_ready,ready_high,ready_medium,ready_low,deferred_or_excluded,global_analysis_readiness
Torrington,1,1,1,0,0,0,false
Totowa,3,1,1,0,0,2,false
Towamencin,2,2,0,2,0,0,false
Town and Country,2,0,0,0,0,2,false
Townsend,7,7,4,3,0,0,false
Trappe,1,1,0,1,0,0,false
Treasure Island,3,3,0,3,0,0,false
Tremonton,2,2,1,1,0,0,false
Trenton,4,4,2,2,0,0,false
Trinidad,3,3,0,3,0,0,false
Trophy Club,3,3,1,2,0,0,false
Troy,5,5,1,4,0,0,false
Trumbull,5,1,1,0,0,4,false
Tuckahoe,3,2,2,0,0,1,false
Tucker,1,1,0,1,0,0,false
Tucson,2,1,0,0,1,1,false
Tucumcari,3,3,0,3,0,0,false
Tulare,3,0,0,0,0,3,false
Tularosa,1,1,0,1,0,0,false
Turner,3,3,2,1,0,0,false
Turtle Lake,1,1,1,0,0,0,false
Tustin,2,0,0,0,0,2,false
Tuttle,2,1,1,0,0,1,false
Twin Bridges,3,2,0,2,0,1,false
Twin Lakes,3,2,2,0,0,1,false
Twinsburg,6,6,5,1,0,0,false
Ulysses,3,0,0,0,0,3,false
Unalaska,5,0,0,0,0,5,false
Underhill,1,0,0,0,0,1,false
Union,2,2,2,0,0,0,false
Union City,3,1,0,1,0,2,false
Unionville,2,1,1,0,0,1,false
Universal City,2,0,0,0,0,2,false
University Park,5,2,0,2,0,3,false
Upland,2,0,0,0,0,2,false
Upper Chichester,3,1,0,1,0,2,false
Upper Darby,4,0,0,0,0,4,false
Upper Gwynedd,1,1,0,1,0,0,false
Upper Providence,1,1,0,1,0,0,false
Upper Saddle River,2,0,0,0,0,2,false
Upper Saucon,1,1,0,1,0,0,false
Upper St. Clair,1,1,0,1,0,0,false
Upper Uwchlan,2,0,0,0,0,2,false
Utica,1,0,0,0,0,1,false
Uvalde,4,4,0,4,0,0,false
Uxbridge,6,0,0,0,0,6,false
Vadnais Heights,1,1,1,0,0,0,false
Vail,4,0,0,0,0,4,false
Valdez,1,0,0,0,0,1,false
Valdosta,4,1,0,1,0,3,false
Vale,2,2,1,1,0,0,false
Valier,2,2,1,1,0,0,false
Vallejo,1,1,0,1,0,0,false
Valley,2,2,2,0,0,0,false
Valley Center,1,0,0,0,0,1,false
Valley City,1,0,0,0,0,1,false
Valley Park,2,0,0,0,0,2,false
Valley Springs,2,2,2,0,0,0,false
Valparaiso,2,0,0,0,0,2,false
Van Buren,2,0,0,0,0,2,false
Van Buren charter,2,2,0,2,0,0,false
Vancouver,5,5,5,0,0,0,false
Vassalboro,1,1,0,1,0,0,false
Velva,2,2,0,2,0,0,false
Veneta,2,0,0,0,0,2,false
Ventnor City,3,3,3,0,0,0,false
Vergennes,1,1,0,1,0,0,false
Vernal,3,3,3,0,0,0,false
Vernon,10,6,1,5,0,4,false
Vernon Hills,2,0,0,0,0,2,false
Verona,3,2,2,0,0,1,false
Versailles,5,4,0,4,0,1,false
Viborg,3,3,3,0,0,0,false
Victor,3,3,0,3,0,0,false
Vidalia,6,6,4,2,0,0,false
Vienna,5,1,0,1,0,4,false
Villa Hills,2,1,0,1,0,1,false
Villa Rica,2,1,0,1,0,1,false
Ville Platte,2,2,2,0,0,0,false
Vilonia,3,3,3,0,0,0,false
Vincennes,1,1,0,1,0,0,false
Vine Grove,3,3,0,3,0,0,false
Vineyard,2,1,0,1,0,1,false
Vinita,1,0,0,0,0,1,false
Vinton,6,4,4,0,0,2,false
Virginia,3,3,0,3,0,0,false
Virginia City,2,2,0,2,0,0,false
Viroqua,2,2,1,1,0,0,false
Vivian,3,3,3,0,0,0,false
Wabash,1,1,1,0,0,0,false
Waco,1,1,0,1,0,0,false
Waconia,3,2,0,2,0,1,false
Wadena,1,0,0,0,0,1,false
Wagner,1,1,1,0,0,0,false
Wagon Mound,1,1,1,0,0,0,false
Wahoo,1,1,1,0,0,0,false
Wahpeton,3,1,0,1,0,2,false
Wainwright,1,1,1,0,0,0,false
Waite Park,1,1,1,0,0,0,false
Wakefield,6,0,0,0,0,6,false
Walden,3,2,2,0,0,1,false
Waldoboro,2,2,2,0,0,0,false
Waldwick,3,2,2,0,0,1,false
Walhalla,3,1,1,0,0,2,false
Walker,2,2,2,0,0,0,false
Walkerville,2,2,0,2,0,0,false
Wall,3,0,0,0,0,3,false
Wallace,3,2,1,1,0,1,false
Walled Lake,3,3,3,0,0,0,false
Wallingford,2,2,2,0,0,0,false
Wallowa,2,2,1,1,0,0,false
Walpole,5,3,2,1,0,2,false
Walsenburg,2,0,0,0,0,2,false
Walterboro,1,1,1,0,0,0,false
Walton,3,3,3,0,0,0,false
Wamego,1,1,1,0,0,0,false
Wamsutter,2,2,0,2,0,0,false
Wanaque,1,0,0,0,0,1,false
Wapato,5,4,1,3,0,1,false
Wappingers Falls,3,3,2,1,0,0,false
Ward,1,1,1,0,0,0,false
Warden,1,1,1,0,0,0,false
Ware Shoals,2,2,0,2,0,0,false
Wareham,1,1,0,1,0,0,false
Warr Acres,3,1,1,0,0,2,false
Warren,15,10,10,0,0,5,false
Warrensburg,2,2,0,2,0,0,false
Warrenton,7,1,1,0,0,6,false
Warrenville,2,1,0,1,0,1,false
Warrington,3,1,0,1,0,2,false
Warsaw,7,6,3,3,0,1,false
Warwick,2,0,0,0,0,2,false
Waseca,3,0,0,0,0,3,false
Washburn,3,3,0,3,0,0,false
Washington,15,11,7,4,0,4,false
Washington Grove,2,2,2,0,0,0,false
Washington Terrace,2,1,1,0,0,1,false
Washingtonville,2,1,1,0,0,1,false
Watauga,4,1,0,1,0,3,false
Watchung,2,2,2,0,0,0,false
Water Valley,2,2,2,0,0,0,false
Waterboro,2,2,1,1,0,0,false
Waterbury,2,2,0,2,0,0,false
Waterford,4,1,1,0,0,3,false
Waterford charter,10,1,1,0,0,9,false
Waterloo,5,5,5,0,0,0,false
Watertown,8,7,3,4,0,1,false
Watervliet,4,3,2,1,0,1,false
Watford City,3,2,0,2,0,1,false
Wauchula,2,1,1,0,0,1,false
Wauconda,4,3,0,3,0,1,false
Waukon,2,2,0,2,0,0,false
Waupaca,1,1,0,1,0,0,false
Waveland,2,0,0,0,0,2,false
Waverly,6,4,0,4,0,2,false
Waxhaw,1,1,0,1,0,0,false
Waycross,3,1,0,0,1,2,false
Wayne,5,5,3,2,0,0,false
Waynesboro,4,4,3,0,1,0,false
Waynesville,6,5,4,1,0,1,false
Weare,4,3,3,0,0,1,false
Weatherford,4,4,2,2,0,0,false
Weathersfield,6,3,0,3,0,3,false
Webb City,1,1,0,1,0,0,false
Webster,7,1,0,1,0,6,false
Webster City,3,1,0,1,0,2,false
Weddington,2,2,0,2,0,0,false
Weeping Water,3,2,0,2,0,1,false
Weiser,3,2,2,0,0,1,false
Wellesley,4,0,0,0,0,4,false
Wellington,8,7,6,0,1,1,false
Wells,4,1,1,0,0,3,false
Wells River,1,1,0,1,0,0,false
Wellsville,1,0,0,0,0,1,false
Wellton,2,1,1,0,0,1,false
Wendell,6,1,0,1,0,5,false
Wentzville,2,2,0,1,1,0,false
Wesley Chapel,2,0,0,0,0,2,false
Wesley Hills,1,0,0,0,0,1,false
Wessington Springs,3,2,0,2,0,1,false
West Bloomfield charter,7,4,1,1,2,3,false
West Bountiful,3,3,2,1,0,0,false
West Branch,3,3,3,0,0,0,false
West Columbia,5,5,2,3,0,0,false
West Deptford,1,1,0,1,0,0,false
West Greenwich,2,1,1,0,0,1,false
West Haverstraw,2,1,1,0,0,1,false
West Hempfield,2,2,0,2,0,0,false
West Lafayette,3,3,3,0,0,0,false
West Lampeter,2,2,0,2,0,0,false
West Liberty,1,1,1,0,0,0,false
West Long Branch,3,1,1,0,0,2,false
West Manchester,2,1,0,1,0,1,false
West Memphis,2,0,0,0,0,2,false
West Miami,1,1,1,0,0,0,false
West Monroe,2,0,0,0,0,2,false
West Norriton,3,0,0,0,0,3,false
West Park,4,2,0,1,1,2,false
West Plains,1,1,1,0,0,0,false
West Point,6,3,2,1,0,3,false
West Salem,3,3,3,0,0,0,false
West University Place,3,2,0,2,0,1,false
West View,2,1,0,1,0,1,false
West Warwick,4,4,4,0,0,0,false
West Wendover,2,2,2,0,0,0,false
West Whiteland,1,0,0,0,0,1,false
West Yellowstone,3,3,0,3,0,0,false
Westborough,5,0,0,0,0,5,false
Westbrook,2,0,0,0,0,2,false
Westby,1,0,0,0,0,1,false
Westchester,4,4,4,0,0,0,false
Westerly,5,3,1,2,0,2,false
Western Springs,4,0,0,0,0,4,false
Westernport,1,1,0,1,0,0,false
Westfield Washington,1,0,0,0,0,1,false
Westford,8,3,3,0,0,5,false
Westlake,2,1,0,1,0,1,false
Westminster,5,4,2,2,0,1,false
Weston,7,0,0,0,0,7,false
Westport,7,3,0,3,0,4,false
Westwego,4,4,1,3,0,0,false
Westwood,6,0,0,0,0,6,false
Wethersfield,5,0,0,0,0,5,false
Wetumpka,4,0,0,0,0,4,false
Wharton,3,3,1,2,0,0,false
Wheat Ridge,1,1,0,0,1,0,false
Wheatfield,1,1,0,1,0,0,false
Wheatland,2,1,0,1,0,1,false
Wheeling,1,0,0,0,0,1,false
White,1,1,1,0,0,0,false
White Bluff,1,1,0,1,0,0,false
White Castle,1,1,1,0,0,0,false
White City metro,1,1,1,0,0,0,false
White House,4,1,0,1,0,3,false
White Lake charter,2,0,0,0,0,2,false
White Mountain,1,1,1,0,0,0,false
White Oak,3,3,2,1,0,0,false
White Salmon,3,0,0,0,0,3,false
White Settlement,3,0,0,0,0,3,false
White Sulphur Springs,3,2,2,0,0,1,false
Whitehall,2,2,2,0,0,0,false
Whitestown,3,3,3,0,0,0,false
Whitewood,2,1,0,1,0,1,false
Whitman,4,0,0,0,0,4,false
Whittier,3,2,2,0,0,1,false
Wichita,1,1,1,0,0,0,false
Wickenburg,1,0,0,0,0,1,false
Wilber,3,2,1,1,0,1,false
Wilbraham,1,0,0,0,0,1,false
Wilder,2,2,2,0,0,0,false
Willamina,2,2,0,2,0,0,false
Willard,5,4,3,1,0,1,false
Willcox,2,2,2,0,0,0,false
Williams,4,4,1,3,0,0,false
Williamsburg,7,7,3,4,0,0,false
Williamston,2,2,1,1,0,0,false
Williamstown,3,3,1,2,0,0,false
Williston,8,7,4,3,0,1,false
Williston Park,1,1,0,1,0,0,false
Willows,2,0,0,0,0,2,false
Wilmington,9,5,4,1,0,4,false
Wilmore,1,1,1,0,0,0,false
Wilson,3,0,0,0,0,3,false
Wilton,9,5,3,2,0,4,false
Wilton Manors,5,1,1,0,0,4,false
Winchester,15,5,1,4,0,10,false
Winder,2,1,0,1,0,1,false
Windham,11,3,0,3,0,8,false
Windom,2,0,0,0,0,2,false
Windsor,2,1,1,0,0,1,false
Windsor Locks,2,2,1,1,0,0,false
Winfield,6,5,4,1,0,1,false
Winifred,1,1,1,0,0,0,false
Winlock,3,2,1,1,0,1,false
Winner,1,1,1,0,0,0,false
Winnfield,2,2,1,1,0,0,false
Winnsboro,1,1,0,1,0,0,false
Winslow,3,3,3,0,0,0,false
Winston,3,1,0,1,0,2,false
Winterport,2,2,0,2,0,0,false
Winterset,2,2,2,0,0,0,false
Winterville,2,2,0,2,0,0,false
Winthrop,2,1,1,0,0,1,false
Wiscasset,3,3,3,0,0,0,false
Wisconsin Dells,2,2,1,1,0,0,false
Wise,1,0,0,0,0,1,false
Wisner,2,2,2,0,0,0,false
Wolcott,4,2,1,1,0,2,false
Wolf Point,3,0,0,0,0,3,false
Wolfeboro,3,1,0,1,0,2,false
Wood Dale,2,0,0,0,0,2,false
Wood River,3,2,1,1,0,1,false
Wood-Ridge,2,2,2,0,0,0,false
Woodbridge,3,1,0,1,0,2,false
Woodbury,5,5,3,2,0,0,false
Woodhaven,3,3,2,1,0,0,false
Woodlake,1,1,1,0,0,0,false
Woodland,3,0,0,0,0,3,false
Woodland Park,2,2,2,0,0,0,false
Woods Cross,2,2,2,0,0,0,false
Woodsfield,2,2,1,1,0,0,false
Woodstock,9,8,3,5,0,1,false
Woodward,4,4,4,0,0,0,false
Woolwich,1,1,0,1,0,0,false
Worth,7,0,0,0,0,7,false
Worthing,1,1,0,1,0,0,false
Wrangell,3,0,0,0,0,3,false
Wright,1,1,1,0,0,0,false
Wyckoff,3,3,1,2,0,0,false
Wymore,2,2,2,0,0,0,false
Wyndmere,2,2,0,2,0,0,false
Wynne,2,2,2,0,0,0,false
Wyoming,4,4,3,1,0,0,false
Wytheville,2,1,0,1,0,1,false
Yakima,1,0,0,0,0,1,false
Yamhill,2,1,1,0,0,1,false
Yarmouth,5,5,5,0,0,0,false
Yazoo City,3,0,0,0,0,3,false
Yerington,4,2,2,0,0,2,false
York,11,3,1,2,0,8,false
Yorktown,1,1,1,0,0,0,false
Youngsville,2,2,2,0,0,0,false
Youngtown,3,3,0,3,0,0,false
Ypsilanti charter,4,0,0,0,0,4,false
Yreka,3,0,0,0,0,3,false
Yucca Valley,3,0,0,0,0,3,false
Yukon,2,2,1,1,0,0,false
Yutan,2,2,2,0,0,0,false
Zachary,3,1,0,1,0,2,false
Zebulon,2,0,0,0,0,2,false
Zeeland,2,1,0,1,0,1,false
Zillah,4,3,0,3,0,1,false
Zimmerman,3,2,0,2,0,1,false
Zumbrota,2,2,2,0,0,0,false
