MIME_type,SHA_256,administrative_source_type,analytical_rows_extracted,byte_size,candidate_fanout,canonical_payload_id,canonical_retained_source_ids,canonical_source_fanout,canonical_source_record_ids,claim_fanout,deferred_queue,department_scope,detected_file_type,diagnostic_full_text_persisted,diagnostics_json,duplicate_retained_source_ids,event_fanout,expected_claim_upgrade_tags,extraction_priority,extraction_ready,inspected_at,inspection_runtime_seconds,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,municipality,ocr_performed,original_filename,payload_origin,period,primary_extraction_queue,prior_retained_source_reuse_ids,readiness_lane_id,readiness_lane_sequence,readiness_reason_codes,readiness_result_id,readiness_status,review_priority,secondary_processing_hints,secondary_source_families,side_scope,source_family,source_quality,state,version_relationship_ids,retained_source_ids,duplicate_source_ids,prior_reuse_source_ids,candidate_ids,search_wave_provenance,municipality_names,states,periods,side_scopes,department_scopes,primary_source_family,root_event_ids,mechanism_event_ids,claim_ids,extraction_lane_id,extraction_lane_sequence
text/html; charset=utf-8,a35a63da543dcc7aab64b859dde39d5a6a7f05b5380a40e6f031b0874382ea35,ordinance_or_resolution,0,120697,1,EXTPAYLOAD-1f3f03cd632265e75cf7ecc2,EXTSOURCE-1f3f03cd632265e75cf7ecc2,1,EXTREADYQ-b039ee8672cc99feeb273223,5,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":120697,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":98,""navigation_density"":0.152886,""payload_bytes"":120697,""row_element_count"":0,""script_count"":41,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":4557}",,14,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:03:40.031057+00:00,0.003575,RESCAND-747d4783561ae380b82264f4,,MECHEXP-10477c8ebd3ed3a96d0d37f7|MECHEXP-2685ca50ae4628cacc637ec6|MECHEXP-3e849028c5ef1335769db723|MECHEXP-5da424bdd0275ded8492f752|MECHEXP-6052c1eaf071568b0f584f2d|MECHEXP-71ca966a9ad60da43fb1c2cd|MECHEXP-8dde0f1ac8e70bf1cb81d49c|MECHEXP-8f1b6cc6626651132ed246e3|MECHEXP-b9ebd3baf217803dc2f79cf3|MECHEXP-c9ad7e820cc62b134409b865|MECHEXP-d9578d5aed6bfd0918129d91|MECHEXP-f19396362fb8fb4b7c5c98cf,ROOTCOMP-171bfdc4d96d427ee5c6d267|ROOTCOMP-9218c8a3869cef5f2bb8056a,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a35a63da543dcc7aab64b859dde39d5a6a7f05b5380a40e6f031b0874382ea35.html,Borger,False,City-Manager,current_30_gib_store,2024,html_text_extraction_queue,,readiness_lane_004,218,substantive_visible_html_text,EXTREADINESS-d10c7524b284292e66779e87,html_text_ready,high,,payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,police,implementation_confirmation,official_administrative_summary,TX,,EXTSOURCE-1f3f03cd632265e75cf7ecc2,,,RESCAND-747d4783561ae380b82264f4,external_search_wave_002_exhaustive_residual,Borger,TX,2024,police,police,implementation_confirmation,ROOTCOMP-171bfdc4d96d427ee5c6d267|ROOTCOMP-9218c8a3869cef5f2bb8056a,MECHEXP-10477c8ebd3ed3a96d0d37f7|MECHEXP-2685ca50ae4628cacc637ec6|MECHEXP-3e849028c5ef1335769db723|MECHEXP-5da424bdd0275ded8492f752|MECHEXP-6052c1eaf071568b0f584f2d|MECHEXP-71ca966a9ad60da43fb1c2cd|MECHEXP-8dde0f1ac8e70bf1cb81d49c|MECHEXP-8f1b6cc6626651132ed246e3|MECHEXP-b9ebd3baf217803dc2f79cf3|MECHEXP-c9ad7e820cc62b134409b865|MECHEXP-d9578d5aed6bfd0918129d91|MECHEXP-f19396362fb8fb4b7c5c98cf,,extraction_lane_001,221
text/html; charset=utf-8,08408d7e7c6dc77c69d06fb4070675a5e7a0f36760c7e3fead608e592cd78033,payroll_roster,0,174772,1,EXTPAYLOAD-1f4152afc846b569cc430242,EXTSOURCE-1f4152afc846b569cc430242,1,EXTREADYQ-b537e0700a540f785dc786f5,3,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":174772,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":91,""navigation_density"":0.01559,""payload_bytes"":174772,""row_element_count"":0,""script_count"":35,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":37600}",,5,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T18:54:39.859909+00:00,0.004939,EXTCAND-bb2c2b5f1089339359964965,,MECHEXP-838f8b2b1ac674c7d5900925|MECHEXP-bb6fae3f9ad195f378cb3d0f|MECHEXP-bee5a1dcadf436355a4ce397|MECHEXP-e4efdb7b670195f8ba0c6b60,ROOTCOMP-cbf32911c397e6b64befef08,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/08408d7e7c6dc77c69d06fb4070675a5e7a0f36760c7e3fead608e592cd78033.html,Upper,False,newsflash,current_30_gib_store,2025,html_text_extraction_queue,,readiness_lane_001,212,substantive_visible_html_text,EXTREADINESS-712d30022a6ea58fdee3fe8f,html_text_ready,high,,payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,all_units,multi_family_administrative_source,official_administrative_summary,NJ,,EXTSOURCE-1f4152afc846b569cc430242,,,EXTCAND-bb2c2b5f1089339359964965,external_search_wave_001_compacted,Upper,NJ,2025,all_units,all_units,multi_family_administrative_source,ROOTCOMP-cbf32911c397e6b64befef08,MECHEXP-838f8b2b1ac674c7d5900925|MECHEXP-bb6fae3f9ad195f378cb3d0f|MECHEXP-bee5a1dcadf436355a4ce397|MECHEXP-e4efdb7b670195f8ba0c6b60,,extraction_lane_001,222
text/html; charset=UTF-8,eed68eb8f5ba61ddc6d8d2ec9538b3fd9929ca4afd7dfc1cdd64a58e3e808974,benefits_document,0,30903,1,EXTPAYLOAD-1f44afc544cdf35258ca80e8,EXTSOURCE-1f44afc544cdf35258ca80e8,1,EXTREADYQ-cd29160c357286a91e8efab7,3,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":30903,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":0,""link_count"":63,""navigation_density"":0.092647,""payload_bytes"":30903,""row_element_count"":27,""script_count"":10,""structured_data_script_count"":0,""table_count"":4,""valid_html_structure"":true,""visible_text_characters"":4773}",,7,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:54:39.861704+00:00,0.001173,RESCAND-c09acda1ef6883304ac04047,,MECHEXP-18adb7b7f4651a51c480ce07|MECHEXP-6ddf0ca0b96480ffb3f860a6|MECHEXP-7dac1709404e15842b3aa092|MECHEXP-7e47ab0272aea5bef593913c|MECHEXP-ccbe743657ceedbc68edf38d|MECHEXP-d8395e988f186be235d7a3be,ROOTCOMP-a6646f135f57dc66d5da404c,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/eed68eb8f5ba61ddc6d8d2ec9538b3fd9929ca4afd7dfc1cdd64a58e3e808974.html,Colfax,False,employee_benefits,current_30_gib_store,2026,html_table_candidate_queue,,readiness_lane_001,213,html_table_structure_present,EXTREADINESS-17091a7dba98e2ee4ecfd357,html_table_candidate_ready,high,table_candidate,,unclear,benefits_and_total_compensation,official_administrative_summary,IA,,EXTSOURCE-1f44afc544cdf35258ca80e8,,,RESCAND-c09acda1ef6883304ac04047,external_search_wave_002_exhaustive_residual,Colfax,IA,2026,unclear,unclear,benefits_and_total_compensation,ROOTCOMP-a6646f135f57dc66d5da404c,MECHEXP-18adb7b7f4651a51c480ce07|MECHEXP-6ddf0ca0b96480ffb3f860a6|MECHEXP-7dac1709404e15842b3aa092|MECHEXP-7e47ab0272aea5bef593913c|MECHEXP-ccbe743657ceedbc68edf38d|MECHEXP-d8395e988f186be235d7a3be,,extraction_lane_001,223
text/html; charset=UTF-8,ed5017572d9d6184e2643f6ea74829f3aa810896271310e3c7b3f1cee79f88e6,payroll_roster,0,347175,1,EXTPAYLOAD-1f5e0792b13650a69217a463,EXTSOURCE-1f5e0792b13650a69217a463,1,EXTREADYQ-eefe94e45c418e659024c922,5,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":347175,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":0,""link_count"":99,""navigation_density"":0.197211,""payload_bytes"":347175,""row_element_count"":0,""script_count"":23,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":3379}",,17,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T18:54:39.872711+00:00,0.003375,RESCAND-ebc20436377f83f569bd5442,,MECHEXP-169fcb8daa2e1347f98b6d09|MECHEXP-303327d53637787aab51aaa1|MECHEXP-36954f8ca6394fbe4613d743|MECHEXP-3eac0850388a1085d1441a9f|MECHEXP-40102b077cbbc270c9554c9b|MECHEXP-54868e4a83d81f26950a8ec7|MECHEXP-75d480295baf9ae38fcd453d|MECHEXP-811381f3c9edaca24c1ccaa7|MECHEXP-b6d3750ae42519e1182bff87|MECHEXP-bf36f40b630b8ea545545d0c|MECHEXP-e70dc57f7b1d335927778948|MECHEXP-f9057615f169a87b2c2ece0d|MECHEXP-f910fec3df0298e61774e9f0,ROOTCOMP-03adf49cd6997d7ffed16a65|ROOTCOMP-0c29f25eb557599dc8404af4|ROOTCOMP-770d51ad8c1aaf260fab0163|ROOTCOMP-f94cbd8cba5fdbbbc8f95398,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ed5017572d9d6184e2643f6ea74829f3aa810896271310e3c7b3f1cee79f88e6.html,Brunswick Hills,False,budget,current_30_gib_store,2024,html_text_extraction_queue,,readiness_lane_001,215,substantive_visible_html_text,EXTREADINESS-acdcdb53a732c4c4caecd15f,html_text_ready,high,,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,police,multi_family_administrative_source,official_administrative_summary,OH,,EXTSOURCE-1f5e0792b13650a69217a463,,,RESCAND-ebc20436377f83f569bd5442,external_search_wave_002_exhaustive_residual,Brunswick Hills,OH,2024,police,police,multi_family_administrative_source,ROOTCOMP-03adf49cd6997d7ffed16a65|ROOTCOMP-0c29f25eb557599dc8404af4|ROOTCOMP-770d51ad8c1aaf260fab0163|ROOTCOMP-f94cbd8cba5fdbbbc8f95398,MECHEXP-169fcb8daa2e1347f98b6d09|MECHEXP-303327d53637787aab51aaa1|MECHEXP-36954f8ca6394fbe4613d743|MECHEXP-3eac0850388a1085d1441a9f|MECHEXP-40102b077cbbc270c9554c9b|MECHEXP-54868e4a83d81f26950a8ec7|MECHEXP-75d480295baf9ae38fcd453d|MECHEXP-811381f3c9edaca24c1ccaa7|MECHEXP-b6d3750ae42519e1182bff87|MECHEXP-bf36f40b630b8ea545545d0c|MECHEXP-e70dc57f7b1d335927778948|MECHEXP-f9057615f169a87b2c2ece0d|MECHEXP-f910fec3df0298e61774e9f0,,extraction_lane_001,224
text/html,08997f05514d7739fee07f9c5677488bf2d335798233db7e61f3ac922ddfa846,payroll_roster,0,35604,1,EXTPAYLOAD-1f7295d79be08b16dee285dc,EXTSOURCE-1f7295d79be08b16dee285dc,1,EXTREADYQ-b07f3f73af3f4089252945cf,6,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":35604,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":126,""navigation_density"":0.117647,""payload_bytes"":35604,""row_element_count"":0,""script_count"":24,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":7854}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:03:40.033215+00:00,0.001457,EXTCAND-3fa1610e32fb438dd760943b,,MECHEXP-5b501e74839c9a277ff93c13|MECHEXP-6574e0b4d70d57fa78fbfa83|MECHEXP-a26659f97cffcfc95230bbb7|MECHEXP-a908208115b39a724474827e|MECHEXP-b7340557e45b172c5322acfd,ROOTCOMP-f261ac9ccab74cbf7b28acda,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/08997f05514d7739fee07f9c5677488bf2d335798233db7e61f3ac922ddfa846.html,Morris,False,hris,current_30_gib_store,2026,html_text_extraction_queue,,readiness_lane_004,219,substantive_visible_html_text,EXTREADINESS-91e92e86dd6f6119fc94f7c6,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,official_administrative_summary,NJ,,EXTSOURCE-1f7295d79be08b16dee285dc,,,EXTCAND-3fa1610e32fb438dd760943b,external_search_wave_001_compacted,Morris,NJ,2026,all_units,all_units,multi_family_administrative_source,ROOTCOMP-f261ac9ccab74cbf7b28acda,MECHEXP-5b501e74839c9a277ff93c13|MECHEXP-6574e0b4d70d57fa78fbfa83|MECHEXP-a26659f97cffcfc95230bbb7|MECHEXP-a908208115b39a724474827e|MECHEXP-b7340557e45b172c5322acfd,,extraction_lane_001,225
text/html; charset=UTF-8,bdb473d3df4bae994eddfd70ac35a0d4a8b1a5f6aad6e489580b4be9ac251660,payroll_roster,0,148592,1,EXTPAYLOAD-1f78ef12ba2d001a6b4d263c,EXTSOURCE-1f78ef12ba2d001a6b4d263c,1,EXTREADYQ-fad520836bdd88930e818f90,3,,fire|police|side_independent,html,False,"{""bounded_inspection"":false,""bytes_inspected"":148592,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":102,""navigation_density"":0.062731,""payload_bytes"":148592,""row_element_count"":6,""script_count"":54,""structured_data_script_count"":0,""table_count"":2,""valid_html_structure"":true,""visible_text_characters"":10144}",,20,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:06:40.709517+00:00,0.002844,EXTCAND-a0cd43f2b197d982d6fa1119,,MECHEXP-0c90f267d4acfa6079f34a29|MECHEXP-1e67c9561b433905a80f1509|MECHEXP-2c64f1bd660666eef3ed3b93|MECHEXP-4cbc2d41353b7b5225ae40c3|MECHEXP-5602dde65ac8ed66ee66cfa7|MECHEXP-560db09b7273c2c0839ceaca|MECHEXP-5fd3299d0a5bdbc4eaa0a0fc|MECHEXP-70fcaafadf928f044437ff52|MECHEXP-88274e4d1390ccb14208bcb3|MECHEXP-aa8e8aef6eec16a3baa8d3cc|MECHEXP-b5f9c89c9d2319c4e1587b51|MECHEXP-ba151ab0ce32a2d8761d816c|MECHEXP-c5e31e313441c8c36aece9e8|MECHEXP-db32ffebf799878a44a762a0|MECHEXP-efbbf26292b3ad094c3988d5|MECHEXP-f7c9327bc67295c0044eb58d,ROOTCOMP-5da4bc1d071f700be51ce2e2|ROOTCOMP-928a9c1c8abf53fba44b9993|ROOTCOMP-fc787a13e86a836f219c5e0f|ROOTCOMP-fec73e68a97093b208046813,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bdb473d3df4bae994eddfd70ac35a0d4a8b1a5f6aad6e489580b4be9ac251660.html,Bay,False,property-classes,current_30_gib_store,2021,html_table_candidate_queue,,readiness_lane_005,218,html_table_structure_present,EXTREADINESS-4f32c0931ae3a4ac377a5c66,html_table_candidate_ready,high,table_candidate,payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,fire|police|side_independent,multi_family_administrative_source,official_administrative_summary,OH,,EXTSOURCE-1f78ef12ba2d001a6b4d263c,,,EXTCAND-a0cd43f2b197d982d6fa1119,external_search_wave_001_compacted,Bay,OH,2021,fire|police|side_independent,fire|police|side_independent,multi_family_administrative_source,ROOTCOMP-5da4bc1d071f700be51ce2e2|ROOTCOMP-928a9c1c8abf53fba44b9993|ROOTCOMP-fc787a13e86a836f219c5e0f|ROOTCOMP-fec73e68a97093b208046813,MECHEXP-0c90f267d4acfa6079f34a29|MECHEXP-1e67c9561b433905a80f1509|MECHEXP-2c64f1bd660666eef3ed3b93|MECHEXP-4cbc2d41353b7b5225ae40c3|MECHEXP-5602dde65ac8ed66ee66cfa7|MECHEXP-560db09b7273c2c0839ceaca|MECHEXP-5fd3299d0a5bdbc4eaa0a0fc|MECHEXP-70fcaafadf928f044437ff52|MECHEXP-88274e4d1390ccb14208bcb3|MECHEXP-aa8e8aef6eec16a3baa8d3cc|MECHEXP-b5f9c89c9d2319c4e1587b51|MECHEXP-ba151ab0ce32a2d8761d816c|MECHEXP-c5e31e313441c8c36aece9e8|MECHEXP-db32ffebf799878a44a762a0|MECHEXP-efbbf26292b3ad094c3988d5|MECHEXP-f7c9327bc67295c0044eb58d,,extraction_lane_001,226
text/html; charset=UTF-8,ea0c3347c72b52567472aebb2b03cb36e657ce3bd88bb55ec38c2112aa2966e6,payroll_roster,0,270305,1,EXTPAYLOAD-1f80427c26f437ce60adfec2,EXTSOURCE-1f80427c26f437ce60adfec2,1,EXTREADYQ-61c235abfd438ae12b9bc458,6,,side_independent,html,False,"{""bounded_inspection"":false,""bytes_inspected"":270305,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":1,""link_count"":58,""navigation_density"":0.26009,""payload_bytes"":270305,""row_element_count"":0,""script_count"":49,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":1558}",,7,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:06:40.711951+00:00,0.00205,EXTCAND-ba25390ccce3d8c8dbc23534,,MECHEXP-0bdda2cf829309433f7d4085|MECHEXP-4db9ced0031cfa831b9a8047|MECHEXP-5068640f557d42052549c8aa|MECHEXP-6665a1eb8f56af1df1348e72|MECHEXP-b8a372996b573989bf50d1c4|MECHEXP-cb3a45c213526584cf44378a,ROOTCOMP-16f979ab80438711bed71751,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ea0c3347c72b52567472aebb2b03cb36e657ce3bd88bb55ec38c2112aa2966e6.html,Exeter,False,municipal-employee-compensation,current_30_gib_store,2023,html_text_extraction_queue,,readiness_lane_005,219,substantive_visible_html_text,EXTREADINESS-5533c402286652093b82d08d,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,side_independent,multi_family_administrative_source,official_administrative_summary,PA,,EXTSOURCE-1f80427c26f437ce60adfec2,,,EXTCAND-ba25390ccce3d8c8dbc23534,external_search_wave_001_compacted,Exeter,PA,2023,side_independent,side_independent,multi_family_administrative_source,ROOTCOMP-16f979ab80438711bed71751,MECHEXP-0bdda2cf829309433f7d4085|MECHEXP-4db9ced0031cfa831b9a8047|MECHEXP-5068640f557d42052549c8aa|MECHEXP-6665a1eb8f56af1df1348e72|MECHEXP-b8a372996b573989bf50d1c4|MECHEXP-cb3a45c213526584cf44378a,,extraction_lane_001,227
text/html; charset=utf-8,9e4a7d628b2160f28cae7939c5c8115ced19638c7c7421376aaeeec5d6234621,payroll_roster,0,98758,1,EXTPAYLOAD-1f85ab587c0547e271d5b83f,EXTSOURCE-1f85ab587c0547e271d5b83f,1,EXTREADYQ-4398a8e14a330ceda94bf4d4,6,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":98758,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":100,""navigation_density"":0.203252,""payload_bytes"":98758,""row_element_count"":0,""script_count"":42,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":3260}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:54:39.875623+00:00,0.002147,EXTCAND-f9e23adb879183d581beec68,,MECHEXP-14c796a9e5c50ab82597850f|MECHEXP-3806ea95518f07c25978d0bc|MECHEXP-461ada9202c58960670c660f|MECHEXP-6f36c93ad3756765982a09e1|MECHEXP-a0d42f17927b659ace37b7ce,ROOTCOMP-5a4531b54bb3d23a6a36693f,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9e4a7d628b2160f28cae7939c5c8115ced19638c7c7421376aaeeec5d6234621.html,Montgomery,False,Financial-Management,current_30_gib_store,2026,html_text_extraction_queue,,readiness_lane_001,216,substantive_visible_html_text,EXTREADINESS-30b11c2b22d920504ddd0e9c,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,official_administrative_summary,NJ,,EXTSOURCE-1f85ab587c0547e271d5b83f,,,EXTCAND-f9e23adb879183d581beec68,external_search_wave_001_compacted,Montgomery,NJ,2026,all_units,all_units,multi_family_administrative_source,ROOTCOMP-5a4531b54bb3d23a6a36693f,MECHEXP-14c796a9e5c50ab82597850f|MECHEXP-3806ea95518f07c25978d0bc|MECHEXP-461ada9202c58960670c660f|MECHEXP-6f36c93ad3756765982a09e1|MECHEXP-a0d42f17927b659ace37b7ce,,extraction_lane_001,228
text/html,30456863a23e0e373f6c0b6583707f5b34e1dfbea1c64ff2c32a5b51529000b0,payroll_roster,0,8891,1,EXTPAYLOAD-1f8e4a9fdb24c74b7e170dfd,EXTSOURCE-1f8e4a9fdb24c74b7e170dfd,1,EXTREADYQ-2c66e316e3366f8d95e72c48,4,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":8891,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":6,""navigation_density"":0.022222,""payload_bytes"":8891,""row_element_count"":0,""script_count"":2,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":1650}",,12,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:00:40.407400+00:00,0.000533,RESCAND-d7cd21fc9cba50c66ad1969b,,MECHEXP-2388c9e718fc638403c4267d|MECHEXP-26a48daba51f580e42d9e529|MECHEXP-3e966d7c5945563a7e836e41|MECHEXP-47b0a865d97a92bf8115807f|MECHEXP-9d7ca9e4a504345172190e52|MECHEXP-c6c1be85327227ce0b507eb5|MECHEXP-dbb0a9ea7b22b50bfc6c4389|MECHEXP-ef1e6355bbe8bffc037bae9e|MECHEXP-f1e8009649516baf98340fd8|MECHEXP-f90a3bceed17cf7bd746e02d,ROOTCOMP-9c4cf1076baa69cc8134f7d0|ROOTCOMP-fbcb346e4f4a3e524b19a0cc,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/30456863a23e0e373f6c0b6583707f5b34e1dfbea1c64ff2c32a5b51529000b0.html,Bainbridge,False,,current_30_gib_store,2016,html_text_extraction_queue,,readiness_lane_003,220,substantive_visible_html_text,EXTREADINESS-12da5d234ece0a91ac467174,html_text_ready,high,,implementation_confirmation|payroll_and_earnings|tenure_and_progression,unclear,multi_family_administrative_source,official_administrative_summary,OH,,EXTSOURCE-1f8e4a9fdb24c74b7e170dfd,,,RESCAND-d7cd21fc9cba50c66ad1969b,external_search_wave_002_exhaustive_residual,Bainbridge,OH,2016,unclear,unclear,multi_family_administrative_source,ROOTCOMP-9c4cf1076baa69cc8134f7d0|ROOTCOMP-fbcb346e4f4a3e524b19a0cc,MECHEXP-2388c9e718fc638403c4267d|MECHEXP-26a48daba51f580e42d9e529|MECHEXP-3e966d7c5945563a7e836e41|MECHEXP-47b0a865d97a92bf8115807f|MECHEXP-9d7ca9e4a504345172190e52|MECHEXP-c6c1be85327227ce0b507eb5|MECHEXP-dbb0a9ea7b22b50bfc6c4389|MECHEXP-ef1e6355bbe8bffc037bae9e|MECHEXP-f1e8009649516baf98340fd8|MECHEXP-f90a3bceed17cf7bd746e02d,,extraction_lane_001,229
text/html;charset=utf-8,26eb9ebfb90d8312f823be4205ac7dd7745d28a7b880a01c9ce49886cff6648c,payroll_roster,0,1157721,1,EXTPAYLOAD-1f8e4aa9cc2bb4f8ce9c3437,EXTSOURCE-1f8e4aa9cc2bb4f8ce9c3437,1,EXTREADYQ-4fb0c9fffbf94f3aa7f46e17,4,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":1157721,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":43,""navigation_density"":0.129518,""payload_bytes"":1157721,""row_element_count"":0,""script_count"":4,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":2112}",,7,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T18:57:40.378116+00:00,0.006713,RESCAND-2f1b0e35a76b4532a813ad3a,,MECHEXP-04a41822722bbdbdef4f5cef|MECHEXP-50a8b8060c613809d9d60a0d|MECHEXP-71b96305a8c0e8fa3917ed58|MECHEXP-9d77c12eab882273b072b149|MECHEXP-ec63fa573640ef5938bce911|MECHEXP-f2c077041cec5cb09e8ddca8,ROOTCOMP-5ccadd0d9a8bcf79a5db962d,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/26eb9ebfb90d8312f823be4205ac7dd7745d28a7b880a01c9ce49886cff6648c.html,Carthage,False,1141951,current_30_gib_store,undated-source-B4X2500LIVE-20260729-007130,html_table_candidate_queue,,readiness_lane_002,223,structured_data_or_dataset_signal,EXTREADINESS-838d1bd7c2bbab81425fd003,html_structured_data_candidate,high,table_candidate,implementation_confirmation,unclear,payroll_and_earnings,official_administrative_summary,TN,,EXTSOURCE-1f8e4aa9cc2bb4f8ce9c3437,,,RESCAND-2f1b0e35a76b4532a813ad3a,external_search_wave_002_exhaustive_residual,Carthage,TN,undated-source-B4X2500LIVE-20260729-007130,unclear,unclear,payroll_and_earnings,ROOTCOMP-5ccadd0d9a8bcf79a5db962d,MECHEXP-04a41822722bbdbdef4f5cef|MECHEXP-50a8b8060c613809d9d60a0d|MECHEXP-71b96305a8c0e8fa3917ed58|MECHEXP-9d77c12eab882273b072b149|MECHEXP-ec63fa573640ef5938bce911|MECHEXP-f2c077041cec5cb09e8ddca8,,extraction_lane_001,230
