adjudication_performed,ambiguity_flags,canonical_external_ingestion_id,claim_linkage_status_after,compensation_basis_after,conflict_flags,conflict_reconciliation_status,department_after,expected_consequence_if_rejected,expected_consequence_if_upheld,external_administrative_observation_id,linked_claim_ids,municipality_after,pay_basis_after,period_after,proposed_analytical_role,reason_for_cross_examination,recommended_review_type,reconciled_external_observation_id,side_after,source_SHA_256,source_character_end,source_character_start,source_excerpt_or_table_row,source_page,source_row,source_table_id,normalization_match_id,formula_ids,math_compatibility_status,claim_adjudicated
False,,EXTINGEST-a1cad7bb5ef41b89173f5c4a,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-3ad60375fd93f30995aac4be,,cog_2025_160809,staffing_count,undated-source-B4X2500LIVE-20260729-009821,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-aa553f82640f55b087ce71de,unclear,7afc99bcf6b464694aefa40758ec11cc99739ab4cad66474e99fe66715f6b4ef,1656031,1656030,6,257,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-816a9579cd6b239f638b9e89,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f8698d91242ea48ab7edeac4,,cog_2025_160809,staffing_count,undated-source-B4X2500LIVE-20260729-009821,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-fb70d3fbce5386e162cb946e,unclear,7afc99bcf6b464694aefa40758ec11cc99739ab4cad66474e99fe66715f6b4ef,1669196,1669195,2,259,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-4e731a53348e08e4fb2f6393,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-c6582e20769cc0385cd05923,,cog_2025_160809,staffing_count,undated-source-B4X2500LIVE-20260729-009821,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-c742bae77f92dccfc012367d,unclear,7afc99bcf6b464694aefa40758ec11cc99739ab4cad66474e99fe66715f6b4ef,1694905,1694904,1,263,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-c5b91e22d570b91fc2bbb05d,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-4de83bf313e84113b70da77e,,cog_2025_160809,staffing_count,undated-source-B4X2500LIVE-20260729-009821,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-8a1f98f682da260cd585245b,unclear,7afc99bcf6b464694aefa40758ec11cc99739ab4cad66474e99fe66715f6b4ef,2968042,2968041,8,461,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-67a1524eec1d95b6d89d8493,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f4fc6fd78a441606c003a3ed,,cog_2025_160809,staffing_count,undated-source-B4X2500LIVE-20260729-009821,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-0e02ad298f7ecc8ab511968e,unclear,7afc99bcf6b464694aefa40758ec11cc99739ab4cad66474e99fe66715f6b4ef,3606548,3606547,0,560,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-aafcfd451ee6e7980f96bf4b,exact_claim_id_link,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-27043c321ebe1273faaddd10,MECH-04,cog_2025_106343,unclear,undated,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-78015ac6728e49c8e229ec60,unclear,4498598a9df38a300ebb9e6f293020c89aa111b963865b6075212b8106b2a070,70457,70456,2,32,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-1746df2eed39138470fdfee4,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-928daf436addc17a65ec035e,,cog_2025_167028,contextual_value,2022,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-e81f60ce9849901adfecc2c9,side_independent,121fb2e6d2cab3b56a58676297f6c6c9eeac638fd717328a2e0173806122cb21,70450,70447,50%,8,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-eb165c6a5f4e25405b711c9f,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-e6736fcbec4ebadc47881c59,,cog_2025_194856,unclear,2024,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-c35dc3cbe4d39217b130f268,unclear,512238a0a413ffd07ecfa32f8272510508621c9a887d22be468154c2d5eb0ac2,189077,189072,"2001,",99,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-51b1e6a4e41ed4dfc31d6f29,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-fb68835f83d11285a8bf3576,,cog_2025_208821,unclear,2025,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-e22430ee9afbab39ca72f1af,unclear,f0bb751659b34d20eade68a3ac25f7e0b9d492897e856d2c8366acf29e54847f,459330,459321,"67,644.00",226,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-3753c8a130d982561825e36f,exact_claim_id_link,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-8b1d2bc617610dee2a5c92e7,MECH-06,cog_2025_103848,staffing_count,2021,staffing_hypothesis_candidate,exact_claim_id_linked_direct_observation|staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-08037c4112557181b325b4fd,unclear,c1e01d05bbefb20cd8de7030fa6fbe8556fc13879d6bdec435a519f22bc91bdf,282358,282356,23,235,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-e0b29990ffc7ec9df14ae97e,event_linked_claim_pending,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1084dd670d99a88cee9839bb,,cog_2025_128143,not_applicable,2025,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-c2b5d2fbbe1b3434bcd660a7,unclear,a4261b60949272c41001f09dbdf0c8ff5b1198ed9565b1ee8ea78cda27a5145c,73412,73406,"94,000",33,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-54ae0c7ae6eca97e6810ec33,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-0bb8374b7cc863b714a1c81f,,cog_2025_167532,staffing_count,undated-source-B4X2500LIVE-20260729-007971,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-4e6b1b7def5a229621632b6c,unclear,90004bcccf7691dabf882ae2209b807137b8f595de242da02ef63f72ad000a4a,213796,213788,"2,221.76",79,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-13e089ea1c7e762aed352d90,event_linked_claim_pending,benefit_component,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-01240166ed5b066b1dee277d,,cog_2025_185938,benefit_contribution,2024,total_compensation_candidate,total_compensation_component,direct manual source review,EXTRECON-4083c4ba6531047f8036b5e6,side_independent,7b76dcce16057ed893818ad708b67dfaeaafcb6df26a07de0b54b769c16821c3,62836,62830,249.06,32,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-60f6ea9f14053fc9587471e6,exact_claim_id_link,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-d9411ae855bce41a718da712,MECH-08,cog_2025_170684,not_applicable,undated,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-64947eb1b594916f33a7fbbe,unclear,8c0c8b1c2faec462f97dc14573bd206c993ced622225fc3dbf531a595cdbc937,,,"Yvette D. Clarke, Gale A. Brewer, Leroy G. Comrie, Jr., Letitia James, G. Oliver Koppell, Michael C. Nelson, Annabel Palma, Bill Perkins, James Sanders, Jr., Larry B. Seabrook, Christine C. Quinn",,8,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-45bfa5423eb09eefac2bd33c,event_linked_claim_pending,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f260071034b83a792ab9b3aa,,cog_2025_170147,not_applicable,2020,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-86a3d5b52dcdb13a3654a629,unclear,58854f80911abc9e83466655e1abb32e3a3c051a16e8973dc593dc391f8eae71,44893,44891,76,25,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-d5888a86a4ca12ea969e11c8,event_linked_claim_pending,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-cd91bf81e79a481db1b1d0cb,,cog_2025_207659,not_applicable,2020,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-5d4b07486ce9edb61a7245d0,unclear,b6dbbe21aa27b86568b2f6f2f51f39b8594e423cd938965029208283dc5f8506,,,1% PAY ADJUSTMENT,,1300,html_table_3,,,retained_not_promoted_to_math,False
False,,EXTINGEST-64db2f544bb8c89bdcd4962b,event_linked_claim_pending,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-b819977a544ec83d4177c250,,cog_2025_207659,not_applicable,2020,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-af6f8b7d37df4d9cc97053d0,unclear,b6dbbe21aa27b86568b2f6f2f51f39b8594e423cd938965029208283dc5f8506,,,METRORAIL DAY,,5488,html_table_3,,,retained_not_promoted_to_math,False
False,,EXTINGEST-3a3304215d0a28b427998b2a,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-42eb81668f3d767333c75258,,cog_2025_166963,contextual_value,2019,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-2b67ce995e316e7bb6978263,side_independent,0f2ec1a57653aeef77a762a0c8f9138fcdce856ba6fd9ee05d37feee0a41449e,679545,679539,"48,707",222,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-c83537bb726a97a6e32bd375,exact_claim_id_link,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-a4116aa5723d892a5cdcb4f2,MECH-08,cog_2025_170305,not_applicable,2021,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-c6a761f72435d214d36f9bb8,unclear,05a7e583ad4863f50d4fcf38f0cf222c8f7bb0915d80a61884b9056cfe2f425a,69680,69678,-7,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-8d280ba1ace897f30e967e90,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-7511b6f3d6010776ed193553,,cog_2025_190200,staffing_count,undated-source-BRMGRS-20260802-b9e543c91933b26b74a8f15d,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-7efbba10350e4fdd9c8e2798,unclear,f83758e8fe40f64a45f889caf5085636f4c325f41388f7598fd395296c3f6aff,648343,648338,12.60,323,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-715a6ea803b98fb863bb8d74,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ed0db8f590fe00c05fa08bdf,,cog_2025_194846,staffing_count,2019,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-60f20b86ebb1365ddaaea97d,unclear,dace9ed234f4bc35752fb94ac3beef05659290fe6b19241131e222e9d6547b2f,223015,223013,26,122,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-041e17f5756878b8a7d132f5,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ae50e3e295617ef3ec9ece4c,,cog_2025_189926,unclear,2019,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-67e4c748cc1bd69315f5ceed,unclear,9b38898588bfaa208c26e1704d7532e9c98b43a3c97424dc78c42a36187e9fe7,109250,109247,3.0,33,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-44f74e58c7672ea2730b1faf,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-779126c9c0ee9e217b77bd84,,cog_2025_208652,contextual_value,2014,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-241a8681e61c63675332415b,side_independent,414c3d717d5c944eb49956f670bf0a00ac86ed48fc17996a7d1e88e62fa85a07,51615,51613,$0,81,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-e96dfe457c6541743b49964c,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-fb0550b34c3d33c8722016d3,,cog_2025_209813,contextual_value,2021,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-f01eb3dd15ea3bfce7cbf76f,side_independent,cc8ca7811b179c0033a38bfe9fee10feff631b0d1dfb8df85e146d3f4d156319,520222,520220,16,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-9befd3cc331116d039bbc36c,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f1d4ed67aed9309c8033a06b,,cog_2025_191195,unclear,2022,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-e1f4c1c34d532f5a69f5ff17,unclear,095ccb2c80fe4c3c9bcfd92258e82d9f1334da2a7cc1c548093e97d29c7fece0,,,67349,,4,html_table_558,,,retained_not_promoted_to_math,False
False,,EXTINGEST-b96607dc45ae230df9cacd77,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-839182fd152eb35320674f1b,,cog_2025_191195,unclear,2022,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-a2bdf838b9547effc9dd38df,unclear,095ccb2c80fe4c3c9bcfd92258e82d9f1334da2a7cc1c548093e97d29c7fece0,,,157482,,12,html_table_610,,,retained_not_promoted_to_math,False
False,,EXTINGEST-a49742e27cb84f60b4b5fcf8,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-305ba264dffbad0039dda004,,cog_2025_191195,unclear,2022,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-e8e5070549ad18953ddbad66,unclear,095ccb2c80fe4c3c9bcfd92258e82d9f1334da2a7cc1c548093e97d29c7fece0,,,45691,,3,html_table_1214,,,retained_not_promoted_to_math,False
False,,EXTINGEST-d8bd93d21f8248cc8d4faa50,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-a8a21323422e53158ca7c78f,,cog_2025_128411,staffing_count,2024,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-111b1ca8ad2bbf34beeceb10,unclear,a49cd3e5cfa8c8710a0272d60e9f44f7ccc2409a1c0a54f051d7b884a347f3dd,55281,55266,$             7,34,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-8b5b16d84add1b1cf8435fc8,exact_claim_id_link,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-a1d6df3bc26b5d639b84e3a0,MECH-09,cog_2025_166270,unclear,2026,local_comparison_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-a5a29b9c962ff51aada9003e,unclear,f79979946e1396a7fe8ac1b71d6cf36753624a82ff35ec6c6ec289766c7a06d8,92724,92720,2021,43,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-aecfa88b6b90ce836a3678d0,event_linked_claim_pending,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-c570f482c2f0bda2a1d1000e,,cog_2025_106593,unclear,2015,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-7cab7c7222b8c1d467e1e1c0,unclear,d96e99337b04ac44be7a7be1eca59dd60194e7a3ab9665280532bbe64b1e5b14,117020,117003,Home Dean Review,33,,,,,retained_not_promoted_to_math,False
