MIME_type,SHA_256,administrative_source_type_change_reason,analytical_extraction_runs,bounded_metadata_preview,bounded_structure_summary,byte_size,canonical_final_url,canonical_locator_id,content_disposition,department_scope,detected_file_type,download_http_status,final_administrative_source_type,final_download_url,final_priority_bucket,gabriel_calls,hosted_search_calls,implementation_event_deduplication_rerun,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,locator_host,municipality,ocr_runs,official_source_flag,original_filename,period,primary_content_family,prior_administrative_source_type,readiness_hint,request_count,retained_source_id,retrieved_timestamp,retry_count,secondary_content_families,side_scope,source_quality,source_review_id,source_review_lane_id,source_review_lane_sequence,source_review_reason,source_review_status,state
application/pdf,346148e4035a5022cf5354ca0e88cd71910a02e518345981980a1a3ca2cd0aa9,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.7""}",2817308,https://www.in.gov/sboa/WebReports/B53063.pdf,EXTLOC-016434ecc2118eb389ec4939,,police,pdf,200,payroll_roster,https://www.in.gov/sboa/WebReports/B53063.pdf,high,0,0,False,EXTCAND-4875ef5ea80bf40aa10676e9,,MECHEXP-1b26bc5b8bb174c3b783be0a|MECHEXP-702d2cec2ae0594792345388|MECHEXP-9d2bbc9181b6b259207f03b5|MECHEXP-bd1057ff4e3d8b30ea32624c|MECHEXP-f324eabfe6415c55884863ca,ROOTCOMP-cac71faecf67e1eaa3d27b48,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/346148e4035a5022cf5354ca0e88cd71910a02e518345981980a1a3ca2cd0aa9.pdf,www.in.gov,Gentryville,0,true,B53063.pdf,undated,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-4af851f3990f4b01fb6fc519,2026-08-05T17:21:52.322648+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,police,direct_official_administrative_record,EXTSRCREV-0120d01f1945224c8d4218af,source_review_lane_004,703,supported source format and plausible administrative metadata,retained_pdf,IN
application/pdf,964e327d3d3f46fbe389684e70612de458932ce3b64effbee1424a2c68d1fda6,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.2""}",1678435,https://www.ilsos.gov/content/dam/departments/index/register/volume31/register_volume31_issue26.pdf,EXTLOC-a1d1e9043e17a16d3a9deac3,inline,all_units,pdf,200,payroll_roster,https://www.ilsos.gov/content/dam/departments/index/register/volume31/register_volume31_issue26.pdf,high,0,0,False,EXTCAND-3c8cbafccac58643166cbeb6,,MECHEXP-1c52a4ce3426dafec5785be7|MECHEXP-22b1d5fc761936a6df501751|MECHEXP-96679a69cf4560a18f178027|MECHEXP-be1b478fced7c51bd79aee51,ROOTCOMP-598456ba5f2b2f2039117f47,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/964e327d3d3f46fbe389684e70612de458932ce3b64effbee1424a2c68d1fda6.pdf,www.ilsos.gov,Sesser,0,true,register_volume31_issue26.pdf,2026,payroll_and_earnings,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-4b025ab437ae4b7ed0ab2ba7,2026-08-05T17:21:52.472505+00:00,0,staffing_and_headcount,all_units,direct_official_administrative_record,EXTSRCREV-6e8f96dcd0efd61571b82820,source_review_lane_004,702,supported source format and plausible administrative metadata,retained_pdf,IL
application/pdf,ccb996f3978990929f6f90bdd306f1ec7282a20a70247fea018b6ad4da62f439,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.4""}",8618830,https://www.issaquahwa.gov/ArchiveCenter/ViewFile/Item/905,EXTLOC-38c3d7d38e4d58a813de7ea2,inline;filename=2023-24 Adopted Budget Final.pdf,unclear,pdf,200,payroll_roster,https://www.issaquahwa.gov/ArchiveCenter/ViewFile/Item/905,high,0,0,False,RESCAND-37c0ce3233ec6f227a2b8f80,,MECHEXP-01f5f6cb0b271357dda37a9f|MECHEXP-3a028dfe84b88251781d8f89|MECHEXP-40e02ea50fa7c6deee74ec29|MECHEXP-41b13561b8ed0d2e6a2bb03f|MECHEXP-9988a440d6360ee6be06d6b1|MECHEXP-b06f106b0b30222890a74a31|MECHEXP-cc07a33e614084c30463d727|MECHEXP-edd846c54994504bac3c6af6,ROOTCOMP-8a61462ed69c965f853fbfce|ROOTCOMP-ffb9af7ddbb8361ca4a58b1a,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/ccb996f3978990929f6f90bdd306f1ec7282a20a70247fea018b6ad4da62f439.pdf,www.issaquahwa.gov,Calamus,0,true,905,2024,payroll_and_earnings,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-34db0faf6a03054665c621ec,2026-08-05T17:21:52.714970+00:00,0,staffing_and_headcount,unclear,direct_official_administrative_record,EXTSRCREV-80da14912f6df1c54d0d5ee2,source_review_lane_004,704,supported source format and plausible administrative metadata,retained_pdf,IA
text/html; charset=UTF-8,ba358d3610c912b8f809482c8bc791a41d0e7b6de3d5bff6e0a6b2f829bb8ec0,retained prior type,0,Fire/EMS Staff - Howland HOME GOVERNMENT Board of Trustees Board of Trustees Meetings Fiscal Officer Financial Reports Public Records Policy Administrator Zoning Commission Board of Zoning Appeals Home Rule Resolutions Township History Cemetery Phone Directory POLICE Police Staff Positive Policing Police FAQ Police Resources Identity Theft Tow/Impound Lot Digital Speed Awareness Sign School Officer Department Officer Training Web Links Child Restraint Info Citizen Complaint Form FIRE/EMS Fire/EMS Staff Fire Prevention & Safety Education Fire Inspection Howland Training Center CPR/First Aid For,"{""bounded_link_count"": 77, ""bounded_visible_character_count"": 4155, ""html_title"": ""Fire/EMS Staff - Howland""}",162689,https://www.howlandoh.gov/fire-ems-staff/,EXTLOC-61efbae510d2005a0baa2cbf,,fire,html,200,budget,https://www.howlandoh.gov/fire-ems-staff/,high,0,0,False,RESCAND-c271f0c132d0015f25498051,,MECHEXP-038570e46344acf34f2f549f|MECHEXP-2ec3885f9ae9fd3d1f952db4|MECHEXP-940a85240379774f1bf94b37|MECHEXP-a459d174d01bbb6497948284|MECHEXP-ad317d09d6dc41404b6bdb8a,ROOTCOMP-dbafe8645f0d936690f5eceb,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ba358d3610c912b8f809482c8bc791a41d0e7b6de3d5bff6e0a6b2f829bb8ec0.html,www.howlandoh.gov,Bloom,0,true,fire-ems-staff,2021,staffing_and_headcount,budget,html_text_candidate,1,EXTSOURCE-1d4d9e9fa028d785064a540c,2026-08-05T17:21:53.613351+00:00,0,implementation_confirmation,fire,official_administrative_summary,EXTSRCREV-749e2ee3057f7a32426cd073,source_review_lane_004,697,bounded HTML shell contains plausible administrative source signal,retained_html,OH
application/pdf,e75a7f5fc65c3d296f8bb1df6da9bd8142635dc17c3fa8f09a9657a301eb3dad,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.4""}",215424,https://www.kosciusko.in.gov/egov/documents/1743517322_51232.pdf,EXTLOC-08c6386d8573f2cee1123fad,,all_units,pdf,200,payroll_roster,https://www.kosciusko.in.gov/egov/documents/1743517322_51232.pdf,high,0,0,False,EXTCAND-7c51c34c05bda33161bd6b99,,MECHEXP-747a5cfad7425555bcba4e97|MECHEXP-79d181af12e94535b269e230|MECHEXP-863403aa42a705741005311e|MECHEXP-910c53834faea3c23073af5a|MECHEXP-c2fa57940d45a8862e830d5f|MECHEXP-f6d4a533502aaf107ef2215e,ROOTCOMP-bf317db7de3009b093deb308,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/e75a7f5fc65c3d296f8bb1df6da9bd8142635dc17c3fa8f09a9657a301eb3dad.pdf,www.kosciusko.in.gov,Silver Lake,0,true,1743517322_51232.pdf,2025,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-f240592973a714cc7483d855,2026-08-05T17:21:53.849608+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,direct_official_administrative_record,EXTSRCREV-be80f1956e264de9e87547ab,source_review_lane_004,713,supported source format and plausible administrative metadata,retained_pdf,IN
application/pdf,4a183372d538dd301620729e4b68af41318392ce89a423013f592bc1f1974530,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.5""}",17631847,https://solid.dca.ca.gov/cba/outreach/sunset_review_2018.pdf,EXTLOC-68386d9d3bb96551530fedb4,,all_units,pdf,200,payroll_roster,https://solid.dca.ca.gov/cba/outreach/sunset_review_2018.pdf,high,0,0,False,EXTCAND-c599e46573b8198c8c2c966e,,MECHEXP-2079c440a069fdc786e62ff3|MECHEXP-2fc11ca12fc890c5f43821a8|MECHEXP-3333a707fdf51396e07fe28f|MECHEXP-b1fc7d9ac7900d4539d7120a,ROOTCOMP-678cf9754dfe5e6ea83f8690,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/4a183372d538dd301620729e4b68af41318392ce89a423013f592bc1f1974530.pdf,solid.dca.ca.gov,Colma,0,true,sunset_review_2018.pdf,2018,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-ceb9460f955d0c030d2a3212,2026-08-05T17:21:54.010690+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,direct_official_administrative_record,EXTSRCREV-7aa5b5537034e9a171e3effe,source_review_lane_004,417,supported source format and plausible administrative metadata,retained_pdf,CA
text/html; charset=utf-8,5ee491cfc227a5d21b992cdfbc41c024f3ae8ac3be8bceadf462c1b77a7405a4,retained prior type,0,"Job Descriptions (Class Specifications) and Pay Ranges | Jefferson County, CO Skip to Main Content NOTICE Stage 2 Fire Ban in Effect for Unincorporated Jefferson County Read On... About Us I Want To... Sitemap County Home Search Job Descriptions & Pay Ranges Hours & Holidays Verify Employment Public Service Loan Forgiveness Additional Information Human Resources Sitemap About Us Job Descriptions & Pay Ranges Job Descriptions (Class Specifications) and Pay Ranges Jefferson County's Classification Specifications (also known as job descriptions) are a representation of the duties and responsibili","{""bounded_link_count"": 52, ""bounded_visible_character_count"": 7120, ""html_title"": ""Job Descriptions (Class Specifications) and Pay Ranges | Jefferson County, CO""}",100714,https://www.jeffco.us/1871/Job-Descriptions-Pay-Ranges,EXTLOC-830cedfa8cf4e29eddb82de4,,police,html,200,staffing_table,https://www.jeffco.us/1871/Job-Descriptions-Pay-Ranges,high,0,0,False,EXTCAND-1e56c8f27423429231885042,,MECHEXP-05dc08e5e14542d3ec716000|MECHEXP-1be92bb3ae6b6f7a9530e0e1|MECHEXP-1d21fe5b595af09903a9c8f8|MECHEXP-311efd371182a991eee6d7ba|MECHEXP-3e81981f601687de58122b2e|MECHEXP-5d0140f6a26ae13810878e7d|MECHEXP-954ef02169595eb9d417bbf1|MECHEXP-9918c2b43f93c7e53d65a4e3|MECHEXP-ab92c2ee0caec1e441b4ca2c|MECHEXP-de20da81a8391fa535ca3731|MECHEXP-e44a44ccd722c3f7839e6356|MECHEXP-eb980c11c348b804ae7f16e2|MECHEXP-ebbc549be8f7af2b57492f34|MECHEXP-f7354cc8edc19b3f84b4b078|MECHEXP-f8e154341309f71c34392e13,ROOTCOMP-56b0714c63c7f6813c1a3669|ROOTCOMP-8b5dd73fbbe325cfe5069b7f|ROOTCOMP-9860db1aefdbfb1426a381c5|ROOTCOMP-efe872c93eea53daaf7b6533,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/5ee491cfc227a5d21b992cdfbc41c024f3ae8ac3be8bceadf462c1b77a7405a4.html,www.jeffco.us,Jefferson,0,true,Job-Descriptions-Pay-Ranges,undated,multi_family_administrative_source,staffing_table,html_text_candidate,1,EXTSOURCE-1c7d6853dbdc8b65ef35f9e8,2026-08-05T17:21:54.238164+00:00,0,benefits_and_total_compensation|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,official_administrative_summary,EXTSRCREV-3a59c77065f21a669e33029f,source_review_lane_004,706,bounded HTML shell contains plausible administrative source signal,retained_html,WI
text/html; charset=UTF-8,1ba1f668a2be656d55426ed582c8bc512f7f6109ed2cf791fa80e4ea2fe19c48,retained prior type,0,"Overtime Pay, Salary and Comp Time | NC DOL Skip to main content An official website of the State of North Carolina An official website of NC How you know State Government websites value user privacy. To learn more, view our full privacy policy . Secure websites use HTTPS certificates. A lock icon or https:// means you’ve safely connected to the official website. Utility Menu NC.GOV AGENCIES JOBS Main menu About NCDOL About NCDOL Divisions Historical Note About the Labor Building Leadership NCDOL Annual Reports Careers in Labor Safety and Health Safety and Health Alliances Ask OSH Agricultural","{""bounded_link_count"": 109, ""bounded_visible_character_count"": 22012, ""html_title"": ""Overtime Pay, Salary and Comp Time | NC DOL""}",72140,https://www.labor.nc.gov/workplace-rights/employee-rights-regarding-time-worked-and-wages-earned/overtime-pay-salary-and-comp-time,EXTLOC-422a7beda151694b92dc9121,,all_units,html,200,payroll_roster,https://www.labor.nc.gov/workplace-rights/employee-rights-regarding-time-worked-and-wages-earned/overtime-pay-salary-and-comp-time,high,0,0,False,EXTCAND-4b9f3b27b946401d36d40255,,MECHEXP-0245ac9973d8d96b65c1ae4f|MECHEXP-8606198a8d4ac53180af1ac9|MECHEXP-92a6df2d05ccfba5ceeb1b0f|MECHEXP-cffed364ae59c7ff4a89d5e3|MECHEXP-da23ec57b3c2ccc769e980d0,ROOTCOMP-adacd910625e94c9182b32bb,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/1ba1f668a2be656d55426ed582c8bc512f7f6109ed2cf791fa80e4ea2fe19c48.html,www.labor.nc.gov,Erwin,0,true,overtime-pay-salary-and-comp-time,2025,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-c3be360c42f94b5fc737ec3b,2026-08-05T17:21:54.248483+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,official_administrative_summary,EXTSRCREV-07dd1219ac23b3bcb4f1a310,source_review_lane_004,715,bounded HTML shell contains plausible administrative source signal,retained_html,NC
text/html,aca89dc6f76ad015f530ce89088c9c2b6c5b4a82043a8b81522c9417d8af9711,retained prior type,0,"13-14a05 K ANSAS O FFICE of R EVISOR of S TATUTES --> K ANSAS O FFICE of R EVISOR of S TATUTES Home About Us Office Staff FAQs Contact Us KS Constitution Open Records Statutes Home About Us Office Staff FAQs Contact Us KS Constitution Open Records Statutes Home >> Statutes >> Back Printable Format Previous | Next 13-14a05. Pension funds; designation; tax levies, when; investment of funds. (a) The amount of money derived from taxes levied and all money received from assessments, dues and donations for the benefit of such funds shall constitute pension trust funds to be known and designated, res","{""bounded_link_count"": 51, ""bounded_visible_character_count"": 4490, ""html_title"": ""13-14a05""}",14933,https://www.ksrevisor.gov.ksrevisor.org/statutes/chapters/ch13/013_014a_0005.html,EXTLOC-89f853014104915bb794170c,,police,html,200,payroll_roster,https://www.ksrevisor.gov.ksrevisor.org/statutes/chapters/ch13/013_014a_0005.html,high,0,0,False,RESCAND-fc1d40f149642e68563358a9,,MECHEXP-0840c2377c4beb9cbb298537|MECHEXP-0c6a46c61aa312241d1ea9a2|MECHEXP-5d51df67d8c0109154a7295b|MECHEXP-c254dc04100a1d37a3de7a0b|MECHEXP-d754172da4e6dae20100ee0d,ROOTCOMP-2d37a8a5660d4b9f3b6af254,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/aca89dc6f76ad015f530ce89088c9c2b6c5b4a82043a8b81522c9417d8af9711.html,www.ksrevisor.gov.ksrevisor.org,Altamont,0,true,013_014a_0005.html,2024,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-42b5184cf5877c2ac74112c5,2026-08-05T17:21:54.457032+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,police,official_administrative_summary,EXTSRCREV-9ad8581547aae43bfdb088b4,source_review_lane_004,714,bounded HTML shell contains plausible administrative source signal,retained_html,KS
text/html; charset=utf-8,e278147111d4af7c0e2c6c8b715a960536cf0d6f4cc04d5529fb5df8d3342786,retained prior type,0,Human Resources - Kasson-Mantorville Schools Skip To Main Content Close Menu Search search-form#clearSearch'> Clear Search District About Us Calendars Contact Us District Policies Employment Opportunities (opens in new window/tab) KoMet Kommendations KoMet Report K-M Mission & Vision Statement School Closing Information School Board School Board Members School Board Meeting Agendas/Minutes (opens in new window/tab) Campaign Finance Reports Filing for School Board: What to Know (opens in new window/tab) School Board Meeting Videos (opens in new window/tab) Schools Section 504 Information Superi,"{""bounded_link_count"": 188, ""bounded_visible_character_count"": 11594, ""html_title"": ""Human Resources - Kasson-Mantorville Schools""}",67109,https://www.komets.k12.mn.us/services/human-resources,EXTLOC-233468aec5c15a9fef14c073,,all_units,html,200,payroll_roster,https://www.komets.k12.mn.us/services/human-resources,high,0,0,False,EXTCAND-39002c2b53c6d07dab88f464,,MECHEXP-608b1a461705bb6fef3691cd|MECHEXP-6b8027567446e7a831c89802|MECHEXP-8928ed7096a7097316d0591d|MECHEXP-d599fec509f2d1d2861fb16a|MECHEXP-e846f09c1e77f2acb89c7663,ROOTCOMP-4d470eb764026bb34106d20e,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e278147111d4af7c0e2c6c8b715a960536cf0d6f4cc04d5529fb5df8d3342786.html,www.komets.k12.mn.us,Mantorville,0,true,human-resources,2017,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-2c723ad82c77a68c77b22ce5,2026-08-05T17:21:54.480155+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,official_administrative_summary,EXTSRCREV-0381fe80bef461442fe95ce0,source_review_lane_004,712,bounded HTML shell contains plausible administrative source signal,retained_html,MN
application/pdf,fd931c7c8da1c47bf278a63998991e22d952280923cc41184bc6adb2a2763314,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.6""}",2082720,https://www.ihs.gov/sites/newsroom/themes/responsive2017/display_objects/documents/2021RTCSanitationDeficienciesReport.pdf,EXTLOC-40d375e30c834e57c676558c,,unclear,pdf,200,payroll_roster,https://www.ihs.gov/sites/newsroom/themes/responsive2017/display_objects/documents/2021RTCSanitationDeficienciesReport.pdf,high,0,0,False,RESCAND-987cd3333233da2a11f3f330,,MECHEXP-11bc678fccdfd3c029869852|MECHEXP-33162c8161292340bd895cd7|MECHEXP-3b30897255b1f9b64c76a966|MECHEXP-52f7f1b7743c4c1a4e21560d|MECHEXP-5b07257bb2b86260ad522462|MECHEXP-6507d9dd2c3e7c8bbb0871eb|MECHEXP-65be90245a8a4e734a461957|MECHEXP-67856a733785676ffeda03b3|MECHEXP-76dc7c73949a5eb2efb74ff8|MECHEXP-889364e73dc1ca117e3e50eb|MECHEXP-8933896c04c74c3f3dc51745|MECHEXP-caaee7e01596c697c83fcec2|MECHEXP-da7f2f68c8a3d62614ae74b5|MECHEXP-dbdb2dec35acc76c517beab3,ROOTCOMP-1270a740fa570d096bb60983|ROOTCOMP-31925e7a7b94d67d6bba46c3|ROOTCOMP-66773447e6a05796c9613a66,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/fd931c7c8da1c47bf278a63998991e22d952280923cc41184bc6adb2a2763314.pdf,www.ihs.gov,Chuathbaluk,0,true,2021RTCSanitationDeficienciesReport.pdf,undated-source-B4X2500LIVE-20260729-004780,payroll_and_earnings,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-39b06e07c36f780380233763,2026-08-05T17:21:54.505818+00:00,0,implementation_confirmation,unclear,direct_official_administrative_record,EXTSRCREV-979276cd6f0aa44455a841f3,source_review_lane_004,700,supported source format and plausible administrative metadata,retained_pdf,AK
text/html; charset=utf-8,cab579dd5c9e7b8070eb099f061a05eba4b488f0c446c6cd279e6f66dfc9bd6b,retained prior type,0,"Public Meeting Documents | Kennett Township, PA Skip to Main Content Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Government Departments Community How Do I... Search Public Meeting Documents Home Government Agendas & Minutes Public Meeting Documents Public Meeting Documents 2026 2025 2024 2023 2022 2021 2020 2026 August 5, 2026 08.05.2026 BOS Agenda Agenda item 4_a. 07.15.2026 BOS Meeting Minutes_DRAFT Packet Agenda item 5_a. 08.05.2026 Bill Voucher Agenda item 5_b. Resolution 2026-12: Banking Resolution Agenda item 5_c. Legacy Fiel","{""bounded_link_count"": 587, ""bounded_visible_character_count"": 44222, ""html_title"": ""Public Meeting Documents | Kennett Township, PA""}",675982,https://www.kennett.pa.us/388/Public-Meeting-Documents,EXTLOC-2597eaca1525cabbeb33921f,,side_independent,html,200,payroll_roster,https://www.kennett.pa.us/388/Public-Meeting-Documents,high,0,0,False,EXTCAND-cab34d3f037ef9aacbc91d3c,,MECHEXP-1e7a69e2764171012c3cfd28|MECHEXP-379eacdbea8f659aeeda8a29|MECHEXP-41eb4254fb2b495dcfc02e6e|MECHEXP-7844fbf5080506f171b2deff|MECHEXP-90bef030ea4257a912664c76,ROOTCOMP-8a7ee9c00d6f6a7607185a06,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/cab579dd5c9e7b8070eb099f061a05eba4b488f0c446c6cd279e6f66dfc9bd6b.html,www.kennett.pa.us,Greenwood,0,true,Public-Meeting-Documents,2026,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-70a877b14203f94b30d6310c,2026-08-05T17:21:54.644698+00:00,0,,side_independent,official_administrative_summary,EXTSRCREV-2eb19b88bf5f695a05bfca99,source_review_lane_004,709,bounded HTML shell contains plausible administrative source signal,retained_html,PA
