staffing_evidence_id,municipality,state,compensation_cycle_id,side,staffing_reduction_language,vacancy_language,recruitment_language,retention_language,minimum_staffing_language,overtime_response_language,outsourcing_language,consolidation_language,attrition_language,hiring_freeze_language,position_elimination_language,authorized_headcount_language,filled_headcount_language,pressure_direction,implementation_status,evidence_quality,bounded_evidence_excerpt,technical_lineage_id
STAFF-a6fa619c8714a795890e9655,Lackawanna,NY,2018,non_safety,,,,,,,,,,"Hiring Freeze 10. To: City Council I requested that the Law Department prepare an ordinance implementing a hiring freeze for the City of Lackawanna. HENRY R. PIROWSKI-COUNCIL PRESIDENT Moved by Pirowski seconded by Lewis to receive and file Yeas: Noman, Iafallo, Jerge, Lewis, Pirowski",,,,mixed,unclear_status,moderate,"Hiring Freeze 10. To: City Council I requested that the Law Department prepare an ordinance implementing a hiring freeze for the City of Lackawanna. HENRY R. PIROWSKI-COUNCIL PRESIDENT Moved by Pirowski seconded by Lewis to receive and file Yeas: Noman, Iafallo, Jerge, Lewis, Pirowski",WCM-4a380ce53a76e6e5b6f92471
STAFF-9917cdabe3f327cbd9f30632,Freehold,NJ,2022,unclear,,,,,,Description Recognition of the Union Purpose of the Agreement Manageme nt Rights Clause Work Rules Equal Treatment Grievance Procedures Grievance Procedure (Minor .Disciplinary Action) Compensation Hours of Work Longevity Pay Schedule Stand-By Procedures Overtime Holidays Vacations Sick Leave Bereavement Leave Personal Days Uniforms/S afety Shoes No Strike Health Insurance/Pension Separability and Savings Clause Fully Bargained Provisions Representation Fee Water Plant Employees Permanent Part-Time Employees Leave Calculations Educational Benefits Direct Deposit Safety Committee Terms and Ren…,,,,,,,,upward,unclear_status,moderate,Description Recognition of the Union Purpose of the Agreement Manageme nt Rights Clause Work Rules Equal Treatment Grievance Procedures Grievance Procedure (Minor .Disciplinary Action) Compensation Hours of Work Longevity Pay Schedule Stand-By Procedures Overtime Holidays Vacations Sick Leave Bereavement Leave Personal Days Uniforms/S afety Shoes No Strike Health Insurance/Pension Separability and Savings Clause Fully Bargained Provisions Representation Fee Water Plant Employees Permanent Part-Time Employees Leave Calculations Educational Benefits Direct Deposit Safety Committee Terms and Ren…,WCM-78a5421b9ddf3afa6003b1cd
STAFF-3a0d3b1adaf3798103bdb96c,Hanover,IL,undated-source-RS556-3c1af260b48940b1adfc,fire,,,,"s shall attempt to agree upon an arbitrator within ten (10) days after receipt of the notice of referral. In the event the parties are unable to agree upon the arbitrator within said ten (10) day period, the parties shall joi~tly request the Federal Mediation and Conciliation Service or the American Arbitration Association to submit a panel of five (5) arbitrators. Each party retains the right to reject one panel in its entirety and request that a new panel be",,,,,,,,,,mixed,proposal_or_demand,moderate,"s shall attempt to agree upon an arbitrator within ten (10) days after receipt of the notice of referral. In the event the parties are unable to agree upon the arbitrator within said ten (10) day period, the parties shall joi~tly request the Federal Mediation and Conciliation Service or the American Arbitration Association to submit a panel of five (5) arbitrators. Each party retains the right to reject one panel in its entirety and request that a new panel be",WCM-ea9790e47a87aee668e9285e
STAFF-2607688a7a289c944c0533ec,Hanover,IL,undated-source-RS556-3c1af260b48940b1adfc,fire,,,,,,"hall be the sole and exclusive means for discussing and processing items subject to the grievance procedure. {00754121.00CX v. l ) 15 ARTICLE VIII NO STRIKE-NO LOCKOUT Section 1. No Strike. Neither the Union nor any officers, agents or employees covered by this Agreement will instigate, promote, sponsor, engage in, or condone any strike, sympathy strike, slowdown~ sitdowrt, concerted stoppage of work, concerted refusal to perform overtime, concerted, abnormal and unapproved enforcement procedures or policies or work to the rule",,,,,,,,upward,unclear_status,moderate,"hall be the sole and exclusive means for discussing and processing items subject to the grievance procedure. {00754121.00CX v. l ) 15 ARTICLE VIII NO STRIKE-NO LOCKOUT Section 1. No Strike. Neither the Union nor any officers, agents or employees covered by this Agreement will instigate, promote, sponsor, engage in, or condone any strike, sympathy strike, slowdown~ sitdowrt, concerted stoppage of work, concerted refusal to perform overtime, concerted, abnormal and unapproved enforcement procedures or policies or work to the rule",WCM-8e4575165a2f2a6ce954281d
STAFF-bf9edd4ab8c05dfbc46860d8,Hanover,IL,undated-source-RS556-3c1af260b48940b1adfc,fire,,,,,,"e sole and exclusive means for discussing and processing items subject to the grievance procedure. {00754121.00CX v. l ) 15 ARTICLE VIII NO STRIKE-NO LOCKOUT Section 1. No Strike. Neither the Union nor any officers, agents or employees covered by this Agreement will instigate, promote, sponsor, engage in, or condone any strike, sympathy strike, slowdown~ sitdowrt, concerted stoppage of work, concerted refusal to perform overtime, concerted, abnormal and unapproved enforcement procedures or policies or work to the rule situation, mass",,,,,,,,upward,unclear_status,moderate,"e sole and exclusive means for discussing and processing items subject to the grievance procedure. {00754121.00CX v. l ) 15 ARTICLE VIII NO STRIKE-NO LOCKOUT Section 1. No Strike. Neither the Union nor any officers, agents or employees covered by this Agreement will instigate, promote, sponsor, engage in, or condone any strike, sympathy strike, slowdown~ sitdowrt, concerted stoppage of work, concerted refusal to perform overtime, concerted, abnormal and unapproved enforcement procedures or policies or work to the rule situation, mass",WCM-3ef1b3670b7fc0357942aea5
STAFF-d035868cd872ae5364b863df,Hanover,IL,undated-source-RS556-3c1af260b48940b1adfc,fire,,,,,,"ans for discussing and processing items subject to the grievance procedure. {00754121.00CX v. l ) 15 ARTICLE VIII NO STRIKE-NO LOCKOUT Section 1. No Strike. Neither the Union nor any officers, agents or employees covered by this Agreement will instigate, promote, sponsor, engage in, or condone any strike, sympathy strike, slowdown~ sitdowrt, concerted stoppage of work, concerted refusal to perform overtime, concerted, abnormal and unapproved enforcement procedures or policies or work to the rule situation, mass resignations, mass absenteeism, picketing",,,,,,,,upward,unclear_status,moderate,"ans for discussing and processing items subject to the grievance procedure. {00754121.00CX v. l ) 15 ARTICLE VIII NO STRIKE-NO LOCKOUT Section 1. No Strike. Neither the Union nor any officers, agents or employees covered by this Agreement will instigate, promote, sponsor, engage in, or condone any strike, sympathy strike, slowdown~ sitdowrt, concerted stoppage of work, concerted refusal to perform overtime, concerted, abnormal and unapproved enforcement procedures or policies or work to the rule situation, mass resignations, mass absenteeism, picketing",WCM-2f9cdb6f48e0d9f5783c2078
STAFF-509233acdf336a09c57b6db2,White Lake charter,MI,2022,fire,,"PURPOSE & DEFINITIONS RECOGNITION MANAGEMENT RIGHTS UNION SECURITY AND CHECK-OFF UNION ACTIVITIES OTHER AGREEMENTS & ORGANIZATIONS GRIEVANCE & ARBITRATION SENIORITY LAY-OFF, RECALL & TRANSFER GENERAL CONDITIONS MAINTENANCE OF CONDITIONS GENERAL WAGE PROVISIONS NO STRIKE - NO LOCKOUT WORK SCHEDULE OVERTIME HOLIDAYS PENSION MEDICAL INSURANCE VACATION LIFE INSURANCE SICK LEAVE NON-DUTY DISABILITY MAXIMUM FUNERAL LEAVE PERSONAL TIME OFF COURT APPEARANCE OFF DUTY RUNS RADIOS RANK NEW HIRE VACANT CAREER FIREFIGHTER POSITIONS CLOTHING ALLOWANCE EDUCATION PROMOTIONS FOOD ALLOWANCE",,,,"PURPOSE & DEFINITIONS RECOGNITION MANAGEMENT RIGHTS UNION SECURITY AND CHECK-OFF UNION ACTIVITIES OTHER AGREEMENTS & ORGANIZATIONS GRIEVANCE & ARBITRATION SENIORITY LAY-OFF, RECALL & TRANSFER GENERAL CONDITIONS MAINTENANCE OF CONDITIONS GENERAL WAGE PROVISIONS NO STRIKE - NO LOCKOUT WORK SCHEDULE OVERTIME HOLIDAYS PENSION MEDICAL INSURANCE VACATION LIFE INSURANCE SICK LEAVE NON-DUTY DISABILITY MAXIMUM FUNERAL LEAVE PERSONAL TIME OFF COURT APPEARANCE OFF DUTY RUNS RADIOS RANK NEW HIRE VACANT CAREER FIREFIGHTER POSITIONS CLOTHING ALLOWANCE EDUCATION PROMOTIONS FOOD ALLOWANCE",,,,,,,,upward,unclear_status,moderate,"PURPOSE & DEFINITIONS RECOGNITION MANAGEMENT RIGHTS UNION SECURITY AND CHECK-OFF UNION ACTIVITIES OTHER AGREEMENTS & ORGANIZATIONS GRIEVANCE & ARBITRATION SENIORITY LAY-OFF, RECALL & TRANSFER GENERAL CONDITIONS MAINTENANCE OF CONDITIONS GENERAL WAGE PROVISIONS NO STRIKE - NO LOCKOUT WORK SCHEDULE OVERTIME HOLIDAYS PENSION MEDICAL INSURANCE VACATION LIFE INSURANCE SICK LEAVE NON-DUTY DISABILITY MAXIMUM FUNERAL LEAVE PERSONAL TIME OFF COURT APPEARANCE OFF DUTY RUNS RADIOS RANK NEW HIRE VACANT CAREER FIREFIGHTER POSITIONS CLOTHING ALLOWANCE EDUCATION PROMOTIONS FOOD ALLOWANCE",WCM-c564a88f741a19392cabe8c4
STAFF-f6e98486888888b288d3db69,Delta charter,MI,undated-source-RS556-eef3acc71627290c3a9f,fire,,,Page 2 of 53 MANDATORY TRAINING SESSIONS 56 35 MATERNITY LEAVE 36 24 MILITARY SERVICE 34 22 MISCELLANEOUS 62 38 NEW CHILD LEAVE 37 25 NO STRIKES 13 9 NON-DISCRIMINATION 2 5 NON-SUPPRESSION DIVISION 65 38 OVERTIME 32 21 PAST PRACTICES 71 43 PENSION AND/OR RETIREMENT PLAN 50 33 PHYSICAL ABILITY TEST 61 37 PROBATIONARY BARGAINING UNIT MEMBERS 17 12 PROMOTIONS AND PROMOTIONAL VACANCIES 20 14 PRONOUN INTERPRETATION 4 5 PYRAMIDING 27 19 RECOGNITION 1 5 RECRUITMENT & HIRING EMT-Bs,,,Page 2 of 53 MANDATORY TRAINING SESSIONS 56 35 MATERNITY LEAVE 36 24 MILITARY SERVICE 34 22 MISCELLANEOUS 62 38 NEW CHILD LEAVE 37 25 NO STRIKES 13 9 NON-DISCRIMINATION 2 5 NON-SUPPRESSION DIVISION 65 38 OVERTIME 32 21 PAST PRACTICES 71 43 PENSION AND/OR RETIREMENT PLAN 50 33 PHYSICAL ABILITY TEST 61 37 PROBATIONARY BARGAINING UNIT MEMBERS 17 12 PROMOTIONS AND PROMOTIONAL VACANCIES 20 14 PRONOUN INTERPRETATION 4 5 PYRAMIDING 27 19 RECOGNITION 1 5 RECRUITMENT & HIRING EMT-Bs,,,,,,,,upward,unclear_status,moderate,Page 2 of 53 MANDATORY TRAINING SESSIONS 56 35 MATERNITY LEAVE 36 24 MILITARY SERVICE 34 22 MISCELLANEOUS 62 38 NEW CHILD LEAVE 37 25 NO STRIKES 13 9 NON-DISCRIMINATION 2 5 NON-SUPPRESSION DIVISION 65 38 OVERTIME 32 21 PAST PRACTICES 71 43 PENSION AND/OR RETIREMENT PLAN 50 33 PHYSICAL ABILITY TEST 61 37 PROBATIONARY BARGAINING UNIT MEMBERS 17 12 PROMOTIONS AND PROMOTIONAL VACANCIES 20 14 PRONOUN INTERPRETATION 4 5 PYRAMIDING 27 19 RECOGNITION 1 5 RECRUITMENT & HIRING EMT-Bs,WCM-c388f946be10b1f4b49b8ef4
STAFF-b951cd5310b02c992ada6470,Comstock charter,MI,2020,police,,,"Compensation shall be set at levels necessary to recruit and retain qualified employees. Salary levels are determined by the duties and responsibilities of the particular position, the educational requirements for the positions, a comparison to the salary levels for the Township positions, the prevailing salary levels for other Township positions, the prevailing salary levels for similar positions with other employers within relevant labor markets, the financial condition of the Township and other relevant considerations.","Compensation shall be set at levels necessary to recruit and retain qualified employees. Salary levels are determined by the duties and responsibilities of the particular position, the educational requirements for the positions, a comparison to the salary levels for the Township positions, the prevailing salary levels for other Township positions, the prevailing salary levels for similar positions with other employers within relevant labor markets, the financial condition of the Township and other relevant considerations.",,,,,,,,,,unclear,unclear_status,moderate,"Compensation shall be set at levels necessary to recruit and retain qualified employees. Salary levels are determined by the duties and responsibilities of the particular position, the educational requirements for the positions, a comparison to the salary levels for the Township positions, the prevailing salary levels for other Township positions, the prevailing salary levels for similar positions with other employers within relevant labor markets, the financial condition of the Township and other relevant considerations.",WCM-17b28a2eee221e3b1bb9b3e9
STAFF-d3fc51d7d8ce0a4db1383cda,Palmview,TX,2024,safety_combined,,,"2. Major Changes & Highlights Retirement Benefits With the support of the City Council, we were able to increase our retirement match up to two dollars for every dollar from an employee, which now reflects a 2:1 match. This will make the city competitive and increase recruitment and retention efforts. During our budget workshops we will focus on applying that match retroactively for years of service. This adopted budget includes an Updated Service Credit (USC), which the city will coordinate","2. Major Changes & Highlights Retirement Benefits With the support of the City Council, we were able to increase our retirement match up to two dollars for every dollar from an employee, which now reflects a 2:1 match. This will make the city competitive and increase recruitment and retention efforts. During our budget workshops we will focus on applying that match retroactively for years of service. This adopted budget includes an Updated Service Credit (USC), which the city will coordinate",,,,,,,,,,upward,formally_adopted,high,"2. Major Changes & Highlights Retirement Benefits With the support of the City Council, we were able to increase our retirement match up to two dollars for every dollar from an employee, which now reflects a 2:1 match. This will make the city competitive and increase recruitment and retention efforts. During our budget workshops we will focus on applying that match retroactively for years of service. This adopted budget includes an Updated Service Credit (USC), which the city will coordinate",WCM-5fcd0b04154bad0bdbaf929c
STAFF-50a3752a17769450a8f90762,Henderson,NC,2024,safety_combined,,,,Continue to increase tax base and stability of existing housing stock Staff retention and competitive salaries Fire Station #3 KLRW Improvements Redevelopment,,,,,,,,,,upward,unclear_status,moderate,Continue to increase tax base and stability of existing housing stock Staff retention and competitive salaries Fire Station #3 KLRW Improvements Redevelopment,WCM-8e0c825ed0b1808ec98e1060
STAFF-1ab4152b485ca47e169dd1c0,Henderson,NC,2024,safety_combined,,,To reach and maintain full sworn officer staffing. To work toward competitive wage in order to recruit new officers and retain existing officers. Increase in-service training and training in the areas of supervision and command staff. Innovatively advertise and recruit a diverse workforce that compliments and projects our values.,To reach and maintain full sworn officer staffing. To work toward competitive wage in order to recruit new officers and retain existing officers. Increase in-service training and training in the areas of supervision and command staff. Innovatively advertise and recruit a diverse workforce that compliments and projects our values.,,,,,,,,,,upward,unclear_status,moderate,To reach and maintain full sworn officer staffing. To work toward competitive wage in order to recruit new officers and retain existing officers. Increase in-service training and training in the areas of supervision and command staff. Innovatively advertise and recruit a diverse workforce that compliments and projects our values.,WCM-8dc1369766551c67ba55dd47
