technical_lineage_id,source_span_lineage_id,municipality,state,region,source_family,source_title,source_url,mechanism_class,side,bounded_evidence_excerpt,claim_boundary,structure_type,table_identity,row_column_labels,step_rank_grade_label,effective_period,structured_value_elements,formula_text,caps_floors,fake_scalar_created
WCM-0349be6002ca7d6f83e593b5,WCRS-8aad42250d54a2170ed7c454,,,,,,,non_base_compensation,unclear,5% between proposed grades,mechanism_only,percentage,,,,,"[""5%""]",,,false
WCM-a3d24ecc2dec0f55e52af9e4,WCRS-40204aaa40ded2c690cc69a5,,,,,,,cola_cpi_indexing,unclear,then at the conclusion of this one (1) year period will advance to Sewer Maintenance Worker II at a Grade 5.,mechanism_only,pay_grade,,,,,"[""1"", ""5""]",,,false
WCM-c86c02db7550bb099bc59183,WCRS-c5bc8e2f95877dc17b757c4f,,,,,,,cola_cpi_indexing,unclear,"step 14, a Member will advance further on the salary schedule by moving up two (2) ranges and back",mechanism_only,annual_salary,,,,,"[""14,"", ""2""]",,,false
WCM-823e60c476d5ca6da6e84810,WCRS-fb70aeeccfa64c9074541a6e,,,,,,,across_the_board_raise,unclear,shall receive payment in an amount equal to 50% of the value of,mechanism_only,percentage,,,,,"[""50%""]",,,false
WCM-62b8fb34790e3b46bba1a9c9,WCRS-71c587eef8fd774305b9bf95,,,,,,,other_pay_setting_mechanism,unclear,PROGRESSION SCHEDULE OF MONTHLY SALARIES,claim_ready,monthly,,,,,[],,,false
WCM-393c0f0892b072fe38016251,WCRS-0d0464f9d85df399a11dc5de,,,,,,,across_the_board_raise,unclear,retain the same step 27,mechanism_only,step_schedule,,,,,"[""27""]",,,false
WCM-8466cdcd4fc594645ef313dd,WCRS-c6a93832d277546d27e6e825,,,,,,,market_recruitment_retention,unclear,80th percentile in the 2023 Total Compensation Survey,mechanism_only,percentage,,,,2023,"[""80"", ""2023""]",,,false
WCM-494a2fa9ea07a7ebe0f5db2b,WCRS-e29378294ae326303e3ffd54,,,,,,,other_pay_setting_mechanism,unclear,4% differentiation,mechanism_only,percentage,,,,,"[""4%""]",,,false
WCM-9bb098032aec692ec9873061,WCRS-25d58954d75971673adf02da,,,,,,,across_the_board_raise,unclear,increased by 4%,mechanism_only,percentage,,,,,"[""4%""]",,,false
WCM-41225332ff0348b027556ead,WCRS-1287adcdbc33152da990aa0f,,,,,,,across_the_board_raise,unclear,"Pay from Grade 13, Step 1",mechanism_only,step_schedule,,,,,"[""13,"", ""1""]",,,false
WCM-a9fc6d18879cde8322488ebb,WCRS-7d50ba04cc657a8c6596a3c4,,,,,,,other_pay_setting_mechanism,unclear,"Pay Step increase may be given after one year of service from hire date, at the discretion of the Department Head.",claim_ready,step_schedule,,,,,[],,,false
WCM-9ca6e763cdbd9b48f2601e00,WCRS-41b45f92b381669c9a65ee4d,,,,,,,cola_cpi_indexing,unclear,their next merit/step increase on their regular step date,mechanism_only,step_schedule,,,,,[],,,false
WCM-c2dfb5630f0615dcbe1c798a,WCRS-303d7bfc5a863214e19b0182,,,,,,,collective_bargaining,unclear,"Step 4, the OPBA shall notify the Employer in writing of its intent to seek arbitration",mechanism_only,step_schedule,,,,,"[""4,""]",,,false
WCM-26f1f75770a39d6059f398e1,WCRS-d0360cf216c8eda904ce2383,,,,,,,cola_cpi_indexing,unclear,"to a wage step commensurate with such employee's prior certifiable experience,",mechanism_only,step_schedule,,,,,[],,,false
WCM-935017387c3d4e26f6bb4aa6,WCRS-da25018e5c77136267753d1d,,,,,,,other_pay_setting_mechanism,unclear,"effective input with respect to the scheduled layoffs, including the opportunity to suggest",claim_ready,table_or_formula,,,,,[],,,false
WCM-f8e6b14426b90d8e4141a3ed,WCRS-b530b7d8dae50fd7e5d4c3dd,,,,,,,cola_cpi_indexing,unclear,The compensation of new personnel under a five (5) year step pay plan,mechanism_only,step_schedule,,,,,"[""5""]",,,false
WCM-74cad99a0c8918ae9b51d6be,WCRS-591c4f0528ef787986f48d1f,,,,,,,across_the_board_raise,unclear,the employees will be reduced to the proper pay step in the lower pay grade.,mechanism_only,step_schedule,,,,,[],,,false
WCM-f668030745755a33766cfcd4,WCRS-e28ef7f3231fb130567ca2f2,,,,,,,cola_cpi_indexing,unclear,be eligible to automatically advance to the next step.,mechanism_only,step_schedule,,,,,[],,,false
WCM-ae7ff1b6ebda274748986971,WCRS-8fa033207eeee79d52057cd2,,,,,,,cola_cpi_indexing,unclear,6.5%) COLA,mechanism_only,percentage,,,,,"[""6.5%""]",,,false
WCM-580094931c2eb47536b76144,WCRS-5aeb65fcced9d7dabc196a4d,,,,,,,cola_cpi_indexing,unclear,yearly step increase based on receipt of Step 1,mechanism_only,step_schedule,,,,,"[""1""]",,,false
WCM-e90c130846cc8ed54140fa54,WCRS-07f55b28dda2b71cfe25e936,,,,,,,retroactivity_implementation,unclear,"an additional 1% on July 1,",mechanism_only,percentage,,,,,"[""1%"", ""1,""]",,,false
WCM-ec4d025ca602575d24cf4ccb,WCRS-7ca5f3d9746a32d3ef52e225,,,,,,,cola_cpi_indexing,unclear,on time in each rank step is hereby incorporated into the Civil Service Pay Plan as,mechanism_only,step_schedule,,,,,[],,,false
WCM-6671483993690ca50adf9078,WCRS-ff14e04ad650739f56f4d606,,,,,,,cola_cpi_indexing,unclear,Length of service step movements for police officers after certification is based on time in grade.,mechanism_only,step_schedule,,,,,[],,,false
WCM-279577f698afa7ee2286456b,WCRS-88c746d1ca925c83d034487d,,,,,,,other_pay_setting_mechanism,unclear,Step increases shall be based upon merit and shall not be,claim_ready,step_schedule,,,,,[],,,false
WCM-f19bf89d458b67889d5b41bc,WCRS-ee20b21bf71ff68b689b6ca7,,,,,,,across_the_board_raise,unclear,at a rate of pay that is higher than the amount fn step 4,mechanism_only,step_schedule,,,,,"[""4""]",,,false
WCM-359f2dd6cf6eb216c7efa13f,WCRS-1c1ac69ebba38eb82e0be55a,,,,,,,cola_cpi_indexing,unclear,advance an employee to the next highest pay step following one (1) years',mechanism_only,step_schedule,,,,,"[""1""]",,,false
WCM-76ac97ae8b831b0d830d81c5,WCRS-27437c07373a7ae2c193a764,,,,,,,cola_cpi_indexing,unclear,their anniversary date for step increases,mechanism_only,step_schedule,,,,,[],,,false
WCM-b23bf91db968790c2aabebb5,WCRS-e026d8768faf944f8e8e828e,,,,,,,retroactivity_implementation,unclear,associated with the step movement retroactive to the eligibility date.,mechanism_only,step_schedule,,,,,[],,,false
WCM-18a7bac980a9d0afcaac238d,WCRS-be307eee2753534466b9f1c4,,,,,,,other_pay_setting_mechanism,unclear,shall be paid pursuant to the partially-benefited employee wage schedule set forth in,claim_ready,benefit_cost_share,,,,,[],,,false
WCM-7f10ab38b52a4580a7a9bc9f,WCRS-d164d5c46da5c18903d9183e,,,,,,,across_the_board_raise,unclear,additional 3.0% wage increase,mechanism_only,percentage,,,,,"[""3.0%""]",,,false
WCM-26929babd9e1b572e82cd871,WCRS-f377698f98b1e89cdb2f9d96,,,,,,,retroactivity_implementation,unclear,The salary schedule is to become effective with,mechanism_only,annual_salary,,,,,[],,,false
WCM-2932f2ee74a080365fc47675,WCRS-59e0cd9586fe6b9b418e020a,,,,,,,retroactivity_implementation,unclear,achieve the implementation of the revised schedule,mechanism_only,table_or_formula,,,,,[],,,false
WCM-fa3bc7d27108784c054489ac,WCRS-33ab7c0f9455cbff5639394a,,,,,,,cola_cpi_indexing,unclear,the annual CPI-W (US City Average) for the previous calendar year within a minimum of 3% and,mechanism_only,annual_salary,,,,,"[""3%""]",the annual CPI-W (US City Average) for the previous calendar year within a minimum of 3% and,,false
WCM-43fe0bc373698d1efdb7f0b1,WCRS-1e921dee5aaf8672a450fccf,,,,,,,cola_cpi_indexing,unclear,the salary schedule at the step which results in not less than a five percent (5%),mechanism_only,annual_salary,,,,,"[""5%""]",,,false
WCM-938c5e088071b05ecb3a3169,WCRS-84be60a3730ff5ded3c4aa35,,,,,,,cola_cpi_indexing,unclear,There shall be one year between each step,mechanism_only,step_schedule,,,,,[],,,false
WCM-91921c1b4327a3e3ebf932b2,WCRS-457b887850acb8a9f44bda45,,,,,,,across_the_board_raise,unclear,minimum of,mechanism_only,table_or_formula,,,,,[],,,false
WCM-a91db1eba1462bab5e801a12,WCRS-d92ceca105058900745430f7,,,,,,,other_pay_setting_mechanism,unclear,feathering in lower ranges,claim_ready,range_min_max,,,,,[],,,false
WCM-f5b5b85a7b92b85fc9cf9821,WCRS-b9e877dfddb880fbc4fb115f,,,,,,,cola_cpi_indexing,unclear,merit step increase as scheduled.,mechanism_only,step_schedule,,,,,[],,,false
WCM-433d7c5c8bd15c52e2de78b4,WCRS-075b0642f6944e0990b6c642,,,,,,,cola_cpi_indexing,unclear,be counted towards the “After 120 months” pay step in Appendix A.,mechanism_only,step_schedule,,,,,"[""120""]",,,false
WCM-3f2ad65eea68879c137bfbde,WCRS-1ddb2f5f336100d2775ff305,,,,,,,cola_cpi_indexing,unclear,"step of""After 12 or 24 Months""",mechanism_only,step_schedule,,,,,"[""12"", ""24""]",,,false
WCM-07d3ade12d36c214fc3d4cf8,WCRS-c1f32d94612baf78706072d3,Waunakee,WI,,collective_bargaining_agreement_or_moa_or_wage_schedule,,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia27679.pdf,budget_pay_plan,unclear,"ey agreed to a 6-3 work schedule. Vacations were adjusted to #reflect the six day work cycle, and officers working on holidays were to receive overtime pay under the 1991 Agreement. In exchange for this reduction in work hours, the Union agreed to a wage freeze. However, longevity was increased to a percentage of the wage base. Longevity commences~ after five years of service with the Village when an employee It is in this factual context that the reaches the",mechanism_only,annual_salary,,,,,"[""6"", ""3"", ""1991""]",,,false
WCM-e0cf82d62c4c2c49896232f2,WCRS-0ffc4dd7221b33d94aa6b8d5,Waunakee,WI,,collective_bargaining_agreement_or_moa_or_wage_schedule,,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia27679.pdf,budget_pay_plan,unclear,"pute. The Union states that its final offer is formulated on the basis of its decision to withdraw its proposal to delete the residency requirement from the expired 1991 Agreement. The Village emphasizes that the Union’s offer is related to the 1991 wage freeze agreed to by the parties. The Village implies that any wage ranking of its police officers will place them below the average, in part, because of the wage freeze. The Arbitrator gives little weight to the",mechanism_only,budget_amount,,,,,"[""1991"", ""1991""]","pute. The Union states that its final offer is formulated on the basis of its decision to withdraw its proposal to delete the residency requirement from the expired 1991 Agreement. The Village emphasizes that the Union’s offer is related to the 1991 wage freeze agreed to by the parties. The Village implies that any wage ranking of its police officers will place them below the average, in part, because of the wage freeze. The Arbitrator gives little weight to the Union’s residency arguments. The arguments presented, concerning the cost of real estate and housing in the Village of Waunakee in",,false
WCM-d33deae47e54ab6f0cb2fdc7,WCRS-1164508d0e3ed27ec5c968bc,Collinsville,IL,,collective_bargaining_agreement_or_moa_or_wage_schedule,,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-12-032.pdf,budget_pay_plan,non_safety,"ofliving. In this case, the cost ofliving strongly favors the Union's position. In 2011, the Union agreed to a wage freeze. In that same year, the cost ofliving increased by 2.85%. In 2012, the Union seeks a 2.50% wage increase, but the cost of living increased by i.74% on average. Thus the real wages of bargaining unit members will have decreased",mechanism_only,percentage,,,,,"[""2011,"", ""2.85%"", ""2012,"", ""2.50%"", ""74%""]",,,false
WCM-ccbd01222960edb664231997,WCRS-e5341f35eb210d96ff2bc2eb,Clear Creek,OH,,cba_or_arbitration_award_or_factfinding_or_impasse_record,,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1311.pdf,budget_pay_plan,fire,"SECTION 7.3 - NO STRIKE AND LOCKOUTS In the event of any violations of Section 7.1 hereof, the International Union and Local Union officers will take whatever steps are necessary to terminate said strike, slowdown. sit-down, work stoppage or other concerted activities, which interrupt operations of the Employer, or picketing in violation of this Agreement.",mechanism_only,step_schedule,,,,2020,"[""7.3"", ""7.1""]",,,false
WCM-a6213ba64aa5b3976f448d11,WCRS-c3112468bbe6c0ed0253c723,Galesburg City,IL,,cba_or_arbitration_award_or_factfinding_or_impasse_record,,https://cms7files.revize.com/galesburg/Document_Center/Department/Administration/Human%20Resources/Documents/PSEO%20Agreement%202024%20-%202026.pdf,budget_pay_plan,police,"E. Compensation. One PSEO representative shall be allowed time off from duty with pay to investigate and process grievances. Such time shall not exceed one hour per step except in the case of extenuating circumstances. SECTION 5.6 TIME EXTENSION Extensions of time will be permissible when one of the parties cannot reasonably attend a scheduled meeting. ARTICLE VI – NO STRIKE AND NO LOCKOUT SECTION 6.1 NO STRIKE During the term of this Agreement, neither the PSEO nor its agents",mechanism_only,step_schedule,,,,,"[""5.6"", ""6.1""]",,,false
WCM-04e802a86491b6f2b3f82881,WCRS-8960236680e176bea440008b,Libertyville,IL,,cba_or_arbitration_award_or_factfinding_or_impasse_record,,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-18-345--346-arb-award.pdf,budget_pay_plan,police,"Being ""broken"" seems a high bar to prove. In Will County, Arbitrator Harvey Nathan set the test for meeting the burden. The proponent of a breakthough issue in interest arbitration must at least prove: 1. That the old system or procedure has not worked as anticipated when originally agreed to; 2. That the existing system or procedure has created operational hardships for the employer (or equitable or due process problems for the union); and 3. That the party seeking to",mechanism_only,budget_amount,,,,,"[""1"", ""2"", ""3""]",,,false
WCM-d2fa85027b6bc0634a9d997b,WCRS-c9e368284528e20543fb08a9,Fate,TX,,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,,https://opendoc.cstx.gov/WeblinkPublic/edoc/1116677/FY%202016-2017%20--%20Approved%20Annual%20Budget.pdf?dbid=0&repo=DOCUMENT-SERVER,budget_pay_plan,non_safety,"Maintaining a competitive pay and benefit structure is one of the central goals of the City. The FY17 Approved Budget has appropriated funds in the amount of $196,288 for targeted pay increases for sworn positions in the Fire Department. This increase is in addition to the 3% adjustment in step pay across the entire fire department. This increase brings the pay and benefit structure of the Fire Department into competitive range with surrounding fire departments. The Fire Department approved FY17",mechanism_only,percentage,,,,2017,"[""17"", ""$196,288"", ""3%"", ""17""]",,,false
WCM-dca44fe31b2d97c0d4709363,WCRS-2e556b8baa725f00793499bb,DeWitt charter,MI,,cba_or_compensation_study_or_classification_study_or_wage_schedule,,https://www.dewitttownship.gov/AgendaCenter/ViewFile/Minutes/_11132023-416,market_recruitment_retention,unclear,"Compensation Commission AYES: Fedewa, Ross, Seeger, Stump, Smith, Cramton, Galardi. NAYS: None. ABSENT: None. Motion carried. Wage Compensation and Classification Study Final Report The Manager’s Office has been working with GovHr on a Wage Compensation and Classification Study since April of this year. After many conversations and due diligence from staff and GovHr, the study has been concluded. The Personnel Committee met on October 23rd to discuss a draft study and considerations surrounding implementation. Manager Dymczyk recommends implementing all reclassifications,",mechanism_only,percentage,,,,,"[""23"", ""60""]",,,false
WCM-eaff7c4768978c3268f9a48e,WCRS-070dc01a379b9a08675cf17c,DeWitt charter,MI,,cba_or_compensation_study_or_classification_study_or_wage_schedule,,https://www.dewitttownship.gov/AgendaCenter/ViewFile/Minutes/_11132023-416,market_recruitment_retention,unclear,"The Manager’s Office has been working with GovHr on a Wage Compensation and Classification Study since April of this year. After many conversations and due diligence from staff and GovHr, the study has been concluded. The Personnel Committee met on October 23rd to discuss a draft study and considerations surrounding implementation. Manager Dymczyk recommends implementing all reclassifications, the 60th Percentile Pay Ranges, and a 4% COLA. The proposed changes are to be implemented on January 1, 2024. Once implementation is",mechanism_only,percentage,,,,2024,"[""23"", ""60"", ""4%"", ""1,"", ""2024""]",,,false
WCM-c5fdc8fd9e21fcec02b020b3,WCRS-5ebf6118163b94f8b4f2469b,DeWitt charter,MI,,cba_or_compensation_study_or_classification_study_or_wage_schedule,,https://www.dewitttownship.gov/AgendaCenter/ViewFile/Minutes/_11132023-416,market_recruitment_retention,unclear,"ds this transition and GovHr will conclude the study with a final implementation meeting will all staff. We estimate that this implementation will add close to $51,118 of expense to the 2024 Budget. Manager Dymczyk provided the Wage Compensation and Classification Study Final Report, a copy of the original 2024 Wage Schedule, and the 60th Percentile Proposed Pay Ranges. Rachel Skaggs from GovHr attended the meeting via ZOOM to present details of the study and address any questions. Of particular",mechanism_only,percentage,,,,2024,"[""$51,118"", ""2024"", ""2024"", ""60"", ""19""]",,,false
WCM-dacce556d464f23716340ac8,WCRS-99d0d5f89f069e0c788e8786,Athens,TN,,cba_or_compensation_study_or_classification_study_or_wage_schedule,,https://play.champds.com/ATT/springhilltn/2022-12/5c8487ed9c66060b9456dacbb1aaa173ec995d94.pdf,market_recruitment_retention,unclear,"Burris, Thompson & Associates Proposal for COMPREHENSIVE CLASSIFICATION/COMPENSATION STUDY for the City of Spring Hill In Response to RFP dated October 17, 2022 December 1, 2022 Burris Thompson & Associates Burris, Thompson & Associates Contact: Steve Thompson 3259 Vinemont Drive Thompson’s Station, TN 37179-2924 (615) 500-7931 e-mail: stevenjthompson@comcast.net Burris, Thompson & Associates Proposal for Comprehensive Classification/Compensation Study December 1, 2022, Page 2 COMPREHENSIVE CLASSIFICATION/COMPENSATION STUDY Table of Contents Transmittal Letter .............",mechanism_only,table_or_formula,,,,2022,"[""17,"", ""2022"", ""1,"", ""2022"", ""3259"", ""37179"", ""2924"", ""615"", ""500"", ""7931"", ""1,"", ""2022,"", ""2""]",,,false
WCM-4d5e74ca1b6560752e79deab,WCRS-c304c3eeff92a55034e7a486,Athens,TN,,cba_or_compensation_study_or_classification_study_or_wage_schedule,,https://play.champds.com/ATT/springhilltn/2022-12/5c8487ed9c66060b9456dacbb1aaa173ec995d94.pdf,market_recruitment_retention,unclear,"t Burris, Thompson & Associates Proposal for Comprehensive Classification/Compensation Study December 1, 2022, Page 2 COMPREHENSIVE CLASSIFICATION/COMPENSATION STUDY Table of Contents Transmittal Letter ....................................................................................................... 3 I. Proposer Qualifications A. Firm Overview ........................................................................................................ 4 B. Past Clients.............................................................................................................. 5 C. Project …",mechanism_only,table_or_formula,,,,2022,"[""1,"", ""2022,"", ""2"", ""3"", ""4"", ""5""]",,,false
WCM-4a5953b31036e4b371629fe5,WCRS-620580fba2624bc396a8f6b2,Bellaire,TX,,cba_or_compensation_study_or_classification_study_or_wage_schedule,,https://bellairetx.civicweb.net/document/231703/_p%20style%3D_text-align_justify%3B__Workshop%20to%20disc.pdf?handle=EF86C73AAA394E4CAE4988157DEEC09B,market_recruitment_retention,safety_combined,", electronic maintenance system that the Human Resources Department will use to keep the classification system current and equitable. Scope of Work Compensation Study Page 5 of 30 • Review current compensation plan and understand current challenges in recruiting and retaining employees. • Recommend comparable labor markets, including both private and public sector employers for total compensation (compensation and benefits) study. • Analyze benefits data to provide a comparison of total compensation for Bellaire and comparators. • Recommend an appropriate",mechanism_only,annual_salary,,,,,"[""5"", ""30""]",,,false
