technical_lineage_id,source_span_lineage_id,municipality,state,region,source_family,source_title,source_url,mechanism_class,side,bounded_evidence_excerpt,claim_boundary,compensation_cycle_id,period_start,period_end,period_label,period_source,period_confidence,period_caveats,conflicting_period_flag
WCM-2b24dd79cd5ecd9007fa931b,WCRS-834d9d670a35770dcd84a530,,,,,,,other_pay_setting_mechanism,unclear,"Lieutenants appointed on or after July 1, 2021",claim_ready,2021,2021,2021,2021,bounded_text_or_title_or_source_url,moderate,,false
WCM-cd7ae236a296ccd06943c20d,WCRS-3d1babd44195e6a882be648d,,,,,,,retroactivity_implementation,unclear,wfll begin the first pay period of each fiscal year.,mechanism_only,undated-source-lobs_2d9afcd37b81c60586893cbb,,,,source_level_identifier_only,low,missing explicit period,false
WCM-18134bd040dfafa09626d65c,WCRS-9b9319e2af2eaabb1ed4a30d,,,,,,,other_pay_setting_mechanism,unclear,at an effective level.,claim_ready,undated-source-lobs_2e1b80e6a5545bd3408ff66d,,,,source_level_identifier_only,low,missing explicit period,false
WCM-ea0ab43c9ad62844f63c01e7,WCRS-ebbfc4b384eb53ba6a431065,,,,,,,collective_bargaining,unclear,must be bargained between the parties,mechanism_only,undated-source-lobs_2e344f5681c01d3d0c8d06ab,,,,source_level_identifier_only,low,missing explicit period,false
WCM-933dc71e15632eba363a13a9,WCRS-b3e87cce50e4eeff19970793,,,,,,,cola_cpi_indexing,unclear,The year of the step anniversary date changes as the employee moves step to step.,mechanism_only,undated-source-lobs_2f02488c9320af9a78933fa7,,,,source_level_identifier_only,low,missing explicit period,false
WCM-8f58b169b1731e1b6a9ba108,WCRS-c445f43d697113bdbc2417f5,,,,,,,retroactivity_implementation,unclear,The effective date for the time in,mechanism_only,undated-source-lobs_2f038cd732506dff8e6167a1,,,,source_level_identifier_only,low,missing explicit period,false
WCM-938e7d6b6f3fe800819fb916,WCRS-8960ee5230d87e9ecbad1788,,,,,,,retroactivity_implementation,unclear,"Effective July 1, 2005 through January 10, 2015",mechanism_only,2015,2015,2015,2015,bounded_text_or_title_or_source_url,moderate,,false
WCM-1ff61bbeb2c7ed364e7c7eaa,WCRS-6176c8ed464e7a33270ecaf4,,,,,,,budget_pay_plan,unclear,the matter shall be submitted to binding interest arbitration,mechanism_only,undated-source-lobs_2f215c16f89e2da52e92e3eb,,,,source_level_identifier_only,low,missing explicit period,false
WCM-394f29f435249cd71a38f79c,WCRS-1642b42678dfe7d56a1f2e95,,,,,,,other_pay_setting_mechanism,unclear,All Employees,claim_ready,undated-source-lobs_2f504053a6dfdc81d4de135d,,,,source_level_identifier_only,low,missing explicit period,false
WCM-d8eab8eb1434b3e60b7a5a20,WCRS-24f2da384f3634061a2704d9,,,,,,,other_pay_setting_mechanism,unclear,Eligible employees,claim_ready,undated-source-lobs_2f5537f15cd5303a8e0d06ee,,,,source_level_identifier_only,low,missing explicit period,false
WCM-8124d501983ae6b158cce129,WCRS-90cf0ca8b9934922fcebbbea,,,,,,,retroactivity_implementation,unclear,Wage adjustments consistent with the Agreement will be effective as of January,mechanism_only,undated-source-lobs_30accc6cdc19d75ec00d37fb,,,,source_level_identifier_only,low,missing explicit period,false
WCM-d0168a64de4f18f7f2c53718,WCRS-a1b50845776ca267d6fc8df3,,,,,,,retroactivity_implementation,unclear,The effective date of the position change shall be as soon as possible but no,mechanism_only,undated-source-lobs_30ee0fd5877146507daca338,,,,source_level_identifier_only,low,missing explicit period,false
WCM-fdc353a562d6ee248b4dd3cc,WCRS-3e7d91f5fc13576448c5bc57,,,,,,,retroactivity_implementation,unclear,pay period (Wednesday following timecard submittal) and be effective that Wednesday at 3:,mechanism_only,undated-source-lobs_3232855663389a176dfe533e,,,,source_level_identifier_only,low,missing explicit period,false
WCM-9821ce36053463ada140c2f9,WCRS-7167e506222e2dd0e19b651e,,,,,,,across_the_board_raise,unclear,"shall be compensated at their hourly rate,",mechanism_only,undated-source-lobs_323971bf7ffcee0473442d36,,,,source_level_identifier_only,low,missing explicit period,false
WCM-aa0dd5b538fc827789d127b9,WCRS-55bf61175c5c417172e4ce78,,,,,,,other_pay_setting_mechanism,unclear,other full-time employees for subsequent years under the agreement,claim_ready,undated-source-lobs_32463629689eb34ceed27c81,,,,source_level_identifier_only,low,missing explicit period,false
WCM-7d5cc74979d0a4212a75663d,WCRS-e4523c6c3459a0629b221ad5,,,,,,,budget_pay_plan,unclear,nor shall the arbitrator rule on any dispute involving the basic wage structure.,mechanism_only,undated-source-lobs_32f4b0507726aca27fb322ce,,,,source_level_identifier_only,low,missing explicit period,false
WCM-3d1e084f5d8289750f3c7ef9,WCRS-d1913bc3ef362128f765e70c,,,,,,,retroactivity_implementation,unclear,"Effective July 1, 2025 to June 30, 2027",mechanism_only,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,,false
WCM-87dbc6280c88285df5229e1f,WCRS-7e55491e315843757f089942,,,,,,,retroactivity_implementation,unclear,The higher salary rate payable shall commence on the 81,mechanism_only,undated-source-lobs_33e718fcd3de418ad213c676,,,,source_level_identifier_only,low,missing explicit period,false
WCM-8ada76a11a3188879f225042,WCRS-a35750e74115f950093011b5,,,,,,,other_pay_setting_mechanism,unclear,back time (2.5.A.2.) is a new concept negotiated in an effort to increase Emergency call back response.,claim_ready,undated-source-lobs_35263ebbc49eda893cd9d828,,,,source_level_identifier_only,low,missing explicit period,false
WCM-643f48ad5a1b20e8cc20d83a,WCRS-dab9eb00f170b5011d0ac240,,,,,,,retroactivity_implementation,unclear,"Increase wages effective the first full pay period in June 2025, 2026, and 2027",mechanism_only,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,,false
WCM-8faf4aebcb3283c743773e82,WCRS-0c32cddcf5c174f0fb9e998e,,,,,,,across_the_board_raise,unclear,then current straight time pay rate,mechanism_only,undated-source-lobs_359797a1f95444df0f34d9fb,,,,source_level_identifier_only,low,missing explicit period,false
WCM-ac94188b3fcb450f6e7358bc,WCRS-1dca7e07b6a9222556b91429,,,,,,,non_base_compensation,unclear,Bargaining unit members working extra -duty details shall receive pay,mechanism_only,undated-source-lobs_35f439b4b55311bc3a6df3fb,,,,source_level_identifier_only,low,missing explicit period,false
WCM-2cf699ded5a0ef630df78cca,WCRS-042585b940cad912bcb5e79e,,,,,,,non_base_compensation,unclear,such Employees shall receive one days' pay for each full year of service to the City.,mechanism_only,undated-source-lobs_3615ffb918f4da29293b4fe2,,,,source_level_identifier_only,low,missing explicit period,false
WCM-023f54d107727d23898bc3de,WCRS-1230855501281e6d89b3d3d1,,,,,,,retroactivity_implementation,unclear,"Effective January 1, 2022, at the beginning of the shift",mechanism_only,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,,false
WCM-e60dc13dc880fa320fb96bb8,WCRS-46b99cfd05ad983ce5e6a418,,,,,,,cola_cpi_indexing,unclear,"lowest step which provides the employee an increase in the rate of pay of at least three percent (3 %),",mechanism_only,undated-source-lobs_36b39fbc5f98ee94b6d9cd7a,,,,source_level_identifier_only,low,missing explicit period,false
WCM-e2e9fdb922b73014df2a3d5c,WCRS-f2371f3f507acedfbb2f6676,,,,,,,other_pay_setting_mechanism,unclear,"If the number of consecutive or required mandatory training days should increase, so",claim_ready,undated-source-lobs_370300097ce6175d754abf21,,,,source_level_identifier_only,low,missing explicit period,false
WCM-7018455c429ce5487f63d2f2,WCRS-2ca2103dd609241c71eda748,,,,,,,cola_cpi_indexing,unclear,shall be paid at the same step in the next higher grade,mechanism_only,undated-source-lobs_372c3c32ccd2d5e935a1e405,,,,source_level_identifier_only,low,missing explicit period,false
WCM-15dbb69ebe9455fbf2ad6590,WCRS-f43b7d4eb61b8aff023f04c8,,,,,,,other_pay_setting_mechanism,unclear,Any change in the amount of dues to be deducted by the City wil l become effective the 30 days,claim_ready,undated-source-lobs_372dea5e11ea104969e141b6,,,,source_level_identifier_only,low,missing explicit period,false
WCM-3f1ad025afea025dd82a4879,WCRS-d61c6a737bdeeee6615b078f,,,,,,,retroactivity_implementation,unclear,"Three (3) year contract, effective January 1, 2023 – December 31, 2025.",mechanism_only,2023,2023,2023,2023,bounded_text_or_title_or_source_url,moderate,,false
WCM-8ff1f1a9ef56cc5e42070f60,WCRS-0f44765891f24725fe5ab551,,,,,,,cola_cpi_indexing,unclear,prior to their anniversary in order to receive a step advancement.,mechanism_only,undated-source-lobs_3851c8b8d279ac16a40e27eb,,,,source_level_identifier_only,low,missing explicit period,false
WCM-8fd8477507f16d227720a40e,WCRS-cb3522c43d8557e0399e7990,,,,,,,collective_bargaining,unclear,or decided by the arbitrator shall become part of the wage agreement attached hereto.,mechanism_only,undated-source-lobs_385a58c5e0c2bb21bb6ee942,,,,source_level_identifier_only,low,missing explicit period,false
WCM-57086df1a76863b138fce121,WCRS-41942701255eba6f9caeef10,,,,,,,across_the_board_raise,unclear,3% on all pay ranges,mechanism_only,undated-source-lobs_390a3c3ca9263093a54474dc,,,,source_level_identifier_only,low,missing explicit period,false
WCM-77e871ea766ff6dd26e393c8,WCRS-acf7a4503580f5052a3f2600,,,,,,,other_pay_setting_mechanism,unclear,firefighter/paramedics,claim_ready,undated-source-lobs_394f913aea7e067e9f65cc3b,,,,source_level_identifier_only,low,missing explicit period,false
WCM-49ef91b5383ca5b5b1e084f1,WCRS-69203d845701a7e3d00e25cb,,,,,,,other_pay_setting_mechanism,unclear,in accordance with the adopted pay matrix,claim_ready,undated-source-lobs_396bfd3863e6e4b863d82adf,,,,source_level_identifier_only,low,missing explicit period,false
WCM-74d9c0467208b0970a9c3fe6,WCRS-a9707e2566d9d2f5437ba956,,,,,,,non_base_compensation,unclear,"Increase monthly longevity pay to $75 (5 years), $150 (10 years), $225",mechanism_only,undated-source-lobs_3a37713e02a5efeea487af35,,,,source_level_identifier_only,low,missing explicit period,false
WCM-5e4b7c4c131fc59c0b45371a,WCRS-8676230aed5e8f8ca60b0219,,,,,,,across_the_board_raise,unclear,"(Sworn 6.00%, Non-sworn 3.00%)",mechanism_only,undated-source-lobs_3ab68b031670fb399f538869,,,,source_level_identifier_only,low,missing explicit period,false
WCM-64133b510b33ade937e9c397,WCRS-c9000666df13a13944d9e301,,,,,,,across_the_board_raise,unclear,"at the time of hire and have no past relevant experience , shall be hired at the Training Step in",mechanism_only,undated-source-lobs_3ba867da12d924c1f826fb97,,,,source_level_identifier_only,low,missing explicit period,false
WCM-eeb332831aff6b85ccf8ad0a,WCRS-1aea8d5d30d6f37a87d62b63,,,,,,,retroactivity_implementation,unclear,shall be retroactive to the effective date of those,mechanism_only,undated-source-lobs_3c5395ffdfd727ab23f21a7e,,,,source_level_identifier_only,low,missing explicit period,false
WCM-b060f407ff5a2dd09eee6536,WCRS-e26d87274c66a73cb2c999fd,,,,,,,retroactivity_implementation,unclear,range shall be adjusted to the first step of the new salary range or to the next higher step that,mechanism_only,undated-source-lobs_3ce3ebb01d339f25472d7f3e,,,,source_level_identifier_only,low,missing explicit period,false
WCM-81a88b1d34123b91f7641ab5,WCRS-1e4c534551cf00b04a80fa55,,,,,,,non_base_compensation,unclear,The general salary schedule shall consist of five steps within each grade,mechanism_only,undated-source-lobs_3d161113f583862ee653fc30,,,,source_level_identifier_only,low,missing explicit period,false
WCM-1f735f6006a599cd87455a46,WCRS-9a56f45569837eb1a516d00e,,,,,,,across_the_board_raise,unclear,the monthly rate of Base Pay shall be increased,mechanism_only,undated-source-lobs_3d8ae9510a96169a8c84c3c8,,,,source_level_identifier_only,low,missing explicit period,false
WCM-a3602fbfe7474735b4b53bd1,WCRS-4ebc25a1a0f52f408f9144f2,,,,,,,retroactivity_implementation,unclear,4 Retroactive pay increases will be paid to active employees and retirees as of the,mechanism_only,undated-source-lobs_3dda0b4f3618d7a7a0b010d2,,,,source_level_identifier_only,low,missing explicit period,false
WCM-5f072d2b560d35f2681cef2e,WCRS-a8fdc0005c03c25774a3f4fd,,,,,,,retroactivity_implementation,unclear,"be a reopener pursuant to SERB rules to begin ninety days (90) prior to December 31, 2022 to",mechanism_only,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,,false
WCM-92dc2f35732a6609050ddfb5,WCRS-1905c2290b088f702701feb1,,,,,,,cola_cpi_indexing,unclear,advance one step on the grade and step scale,mechanism_only,undated-source-lobs_3f112bcaa6351b9d425bf728,,,,source_level_identifier_only,low,missing explicit period,false
WCM-fd8b6d16ccd4b443b5c6c15c,WCRS-fd470e4822d03aec97ce0f2c,,,,,,,cola_cpi_indexing,unclear,step movement shall be based upon years of service as of June 30 of each,mechanism_only,undated-source-lobs_3f3fbdb6673f2442df8eaea0,,,,source_level_identifier_only,low,missing explicit period,false
WCM-42411a5e5d9ed23a2d51303b,WCRS-cb3a691e25dd5f6841224851,,,,,,,cola_cpi_indexing,unclear,November 1 multiplied by the employee’s years of service,mechanism_only,undated-source-lobs_3f40fbd5a09631f47a328e38,,,,source_level_identifier_only,low,missing explicit period,false
WCM-498c74e95668728145d46344,WCRS-a4e6a6b6d733d9e3a21339b7,,,,,,,other_pay_setting_mechanism,unclear,Employees shall receive full pay for regularly scheduled working hours for any day when the,claim_ready,undated-source-lobs_407e1b039bf8066e01f440da,,,,source_level_identifier_only,low,missing explicit period,false
WCM-567d27567aa3dc93db93e280,WCRS-a790cbe33c29cd7dd4bb9aa7,,,,,,,other_pay_setting_mechanism,unclear,"Effective November 1, 2023, bargaining unit employees shall be paid in accordance with the",claim_ready,2023,2023,2023,2023,bounded_text_or_title_or_source_url,moderate,,false
WCM-daa75948694904c4ec0c05fb,WCRS-b7b9dc9d5bdb69e34857dc41,,,,,,,other_pay_setting_mechanism,unclear,The rank,claim_ready,undated-source-lobs_420384d7d8c13d1f4c3f1cf6,,,,source_level_identifier_only,low,missing explicit period,false
WCM-df01617e9eb494c7182e85c4,WCRS-62ba1447f513438627d6e2dc,,,,,,,across_the_board_raise,unclear,Step Pay Matrix upon hire on a year-to-year,mechanism_only,undated-source-lobs_422d4df9cb896e923db2aef6,,,,source_level_identifier_only,low,missing explicit period,false
WCM-9373927cd827d023dd1d1b78,WCRS-1a8b9c6914201887dfac6b2a,,,,,,,other_pay_setting_mechanism,unclear,employee designated as a Deputy Inspector,claim_ready,undated-source-lobs_423c40e65ab5d9b5af30cd73,,,,source_level_identifier_only,low,missing explicit period,false
WCM-ed607f5a470415ace4abb5f0,WCRS-4a069f35acc0cad5e744529e,,,,,,,other_pay_setting_mechanism,unclear,0.4 percent increase in the City’s sales and use tax rate to reduce emergency medical,claim_ready,undated-source-lobs_424859a343d5e8bc6a2338a2,,,,source_level_identifier_only,low,missing explicit period,false
WCM-a75863268692c643b6e699f0,WCRS-31d8a5d888a3603e77c29398,,,,,,,cola_cpi_indexing,unclear,5) Step F shall be paid upon completion of 26 pay periods with an overall,mechanism_only,undated-source-lobs_429f170ef04002aa8df366c3,,,,source_level_identifier_only,low,missing explicit period,false
WCM-874e85d85a293d111f4be9ca,WCRS-77af0875cef22099fd624e3f,,,,,,,non_base_compensation,unclear,all paid leave hours except sick leave shall be,mechanism_only,undated-source-lobs_42d3cc8dbe5f632424a9c61b,,,,source_level_identifier_only,low,missing explicit period,false
WCM-18da53874ef24a09a15577d0,WCRS-3255538bfbb5cd705aaef564,,,,,,,cola_cpi_indexing,unclear,Employees shall move from the minimum step in the pay range to the maximum step 19,mechanism_only,undated-source-lobs_42fc6710c10c19c31f65482c,,,,source_level_identifier_only,low,missing explicit period,false
WCM-ab4b00d3fd17741e8d31ed8a,WCRS-32c0068f7a47ceb5cd5765d2,,,,,,,cola_cpi_indexing,unclear,next full step in the pay range following completion of one (1),mechanism_only,undated-source-lobs_43a7846e89603da41c27d274,,,,source_level_identifier_only,low,missing explicit period,false
WCM-8938c70d0c4241367dbf526f,WCRS-6652073dffb3fa6700c3c082,,,,,,,cola_cpi_indexing,unclear,one-step pay increase (if not topped out) on their hire or promotion anniversary date for,conditional_with_caveats,undated-source-lobs_4417d88ef83506b7d3264162,,,,source_level_identifier_only,low,missing explicit period,false
WCM-7894f92d2ff5e92b33528368,WCRS-6a16c74c748466257436770b,,,,,,,retroactivity_implementation,unclear,"will be pro-rated based on their hire date, or date of transfer,",mechanism_only,undated-source-lobs_4463edde9ae44ce0b43b2e1f,,,,source_level_identifier_only,low,missing explicit period,false
WCM-3a2e8e7f1815f0f506627042,WCRS-0ffbd1de66abb2b729d381e2,,,,,,,other_pay_setting_mechanism,unclear,"Each employee at the time of his/her retirement shall receive, on the basis",claim_ready,undated-source-lobs_4472eac39e6c0828869b04c5,,,,source_level_identifier_only,low,missing explicit period,false
WCM-8a4157ab09df1b82c95b540b,WCRS-924df5687261e75402479703,,,,,,,other_pay_setting_mechanism,unclear,the combined total for the past audited Fiscal Year of 2022/2023.,claim_ready,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,,false
WCM-8f6f56090488178db624886b,WCRS-60aea98711bdf5f368d0a4b0,,,,,,,other_pay_setting_mechanism,unclear,Officers assigned to perform the duties of a Sergeant for a shift or more,claim_ready,undated-source-lobs_471ae21535a904b4e065db61,,,,source_level_identifier_only,low,missing explicit period,false
WCM-03393863b506647b9a48bf8e,WCRS-c6fea3e981ac926d4182f087,,,,,,,non_base_compensation,unclear,eligible for longevity benefits.,mechanism_only,undated-source-lobs_471b7c79c1dced442861bbfc,,,,source_level_identifier_only,low,missing explicit period,false
