qualitative_observation_id,extraction_case_id,mixed_join_key,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,mechanism_type,bargaining_logic,indexing_formula,comparability_basis,parity_logic,step_progression_rule,eligibility_rule,implementation_rule,fiscal_constraint,reopener_clause,differentiation_logic,bounded_evidence_pointer,confidence,reason_code,qa_status
lobs_4a1c3ca7714c258dd0a0454e,cexrem_9912821b51d9e593a00167ac,mix_13494fa92fb31ecc104028cf,doc_73a1d0ae2d4d7e5f3790314a,ttd_a1e979df1c2ef43b41f6b365,sr_27e4f78bb051a0b5d663a0c9,NSCQ-CA-20260720-0733,CA,Laguna Hills,CITY OF LAGUNA HILLS,non_safety,cba,,,2,CPI_or_COLA_indexing,,cost of living adjustment of 3%,,,,,"Effective the first pay period that includes July 1, 2023; further increase effective the first pay period that includes July 1, 2024",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0254_sr_27e4f78bb051a0b5d663a0c9.pdf#page=2,medium,COLA_3_PERCENT_EFFECTIVE_PAY_PERIODS,provisional_unverified
lobs_d873c5dda67baac7c3527d57,cexrem_9912821b51d9e593a00167ac,mix_13494fa92fb31ecc104028cf,doc_73a1d0ae2d4d7e5f3790314a,ttd_a1e979df1c2ef43b41f6b365,sr_27e4f78bb051a0b5d663a0c9,NSCQ-CA-20260720-0733,CA,Laguna Hills,CITY OF LAGUNA HILLS,non_safety,cba,,,2,comparability_or_market_study,,,in-house market study for compensation,,,,conduct an in-house market study for compensation in March 2025 in the 2023 compensation study,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0254_sr_27e4f78bb051a0b5d663a0c9.pdf#page=2,low,MARKET_STUDY_MARKER_MARCH_2025,needs_review
lobs_46983205c2e812a6f5cee715,cexrem_dddfbff18efa9f5a9a1df240,mix_568866e6c281b32008a998b6,doc_d938ff366a5433503e5bd3ca,ttd_81d81f436f646ddf81f5f278,sr_d76dc558c2ff9ab87f37160e,NSCQ-CA-20260720-0291,CA,Lake Elsinore,CITY OF LAKE ELSINORE,non_safety,cba,,,6,step_movement_or_seniority,,,,,"Salary step movement rule references moving to the “B” step of the salary range, or (in those cases where an employee) to the next step of the salary range in one year upon recognition of …",“upon recognition of” (text incomplete),,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0257_sr_d76dc558c2ff9ab87f37160e.pdf#page=6,low,ARTICLE_V_G_SALARY_STEPS_STEP_MOVEMENT,needs_review
lobs_94260810184cddc7981a7793,cexrem_53ad524bd8037baa3a9fe1ab,,doc_beeb6bc313b392354017fe07,ttd_c9b181d1ae080b21ba6f0938,sr_917ba2dc95a96e9b27401e72,NSCQ-CA-20260720-0292,CA,Lake Elsinore,CITY OF LAKE ELSINORE,non_safety,cba,,,6,implementation_or_effective_date_logic,,,,,,,Work period defined as fixed regularly recurring period of 168 hours (7 consecutive 24-hour days); pay period defined as recurring period of 336 hours (14 consecutive 24-hour days).,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0267_sr_917ba2dc95a96e9b27401e72.pdf#page=6,medium,PMU_HOURS_PAY_PERIOD_DEFINITION_NO_NUMER,provisional_unverified
lobs_f6cd726a7db4cf4064a1f567,cexrem_53ad524bd8037baa3a9fe1ab,,doc_beeb6bc313b392354017fe07,ttd_c9b181d1ae080b21ba6f0938,sr_917ba2dc95a96e9b27401e72,NSCQ-CA-20260720-0292,CA,Lake Elsinore,CITY OF LAKE ELSINORE,non_safety,cba,,,6,other,,,,,,,Employees shall be paid based on hourly rates (set forth; not included on this page) based upon actual hours worked.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0267_sr_917ba2dc95a96e9b27401e72.pdf#page=6,low,HOURS_AND_PAY_BASED_ON_HOURLY_RATES_NOT_,needs_review
lobs_778674ac086ee12689d528e8,cexrem_8b1900fe10e3a34b565b61c5,mix_25081819425ab10747b23ec4,doc_c854feaf7e3f2a541be18a63,ttd_caa63bd5a8b08f2e8f11f729,sr_f824c6dabf4e677b5c377f1a,NSCQ-CA-20260720-0760,CA,Lomita,CITY OF LOMITA,non_safety,cba,,,3,implementation_or_effective_date_logic,,,,,,full-time represented employees as listed in Article I,"effective first full pay period after December 17, 2019",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0263_sr_f824c6dabf4e677b5c377f1a.pdf#page=3,high,MOU2_1_2PCT_BASE_SALARY_INCREASE_EFFECT,provisional_unverified
lobs_75fb93a403775f6bb1cfd6bb,cexrem_8b1900fe10e3a34b565b61c5,mix_25081819425ab10747b23ec4,doc_c854feaf7e3f2a541be18a63,ttd_caa63bd5a8b08f2e8f11f729,sr_f824c6dabf4e677b5c377f1a,NSCQ-CA-20260720-0760,CA,Lomita,CITY OF LOMITA,non_safety,cba,,,3,implementation_or_effective_date_logic,,2% COLA (as stated with Section 2.1 base salary increase),,,,full-time represented employees as listed in Article I,"effective first full pay period after July 1, 2020",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0263_sr_f824c6dabf4e677b5c377f1a.pdf#page=3,high,MOU2_2A_1PCT_BASE_SALARY_INCREASE_EFFECT,provisional_unverified
lobs_64662c6eafbe526b00b71c2f,cexrem_8b1900fe10e3a34b565b61c5,mix_25081819425ab10747b23ec4,doc_c854feaf7e3f2a541be18a63,ttd_caa63bd5a8b08f2e8f11f729,sr_f824c6dabf4e677b5c377f1a,NSCQ-CA-20260720-0760,CA,Lomita,CITY OF LOMITA,non_safety,cba,,,3,implementation_or_effective_date_logic,,,,,,full-time represented employees as listed in Article I,"effective first full pay period after July 1, 2021",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0263_sr_f824c6dabf4e677b5c377f1a.pdf#page=3,high,MOU2_2B_1PCT_BASE_SALARY_INCREASE_EFFECT,provisional_unverified
lobs_3d161113f583862ee653fc30,cexrem_8b1900fe10e3a34b565b61c5,mix_25081819425ab10747b23ec4,doc_c854feaf7e3f2a541be18a63,ttd_caa63bd5a8b08f2e8f11f729,sr_f824c6dabf4e677b5c377f1a,NSCQ-CA-20260720-0760,CA,Lomita,CITY OF LOMITA,non_safety,cba,,,7,step_movement_or_seniority,,,,,general salary schedule consists of five steps within each grade; salary adjustment after completion of a specified service period (minimum 12 months for employees hired at steps other than first step),"employees are normally eligible for a salary adjustment after completion; for hires at any step other than the first step, must complete minimum of twelve (12) months of service before being eligible for a salary preceding step if service評価",step/salary adjustment timing subject to approval by City Manager and department director recommendation,,,prior step progression depends on evaluation being satisfactory or above,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0263_sr_f824c6dabf4e677b5c377f1a.pdf#page=7,medium,MOU_GENERAL_SALARY_SCHEDULE_SECTION_2_5_,provisional_unverified
lobs_27bb3b7ad77468fb1f7f665b,cexrem_3137f74419900715150e8d00,mix_368275ecc89302fecfe7a2a5,doc_f503edff03a0e0266bdb7e25,ttd_c37906d5df983e8c72e9633e,sr_ca364c6b65b0cdcf31ca73fd,NSCQ-CA-20260720-0019,CA,Long Beach,CITY OF LONG BEACH,fire,cba,,,8,fiscal_constraint_or_budget_logic,reopener changes based on mutual agreement,,,,,,If City Council adopts a measure to utilize Measure B “rainy day” funds due to fiscal hardship,fiscal hardship defined in City of Long Beach Municipal Code Section 3.94.030.C,Any changes to the MOU as a result of this reopener will be based on mutual agreement,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0044_sr_ca364c6b65b0cdcf31ca73fd.pdf#page=8,medium,MOU_FISCAL_HARDSHIP_MEASURE_B_REOPENER_M,provisional_unverified
lobs_53809af8d9e219a43f6cb067,cexrem_d864ddde826ea7c57ffc9bb9,mix_4f6a4adc8078661d645919d8,doc_a28153cd4a52a889fb1c7835,ttd_fa9952fc9043c801be3c5c62,sr_f9903c1e872a382ef6514c51,NSCQ-CA-20260720-0579,CA,Manhattan Beach,CITY OF MANHATTAN BEACH,non_safety,cba,,,5,step_movement_or_seniority,,,,,moved to the salary step that is closest to but not lower than their current salary rate,employees covered by this MOU,effective in the pay period following City Council approval of this MOU,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0038_sr_f9903c1e872a382ef6514c51.pdf#page=5,medium,STEP_MOVEMENT_RULE_FOR_BASE_SALARY,provisional_unverified
lobs_5e1400bfe8b982339a020812,cexrem_893dabfc3aee4d329bb55867,mix_395d5dc7e98443f647f679ce,doc_e25855c301d53a996247e392,ttd_c0f37d7e0d400c343649077a,sr_fbf239c04e7132ff0ba59438,NSCQ-CA-20260720-0152,CA,Menifee,CITY OF MENIFEE,police,cba,,,17,fiscal_constraint_or_budget_logic,,,,,,Revenue based salary increase applies if property tax and sales tax revenue exceeds budget estimates; excludes Measure DD Quality of Life taxes (and one other excluded item not fully captured in visible text).,,Property tax and sales tax revenue exceeding budget estimates (exclusions apply).,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0255_sr_fbf239c04e7132ff0ba59438.pdf#page=17,medium,REVENUE_BASED_SALARY_INCREASE_CONDITION,provisional_unverified
lobs_d747f6635df37dbd318a8904,cexrem_893dabfc3aee4d329bb55867,mix_395d5dc7e98443f647f679ce,doc_e25855c301d53a996247e392,ttd_c0f37d7e0d400c343649077a,sr_fbf239c04e7132ff0ba59438,NSCQ-CA-20260720-0152,CA,Menifee,CITY OF MENIFEE,police,cba,,,17,step_movement_or_seniority,,,,,"Pay steps titled step ""1"" through step ""6""; employee must serve one year in a step prior to eligibility for advancement to the next step; advancement to a next step requires one year even if appointed at a higher step.",Advancement eligibility requires one-year service in the current step before moving to the next step.,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0255_sr_fbf239c04e7132ff0ba59438.pdf#page=17,high,ONE_YEAR_STEP_ADVANCEMENT_RULE,provisional_unverified
lobs_9fcd909a5183616e52603614,cexrem_23eff4de49e6864b07fed804,,doc_cda955476a5438a0106fdfa0,ttd_26f246dbd0cb52b8716c29b2,sr_dcaf8c9e80e8ba6271d71152,NSCQ-CA-20260720-0389,CA,Monterey Park,CITY OF MONTEREY PARK,non_safety,cba,,,1,implementation_or_effective_date_logic,,,,,,,City Council approves the MOU retroactively.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0457_sr_dcaf8c9e80e8ba6271d71152.pdf#page=1,medium,MOU_2025_08_RESOLUTION_APPROVAL_RETROACT,provisional_unverified
lobs_26e95bee6ffcb4a0d8855e40,cexrem_71f3b519e4cc0d4ea2716065,,doc_e27d74186e47fc46bbc57ddf,ttd_413bfe0f751176c0497dd67f,sr_fa278db72f3197439acf19ab,NSCQ-CA-20260720-0387,CA,Monterey Park,CITY OF MONTEREY PARK,police,cba,,,1,implementation_or_effective_date_logic,,,,,,,"Resolution approves the attached MOU retroactively effective July 1, 2025.",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0203_sr_fa278db72f3197439acf19ab.pdf#page=1,medium,MOU_ANNEX_APPROVED_RETROACTIVE_EFFECTIVE,provisional_unverified
lobs_6e610cb3a288950a684c5f11,cexrem_71f3b519e4cc0d4ea2716065,,doc_e27d74186e47fc46bbc57ddf,ttd_413bfe0f751176c0497dd67f,sr_fa278db72f3197439acf19ab,NSCQ-CA-20260720-0387,CA,Monterey Park,CITY OF MONTEREY PARK,police,cba,,,7,collective_bargaining_agreement_terms,"City agrees to meet and confer with the POA on changes regarding hours, work schedules, salaries, or working conditions.",,,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0203_sr_fa278db72f3197439acf19ab.pdf#page=7,medium,MEET_AND_CONFER_ON_WAGES_HOURS_SALARIES,provisional_unverified
lobs_57af315df03277109b96d342,cexrem_8768af385c03793ae911cf7a,,doc_6b0b379755d98824bddd0ca1,ttd_fd83b90c46fc789b3656ccb8,sr_c2fa07c25160023207207105,NSCQ-CA-20260720-0248,CA,Newport Beach,CITY OF NEWPORT BEACH,fire,cba,,,15,implementation_or_effective_date_logic,,,,,,Acting appointments: deemed acting after the 6th consecutive shift.,Move-up compensation applies if an employee is moved-up for five (5) hours or more (for time actually working in the moved-up assignment).,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0181_sr_c2fa07c25160023207207105.pdf#page=15,medium,ACTING_AND_MOVE_UP_TRIGGER_RULES,provisional_unverified
lobs_29aa488208b1b9edb5fd6d71,cexrem_8768af385c03793ae911cf7a,,doc_6b0b379755d98824bddd0ca1,ttd_fd83b90c46fc789b3656ccb8,sr_c2fa07c25160023207207105,NSCQ-CA-20260720-0248,CA,Newport Beach,CITY OF NEWPORT BEACH,fire,cba,,,16,implementation_or_effective_date_logic,,,,,,Acting employees compensated beginning the pay period following the sixth consecutive shift.,Compensation rate is at least five (5%) percent higher than current rate; Flex leave paid at the employee's new rate of pay.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0181_sr_c2fa07c25160023207207105.pdf#page=16,medium,ACTING_EMPLOYEE_PAY_PERIOD_AND_RATE_RULE,provisional_unverified
lobs_a7cebc1bdcc1724e12ce826d,cexrem_8768af385c03793ae911cf7a,,doc_6b0b379755d98824bddd0ca1,ttd_fd83b90c46fc789b3656ccb8,sr_c2fa07c25160023207207105,NSCQ-CA-20260720-0248,CA,Newport Beach,CITY OF NEWPORT BEACH,fire,cba,,,14,collective_bargaining_agreement_terms,,,,,,Special assignment compensation ceases when individuals are no longer performing the assignment; assignments rotate out after three years absent Fire Chief extension.,"Shift Fire Investigator rotation effective July 1, 2019; removal at end of prescribed term does not trigger a right of appeal.",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0181_sr_c2fa07c25160023207207105.pdf#page=14,medium,SPECIAL_ASSIGNMENT_CEASE_ROTATION_AND_NO,provisional_unverified
lobs_57f25264dab6407666fcddc7,cexrem_26f2b135dc5d8a2bd1f1a0e5,mix_e33e4977d8d4cebed73b497c,doc_49749b82cf06eecf0bc3ca65,ttd_4c2c9ae2a5dea11964ab0567,sr_0c39899118ec6a5846bec1c9,NSCQ-CA-20260720-0295,CA,Redlands,CITY OF REDLANDS,non_safety,cba,,,6,implementation_or_effective_date_logic,,,,,,All unit employees/unit members per Article 5,Increase to base salary becomes effective on the stated dates (including the first full pay period following specified July 1 dates),,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0150_sr_0c39899118ec6a5846bec1c9.pdf#page=6,medium,ARTICLE_5_EFFECTIVE_DATE_IMPLEMENTATION,provisional_unverified
lobs_5fd3385926a560b99e15a2ea,cexrem_de4f80c0fc09d1e5ca1ce870,,doc_9201c7d3c8e3d5a99b776754,ttd_34b56158142e69a25edd735d,sr_5621c8c09dec0e43cc35e2a0,NSCQ-CA-20260720-0374,CA,Rohnert Park,CITY OF ROHNERT PARK,police,cba,,,2,implementation_or_effective_date_logic,,,,,,,Notification timing and entitlement rules for cancelled overtime/training shifts (no pay if cancelled by specified cutoff; compensation if cancelled less than cutoff).,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0067_sr_5621c8c09dec0e43cc35e2a0.pdf#page=2,unknown,RULES_FOR_OVERTIME_AND_TRAINING_CANCELLT,needs_review
lobs_1aa78442f7f9caa838979cd2,cexrem_de4f80c0fc09d1e5ca1ce870,,doc_9201c7d3c8e3d5a99b776754,ttd_34b56158142e69a25edd735d,sr_5621c8c09dec0e43cc35e2a0,NSCQ-CA-20260720-0374,CA,Rohnert Park,CITY OF ROHNERT PARK,police,cba,,,2,implementation_or_effective_date_logic,,,,,,Employees whose training is cancelled before/after the stated time cutoffs.,Training cancellation handling: by 1700 hours previous business day => no compensation; after 1700 hours previous business day => overtime rate referenced in Section 3.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0067_sr_5621c8c09dec0e43cc35e2a0.pdf#page=2,unknown,RULES_FOR_TRAINING_CANCELLATION_1700HRS,needs_review
lobs_3713d02a1bfe3123f6bdc4c3,cexrem_de4f80c0fc09d1e5ca1ce870,,doc_9201c7d3c8e3d5a99b776754,ttd_34b56158142e69a25edd735d,sr_5621c8c09dec0e43cc35e2a0,NSCQ-CA-20260720-0374,CA,Rohnert Park,CITY OF ROHNERT PARK,police,cba,,,2,implementation_or_effective_date_logic,,,,,,"RPPSOA members with separate vacation/sick leave banks accrued prior to July 1, 2011.","Annual Leave Program language restoring paid leave accruals in effect prior to July 1, 2011.",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0067_sr_5621c8c09dec0e43cc35e2a0.pdf#page=2,unknown,ANNUAL_LEAVE_RESTORATION_PRIOR_TO_2011_7,needs_review
lobs_2ec2bbc0b1c0d48003f6aaee,cexrem_de4f80c0fc09d1e5ca1ce870,,doc_9201c7d3c8e3d5a99b776754,ttd_34b56158142e69a25edd735d,sr_5621c8c09dec0e43cc35e2a0,NSCQ-CA-20260720-0374,CA,Rohnert Park,CITY OF ROHNERT PARK,police,cba,,,3,implementation_or_effective_date_logic,,,,,,Employees and eligible dependents; regular part-time employees may elect.,City offers specified health plan options; City contributes up to defined monthly amounts toward employee medical insurance premiums (excluding HSA).,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0067_sr_5621c8c09dec0e43cc35e2a0.pdf#page=3,unknown,HEALTH_PLAN_OPTIONS_AND_CITY_CONTRIBUT_R,needs_review
lobs_fefbbf826f46a80bd9ecda58,cexrem_de4f80c0fc09d1e5ca1ce870,,doc_9201c7d3c8e3d5a99b776754,ttd_34b56158142e69a25edd735d,sr_5621c8c09dec0e43cc35e2a0,NSCQ-CA-20260720-0374,CA,Rohnert Park,CITY OF ROHNERT PARK,police,cba,,,4,implementation_or_effective_date_logic,,,,,,"Eligible employees hired before July 1, 2007 who actively participate and contribute to CalPERS; retirement medical benefit option applies to defined hire/retiree categories.",Defines retirement medical benefit terms and states retiree insurance contribution formulas maintained at same level; provides insurance premium contribution option for eligible employees retiring effective on/before Dec 31 (cutoff text).,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0067_sr_5621c8c09dec0e43cc35e2a0.pdf#page=4,unknown,RETIREMENT_MEDICAL_BENEFIT_ELIGIBILITY_H,needs_review
lobs_652c4a90d752471fa8b9e4f2,cexrem_c95c942ec1f4b4e60d3609e5,,doc_98d6bbb6791eaed41359bf16,ttd_e79ffa9f0f0f776585b526bd,sr_62f1f97379ffd02e6ec5b0df,NSCQ-CA-20260720-0335,CA,San Clemente,CITY OF SAN CLEMENTE,non_safety,cba,,,7,implementation_or_effective_date_logic,,,,,,,Standby compensation begins the first full pay-period following City Council ratification.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0251_sr_62f1f97379ffd02e6ec5b0df.pdf#page=7,medium,PAY_START_RULE_CITY_COUNCIL_RATIFICATION,provisional_unverified
lobs_c4aa3c729625349c278bb457,cexrem_c95c942ec1f4b4e60d3609e5,,doc_98d6bbb6791eaed41359bf16,ttd_e79ffa9f0f0f776585b526bd,sr_62f1f97379ffd02e6ec5b0df,NSCQ-CA-20260720-0335,CA,San Clemente,CITY OF SAN CLEMENTE,non_safety,cba,,,8,implementation_or_effective_date_logic,,,,,,,Effective the first pay period in July 2026 for the stated standby compensation rates.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0251_sr_62f1f97379ffd02e6ec5b0df.pdf#page=8,medium,PAY_RATE_EFFECTIVE_FIRST_PAY_PERIOD_JULY,provisional_unverified
lobs_e4165ffcac2bf3b3db87d0ba,cexrem_7bad44470df012d8f55204ce,mix_2d527f9968402bf211205d55,doc_efae382fbd904a05352da2ad,ttd_44f51059f6fdb480b8ade20e,sr_6c1e66549d88fff2b43a7b88,NSCQ-CA-20260720-0526,CA,San Gabriel,CITY OF SAN GABRIEL,fire,cba,,,2,wage_reopener_or_future_negotiation,"Re-opener to discuss a 'comprehensive MOU' documenting current salary, benefits, and practices; does not obligate changes during the MOU term absent mutual agreement.",,,,,,"Group presents proposed comprehensive MOU by no later than September 1, 2015; thereafter City meets expeditiously and diligently with the Group.",,Re-opener does not obligate City to change or modify provisions during the term; failure to reach mutual agreement is not subject to grievance/PLE R B/superior court proceedings.,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0053_sr_6c1e66549d88fff2b43a7b88.pdf#page=2,medium,REOPENER_COMPREHENSIVE_MOU_EFFECT,provisional_unverified
