candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,candidate_only_lineage_status,review_candidate_quality_score,review_queue_rank,secondary_mechanism_families,match_priority_tier,review_disposition
TS4L-1bffd24d6a70cb38780a,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.willingboronj.gov/home/showpublisheddocument/5150/638640024068800000,"COLLECTIVE BARGAINING AGREEMENT (Fraternal Order of Police, Lodge No. 38 and Township of Willingboro)",Willingboro,NJ,Northeast,safety_and_non_safety_bargaining_units,Police officers — FOP Lodge 38,"Fraternal Order of Police, Lodge No. 38","January 1, 2023 - December 31, 2027",2023-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,overlaps_target_window_(2023-2024),candidate_only_not_verified,81,1214,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-3a9e3d6a07ff0bc230b0,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.freeholdboroughnj.gov/government/documents/forms-documents/financial-documents/labor-agreements/1567-2022-2026-cwa-agreement/file,"AGREEMENT BETWEEN THE BOROUGH OF FREEHOLD & COMMUNICATION WORKERS OF AMERICA (CWA) LOCAL 1032 (Jan 1, 2022 – Dec 31, 2026) [PDF]",Freehold,NJ,Northeast,safety_and_non_safety_bargaining_units,Non-public-safety municipal employees (CWA bargaining unit),Communications Workers of America (CWA) Local 1032,"January 1, 2022 through December 31, 2026",2022,2024,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_freehold_borough_nj,overlaps_target_window_2014_2024 (2022-2024 overlap),candidate_only_not_verified,81,1231,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-44b2dea6ae849920d97c,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://perb.ny.gov/compulsory-interest-arbitration-awards?page=62,PERB: Compulsory Interest Arbitration Awards (listing includes Town of Tonawanda and Town of Tonawanda Police Club),Tonawanda,NY,Northeast,safety_and_non_safety_bargaining_units,Police (safety bargaining unit lead capacity),Town of Tonawanda Police Club,2019-2023 (from listing page segment; exact award period not extracted),2019,2023,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,expected_overlap_2014_2024,candidate_only_not_verified,81,1239,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-4548ea4ddc8a52b410dc,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.miltonma.gov/DocumentCenter/View/2871/Milton-Firefighters-MOA-2019-2022-PDF,"Memorandum of Agreement between the Town of Milton and Milton Firefighters, Local 1116 (2019-2022)",Milton,MA,Northeast,safety_and_non_safety_bargaining_units,Firefighters,"Milton Firefighters, Local 1116","July 1, 2019 to June 30, 2022",2019-07-01,2022-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,overlaps_2014_2024_window,candidate_only_not_verified,81,1241,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-65d33665a6a527e5953f,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.westseneca.gov/Archive/ViewFile/Item/95,"Agreement: Town of West Seneca, NY & West Seneca Police Benevolent Association (PBA) (effective Jan 1, 2020 – Dec 31, 2022)",West Seneca,NY,Northeast,safety_and_non_safety_bargaining_units,police (safety),West Seneca Police Benevolent Association (Police negotiating unit),"Effective January 1, 2020 to December 31, 2022",2020-01-01,2022-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,overlaps_2014_2024,candidate_only_not_verified,81,1254,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-67d6887c63536ca592cf,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.pacourts.us/assets/opinions/Commonwealth/out/503CD23_5-10-24.pdf?cb=1,"Pennsylvania Commonwealth Court Opinion (Filed May 10, 2024): Falls Twp. v. Police Ass’n of Falls Twp. (affirming/denying petition to vacate an Act 111 grievance arbitration award; references Jan. 5, 2022 Arb. Award)",Falls,PA,Northeast,safety_and_non_safety_bargaining_units,police (Act 111),Police Association of Falls Township,"arbitration award referenced as Jan. 5, 2022; dispute involves disciplinary matter ending with a reduced suspension",,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same municipality (Falls Township, Bucks County, PA)","overlaps 2014-2024 (award dated Jan. 5, 2022; opinion filed May 10, 2024)",candidate_only_not_verified,81,1255,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-778b17d3afb706236ce2,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.alvin.gov/Archive.aspx?ADID=111,"City of Alvin, Texas — Archive item ADID=111 (budget text referencing pay plan based on Collective Bargaining Agreement)",Alvin,TX,South,safety_and_non_safety_bargaining_units,Police (public safety) — collective bargaining-related pay plan references,Not specified in snippet (implied as collective bargaining agreement covering police roles),2017/18 (budget text references pay plan based on Collective Bargaining Agreement),2016-10-01 (inferred,2018-09-30 (inferred,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same city (Alvin, TX) — affirmative",overlaps target window (2014-2024) — affirmative,candidate_only_not_verified,81,1266,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-7c350c5dc3843b6c78ca,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://perb.ny.gov/town-warwick-and-warwick-pba-inc,"PERB: Town of Warwick and Warwick PBA, Inc. (Compulsory Interest Arbitration Award listing/PDF)",Warwick,NY,Northeast,safety_and_non_safety_bargaining_units,police (public safety),"Warwick PBA, Inc.",2014-2018 (indexed as such by PERB; case received 7/17/2015; Case Number: IA2014-008),2014,2018,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same municipality name match (Warwick, NY)",overlaps target window (2014-2024),candidate_only_not_verified,81,1271,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-978bde3cd5edd6521136,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.cheltenham.org/school-board/employment-contracts,Employment Contracts - Cheltenham School District,Cheltenham,PA,Northeast,safety_and_non_safety_bargaining_units,educational workforce (various bargaining groups listed by the district),"Multiple (e.g., Cheltenham Educators' Association and other named groups on the page)",Contract terms shown on the page (includes years spanning 2014-2024),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same city (Cheltenham School District, Cheltenham, PA)",likely overlaps 2014-2024 (based on contract years displayed on the page),candidate_only_not_verified,81,1285,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-a350a367348c4e54b42a,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.willingboronj.gov/home/showpublisheddocument/5156/638640024925570000,COLLECTIVE BARGAINING AGREEMENT (Law Enforcement Supervisors Association and Township of Willingboro),Willingboro,NJ,Northeast,safety_and_non_safety_bargaining_units,Police supervisors (sergeants/lieutenants/captains) — LESA,Law Enforcement Supervisors Association (LESA),"January 1, 2024 - December 31, 2028",2024-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,overlaps_target_window_(starts_2024),candidate_only_not_verified,81,1292,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-a42f6644510d9ed7ef76,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.freeholdboroughnj.gov/government/documents/forms-documents/financial-documents/labor-agreements/1420-2022-2026-chief-of-police-agreement/file,"BOROUGH OF FREEHOLD & FREEHOLD BOROUGH CHIEF OF POLICE AGREEMENT (Jan 1, 2022 – Dec 31, 2026) [PDF]",Freehold,NJ,Northeast,safety_and_non_safety_bargaining_units,Public safety (management/supervisory),Chief of Police (Freehold Borough),"January 1, 2022 through December 31, 2026",2022,2024,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_freehold_borough_nj,overlaps_target_window_2014_2024 (2022-2024 overlap),candidate_only_not_verified,81,1293,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-a7b8987d357a24aacb7b,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.alvin.gov/Archive.aspx?ADID=112,"Annual Budget (FY2023) — City of Alvin, Texas (Archive item ADID=112)",Alvin,TX,South,safety_and_non_safety_bargaining_units,Police (public safety) — Alvin Police Officers’ Association (APOA),Alvin Police Officers’ Association (APOA),"FY2023 (budget text references CBA end date and renewal timing); current CBA ends September 30, 2022; renewal effective October 1, 2022 (FY23)",2019-10-01 (inferred,2022-09-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same city (Alvin, TX) — affirmative",overlaps target window (2014-2024) — affirmative,candidate_only_not_verified,81,1297,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-b24c326aca69faeff043,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.monroetwp.com/images/pdfs/December_5_2022.pdf,Monroe Township Council agenda packet (includes ratification/Memorandum of Agreement between Police PBA Local 255 and the Township; 2023-2026 referenced),Monroe,NJ,Northeast,safety_and_non_safety_bargaining_units,Police (PBA Local 255),Police PBA Local 255 (Monroe Township),2023-2026 (MOA ratified in packet; overlaps 2024 target window),2023-01-01,2026-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Monroe Township, Middlesex County, NJ (same city match: yes)",Overlaps 2014-2024 window (yes; through 2024),candidate_only_not_verified,81,1298,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-c5eb7a83c877ae3b978e,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.bernards.org/government/documents/meeting-documents/mayor-council-meeting/2023-township-committee-meeting-documents/2023-minutes-township-committee/3739-12-28-2023-township-committee-meeting-minutes/file,Bernards Township Committee Meeting Minutes (12/28/2023) – Resolution #2023-0502 Ratification/Approval of PBA/SOA 357 Union Contracts,Bernards,NJ,Northeast,safety_and_non_safety_bargaining_units,Police (PBA/SOA Local No. 357),PBA/SOA Local No. 357,"Memorandum of Agreement dated December 28, 2023; Union contracts for period starting January 1, 2024",2024-01-01,2026-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,overlaps_2014_2024_window,candidate_only_not_verified,81,1304,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-d302202909f103145580,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://websterny.gov/DocumentCenter/View/11040/1000-Club-Union-Contract,"THE WEBSTER 1000 CLUB COLLECTIVE BARGAINING AGREEMENT (Town of Webster) — January 1, 2024 to December 31, 2026",Webster,NY,Northeast,safety_and_non_safety_bargaining_units,"Police (police officers; excluding Chief of Police and Police Captain, per agreement recognition language)",Webster 1000 Club (Police PBA),"January 1, 2024 – December 31, 2026",2024-01-01,2026-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Same city (Webster, NY) — high expected alignment",Overlaps target window at least in 2024 (target: 2014-2024),candidate_only_not_verified,81,1317,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-e47e5d714099d20f8f66,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://wellesleyma.gov/DocumentCenter/View/45507/Police-Patrol-Association-July-1-2023,"Town of Wellesley — Collective Bargaining Agreement: Police Patrol Association (July 1, 2023)",Wellesley,MA,Northeast,safety_and_non_safety_bargaining_units,Police (public safety),Police Patrol Association,"July 1, 2023 (term end not extracted; verify within document if needed)",2023-07-01,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,"overlaps_target_window (starts 2023, includes 2023-2024)",candidate_only_not_verified,81,1324,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
TS4L-e8c52902988bb952d414,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.wakefieldma.gov/DocumentCenter/View/449/Supervisory-and-Professional---FY18-to-FY20-CBAs-FY21-to-FY26-PDF?bidId=,"Supervisory and Professional - FY18 to FY20 CBAs, FY21 to FY26 (Collective Bargaining Agreement) — Town of Wakefield, MA",Wakefield,MA,Northeast,safety_and_non_safety_bargaining_units,Supervisory & Professional Employees (non-safety),Supervisory and Professional Employees Association (Wakefield),FY18 to FY20 CBAs; FY21 to FY26,2021-07-01,2026-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,overlaps_2014_2024_window,candidate_only_not_verified,81,1325,bargaining_power_signal|safety_advantage_signal|non_safety_constraint_signal,tier_3_mechanism_gap_discovery,verification_queue
