state,municipality,geography_type
IL,Essex,municipality
IL,Fairfield,municipality
IL,Fairmont City,municipality
IL,Farmer City,municipality
IL,Farmington,municipality
IL,Fisher,municipality
IL,Flora,municipality
IL,Flossmoor,municipality
IL,Ford Heights,municipality
IL,Forest View,municipality
IL,Forsyth,municipality
IL,Fox Lake,municipality
IL,Fox River Grove,municipality
IL,Frankfort,municipality
IL,Franklin Grove,municipality
IL,Franklin Park,municipality
IL,Freeburg,municipality
IL,Freeport,municipality
IL,Fulton,municipality
IL,Galesburg City,municipality
IL,Geneseo,municipality
IL,Geneva,municipality
IL,Georgetown,municipality
IL,Germantown,municipality
IL,Germantown Hills,municipality
IL,Gibson City,municipality
IL,Glen Carbon,municipality
IL,Godfrey,municipality
IL,Grandview,municipality
IL,Grant Park,municipality
IL,Grantfork,municipality
IL,Green Oaks,municipality
IL,Greenup,municipality
IL,Greenville,municipality
IL,Gridley,municipality
IL,Hainesville,municipality
IL,Hamilton,municipality
IL,Hammond,municipality
IL,Hampshire,municipality
IL,Hampton,municipality
IL,Hanover,municipality
IL,Hanover Park,municipality
IL,Harlem,municipality
IL,Harrisburg,municipality
IL,Harvey,municipality
IL,Havana,municipality
IL,Herrin,municipality
IL,Heyworth,municipality
IL,Hickory Hills,municipality
IL,Highwood,municipality
IL,Hillsboro,municipality
IL,Hinsdale,municipality
IL,Hodgkins,municipality
IL,Holiday Hills,municipality
IL,Homer,municipality
IL,Hoopeston,municipality
IL,Huntley,municipality
IL,Illiopolis,municipality
IL,Inverness,municipality
IL,Island Lake,municipality
IL,Jerome,municipality
IL,Justice,municipality
IL,Kane,municipality
IL,Kankakee,municipality
IL,Keithsburg,municipality
IL,Kewanee,municipality
IL,Kildeer,municipality
IL,Kincaid,municipality
IL,Kingston Mines,municipality
IL,Knoxville,municipality
IL,La Grange,municipality
IL,La Grange Park,municipality
IL,LaSalle,municipality
IL,Ladd,municipality
IL,Lake Forest,municipality
IL,Lake Villa,municipality
IL,Lake Zurich,municipality
IL,Lake in the Hills,municipality
IL,Lakewood,municipality
IL,Lansing,municipality
IL,Lawrenceville,municipality
IL,Le Roy,municipality
IL,Lemont,municipality
IL,Lena,municipality
IL,Libertyville,municipality
IL,Limestone,municipality
IL,Lincolnshire,municipality
IL,Lindenhurst,municipality
IL,Lisle,municipality
IL,Little Rock,municipality
IL,Loami,municipality
IL,Lockport,municipality
IL,Louisville,municipality
IL,Lovington,municipality
IL,Lyndon,municipality
IL,Lynwood,municipality
IL,Lyons,municipality
IL,Macomb,municipality
IL,Macomb City,municipality
IL,Macon,municipality
IL,Maine,municipality
IL,Manhattan,municipality
IL,Manteno,municipality
IL,Marion,municipality
IL,Maroa,municipality
IL,Marseilles,municipality
IL,Martinsville,municipality
IL,Matteson,municipality
IL,Mattoon,municipality
IL,Mazon,municipality
IL,McHenry,municipality
IL,McLeansboro,municipality
IL,Medina,municipality
IL,Metamora,municipality
IL,Midlothian,municipality
IL,Mill Shoals,municipality
IL,Minier,municipality
IL,Minooka,municipality
IL,Mokena,municipality
IL,Momence,municipality
IL,Monee,municipality
IL,Montgomery,municipality
IL,Monticello,municipality
IL,Morris,municipality
IL,Morton,municipality
IL,Mount Prospect,municipality
IL,Mount Pulaski,municipality
IL,Mount Vernon,municipality
IL,Mount Zion,municipality
IL,Moweaqua,municipality
IL,Murphysboro,municipality
IL,Naperville,municipality
IL,Neoga,municipality
IL,Neponset,municipality
IL,New Berlin,municipality
IL,New Lenox,municipality
IL,New Trier,municipality
IL,Newman,municipality
IL,Newton,municipality
IL,Noble,municipality
IL,Nokomis,municipality
IL,North Aurora,municipality
IL,Northlake,municipality
IL,Northville,municipality
IL,Norwood,municipality
IL,Norwood Park,municipality
IL,Oblong,municipality
IL,Odell,municipality
IL,Ogden,municipality
IL,Oglesby,municipality
IL,Okawville,municipality
IL,Olney,municipality
IL,Orangeville,municipality
IL,Oreana,municipality
IL,Oregon,municipality
IL,Oregon-Nashua,municipality
IL,Orient,municipality
IL,Orland,municipality
IL,Orland Park,municipality
IL,Palestine,municipality
IL,Palos,municipality
IL,Palos Heights,municipality
IL,Palos Hills,municipality
IL,Pana,municipality
IL,Park Ridge,municipality
IL,Pearl City,municipality
IL,Pecatonica,municipality
IL,Peoria City,municipality
IL,Peoria Heights,municipality
IL,Peotone,municipality
IL,Peru,municipality
IL,Petersburg,municipality
IL,Pin Oak,municipality
IL,Pinckneyville,municipality
IL,Pittsfield,municipality
IL,Plano,municipality
IL,Pontiac,municipality
IL,Port Barrington,municipality
IL,Prairie Grove,municipality
IL,Princeton,municipality
IL,Princeville,municipality
IL,Prospect Heights,municipality
IL,Proviso,municipality
IL,Quincy,municipality
IL,Rich,municipality
IL,Richmond,municipality
IL,River Forest,municipality
IL,Riverdale,municipality
IL,Riverside,municipality
IL,Riverton,municipality
IL,Roanoke,municipality
IL,Robbins,municipality
IL,Rochelle,municipality
IL,Rock Falls,municipality
IL,Rock Island,municipality
IL,Rockdale,municipality
IL,Rockford,municipality
IL,Rockton,municipality
IL,Roodhouse,municipality
IL,Roscoe,municipality
IL,Rosemont,municipality
IL,Roseville,municipality
IL,Rossville,municipality
IL,Round Lake,municipality
IL,Roxana,municipality
IL,Rushville,municipality
IL,Rutland,municipality
IL,Salem,municipality
IL,Sammons Point,municipality
IL,San Jose,municipality
IL,Sauk Village,municipality
IL,Savanna,municipality
IL,Schaumburg,municipality
IL,Sesser,municipality
IL,Shawnee,municipality
IL,Shawneetown,municipality
IL,Sherman,municipality
IL,Shiloh,municipality
IL,Shorewood,municipality
IL,Silvis,municipality
IL,Skokie,municipality
IL,Smithton,municipality
IL,South Barrington,municipality
IL,South Jacksonville,municipality
IL,South Rock Island,municipality
IL,Spring Bay,municipality
IL,Spring Grove,municipality
IL,St. Clair,municipality
IL,St. Elmo,municipality
IL,St. Jacob,municipality
IL,Steger,municipality
IL,Sterling,municipality
IL,Stickney,municipality
IL,Stockton,municipality
IL,Stone Park,municipality
IL,Stonington,municipality
IL,Streamwood,municipality
IL,Streator,municipality
IL,Stronghurst,municipality
IL,Sugar Grove,municipality
IL,Sullivan,municipality
IL,Summit,municipality
IL,Swansea,municipality
IL,Sycamore,municipality
IL,Taylor Springs,municipality
IL,Taylorville,municipality
IL,Teutopolis,municipality
IL,Thornton,municipality
IL,Tinley Park,municipality
IL,Tiskilwa,municipality
IL,Tolono,municipality
IL,Tremont,municipality
IL,Trenton,municipality
IL,Troy,municipality
IL,Tuscola,municipality
IL,University Park,municipality
IL,Urbana,municipality
IL,Utica,municipality
IL,Valmeyer,municipality
IL,Vandalia,municipality
IL,Varna,municipality
IL,Vernon,municipality
IL,Virden,municipality
IL,Virgil,municipality
IL,Wapella,municipality
IL,Warrensburg,municipality
IL,Warrenville,municipality
IL,Washington,municipality
IL,Waterloo,municipality
IL,Wauconda,municipality
IL,Waukegan,municipality
IL,Waynesville,municipality
IL,West Dundee,municipality
IL,Westchester,municipality
IL,Wheatland,municipality
IL,Willow Creek,municipality
IL,Willow Springs,municipality
IL,Wilmington,municipality
IL,Windsor,municipality
IL,Winnebago,municipality
IL,Winthrop Harbor,municipality
IL,Wood River,municipality
IL,Yates,municipality
IL,Yates City,municipality
IL,Zion,municipality
IN,Albany,municipality
IN,Albion,municipality
IN,Angola,municipality
IN,Batesville,municipality
IN,Beech Grove,municipality
IN,Berne,municipality
IN,Beverly Shores,municipality
IN,Bloomington,municipality
IN,Boonville,municipality
IN,Borden,municipality
IN,Brazil,municipality
IN,Bristol,municipality
IN,Brooksburg,municipality
IN,Brookston,municipality
IN,Buck Creek,municipality
IN,Burns Harbor,municipality
IN,Cambridge City,municipality
IN,Camden,municipality
IN,Carmel,municipality
IN,Cedar Creek,municipality
IN,Cedar Lake,municipality
IN,Center,municipality
IN,Centerville,municipality
IN,Centre,municipality
IN,Chalmers,municipality
IN,Chrisney,municipality
IN,Churubusco,municipality
IN,Clear Lake,municipality
IN,Clermont,municipality
IN,Columbia,municipality
IN,Columbia City,municipality
IN,Corydon,municipality
IN,Covington,municipality
IN,Culver,municipality
IN,Cumberland,municipality
IN,Dale,municipality
IN,Danville,municipality
IN,Darmstadt,municipality
IN,Dayton,municipality
IN,Decatur,municipality
IN,Delphi,municipality
IN,Dillsboro,municipality
IN,East Chicago,municipality
IN,Edgewood,municipality
IN,Edinburgh,municipality
IN,Elkhart,municipality
IN,Ellettsville,municipality
IN,Elwood,municipality
IN,Evansville,municipality
IN,Fairmount,municipality
IN,Ferdinand,municipality
IN,Fort Branch,municipality
IN,Fort Wayne,municipality
IN,Fortville,municipality
IN,Francesville,municipality
IN,Frankfort,municipality
IN,Franklin,municipality
IN,Garrett,municipality
IN,Geneva,municipality
IN,Gentryville,municipality
IN,Georgetown,municipality
IN,German,municipality
IN,Glenwood,municipality
IN,Gosport,municipality
IN,Grabill,municipality
IN,Grandview,municipality
IN,Green,municipality
IN,Greensburg,municipality
IN,Greentown,municipality
IN,Hagerstown,municipality
IN,Hammond,municipality
IN,Hartford City,municipality
IN,Haubstadt,municipality
IN,Highland,municipality
IN,Hobart,municipality
IN,Honey Creek,municipality
IN,Hope,municipality
IN,Huntertown,municipality
IN,Huntingburg,municipality
IN,Huntington,municipality
IN,Indianapolis city (balance),municipality
IN,Jackson,municipality
IN,Jamestown,municipality
IN,Jasper,municipality
IN,Jennings,municipality
IN,Kendallville,municipality
IN,Kentland,municipality
IN,Keyser,municipality
IN,Kingsford Heights,municipality
IN,Kirklin,municipality
IN,Knightstown,municipality
IN,Knox,municipality
IN,Kokomo,municipality
IN,La Paz,municipality
IN,La Porte,municipality
IN,Ladoga,municipality
IN,Lagrange,municipality
IN,Lagro,municipality
IN,Lapel,municipality
IN,Laurel,municipality
IN,Lawrence,municipality
IN,Lawrenceburg,municipality
IN,Lebanon,municipality
IN,Liberty,municipality
IN,Ligonier,municipality
IN,Logansport,municipality
IN,Loogootee,municipality
IN,Lowell,municipality
IN,Lynn,municipality
IN,Marion,municipality
IN,Martinsville,municipality
IN,McCordsville,municipality
IN,Medaryville,municipality
IN,Meridian Hills,municipality
IN,Middlebury,municipality
IN,Middletown,municipality
IN,Millersburg,municipality
IN,Milton,municipality
IN,Monon,municipality
IN,Montpelier,municipality
IN,Mooreland,municipality
IN,Mooresville,municipality
IN,Morgan,municipality
IN,Munster,municipality
IN,Nashville,municipality
IN,New Carlisle,municipality
IN,New Castle,municipality
IN,New Chicago,municipality
IN,New Harmony,municipality
IN,New Richmond,municipality
IN,New Whiteland,municipality
IN,Newcastle,municipality
IN,Noblesville,municipality
IN,North Manchester,municipality
IN,North Vernon,municipality
IN,Odon,municipality
IN,Ogden Dunes,municipality
IN,Orleans,municipality
IN,Osgood,municipality
IN,Owensville,municipality
IN,Paoli,municipality
IN,Peru,municipality
IN,Pike,municipality
IN,Plymouth,municipality
IN,Porter,municipality
IN,Portland,municipality
IN,Posey,municipality
IN,Princeton,municipality
IN,Redkey,municipality
IN,Rensselaer,municipality
IN,Ridgeville,municipality
IN,Riley,municipality
IN,Roann,municipality
IN,Rochester,municipality
IN,Rome City,municipality
IN,Royal Center,municipality
IN,Russiaville,municipality
IN,Salem,municipality
IN,Schererville,municipality
IN,Scottsburg,municipality
IN,Sellersburg,municipality
IN,Shadeland,municipality
IN,Shawswick,municipality
IN,Shelburn,municipality
IN,Shelby,municipality
IN,Sheridan,municipality
IN,Silver Creek,municipality
IN,Silver Lake,municipality
IN,Spencer,municipality
IN,Spring Grove,municipality
IN,Spurgeon,municipality
IN,St. John,municipality
IN,St. Paul,municipality
IN,Stampers Creek,municipality
IN,Thorntown,municipality
IN,Tippecanoe,municipality
IN,Trail Creek,municipality
IN,Troy,municipality
IN,Ulen,municipality
IN,Union,municipality
IN,Van Buren,municipality
IN,Veedersburg,municipality
IN,Vermillion,municipality
IN,Versailles,municipality
IN,Wabash,municipality
IN,Walton,municipality
IN,Warsaw,municipality
IN,Washington,municipality
IN,Wayne,municipality
IN,West Baden Springs,municipality
IN,West Terre Haute,municipality
IN,Westport,municipality
IN,Wheatfield,municipality
IN,White River,municipality
IN,Whitestown,municipality
IN,Whiting,municipality
IN,Winamac,municipality
IN,Winfield,municipality
IN,Winslow,municipality
IN,Wolcottville,municipality
IN,Worthington,municipality
IN,Yorktown,municipality
KS,Afton,municipality
KS,Alta Vista,municipality
KS,Altamont,municipality
KS,Altoona,municipality
KS,Americus,municipality
KS,Andover,municipality
KS,Anthony,municipality
KS,Argonia,municipality
KS,Arkansas City,municipality
KS,Arma,municipality
KS,Atchison,municipality
KS,Augusta,municipality
KS,Basehor,municipality
KS,Baxter Springs,municipality
KS,Bazine,municipality
KS,Bel Aire,municipality
KS,Belle Plaine,municipality
KS,Belleville,municipality
KS,Bennington,municipality
KS,Bentley,municipality
KS,Benton,municipality
KS,Bird City,municipality
KS,Burden,municipality
KS,Burlington,municipality
KS,Caney,municipality
KS,Canton,municipality
KS,Cawker City,municipality
KS,Chanute,municipality
KS,Chase,municipality
KS,Cheney,municipality
KS,Cherryvale,municipality
KS,Claflin,municipality
KS,Clearwater,municipality
KS,Coffeyville,municipality
KS,Colby,municipality
KS,Coldwater,municipality
KS,Columbus,municipality
KS,Colwich,municipality
KS,Conway Springs,municipality
KS,Council Grove,municipality
KS,Culver,municipality
KS,Cunningham,municipality
KS,Deerfield,municipality
KS,Dodge,municipality
KS,Downs,municipality
KS,Eastborough,municipality
KS,Edgerton,municipality
KS,Edna,municipality
KS,Edwardsville,municipality
KS,El Dorado,municipality
KS,Ellinwood,municipality
KS,Ellsworth,municipality
KS,Elwood,municipality
KS,Emporia,municipality
KS,Eskridge,municipality
KS,Eudora,municipality
KS,Eureka,municipality
KS,Fairview,municipality
KS,Galena,municipality
KS,Garden Plain,municipality
KS,Gardner,municipality
KS,Gas,municipality
KS,Glasco,municipality
KS,Glen Elder,municipality
KS,Goessel,municipality
KS,Goodland,municipality
KS,Great Bend,municipality
KS,Gridley,municipality
KS,Halstead,municipality
KS,Harper,municipality
KS,Haven,municipality
KS,Haviland,municipality
KS,Herington,municipality
KS,Hiawatha,municipality
KS,Hillsboro,municipality
KS,Hoisington,municipality
KS,Holcomb,municipality
KS,Hope,municipality
KS,Inman,municipality
KS,Jewell,municipality
KS,Johnson City,municipality
KS,Kanopolis,municipality
KS,Kansas City,municipality
KS,Kechi,municipality
KS,Kinsley,municipality
KS,La Cygne,municipality
KS,Lake Quivira,municipality
KS,Lansing,municipality
KS,Larned,municipality
KS,Lawrence,municipality
KS,Lebo,municipality
KS,Lecompton,municipality
KS,Leonardville,municipality
KS,Lincoln,municipality
KS,Lincoln Center,municipality
KS,Linn,municipality
KS,Linn Valley,municipality
KS,Louisburg,municipality
KS,Madison,municipality
KS,Maize,municipality
KS,Mankato,municipality
KS,Maple Hill,municipality
KS,Marysville,municipality
KS,McLouth,municipality
KS,McPherson,municipality
KS,Medicine Lodge,municipality
KS,Melvern,municipality
KS,Meriden,municipality
KS,Minneapolis,municipality
KS,Minneola,municipality
KS,Mission,municipality
