rank,state,municipality,municipality_id,census_gov_id,government_name,government_type,population,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,data_completeness_score,evidence_signal_score,retry_flag,retry_priority,priority_reason_summary,recommended_future_wave
1,NV,Las Vegas,cog_2025_169988,169988,CITY OF LAS VEGAS,municipal,660929,79.537,Tier 1,low,27.137,10.000,17.256,12.360,6.783,5.000,1.000,yes,high,population percentile 99.9; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); failure-only retry candidate,next_cross_state_150_priority_pool
348,CA,Ridgecrest,cog_2025_161158,161158,CITY OF RIDGECREST,municipal,28088,72.888,Tier 1,high,22.966,10.000,18.043,13.079,3.800,5.000,0.000,no,not_applicable,population percentile 94.9; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
349,CA,Soledad,cog_2025_183860,183860,CITY OF SOLEDAD,municipal,23947,72.887,Tier 1,high,22.669,10.000,18.043,13.079,4.096,5.000,0.000,no,not_applicable,population percentile 93.9; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
350,ND,Williston,cog_2025_171498,171498,CITY OF WILLISTON,municipal,27706,72.886,Tier 1,low,22.939,10.000,16.102,10.051,8.794,5.000,0.000,no,not_applicable,population percentile 94.8; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
351,CA,San Carlos,cog_2025_161266,161266,CITY OF SAN CARLOS,municipal,28862,72.882,Tier 1,high,23.013,10.000,18.043,13.079,3.746,5.000,0.000,no,not_applicable,population percentile 95.1; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
352,NY,Garden City,cog_2025_131244,131244,VILLAGE OF GARDEN CITY,municipal,22835,72.880,Tier 1,medium,22.584,10.000,16.739,10.760,7.798,5.000,0.000,no,not_applicable,population percentile 93.7; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
353,WY,Evanston,cog_2025_136968,136968,CITY OF EVANSTON,municipal,11807,72.880,Tier 1,low,21.277,10.000,16.729,11.054,8.819,5.000,0.000,no,not_applicable,population percentile 89.0; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
354,UT,Eagle Mountain,cog_2025_209660,209660,TOWN OF EAGLE MOUNTAIN,municipal,56932,72.875,Tier 1,low,24.093,10.000,15.506,10.311,7.964,5.000,0.000,no,not_applicable,population percentile 97.6; municipal/place; state evidence low; smoothed yield component 15.5/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
355,AL,Prattville,cog_2025_100019,100019,CITY OF PRATTVILLE,municipal,39318,72.873,Tier 1,low,23.529,10.000,15.110,9.633,9.601,5.000,0.000,no,not_applicable,population percentile 96.4; municipal/place; state evidence low; smoothed yield component 15.1/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
356,CA,San Gabriel,cog_2025_161180,161180,CITY OF SAN GABRIEL,municipal,37732,72.869,Tier 1,high,23.458,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 96.2; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
357,PA,Hermitage,cog_2025_133587,133587,CITY OF HERMITAGE,municipal,15923,72.861,Tier 1,medium,21.891,10.000,17.177,10.934,7.858,5.000,0.000,no,not_applicable,population percentile 91.3; municipal/place; state evidence medium; smoothed yield component 17.2/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
358,CA,Bell Gardens,cog_2025_100692,100692,CITY OF BELL GARDENS,municipal,37467,72.858,Tier 1,high,23.447,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 96.2; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
359,WI,Baraboo,cog_2025_205671,205671,CITY OF BARABOO,municipal,12554,72.855,Tier 1,medium,21.405,10.000,17.902,11.561,6.987,5.000,0.000,no,not_applicable,population percentile 89.5; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
360,CA,National City,cog_2025_123150,123150,CITY OF NATIONAL CITY,municipal,55236,72.851,Tier 1,high,24.050,10.000,18.043,13.079,2.679,5.000,0.000,no,not_applicable,population percentile 97.6; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
361,CA,Placentia,cog_2025_161221,161221,CITY OF PLACENTIA,municipal,52192,72.847,Tier 1,high,23.967,10.000,18.043,13.079,2.758,5.000,0.000,no,not_applicable,population percentile 97.4; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
362,NM,Socorro,cog_2025_184188,184188,CITY OF SOCORRO,municipal,8361,72.847,Tier 1,low,20.485,10.000,17.299,11.771,8.291,5.000,0.000,no,not_applicable,population percentile 85.7; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
363,CA,East Palo Alto,cog_2025_183847,183847,CITY OF EAST PALO ALTO,municipal,28216,72.843,Tier 1,high,22.975,10.000,18.043,13.079,3.746,5.000,0.000,no,not_applicable,population percentile 94.9; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
364,VA,Blacksburg,cog_2025_209701,209701,TOWN OF BLACKSBURG,municipal,45485,72.840,Tier 1,low,23.759,10.000,15.297,10.272,8.512,5.000,0.000,no,not_applicable,population percentile 97.0; municipal/place; state evidence low; smoothed yield component 15.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
365,OH,Minster,cog_2025_132395,132395,VILLAGE OF MINSTER,municipal,2999,72.839,Tier 1,high,17.700,10.000,19.353,15.076,5.709,5.000,0.000,no,not_applicable,population percentile 72.1; municipal/place; state evidence high; smoothed yield component 19.4/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
366,AL,Phenix City,cog_2025_122582,122582,CITY OF PHENIX,municipal,38441,72.834,Tier 1,low,23.490,10.000,15.110,9.633,9.601,5.000,0.000,no,not_applicable,population percentile 96.3; municipal/place; state evidence low; smoothed yield component 15.1/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
367,MN,Otsego,cog_2025_208517,208517,CITY OF OTSEGO,municipal,23241,72.829,Tier 1,medium,22.616,10.000,16.681,10.550,7.981,5.000,0.000,no,not_applicable,population percentile 93.8; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
368,CA,Monrovia,cog_2025_161176,161176,CITY OF MONROVIA,municipal,36768,72.827,Tier 1,high,23.416,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 96.1; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
369,VA,Herndon,cog_2025_183685,183685,TOWN OF HERNDON,municipal,24935,72.825,Tier 1,low,22.744,10.000,15.297,10.272,9.512,5.000,0.000,no,not_applicable,population percentile 94.2; municipal/place; state evidence low; smoothed yield component 15.3/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
370,WY,Green River,cog_2025_205729,205729,CITY OF GREEN RIVER,municipal,11496,72.825,Tier 1,low,21.223,10.000,16.729,11.054,8.819,5.000,0.000,no,not_applicable,population percentile 88.8; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
371,VA,Charlottesville,cog_2025_194177,194177,CITY OF CHARLOTTESVILLE,municipal,44983,72.823,Tier 1,low,23.742,10.000,15.297,10.272,8.512,5.000,0.000,no,not_applicable,population percentile 96.9; municipal/place; state evidence low; smoothed yield component 15.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
372,CA,La Puente,cog_2025_161172,161172,CITY OF LA PUENTE,municipal,36516,72.818,Tier 1,high,23.406,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 96.1; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
373,WV,Martinsburg,cog_2025_176958,176958,CITY OF MARTINSBURG,municipal,18935,72.812,Tier 1,low,22.236,10.000,15.952,10.674,8.951,5.000,0.000,no,not_applicable,population percentile 92.5; municipal/place; state evidence low; smoothed yield component 16.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
374,CA,Wasco,cog_2025_123107,123107,CITY OF WASCO,municipal,26917,72.811,Tier 1,high,22.888,10.000,18.043,13.079,3.800,5.000,0.000,no,not_applicable,population percentile 94.7; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
375,CA,La Quinta,cog_2025_123141,123141,CITY OF LA QUINTA,municipal,39081,72.810,Tier 1,high,23.520,10.000,18.043,13.079,3.167,5.000,0.000,no,not_applicable,population percentile 96.4; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
376,OH,Independence,cog_2025_209044,209044,CITY OF INDEPENDENCE,municipal,7481,72.807,Tier 1,high,20.216,10.000,19.353,15.076,3.162,5.000,0.000,no,not_applicable,population percentile 84.5; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
377,CA,Marina,cog_2025_207590,207590,CITY OF MARINA,municipal,22833,72.802,Tier 1,high,22.583,10.000,18.043,13.079,4.096,5.000,0.000,no,not_applicable,population percentile 93.7; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
378,UT,Cedar City,cog_2025_176481,176481,CITY OF CEDAR CITY,municipal,39942,72.799,Tier 1,low,23.555,10.000,15.506,10.311,8.426,5.000,0.000,no,not_applicable,population percentile 96.5; municipal/place; state evidence low; smoothed yield component 15.5/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
379,LA,New Iberia,cog_2025_166067,166067,CITY OF NEW IBERIA,municipal,27080,72.796,Tier 1,low,22.898,10.000,15.814,10.317,8.767,5.000,0.000,no,not_applicable,population percentile 94.7; municipal/place; state evidence low; smoothed yield component 15.8/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
380,OH,South Russell,cog_2025_172419,172419,VILLAGE OF SOUTH RUSSELL,municipal,3939,72.793,Tier 1,high,18.524,10.000,19.353,15.076,4.840,5.000,0.000,no,not_applicable,population percentile 76.4; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
381,CA,Aliso Viejo,cog_2025_213287,213287,CITY OF ALISO VIEJO,municipal,50263,72.792,Tier 1,high,23.912,10.000,18.043,13.079,2.758,5.000,0.000,no,not_applicable,population percentile 97.3; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
382,MN,Rosemount,cog_2025_167452,167452,CITY OF ROSEMOUNT,municipal,27590,72.792,Tier 1,medium,22.932,10.000,16.681,10.550,7.628,5.000,0.000,no,not_applicable,population percentile 94.8; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
383,WI,Ashland,cog_2025_177081,177081,CITY OF ASHLAND,municipal,7878,72.788,Tier 1,medium,20.338,10.000,17.902,11.561,7.987,5.000,0.000,no,not_applicable,population percentile 85.0; municipal/place; state evidence medium; smoothed yield component 17.9/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
384,MS,Gautier,cog_2025_129299,129299,CITY OF GAUTIER,municipal,19021,72.781,Tier 1,low,22.245,10.000,16.122,10.554,8.860,5.000,0.000,no,not_applicable,population percentile 92.6; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
385,MO,Ballwin,cog_2025_194586,194586,CITY OF BALLWIN,municipal,30410,72.779,Tier 1,low,23.102,10.000,15.797,10.173,8.708,5.000,0.000,no,not_applicable,population percentile 95.3; municipal/place; state evidence low; smoothed yield component 15.8/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
386,CA,Selma,cog_2025_161148,161148,CITY OF SELMA,municipal,24467,72.779,Tier 1,high,22.711,10.000,18.043,13.079,3.946,5.000,0.000,no,not_applicable,population percentile 94.1; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
387,CA,Claremont,cog_2025_189637,189637,CITY OF CLAREMONT,municipal,35640,72.778,Tier 1,high,23.367,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 96.0; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
388,OH,West Milton,cog_2025_193884,193884,VILLAGE OF WEST MILTON,municipal,4805,72.778,Tier 1,high,19.086,10.000,19.353,15.076,4.263,5.000,0.000,no,not_applicable,population percentile 79.2; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
389,MS,Ocean Springs,cog_2025_193616,193616,CITY OF OCEAN SPRINGS,municipal,18997,72.777,Tier 1,low,22.241,10.000,16.122,10.554,8.860,5.000,0.000,no,not_applicable,population percentile 92.6; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
390,OH,Barnesville,cog_2025_172307,172307,VILLAGE OF BARNESVILLE,municipal,3908,72.772,Tier 1,high,18.503,10.000,19.353,15.076,4.840,5.000,0.000,no,not_applicable,population percentile 76.3; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
391,UT,Tooele,cog_2025_202706,202706,CITY OF TOOELE,municipal,39263,72.770,Tier 1,low,23.527,10.000,15.506,10.311,8.426,5.000,0.000,no,not_applicable,population percentile 96.4; municipal/place; state evidence low; smoothed yield component 15.5/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
392,OH,Wellington,cog_2025_132476,132476,VILLAGE OF WELLINGTON,municipal,4851,72.766,Tier 1,high,19.114,10.000,19.353,15.076,4.222,5.000,0.000,no,not_applicable,population percentile 79.4; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
393,MT,Polson,cog_2025_169454,169454,CITY OF POLSON,municipal,5613,72.765,Tier 1,low,19.501,10.000,17.294,12.360,8.610,5.000,0.000,no,not_applicable,population percentile 81.2; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
394,CA,Martinez,cog_2025_161133,161133,CITY OF MARTINEZ,municipal,36395,72.763,Tier 1,high,23.400,10.000,18.043,13.079,3.240,5.000,0.000,no,not_applicable,population percentile 96.1; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
395,NY,Geneva,cog_2025_109553,109553,CITY OF GENEVA,municipal,12391,72.760,Tier 1,medium,21.377,10.000,16.739,10.760,8.885,5.000,0.000,no,not_applicable,population percentile 89.4; municipal/place; state evidence medium; smoothed yield component 16.7/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
396,UT,Saratoga Springs,cog_2025_205540,205540,CITY OF SARATOGA SPRINGS,municipal,52532,72.758,Tier 1,low,23.976,10.000,15.506,10.311,7.964,5.000,0.000,no,not_applicable,population percentile 97.4; municipal/place; state evidence low; smoothed yield component 15.5/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
397,OH,Montpelier,cog_2025_132545,132545,VILLAGE OF MONTPELIER,municipal,3886,72.756,Tier 1,high,18.487,10.000,19.353,15.076,4.840,5.000,0.000,no,not_applicable,population percentile 76.2; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
398,UT,Bountiful,cog_2025_184198,184198,CITY OF BOUNTIFUL,municipal,44144,72.755,Tier 1,low,23.712,10.000,15.506,10.311,8.226,5.000,0.000,no,not_applicable,population percentile 96.9; municipal/place; state evidence low; smoothed yield component 15.5/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
399,IA,Pella,cog_2025_164496,164496,CITY OF PELLA,municipal,10820,72.753,Tier 1,medium,21.089,10.000,16.157,11.645,8.862,5.000,0.000,no,not_applicable,population percentile 88.3; municipal/place; state evidence medium; smoothed yield component 16.2/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
400,NY,Mineola,cog_2025_170556,170556,VILLAGE OF MINEOLA,municipal,21169,72.749,Tier 1,medium,22.452,10.000,16.739,10.760,7.798,5.000,0.000,no,not_applicable,population percentile 93.3; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
401,MN,Shoreview,cog_2025_167607,167607,CITY OF SHOREVIEW,municipal,26374,72.748,Tier 1,medium,22.851,10.000,16.681,10.550,7.665,5.000,0.000,no,not_applicable,population percentile 94.5; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
402,CA,Cypress,cog_2025_194464,194464,CITY OF CYPRESS,municipal,48782,72.747,Tier 1,high,23.867,10.000,18.043,13.079,2.758,5.000,0.000,no,not_applicable,population percentile 97.2; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
403,MS,Ridgeland,cog_2025_168668,168668,CITY OF RIDGELAND,municipal,24459,72.746,Tier 1,low,22.710,10.000,16.122,10.554,8.360,5.000,0.000,no,not_applicable,population percentile 94.1; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
404,CA,Temple City,cog_2025_193111,193111,CITY OF TEMPLE,municipal,34854,72.742,Tier 1,high,23.330,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 95.9; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
405,VA,Manassas,cog_2025_209713,209713,CITY OF MANASSAS,municipal,42696,72.739,Tier 1,low,23.658,10.000,15.297,10.272,8.512,5.000,0.000,no,not_applicable,population percentile 96.7; municipal/place; state evidence low; smoothed yield component 15.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
406,CA,Brea,cog_2025_123131,123131,CITY OF BREA,municipal,48479,72.737,Tier 1,high,23.857,10.000,18.043,13.079,2.758,5.000,0.000,no,not_applicable,population percentile 97.2; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
407,CA,Belmont,cog_2025_207602,207602,CITY OF BELMONT,municipal,26622,72.736,Tier 1,high,22.868,10.000,18.043,13.079,3.746,5.000,0.000,no,not_applicable,population percentile 94.6; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
408,MN,North Mankato,cog_2025_106858,106858,CITY OF NORTH MANKATO,municipal,14091,72.736,Tier 1,medium,21.644,10.000,16.681,10.550,8.860,5.000,0.000,no,not_applicable,population percentile 90.4; municipal/place; state evidence medium; smoothed yield component 16.7/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
409,WI,Stoughton,cog_2025_209779,209779,CITY OF STOUGHTON,municipal,13044,72.734,Tier 1,medium,21.484,10.000,17.902,11.561,6.787,5.000,0.000,no,not_applicable,population percentile 89.8; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
410,WV,Fairmont,cog_2025_136398,136398,CITY OF FAIRMONT,municipal,18155,72.731,Tier 1,low,22.155,10.000,15.952,10.674,8.951,5.000,0.000,no,not_applicable,population percentile 92.3; municipal/place; state evidence low; smoothed yield component 16.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
411,ME,Bath,cog_2025_166167,166167,CITY OF BATH,municipal,8844,72.730,Tier 1,low,20.623,10.000,16.731,11.464,8.912,5.000,0.000,no,not_applicable,population percentile 86.3; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
412,CA,Wildomar,cog_2025_222205,222205,CITY OF WILDOMAR,municipal,37087,72.720,Tier 1,high,23.430,10.000,18.043,13.079,3.167,5.000,0.000,no,not_applicable,population percentile 96.2; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
413,MO,Republic,cog_2025_190673,190673,CITY OF REPUBLIC,municipal,20144,72.717,Tier 1,low,22.356,10.000,15.797,10.173,9.392,5.000,0.000,no,not_applicable,population percentile 93.0; municipal/place; state evidence low; smoothed yield component 15.8/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
414,CA,West Hollywood,cog_2025_123115,123115,CITY OF WEST HOLLYWOOD,municipal,34349,72.716,Tier 1,high,23.304,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 95.8; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
415,MN,Brooklyn Center,cog_2025_167483,167483,CITY OF BROOKLYN CENTER,municipal,31688,72.715,Tier 1,medium,23.169,10.000,16.681,10.550,7.314,5.000,0.000,no,not_applicable,population percentile 95.5; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
416,NY,Plattsburgh,cog_2025_208814,208814,CITY OF PLATTSBURGH,municipal,19867,72.714,Tier 1,medium,22.331,10.000,16.739,10.760,7.885,5.000,0.000,no,not_applicable,population percentile 92.9; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
417,WY,Riverton,cog_2025_209937,209937,CITY OF RIVERTON,municipal,10923,72.711,Tier 1,low,21.108,10.000,16.729,11.054,8.819,5.000,0.000,no,not_applicable,population percentile 88.3; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
418,VA,Danville,cog_2025_202748,202748,CITY OF DANVILLE,municipal,41837,72.710,Tier 1,low,23.628,10.000,15.297,10.272,8.512,5.000,0.000,no,not_applicable,population percentile 96.7; municipal/place; state evidence low; smoothed yield component 15.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
419,MO,Kirkwood,cog_2025_129595,129595,CITY OF KIRKWOOD,municipal,29174,72.710,Tier 1,low,23.032,10.000,15.797,10.173,8.708,5.000,0.000,no,not_applicable,population percentile 95.1; municipal/place; state evidence low; smoothed yield component 15.8/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
420,ND,Dickinson,cog_2025_171463,171463,CITY OF DICKINSON,municipal,25130,72.708,Tier 1,low,22.761,10.000,16.102,10.051,8.794,5.000,0.000,no,not_applicable,population percentile 94.3; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
421,WI,Harrison,cog_2025_240470,240470,VILLAGE OF HARRISON,municipal,14524,72.708,Tier 1,medium,21.708,10.000,17.902,11.561,6.537,5.000,0.000,no,not_applicable,population percentile 90.6; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
422,WI,Greenville,cog_2025_250370,250370,VILLAGE OF GREENVILLE,municipal,13286,72.706,Tier 1,medium,21.521,10.000,17.902,11.561,6.722,5.000,0.000,no,not_applicable,population percentile 89.9; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
423,WI,Port Washington,cog_2025_188014,188014,CITY OF PORT WASHINGTON,municipal,12763,72.703,Tier 1,medium,21.441,10.000,17.902,11.561,6.799,5.000,0.000,no,not_applicable,population percentile 89.6; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
424,MD,Bladensburg,cog_2025_106005,106005,TOWN OF BLADENSBURG,municipal,9446,72.701,Tier 1,low,20.783,10.000,17.456,11.487,7.975,5.000,0.000,no,not_applicable,population percentile 87.0; municipal/place; state evidence low; smoothed yield component 17.5/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
425,MS,Hernando,cog_2025_225806,225806,CITY OF HERNANDO,municipal,18239,72.700,Tier 1,low,22.164,10.000,16.122,10.554,8.860,5.000,0.000,no,not_applicable,population percentile 92.3; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
426,OH,Silverton,cog_2025_110749,110749,VILLAGE OF SILVERTON,municipal,4812,72.699,Tier 1,high,19.090,10.000,19.353,15.076,4.180,5.000,0.000,no,not_applicable,population percentile 79.2; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
427,WI,Allouez,cog_2025_177091,177091,VILLAGE OF ALLOUEZ,municipal,13839,72.697,Tier 1,medium,21.607,10.000,17.902,11.561,6.627,5.000,0.000,no,not_applicable,population percentile 90.3; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
428,IL,Roselle,cog_2025_162300,162300,VILLAGE OF ROSELLE,municipal,22508,72.695,Tier 1,high,22.562,10.000,17.147,12.269,4.717,5.000,1.000,yes,high,population percentile 93.6; municipal/place; state evidence high; smoothed yield component 17.1/20; 3 county relationship(s); failure-only retry candidate,next_two_to_four_priority_waves
429,KS,Leawood,cog_2025_164766,164766,CITY OF LEAWOOD,municipal,33980,72.692,Tier 1,low,23.288,10.000,15.729,10.349,8.325,5.000,0.000,no,not_applicable,population percentile 95.8; municipal/place; state evidence low; smoothed yield component 15.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
430,ME,Ellsworth,cog_2025_105830,105830,CITY OF ELLSWORTH,municipal,8711,72.691,Tier 1,low,20.584,10.000,16.731,11.464,8.912,5.000,0.000,no,not_applicable,population percentile 86.1; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
431,UT,Millcreek,cog_2025_245766,245766,CITY OF MILLCREEK,municipal,62205,72.689,Tier 1,low,24.228,10.000,15.506,10.311,7.643,5.000,0.000,no,not_applicable,population percentile 97.9; municipal/place; state evidence low; smoothed yield component 15.5/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
432,PA,Greensburg,cog_2025_133633,133633,CITY OF GREENSBURG,municipal,14603,72.689,Tier 1,medium,21.719,10.000,17.177,10.934,7.858,5.000,0.000,no,not_applicable,population percentile 90.7; municipal/place; state evidence medium; smoothed yield component 17.2/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
433,WI,Mukwonago,cog_2025_115123,115123,VILLAGE OF MUKWONAGO,municipal,8492,72.686,Tier 1,medium,20.523,10.000,17.902,11.561,7.700,5.000,0.000,no,not_applicable,population percentile 85.8; municipal/place; state evidence medium; smoothed yield component 17.9/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
434,ID,Moscow,cog_2025_124670,124670,CITY OF MOSCOW,municipal,26387,72.683,Tier 1,low,22.852,10.000,15.708,10.574,8.549,5.000,0.000,no,not_applicable,population percentile 94.6; municipal/place; state evidence low; smoothed yield component 15.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
