source_domain,verification_rows,verified_reachable,unavailable,blocked_or_timeout,verification_error,global_analysis_readiness
town.northborough.ma.us,1,0,1,0,0,false
town.pendleton.in.us,1,0,1,0,0,false
town.raynham.ma.us,2,2,0,0,0,false
town.richlands.va.us,1,0,0,1,0,false
town.rye.nh.us,1,0,1,0,0,false
town.westborough.ma.us,1,0,1,0,0,false
town.williston.vt.us,2,2,0,0,0,false
towncloud-core-prod.s3.amazonaws.com,1,1,0,0,0,false
towncloud-core-prod.s3.us-west-2.amazonaws.com,7,6,1,0,0,false
towncloud.io,1,1,0,0,0,false
townhall.westwood.ma.us,2,0,2,0,0,false
townofabitasprings.com,2,2,0,0,0,false
townofallendale.sc.gov,1,1,0,0,0,false
townofansted.com,2,2,0,0,0,false
townofappomattox.com,2,2,0,0,0,false
townofbainville.com,2,2,0,0,0,false
townofball.com,3,0,3,0,0,false
townofbeekman.gov,1,1,0,0,0,false
townofbellefonte.com,2,2,0,0,0,false
townofbigsandy.com,1,1,0,0,0,false
townofblackstone.org,2,0,2,0,0,false
townofblanchard.us,1,1,0,0,0,false
townofboone.net,1,0,1,0,0,false
townofbrandon.com,1,1,0,0,0,false
townofbroadus.com,1,1,0,0,0,false
townofcamillus.com,2,2,0,0,0,false
townofcantonct.gov,1,0,1,0,0,false
townofcarrboro.org,1,0,1,0,0,false
townofcentreville.org,3,0,3,0,0,false
townofcharlton.net,3,0,3,0,0,false
townofchelmsford.us,1,0,1,0,0,false
townofchevychase.org,1,0,1,0,0,false
townofclaytonnc.org,1,0,1,0,0,false
townofclearmont.com,2,2,0,0,0,false
townofcoupeville.org,2,2,0,0,0,false
townofdanville.org,1,1,0,0,0,false
townofdavidson.org,3,1,2,0,0,false
townofdelhi.municipalimpact.com,1,1,0,0,0,false
townofdelmar.us,2,2,0,0,0,false
townofdundee.com,1,1,0,0,0,false
townofdutton.com,2,2,0,0,0,false
townofeagle.org,1,0,1,0,0,false
townofelkmountain.com,2,2,0,0,0,false
townofelsmere.com,1,1,0,0,0,false
townofencampment.com,2,0,0,2,0,false
townoferath.com,1,1,0,0,0,false
townofestancia.com,2,2,0,0,0,false
townofevansville.org,1,1,0,0,0,false
townoffairfield.com,3,3,0,0,0,false
townofforestcity.com,2,2,0,0,0,false
townoffroid.com,1,1,0,0,0,false
townofgeorgia.com,3,0,3,0,0,false
townofgramercy.com,1,1,0,0,0,false
townofgranby.com,1,1,0,0,0,false
townofgretna.org,2,2,0,0,0,false
townofgrottoes.com,3,3,0,0,0,false
townofgypsum.com,1,1,0,0,0,false
townofgypsum.granicus.com,1,1,0,0,0,false
townofhalfmoon-ny.gov,1,1,0,0,0,false
townofhaydenaz.gov,1,1,0,0,0,false
townofhaymarket.org,2,1,1,0,0,false
townofhillsville.com,1,1,0,0,0,false
townofholliston.us,2,0,2,0,0,false
townofhopemills.com,1,1,0,0,0,false
townofhotspringsmt.com,2,2,0,0,0,false
townofhudson.org,3,0,3,0,0,false
townofhulettwy.com,4,4,0,0,0,false
townofhurley.us,1,1,0,0,0,false
townofjackson.myruralwater.com,1,1,0,0,0,false
townofjaffrey.com,2,2,0,0,0,false
townofjena.com,1,1,0,0,0,false
townofjolietmt.net,1,1,0,0,0,false
townoflabarge.org,1,1,0,0,0,false
townoflaurel.net,2,2,0,0,0,false
townofleland.civicweb.net,1,1,0,0,0,false
townofleland.com,1,1,0,0,0,false
townoflewistonny.gov,1,1,0,0,0,false
townoflimon.com,1,1,0,0,0,false
townoflysander.org,1,1,0,0,0,false
townofmaltany.gov,2,2,0,0,0,false
townofmammothlakes.ca.gov,3,0,3,0,0,false
townofmany.org,2,0,0,2,0,false
townofmontville.org,1,1,0,0,0,false
townofmoorefield.com,1,0,1,0,0,false
townofnarrows.org,2,2,0,0,0,false
townofnewmarket.org,3,3,0,0,0,false
townofnewpaltzny.gov,1,1,0,0,0,false
townofnorthberwick.org,2,0,2,0,0,false
townofoceanawv.gov,1,1,0,0,0,false
townoforange.org,1,0,1,0,0,false
townofpalmerlake.com,1,0,1,0,0,false
townofparadise.com,1,0,0,1,0,false
townofparkeraz.com,1,1,0,0,0,false
townofphilipsburgmt.com,4,4,0,0,0,false
townofportbarre.com,4,4,0,0,0,false
townofpownal.org,1,1,0,0,0,false
townofrichwood.com,2,2,0,0,0,false
townofrockriver.org,2,2,0,0,0,false
townofroland.net,1,0,0,1,0,false
townofselmer.com,2,2,0,0,0,false
townofsharon.net,1,0,1,0,0,false
townofsharptown.org,1,1,0,0,0,false
townofshenandoah.com,1,0,0,1,0,false
townofsheridanmt.org,2,2,0,0,0,false
townofsomerset.org,4,3,1,0,0,false
townofsouthcongaree.org,2,2,0,0,0,false
townofspringlake.com,1,1,0,0,0,false
townofstanley.org,1,0,1,0,0,false
townofsteilacoom.org,1,1,0,0,0,false
townofsterlington.com,2,2,0,0,0,false
townofstevensville.com,1,0,0,1,0,false
townofstignatius.com,2,2,0,0,0,false
townofsudlersville.org,1,1,0,0,0,false
townofsunset.com,2,0,2,0,0,false
townofsurfsidefl.gov,3,2,1,0,0,false
townofterry.com,2,2,0,0,0,false
townoftiburon.gov,1,0,1,0,0,false
townofvalier.com,2,2,0,0,0,false
townofvc.com,2,2,0,0,0,false
townofvivian.us,2,2,0,0,0,false
townofwarsaw.com,1,0,1,0,0,false
townofweddington.com,1,1,0,0,0,false
townofwestyellowstone.com,1,1,0,0,0,false
townofwhitehallmt.com,2,2,0,0,0,false
townofwise.net,1,0,0,1,0,false
townofwoodstock.org,3,3,0,0,0,false
townofzebulon.org,2,0,2,0,0,false
townsend.delaware.gov,1,1,0,0,0,false
townsendmontana.net,3,3,0,0,0,false
townsendpd.org,1,1,0,0,0,false
tpoam.net,1,1,0,0,0,false
tppfl.gov,2,0,2,0,0,false
tremontoncity.org,1,1,0,0,0,false
trentonmo.com,2,2,0,0,0,false
trophyclub.org,2,2,0,0,0,false
trousdalecountytn.gov,1,0,1,0,0,false
troyil.us,3,3,0,0,0,false
trumbull-ct.gov,2,1,1,0,0,false
tuckahoe.gov,1,0,1,0,0,false
tucsonaz.gov,1,0,1,0,0,false
tucumcari.civicweb.net,1,1,0,0,0,false
tulare.ca.gov,2,0,2,0,0,false
turneroregon.gov,1,1,0,0,0,false
turtlelakend.org,1,1,0,0,0,false
tustinca.org,2,0,2,0,0,false
tuttleok.gov,1,0,1,0,0,false
twinbridgesmt.com,1,1,0,0,0,false
twinlakeswi.gov,1,1,0,0,0,false
twp.fairview.pa.us,2,2,0,0,0,false
twp.howell.nj.us,1,1,0,0,0,false
twp.pine.pa.us,2,0,2,0,0,false
twp.woodbridge.nj.us,1,0,1,0,0,false
uawlocal1853.org,1,0,0,1,0,false
uawlocal2250.wordpress.com,1,1,0,0,0,false
ufpo.us,1,1,0,0,0,false
unalaska.gov,2,0,0,2,0,false
underhillvt.gov,1,0,1,0,0,false
unioncityca.gov,1,1,0,0,0,false
unionvillenc.org,1,0,1,0,0,false
universalcitytexas.gov,1,0,1,0,0,false
uplandca.gov,2,0,2,0,0,false
upmd.org,2,1,1,0,0,false
uppergwynedd.org,1,1,0,0,0,false
upperprovmcpa.gov,1,1,0,0,0,false
upperuwchlan-pa.gov,2,0,2,0,0,false
usw.org,1,0,1,0,0,false
utah.gov,48,48,0,0,0,false
uxbridge-ma.gov,4,0,4,0,0,false
vail.gov,2,0,2,0,0,false
valdostacity.com,1,1,0,0,0,false
valp.org,1,0,1,0,0,false
vassalboro.net,1,1,0,0,0,false
vbg.org,1,1,0,0,0,false
venetaoregon.gov,1,0,1,0,0,false
ventnorcity.org,2,2,0,0,0,false
vernal.gov,2,2,0,0,0,false
vernon-ct.gov,1,1,0,0,0,false
vernonhills.org,2,0,2,0,0,false
vernonindiana.org,1,0,0,1,0,false
vernontwp.com,1,1,0,0,0,false
veronanj.org,2,2,0,0,0,false
versailles.klc.org,1,0,1,0,0,false
versaillesoh.com,3,3,0,0,0,false
viborgsd.org,2,2,0,0,0,false
vidaliaga.gov,2,2,0,0,0,false
vienna-wv.com,1,1,0,0,0,false
viennava.gov,1,0,1,0,0,false
vil.bellwood.il.us,2,2,0,0,0,false
village-npb.org,2,1,1,0,0,false
village.homewood.il.us,2,0,2,0,0,false
village.kewaskum.wi.us,1,1,0,0,0,false
villagemedina.org,1,0,1,0,0,false
villagenhpny.gov,1,1,0,0,0,false
villageofarcanum.com,2,2,0,0,0,false
villageofbaldwin.com,4,2,2,0,0,false
villageofbeachpark.com,1,1,0,0,0,false
villageofbloomfield.com,1,1,0,0,0,false
villageofchama.com,2,0,2,0,0,false
villageofchatham.com,1,0,1,0,0,false
villageofcovington.com,2,1,1,0,0,false
villageofcrete.org,2,2,0,0,0,false
villageofeasthills.org,1,0,1,0,0,false
villageofellsworth.org,1,1,0,0,0,false
villageofenosburgfalls.org,1,1,0,0,0,false
villageoffloydnm.com,1,1,0,0,0,false
villageoffranklinpark.com,4,4,0,0,0,false
villageofgoshen-ny.gov,3,3,0,0,0,false
villageofhatch.org,1,1,0,0,0,false
villageofhaverstraw.gov,1,1,0,0,0,false
villageofhinsdale.org,2,1,1,0,0,false
villageofislandlake.com,1,1,0,0,0,false
villageofjohnson.com,1,1,0,0,0,false
villageoflagrange.com,4,2,2,0,0,false
villageoflisle.org,1,0,1,0,0,false
villageofmiddleville.org,1,0,1,0,0,false
villageofmidlothian.net,2,1,1,0,0,false
villageofmilford.org,1,1,0,0,0,false
villageofmonroe.org,2,2,0,0,0,false
villageofmosquero.com,2,2,0,0,0,false
villageofnorridge.com,1,0,1,0,0,false
villageofpender.com,1,1,0,0,0,false
villageofpewaukee.com,1,0,1,0,0,false
villageofsabina.gov,1,0,1,0,0,false
villageofschaumburg.com,1,0,1,0,0,false
villageofscotia.org,1,1,0,0,0,false
villageofshelton.com,2,2,0,0,0,false
villageofsteger.org,3,3,0,0,0,false
villageofsutherland.com,2,2,0,0,0,false
villageoftularosa.com,1,1,0,0,0,false
villageoftwinlakes.net,1,0,0,1,0,false
villageofwalden.org,1,0,1,0,0,false
villageofwarwick.org,1,0,1,0,0,false
villageofwaynesville.org,2,2,0,0,0,false
villageofwilliamsburg.com,2,2,0,0,0,false
villageofwoodsfield.org,2,2,0,0,0,false
villageofworth.com,3,0,3,0,0,false
vineyardut.suiteonemedia.com,2,1,1,0,0,false
vintonva.gov,1,0,1,0,0,false
vokimberly.org,1,1,0,0,0,false
vokimberlywi.gov,1,1,0,0,0,false
vopnc.org,1,0,1,0,0,false
vtsv.org,2,2,0,0,0,false
wagonmound.org,1,1,0,0,0,false
wakefieldma.gov,3,0,3,0,0,false
wakefieldne.com,1,0,1,0,0,false
waldwicknj.gov,2,2,0,0,0,false
walhalland.org,1,1,0,0,0,false
walker.la.us,2,2,0,0,0,false
wallace.id.gov,1,1,0,0,0,false
walledlake.us,2,2,0,0,0,false
wallnj.gov,2,0,2,0,0,false
walpole-ma.gov,3,2,1,0,0,false
walsenburg.org,1,0,1,0,0,false
walterborosc.org,1,1,0,0,0,false
wamego.org,1,1,0,0,0,false
wamsutter-wy.org,2,2,0,0,0,false
wappingersfallsny.gov,2,2,0,0,0,false
wareshoalssc.com,1,1,0,0,0,false
warrenmaine.org,2,2,0,0,0,false
warrennj.org,1,0,1,0,0,false
warrensburg-mo.com,1,1,0,0,0,false
warrensburg-mo.gov,1,1,0,0,0,false
warrentonva.gov,4,1,3,0,0,false
warrenville.il.us,1,0,1,0,0,false
warrenvillefire.com,1,1,0,0,0,false
warsaw.in.gov,3,3,0,0,0,false
washburnnd.com,3,3,0,0,0,false
washingtonboro-nj.gov,1,1,0,0,0,false
washingtongrovemd.gov,2,2,0,0,0,false
washingtonpa.us,1,1,0,0,0,false
washingtonterrace.gov,1,1,0,0,0,false
washingtonville-ny.gov,1,1,0,0,0,false
watchdogri.org,2,2,0,0,0,false
watchungnj.gov,1,1,0,0,0,false
waterboromaine.net,1,1,0,0,0,false
waterburyvt.com,1,1,0,0,0,false
waterfordct.gov,2,0,2,0,0,false
waterfordmi.gov,5,0,5,0,0,false
waterfordtwp.org,1,1,0,0,0,false
waterfordwi.gov,1,0,1,0,0,false
waterloo.il.us,2,2,0,0,0,false
waterloowi.us,2,2,0,0,0,false
watertownct.org,3,3,0,0,0,false
watertownmn.gov,2,2,0,0,0,false
watervalleyms.gov,2,2,0,0,0,false
wauchula-fl.municodemeetings.com,1,0,0,1,0,false
wauconda-il.gov,1,1,0,0,0,false
waukonstandard.com,1,1,0,0,0,false
waveland.ms.gov,1,0,1,0,0,false
waverlyia.com,1,1,0,0,0,false
waverlyva.org,2,1,1,0,0,false
waxhaw.civicweb.net,1,1,0,0,0,false
waycrossga.gov,1,0,1,0,0,false
waynesboroms.us,2,2,0,0,0,false
waynesvillemo.org,1,1,0,0,0,false
waynesvillenc.gov,1,1,0,0,0,false
wbtownshipmi.api.civicclerk.com,1,0,1,0,0,false
wcfpba.org,1,0,0,1,0,false
weare.nh.gov,3,2,1,0,0,false
weathersfieldvt.org,2,0,2,0,0,false
webbcitymo.org,1,1,0,0,0,false
webdocs.northglenn.org,2,2,0,0,0,false
webgen1files1.revize.com,12,12,0,0,0,false
webster-ma.gov,4,0,4,0,0,false
webstercity.com,2,0,2,0,0,false
weepingwater.org,1,1,0,0,0,false
wellesleyma.gov,2,0,2,0,0,false
wellingtoncolorado.gov,2,1,1,0,0,false
wellingtonks.municipalone.com,1,1,0,0,0,false
wellsrivervillage.org,1,1,0,0,0,false
wellstown.org,2,0,2,0,0,false
welltonaz.gov,1,1,0,0,0,false
werc.wi.gov,44,43,1,0,0,false
wesleychapelnc.com,2,0,2,0,0,false
westboroughma.gov,2,0,2,0,0,false
westbranchiowa.org,3,3,0,0,0,false
westbrookct.us,1,0,1,0,0,false
westchester-il.gov,3,3,0,0,0,false
westcolumbiasc.civicweb.net,1,1,0,0,0,false
westcolumbiasc.gov,2,2,0,0,0,false
westcooknews.com,1,1,0,0,0,false
westerlyri.gov,3,1,2,0,0,false
westfordma.gov,5,2,3,0,0,false
westhempfield.org,2,2,0,0,0,false
westlafayettevillage.com,2,2,0,0,0,false
westlakegov.com,1,0,0,1,0,false
westliberty.ky.gov,1,1,0,0,0,false
westlongbranch.org,2,0,2,0,0,false
westminsterca.granicus.com,2,1,0,0,0,false
westminstersc.org,1,1,0,0,0,false
westminstervt.org,1,1,0,0,0,false
westnorritontwp.org,3,0,3,0,0,false
westonct.gov,4,0,4,0,0,false
westpointutah.gov,1,1,0,0,0,false
westportct.gov,3,0,3,0,0,false
westsalemwi.gov,1,1,0,0,0,false
westutx.gov,2,2,0,0,0,false
westwarwickri.gov,2,2,0,0,0,false
westwhiteland.org,1,0,1,0,0,false
westwoodnj.gov,2,0,2,0,0,false
wethersfieldct.gov,3,0,3,0,0,false
wetumpkaal.gov,3,0,3,0,0,false
whartonnj.com,2,2,0,0,0,false
wheelingil.gov,1,0,1,0,0,false
white.sdcity.gov,1,1,0,0,0,false
whitecastle.us,1,1,0,0,0,false
whitecity.utah.gov,1,1,0,0,0,false
whitehousetn.gov,2,0,2,0,0,false
whitelaketwp.com,1,0,0,1,0,false
whiteoakborough.com,1,1,0,0,0,false
whitesalmonwa.gov,1,0,0,1,0,false
whitestown.in.gov,1,1,0,0,0,false
whitesulphurspringswv.org,2,2,0,0,0,false
whitman-ma.gov,3,0,3,0,0,false
whittieralaska.gov,1,0,1,0,0,false
wickenburgaz.gov,1,0,1,0,0,false
wilbraham-ma.gov,1,0,1,0,0,false
wilderky.gov,2,2,0,0,0,false
willardcityut.gov,2,2,0,0,0,false
willcox.az.gov,2,2,0,0,0,false
williamsburgohio.org,2,2,0,0,0,false
williamstonsc.us,1,1,0,0,0,false
williamstownwv.org,1,1,0,0,0,false
williston-sc.com,2,2,0,0,0,false
willistonfire.com,1,1,0,0,0,false
wilmingtonma.gov,7,3,4,0,0,false
wilmore.org,1,1,0,0,0,false
wiltonct.gov,3,1,2,0,0,false
wiltoniowa.gov,1,0,1,0,0,false
wiltonmanors.gov,3,0,3,0,0,false
wiltonnh.gov,1,0,1,0,0,false
winchester-tn.com,2,1,1,0,0,false
winchester.us,5,0,5,0,0,false
winchesterky.com,1,0,1,0,0,false
windhammaine.us,4,0,4,0,0,false
windhamnh.gov,3,3,0,0,0,false
windom-mn.com,2,0,0,2,0,false
windsor-va.gov,1,0,1,0,0,false
windsorct.gov,1,1,0,0,0,false
winfield.in.gov,4,4,0,0,0,false
winnersd.org,1,1,0,0,0,false
winstoncity.org,2,1,1,0,0,false
winterset.gov,1,1,0,0,0,false
wintervillenc.com,1,1,0,0,0,false
winthropmaine.gov,1,0,1,0,0,false
wiscasset.gov,1,1,0,0,0,false
wmuaaup.org,1,1,0,0,0,false
wnypapers.com,1,1,0,0,0,false
woboro.com,1,1,0,0,0,false
wolcottct.org,1,1,0,0,0,false
wolfeboronh.us,2,1,1,0,0,false
wolfpoint.municipalcodeonline.com,1,0,1,0,0,false
woodbury.nj.us,2,2,0,0,0,false
woodburyct.org,2,2,0,0,0,false
wooddale.com,1,0,1,0,0,false
woodhavenmi.civicweb.net,1,1,0,0,0,false
woodlandpark.gov,2,2,0,0,0,false
woodridgenj.gov,2,2,0,0,0,false
woodstockga.granicus.com,1,1,0,0,0,false
woodstockva.gov,1,0,1,0,0,false
woolwichtwp.org,1,1,0,0,0,false
wpnet.org,1,1,0,0,0,false
wrangell.com,2,0,0,2,0,false
wsprings.com,2,0,2,0,0,false
wstx.us,2,0,2,0,0,false
wvboro.com,1,1,0,0,0,false
wvfirefighters.com,1,1,0,0,0,false
wvlegals.com,1,1,0,0,0,false
wyckoffnj.gov,2,2,0,0,0,false
wyoming.delaware.gov,2,2,0,0,0,false
wyomingmn.org,1,1,0,0,0,false
yankee-institute-dev.10web.me,1,0,0,1,0,false
yankeeinstitute.org,2,2,0,0,0,false
yarmouth.ma.us,3,3,0,0,0,false
yorkmaine.org,4,0,4,0,0,false
yorksc.gov,1,0,1,0,0,false
yorktownindiana.org,1,1,0,0,0,false
youngtownaz.hosted.civiclive.com,1,1,0,0,0,false
yourdailyglobe.com,1,1,0,0,0,false
yucca-valley.org,1,0,1,0,0,false
yukonok.gov,1,1,0,0,0,false
yutannebraska.com,1,1,0,0,0,false
zimmerman.govoffice.com,2,1,1,0,0,false
