path,size_bytes,git_status,tracked_or_ignored,classification,proposed_action,safety_basis,active_reference_count,manifest_or_hash_coverage,archive_target_path,deletion_allowed_flag,requires_manual_confirmation_flag,reason,verification_kind,verification_reference,sha256
tmp/broad_state_by_state_source_scout_wave_2026-07-27_dry_run,100325,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_by_state_source_scout_wave_2026-07-27_live,2935521,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_by_state_source_scout_wave_2026-07-27_preflight,7693,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_by_state_source_scout_wave_2026-07-27_preflight_attempt1,10781,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_by_state_source_scout_wave_2026-07-27_probe_attempt1,16764,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_by_state_source_scout_wave_2026-07-27_probe_input.csv,62,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_by_state_source_scout_wave_relay_2026-07-27_dcf42778b3ccaa6e17146adea2b39d849838c8a1,17558,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/broad_state_by_state_source_scout_wave_relay_2026-07-27_dcf42778b3ccaa6e17146adea2b39d849838c8a1.zip,42afaa20283f9b89c0b040e5b3f92f6672e3206e32a0710c218bcc702a2e128d
tmp/broad_state_by_state_source_scout_wave_relay_2026-07-27_dcf42778b3ccaa6e17146adea2b39d849838c8a1.zip,17844,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_5lane_live_scout_2026-07-31_preflight_attempt1,10926,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_5lane_live_scout_2026-07-31_preflight_plan,3059,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_5lane_live_scout_2026-07-31_preflight_probe.csv,518,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_5lane_live_scout_relay_2026-07-31_9691e1395381abc6a1298be171aa8fbe7489eded.zip,26414,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_5lane_live_scout_relay_2026-07-31_9691e139672fbd06b22f91ae13d4cd2acbd88c93.zip,26417,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_5lane_live_scout_retry_2026-08-01_logs,10495,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_5lane_live_scout_retry_relay_2026-08-01_7a895b676b9c48480d2bdd81ae34b271302aac97.zip,22731243,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_5lane_live_scout_retry_relay_2026-08-01_7a895b6788344a1b4f76dae3e18eed5f4100d75e.zip,22731242,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_5lane_scout_infrastructure_relay_2026-07-31_e898ee0aad376f5fdf7afc5018661afd7c6f808e.zip,3308801,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_blocker_rescue_analysis_ready_reclassification_2026-08-03_logs,68040,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_blocker_rescue_analysis_ready_reclassification_relay_2026-08-03_d8a1f257542ec473033bf5f085f813704e2aa27d.zip,21582,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_candidate_review_relay_2026-08-01_2cef9b2e2b9b7d3324a0b5f49c676bcff8d5045a.zip,26347671,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_gabriel_rating_2026-08-02_logs,1063,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_gabriel_rating_relay_2026-08-02_f0171825.zip,46436,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_gabriel_rating_relay_manifest_2026-08-02_f0171825.json,5766,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_local_comparison_qa_claim_readiness_2026-08-03_logs,0,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_local_comparison_qa_claim_readiness_relay_2026-08-03_8489cc0507dfbcf07eaeed0f42b75f08271b62b0.zip,25229,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_normalization_matching_prep_2026-08-03_logs,31073,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_normalization_matching_prep_relay_2026-08-03_a8205ea8b9f3562de91a455abf56ebd6b80dfb03.zip,13065,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_pdf_text_readiness_2026-08-02_logs,4152,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_pdf_text_readiness_relay_2026-08-02_4901d1c5.zip,21697,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_quantitative_normalization_matching_2026-08-03_logs,64543,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_quantitative_normalization_matching_relay_2026-08-03_dd1d53f653e61b42bbd38d774fe6abaaa96df6fd.zip,19411,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_rating_ingestion_codification_relay_2026-08-02_79723602,4723,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_rating_ingestion_codification_relay_2026-08-02_79723602.zip,33459,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_side_relevance_reconciliation_2026-08-03_logs,544,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_side_relevance_reconciliation_relay_2026-08-03_f0989c162ca701100a08496e648ffb8604a312b3.zip,42419,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_source_review_download_2026-08-02_logs,1464,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_source_review_download_relay_2026-08-02_63a0cea36c913590d527ffebe3b3e9402b56edd1.zip,204764,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_source_review_download_relay_2026-08-02_63a0cea3b8b93a3bd3a1f964ed52d3b624ef4b78.zip,204671,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_span_extraction_2026-08-02_logs,2561,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_span_extraction_relay_2026-08-02_982f8f81.zip,206197,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_span_extraction_relay_2026-08-02_982f8f81_status.json,4994,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_text_extraction_2026-08-02_logs,800,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_text_extraction_relay_2026-08-02_5b319c24.zip,20962,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_text_extraction_relay_summary_2026-08-02.json,3322,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_verification_relay_2026-08-01_1cd17e642c6644a2537a1e266de2317993828bf8.zip,17886,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_remaining_municipalities_verification_relay_2026-08-01_1cd17e64f4c510b8c096a96bc4a33d5a6e666862.zip,17886,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/broad_state_wage_growth_continuity_review_relay_2026-07-31_83c44b7b789607e82bc2bc349aaf8614fdbab6b2.zip,24747,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/checkpoint_3x160_parallel_round_prep_relay_2026-07-23_67a41c4.zip,689457,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/checkpoint_3x160_parallel_round_prep_relay_2026-07-23_67a41c4_stage,3549839,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/checkpoint_3x160_parallel_round_prep_relay_2026-07-23_67a41c4.zip,b558400d560b4383df24ad7b5798624626a7a6401f68031fb4e0f38c24403ad1
