national_readiness_record_id,source_layer,municipality,state,region,source_family,side_label,pay_basis,compensation_type,readiness_status,readiness_gate,claim_boundary,blockers,no_national_claim
BRMNATQA-2af9470ade407eb57b6ffab8,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Baxter,MN,Midwest,cba,police_direct,allowance,allowance_reimbursement,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-53e76288c47ffc56ceee1487,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Highland,IN,Midwest,other_local_government_pay_policy,remains_unclear,allowance,allowance_reimbursement,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-6c29ffd23845fb6d6e4717ad,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Oakwood,OH,Midwest,cba,police_direct,unknown_or_mixed,step_progression,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-a207263903e1b6f0c32c3089,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Germantown,IL,Midwest,budget_or_pay_plan,non_safety_direct,budget_amount,other,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-0071d94fe218ace384d07d50,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Cherry Valley,IL,Midwest,agenda_packet_or_minutes,police_direct,hourly,base_wage,national_mechanism_readiness_ready,pass,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-a8f72bbc6fcb9d1d0d7893ed,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Victory,MI,Midwest,agenda_packet_or_minutes,non_safety_direct,hourly,base_wage,national_mechanism_readiness_ready,pass,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-c372099294b1e060194dc3bd,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Pecatonica,IL,Midwest,agenda_packet_or_minutes,non_safety_direct,hourly,base_wage,national_mechanism_readiness_ready,pass,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-67b1810a04603abf061caaaf,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Bay,MI,Midwest,wage_schedule,police_direct,unknown_or_mixed,other,national_needs_pay_basis_repair,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-78b61c70d10f397448178d46,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Day,SD,Midwest,agenda_packet_or_minutes,remains_unclear,percentage_raise,other,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-98cb8601f94f327b6069a8a5,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Hampshire,IL,Midwest,cba,not_applicable,overtime_rate,overtime_holiday,national_insufficient_structure,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-adc711dcf530cf83c4a0f6d7,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Ellsworth,WI,Midwest,arbitration_award,police_direct,unknown_or_mixed,other,national_needs_pay_basis_repair,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-23a56462d1488a4e279592fa,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Chatfield,MN,Midwest,wage_schedule,police_direct,range_min_max,step_progression,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-b72343890edce97d96c5cc2e,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Huntington Bay,NY,Northeast,arbitration_award,police_direct,overtime_rate,other,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-b57eca49c1c938c4ad25f876,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Salem,OH,Midwest,wage_schedule,write_off,stipend,allowance_reimbursement,national_write_off,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-0b03c28425c80264d7c10b68,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Downs,IL,Midwest,civil_service_or_hr_pay_plan,remains_unclear,overtime_rate,overtime_holiday,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-96e2d2613fa63f2fdbc8f6a3,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,McDonald,OH,Midwest,salary_ordinance,police_direct,weekly,base_wage,national_needs_period_repair,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-674a437f2e848f89e6b5586d,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Pecatonica,IL,Midwest,personnel_policy,remains_unclear,allowance,other,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-c5d561de11df543629381661,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Franklin Grove,IL,Midwest,agenda_packet_or_minutes,remains_unclear,hourly,base_wage,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-be1294b0c070029850c601a9,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Union,WI,Midwest,personnel_policy,write_off,overtime_rate,overtime_holiday,national_write_off,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-2d2e3a1a24e2cbb697387b92,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Salem,OH,Midwest,mou_or_memorandum,police_direct,unknown_or_mixed,stipend_premium,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""pay_basis_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-87467b9de65c04bb5af1311e,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,East Fallowfield,PA,Northeast,agenda_packet_or_minutes,remains_unclear,overtime_rate,other,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable""]",true
BRMNATQA-af9f8512967d4fb9f2ea4147,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Freeville,NY,Northeast,budget_or_pay_plan,write_off,budget_amount,budget_or_pay_plan,national_write_off,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-23b6c64db9ba9067aaf51ca3,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Amherst,OH,Midwest,wage_schedule,remains_unclear,hourly,base_wage,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-045f320beba11b71955d1820,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Denmark,NY,Northeast,wage_schedule,remains_unclear,percentage_raise,cola_or_raise,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-bbc13883ff89ecc540c1826c,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Ford Heights,IL,Midwest,arbitration_award,remains_unclear,percentage_raise,cola_or_raise,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-73a9142e597d508087ba6236,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Stillwater,MN,Midwest,wage_schedule,write_off,overtime_rate,overtime_holiday,national_write_off,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-9657f176df5ac30510aad1a3,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Dunn,WI,Midwest,arbitration_award,police_direct,percentage_raise,cola_or_raise,national_mechanism_readiness_ready,pass,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-5cb88718e67c540e94aeb2ec,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Calamus,IA,Midwest,other_local_government_pay_policy,non_safety_direct,hourly,base_wage,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-480f76832c02d3b2e6b8846b,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Sand Lake,NY,Northeast,budget_or_pay_plan,remains_unclear,budget_amount,budget_or_pay_plan,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-1269cecee07555c8de3606fe,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Center,PA,Northeast,cba,police_direct,allowance,other,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-672e66a237a308e83cd378cb,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Dublin,PA,Northeast,budget_or_pay_plan,police_direct,budget_amount,overtime_holiday,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""municipality_missing_clear_side_balance""]",true
BRMNATQA-20093f5289a51b32107a4a39,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Heidelberg,PA,Northeast,budget_or_pay_plan,remains_unclear,budget_amount,salary_schedule,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-87aea439a3fafbbba03465db,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Chardon,OH,Midwest,factfinding_report,police_direct,hourly,base_wage,national_needs_period_repair,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-e2e3f4a84b4828172d76d9e2,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Kinderhook,NY,Northeast,cba,remains_unclear,unknown_or_mixed,longevity_service,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-7cd9cc08288add521dea9570,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Riley,MI,Midwest,mou_or_memorandum,non_safety_direct,overtime_rate,overtime_holiday,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-32686eba4df050d1560ac31e,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Big Rapids charter,MI,Midwest,mou_or_memorandum,fire_direct,unknown_or_mixed,other,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""pay_basis_unresolved"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-8858cf0b207e37f388eb1ff6,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Bay,MI,Midwest,wage_schedule,not_applicable,unknown_or_mixed,salary_schedule,national_insufficient_structure,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-a2fc16af269c1825e676dbcc,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Wayland,MO,Midwest,budget_or_pay_plan,remains_unclear,budget_amount,overtime_holiday,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-cf345a5f1e1fdf357dac7e3e,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Fairmont,MN,Midwest,wage_schedule,write_off,cola_cpi,cola_or_raise,national_write_off,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
BRMNATQA-67e7df13890d465da76f7070,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Jackson,OH,Midwest,arbitration_award,remains_unclear,unknown_or_mixed,other,national_needs_side_balance,fail,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""municipality_missing_clear_side_balance""]",true
