state,municipality,unit_type,contract_or_document_period,verification_queue_rows,verified_source_leads,mechanism_families,coverage_status
TX,Gatesville,safety_and_non_safety_compensation_units,2019-05-14 meeting referencing classification/compensation study work (likely tied to study implementation/rollout around 2019-2020),1,1,market_or_comparability_pressure,verified_locator_metadata_only
TX,Gatesville,safety_and_non_safety_compensation_units,Most recent study completed in 2020; HR RFP dated 2025-06-12 (target discovery within 2014-2024 window),1,1,market_or_comparability_pressure,verified_locator_metadata_only
TX,Greenville,safety_and_non_safety_bargaining_units,Effective date stated in resolution (year: 2022); meet-and-confer recognition context for police officers (no explicit 2014-2024 strike/no-strike cycle stated in lead snippet),1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
TX,Harlingen,non_safety_comparator,FY 2024-2027,1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
TX,Horizon City,non_safety_municipal_units,FY2022 Operating Budget,1,1,fiscal_constraint_signal,verified_locator_metadata_only
TX,Humble,safety_and_non_safety_compensation_units,"Fiscal Year 2024-2025 (inferred from adopted budget dated 09/27/2024; typically Oct 1, 2024 – Sep 30, 2025)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
TX,Iowa Colony,safety_and_non_safety_compensation_units,FY 2024-2025 (adopted budget),1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
TX,Jacksonville,safety_and_non_safety_compensation_units,Adoption of nearly yearlong compensation and classification study (press release dated 2022-09-27),1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
TX,Lakeway,non_safety_municipal_units,Evergreen compensation/classification study report supporting later pay-plan adoption; covers placement on salary schedule and movement after time-in-position/promotion and other compensation policies,1,1,fiscal_constraint_signal,verified_locator_metadata_only
TX,Live Oak,safety_and_non_safety_compensation_units,2022-2023 (Approved Budget),1,1,market_or_comparability_pressure,verified_locator_metadata_only
TX,Lockhart,safety_and_non_safety_compensation_units,Council agenda item(s) around ordinance adoption; includes discussion of step-at-one-year design and adjustments to step pay plans; effective implementation tied to budget/fiscal year,1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
TX,Lockhart,safety_and_non_safety_compensation_units,"Step Pay Plan effective dates shown inside; includes *Effective October 3, 2020 (with estimated annual rates shown for multiple tenure steps)",1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
TX,Marshall,non_safety_municipal_units,Personnel policy manual with compensation/classification plan references (manual effective date/updates TBD within PDF metadata/body),1,0,fiscal_constraint_signal,no_verified_source_lead_in_tier_a_b
TX,Mercedes,safety_and_non_safety_compensation_units,Expected to contain compensation/salary material referencing 2014–2018 (exact document coverage not extracted),1,1,market_or_comparability_pressure,verified_locator_metadata_only
TX,Mesquite,non_safety_comparator,"Effective December 4, 2023; remaining in effect through September 30, 2026",1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
TX,Mesquite,non_safety_comparator,"Effective October 1, 2022 through September 30, 2026",2,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
TX,Mineral Wells,safety_and_non_safety_compensation_units,Fiscal Year 2016-2017,1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
TX,Mount Pleasant,safety_and_non_safety_compensation_units,2022-2024,1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
TX,Palmview,safety_and_non_safety_compensation_units,Budget document labeled 2020 (contains an Employee Salary Schedule section),1,1,market_or_comparability_pressure,verified_locator_metadata_only
TX,Pampa,safety_and_non_safety_compensation_units,"2017-18 budget document; includes “GENERAL GOVERNMENT PAY PLAN” effective October 3, 2015 and referenced compensation plan tables for the budget",1,1,market_or_comparability_pressure,verified_locator_metadata_only
TX,Pampa,safety_and_non_safety_compensation_units,"Budget-era document surfaced in 2014; includes pay plan effective Oct. 1, 2012 and compensation plan effective Oct. 2013 (as stated within document)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
TX,Port Neches,safety_and_non_safety_compensation_units,FY 2021-2022 (effective 10-01-2021),1,1,market_or_comparability_pressure,verified_locator_metadata_only
TX,South Houston,safety_and_non_safety_compensation_units,FY24 (proposed budget document),1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
TX,Texas City,non_safety_comparator,"October 1, 2024 through September 30, 2026",1,1,non_safety_constraint_signal,verified_locator_metadata_only
TX,Uvalde,safety_and_non_safety_compensation_units,2022-2023 (context in salary plan development tables referenced in agenda packet),1,1,market_or_comparability_pressure,verified_locator_metadata_only
TX,Uvalde,safety_and_non_safety_compensation_units,Unspecified in search snippet; appears tied to district compensation/classification framework,1,1,market_or_comparability_pressure,verified_locator_metadata_only
TX,Weslaco,non_safety_comparator,FISCAL YEARS 2019-2021,1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
UT,Centerville,safety_and_non_safety_compensation_units,FY 24 (Centerville Positions and Compensation / Salary Ranges table in ordinance PDF),1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
UT,Grantsville,safety_and_non_safety_compensation_units,Amendment date appears to be 2023-08-31 (exact coverage period unknown from snippet),1,1,market_or_comparability_pressure,verified_locator_metadata_only
UT,Grantsville,safety_and_non_safety_compensation_units,Amendment/effective date appears to be 2024-02-21 (exact coverage period unknown from snippet),1,1,market_or_comparability_pressure,verified_locator_metadata_only
UT,Magna metro,safety_and_non_safety_bargaining_units,2014-2024 (archive scope spans multiple years; specific contract periods not confirmed from landing page lead),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
UT,Magna metro,safety_and_non_safety_bargaining_units,"Collective bargaining agreement period referenced: June 1, 2019 through May 31, 2023 (period stated in board packet note)",1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
UT,North Ogden,non_safety_municipal_units,Fiscal Year 2020-2021 (revised tentative budget ordinance),1,1,fiscal_constraint_signal,verified_locator_metadata_only
VA,Falls Church,safety_and_non_safety_compensation_units,2014-2024 target window (study timeframe not specified in lead metadata),1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
VA,Falls Church,safety_and_non_safety_compensation_units,work session minutes dated 2023 (within 2014-2024 window),1,1,market_or_comparability_pressure,verified_locator_metadata_only
VA,Front Royal,safety_and_non_safety_compensation_units,2014-2024 target window (study report; date indicates late 2010s),1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
VA,Vienna,safety_and_non_safety_compensation_units,FY 2023-2024,1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
VA,Williamsburg,safety_and_non_safety_compensation_units,FY 2017 budget (study procurement / initiation referenced),1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
VT,South Burlington,non_safety_comparator,unclear (not retrievable to confirm term/duration clause),1,1,non_safety_constraint_signal,verified_locator_metadata_only
WA,Federal Way,non_safety_comparator,"2022-2025 (September 1, 2022 onward)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
WA,Federal Way,non_safety_comparator,22-24 (contract document indicated as 22-24),1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
WA,Lacey,non_safety_comparator,"January 1, 2025 through December 31, 2027",1,1,non_safety_constraint_signal,verified_locator_metadata_only
WA,Lakewood,non_safety_comparator,Page lists multiple contract periods; includes AFSCME 2024-2027 and AFSCME 2022-2023,1,1,non_safety_constraint_signal,verified_locator_metadata_only
WA,Renton,non_safety_comparator,"September 1, 2023–August 31, 2026",1,1,non_safety_constraint_signal,verified_locator_metadata_only
WA,Renton,non_safety_comparator,"September 1, 2024–August 31, 2026",1,1,non_safety_constraint_signal,verified_locator_metadata_only
WA,Renton,non_safety_comparator,"September 1, 2024–August 31, 2027",1,1,non_safety_constraint_signal,verified_locator_metadata_only
WA,Yakima,non_safety_comparator,2022–2026 (includes 2024–2026),1,1,non_safety_constraint_signal,verified_locator_metadata_only
WA,Yakima,non_safety_comparator,2024 (Final Executed) — includes provisions relevant to 2024–2026 triad-building,1,1,non_safety_constraint_signal,verified_locator_metadata_only
WI,Greenfield,non_safety_comparator,24-26 (wage schedule referenced as FY24/FY25/FY26 with July 1 step/cola language visible in search snippet),1,1,non_safety_constraint_signal,verified_locator_metadata_only
WI,Greenfield,non_safety_comparator,24-26 (wage schedule/FY24 language visible in search snippet),1,1,non_safety_constraint_signal,verified_locator_metadata_only
WI,Menomonee Falls,non_safety_comparator,2023-2024 (implied availability around HR contract listings; exact match not extracted here),1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
WI,Milwaukee,non_safety_comparator,"2018-2019 (effective pay period 1, 2019 language shown in snippet)",1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
WI,Muskego,non_safety_comparator,2020–2022 (exact dates not extracted; PDF name indicates period),1,1,non_safety_constraint_signal,verified_locator_metadata_only
WI,Muskego,non_safety_comparator,"January 1, 2015 through December 31, 2016",1,1,non_safety_constraint_signal,verified_locator_metadata_only
WI,Muskego,non_safety_comparator,Not extracted as full term; arbitration case MA-9013 (award date not extracted),1,1,non_safety_constraint_signal,verified_locator_metadata_only
WI,Onalaska,non_safety_comparator,2022-2025,1,1,non_safety_constraint_signal,verified_locator_metadata_only
WI,Shawano,non_safety_comparator,2001-2003 collective bargaining agreement (referenced within decision; decision date 9/18/2003),1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
WI,Waunakee,non_safety_comparator,Dated 1992-09-10; related to Waunakee School District collective bargaining agreement context,1,1,non_safety_constraint_signal,verified_locator_metadata_only
WI,Waunakee,non_safety_comparator,Successor agreement context for 1992 and 1993 (as indicated by search snippet),1,1,non_safety_constraint_signal,verified_locator_metadata_only
WY,Rock Springs,non_safety_comparator,"2014–2016 (material references resolutions dated 2014; target two-year term July 1, 2014–June 30, 2016)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
