document_identity_id,retained_content_hash_reference,retained_content_hash_status,extraction_case_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,quantitative_source_row_count,quantitative_active_row_count,qualitative_source_row_count,qualitative_active_row_count,mixed_source_row_count,mixed_active_row_count,non_base_wage_source_row_count,non_base_wage_active_row_count,reference_and_exclusion_source_row_count,reference_and_exclusion_active_row_count,has_inactive_provenance_rows,has_duplicate_provenance,has_explicit_unresolved_conflict
doc_09e3cf5ed1675de64e8afde0,doc_09e3cf5ed1675de64e8afde0,opaque_sha256_derived_identity_from_frozen_selection,cex1000_9f8ae509fef81f5136d99878,ttd_bc21eba350a80f52eae9bea3,sr_c58dea550fe3b3df2c3a1b07,NSCQ-IL-20260720-0167,IL,St. Charles,CITY OF ST CHARLES,police,cba,0,0,0,0,0,0,4,4,0,0,false,false,false
doc_09e4d1f0cbc1382f285f2024,doc_09e4d1f0cbc1382f285f2024,opaque_sha256_derived_identity_from_frozen_selection,cexrem_4bf5d3e6bb738898ad5c121c,ttd_0d233ffb5a1bad75ffa5f80b,sr_28d9039147019fe6de495874,NSCQ-MI-20260720-0076,MI,Lincoln Park,CITY OF LINCOLN PARK,non_safety,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_09ef1e68809ea9bd80179226,doc_09ef1e68809ea9bd80179226,opaque_sha256_derived_identity_from_frozen_selection,cex1000_cce4a3b83b51140a95d90347,ttd_4baeefa3598a2a64d50b0c15,sr_9767f548b69a4f2eb7c30837,NSCQ-IL-20260720-0066,IL,Moline,CITY OF MOLINE,fire,cba,0,0,0,0,0,0,2,2,0,0,false,false,false
doc_0a0bba73c7f900b4c602fbb6,doc_0a0bba73c7f900b4c602fbb6,opaque_sha256_derived_identity_from_frozen_selection,cex1000_bb94b3a47589687bfa15a57f,ttd_eda3472712e632cff27e2922,sr_68e3d158c28de3edd75bd0cd,NSCQ-OH-20260720-0607,OH,North College Hill,CITY OF NORTH COLLEGE HILL,non_safety,cba,5,5,2,2,1,1,2,2,0,0,false,false,false
doc_0a0e4519bfa0f6b5779ba39d,doc_0a0e4519bfa0f6b5779ba39d,opaque_sha256_derived_identity_from_frozen_selection,cex_277ddc8bf2557924b08e7422,ttd_ec8bf8bd1be3de7084b3ccfe,sr_30d1ed603c3f307c84d9c81f,NSCQ-OR-20260720-0062,OR,Woodburn,CITY OF WOODBURN,non_safety,cba,0,0,5,5,0,0,5,5,0,0,false,false,false
doc_0a112444fd54ad64d263bb15,doc_0a112444fd54ad64d263bb15,opaque_sha256_derived_identity_from_frozen_selection,cex_4fd0217d34b2ba234e7c7005,ttd_5cfa4310fa9b6b3980031ece,sr_261f698eea5ff0a52c182d93,NSCQ-FL-20260720-0081,FL,Boynton Beach,CITY OF BOYNTON BEACH,non_safety,cba,0,0,3,3,0,0,4,4,0,0,false,false,false
doc_0a296cfbdc9b589463cc9c6f,doc_0a296cfbdc9b589463cc9c6f,opaque_sha256_derived_identity_from_frozen_selection,cex_bc90ab8c57d7c151b60cc7d6,ttd_5e04b53cd9ca42877e18d787,sr_87561cb576b4d10aae27f59e,NSCQ-MA-20260720-0023,MA,Seekonk,TOWN OF SEEKONK,non_safety,cba,0,0,2,2,0,0,2,2,1,1,false,false,false
doc_0a3a497e310c64dda69af9c5,doc_0a3a497e310c64dda69af9c5,opaque_sha256_derived_identity_from_frozen_selection,cexrem_7af30c827c93c34ccaee92ca,ttd_b07579d3a11bf7c9e6f2801c,sr_4ed758c8b2142655eabb793f,NSCQ-FL-20260720-0039,FL,Coral Springs,CITY OF CORAL SPRINGS,police,cba,1,1,1,1,1,1,5,5,0,0,false,false,false
doc_0a86415b33350afd0dae7e2c,doc_0a86415b33350afd0dae7e2c,opaque_sha256_derived_identity_from_frozen_selection,cex1000_73fbed3bae47c7a82eb4fc4b,ttd_aa7814bb7f5f3bee1631c9ff,sr_abca53cc0504743479543687,NSCQ-OH-20260720-0318,OH,Brook Park,CITY OF BROOK PARK,fire,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_0a98aac0d2c5cd146a99cfad,doc_0a98aac0d2c5cd146a99cfad,opaque_sha256_derived_identity_from_frozen_selection,cex_0f21f7f72e851886c4e82191,ttd_c48c06bdaff7b82eb60857b8,sr_10cb9191b1b576792d8ec4f9,NSCQ-KY-20260720-0004,KY,Lexington-Fayette,URBAN COUNTY GOVERNMENT OF LEXINGTON-FAYETTE,police,cba,0,0,5,5,0,0,5,5,0,0,false,false,false
doc_0a9c045822d0ada469977476,doc_0a9c045822d0ada469977476,opaque_sha256_derived_identity_from_frozen_selection,cex1000_285d2388b17b489d32147546,ttd_82a742c66375ea4b3c524292,sr_9b0246e9a81b59a2039cffd7,NSCQ-OH-20260720-0367,OH,Fairview Park,CITY OF FAIRVIEW PARK,non_safety,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_0abcb44dbe9fdc41eae58257,doc_0abcb44dbe9fdc41eae58257,opaque_sha256_derived_identity_from_frozen_selection,cexrem_c8ff7be1e01a78c43a525be0,ttd_463c4e049512f7ebe580f387,sr_a7a1116fa84bceee5c8a620b,NSCQ-TX-20260720-0013,TX,El Paso,CITY OF EL PASO,police,cba,0,0,3,3,0,0,3,3,0,0,false,false,false
doc_0b1777c959421103fea248d0,doc_0b1777c959421103fea248d0,opaque_sha256_derived_identity_from_frozen_selection,cex1000_3632ab7349599391e241afe0,ttd_b1b97a67a173bcdbdfc13e75,sr_e40c7dc4fa2485562c189b15,NSCQ-CA-20260720-0106,CA,Pasadena,CITY OF PASADENA,fire,cba,0,0,5,5,0,0,5,5,0,0,false,false,false
doc_0b7b3444e23c9366c0396158,doc_0b7b3444e23c9366c0396158,opaque_sha256_derived_identity_from_frozen_selection,cexrem_652222042fe191bb93f85dfa,ttd_dfa2d794b92a3706abde1880,sr_4c3d1ddf05183c15a0d7aae3,NSCQ-MI-20260720-0155,MI,Hazel Park,CITY OF HAZEL PARK,police,cba,0,0,0,0,0,0,4,4,0,0,false,false,false
doc_0b89201fdbe84f8748f0adae,doc_0b89201fdbe84f8748f0adae,opaque_sha256_derived_identity_from_frozen_selection,cexrem_e240feb9d68b58b874306358,ttd_3043e489e8ea76a76193e5aa,sr_0f3320d9416d6ae8fcab2b8d,NSCQ-NY-20260720-0030,NY,Middletown,CITY OF MIDDLETOWN,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_0b9118ba955d9f17e14295a1,doc_0b9118ba955d9f17e14295a1,opaque_sha256_derived_identity_from_frozen_selection,cexrem_76ead4d3f8b920291e817814,ttd_1baec6946320481642d2923d,sr_f9cba90cb1e5e4c8533231bc,NSCQ-PA-20260720-0082,PA,West Chester,BOROUGH OF WEST CHESTER,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_0bb8b633dd5c0ec0aaf0b60c,doc_0bb8b633dd5c0ec0aaf0b60c,opaque_sha256_derived_identity_from_frozen_selection,cexrem_66c1d364e1fc34d24eee6d05,ttd_ef9dc776a490a60898549bde,sr_62322cb966f64b0f81a2dc6a,NSCQ-CA-20260720-0544,CA,Wasco,CITY OF WASCO,police,memorandum_or_settlement,2,2,0,0,0,0,5,5,0,0,false,false,false
doc_0bc0421fcd3acbc3fdb208d4,doc_0bc0421fcd3acbc3fdb208d4,opaque_sha256_derived_identity_from_frozen_selection,cexrem_25819538917f7933234fc695,ttd_606a26fe11c7bde70be797df,sr_411288c38cf86c1b8b216b6f,NSCQ-IL-20260720-0005,IL,Aurora,CITY OF AURORA,fire,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_0bc3a0e8fbf998599f364bb3,doc_0bc3a0e8fbf998599f364bb3,opaque_sha256_derived_identity_from_frozen_selection,cexrem_e1d89c5aed565b8cd9a4df4b,ttd_dcda8c92cc60c3b9a187ea1f,sr_4355d517b7d24052af9de375,NSCQ-CT-20260720-0045,CT,Shelton,CITY OF SHELTON,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_0bc561c06597e4d059a475ae,doc_0bc561c06597e4d059a475ae,opaque_sha256_derived_identity_from_frozen_selection,cex_c0b1036442ab5c73ad06c1c6,ttd_91311ae7bb5d7cb16573283a,sr_f2987bad9689e94b493a06c0,NSCQ-WI-20260720-0023,WI,Janesville,CITY OF JANESVILLE,non_safety,cba,4,4,2,2,1,1,6,6,0,0,false,false,false
doc_0bc98fe334ee5dd02aad2314,doc_0bc98fe334ee5dd02aad2314,opaque_sha256_derived_identity_from_frozen_selection,cexrem_c55184af50374b6205119671,ttd_0cd93e5a0a6b9c34055eb75e,sr_f83a5884cded634229cf421c,NSCQ-TX-20260720-0040,TX,Denton,CITY OF DENTON,police,cba,0,0,1,1,0,0,0,0,0,0,false,false,false
doc_0bdd6f682c0d15fc5522915b,doc_0bdd6f682c0d15fc5522915b,opaque_sha256_derived_identity_from_frozen_selection,cex1000_963e649fed5dee94248d8b30,ttd_9ac97935c61858f8e3b60c6b,sr_2e55ac78e800308a25254817,NSCQ-OH-20260720-0294,OH,Ashland,CITY OF ASHLAND,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_0be453f413c5db26a27f11bc,doc_0be453f413c5db26a27f11bc,opaque_sha256_derived_identity_from_frozen_selection,cex1000_9ab984c44270682b5b30e983,ttd_e7bb452e7f5dac04b219e14a,sr_b706b5aabfbf0e370f5a6254,NSCQ-CA-20260720-0678,CA,Hercules,CITY OF HERCULES,non_safety,cba,0,0,0,0,0,0,2,2,0,0,false,false,false
doc_0bf71de5a7b8c012570209b4,doc_0bf71de5a7b8c012570209b4,opaque_sha256_derived_identity_from_frozen_selection,cex_6bd8c381f21501066f23241d,ttd_ad806deec82f98211d9523c9,sr_cff2f5cf629ccd10c0e046e1,NSCQ-OH-20260720-0539,OH,Montgomery,CITY OF MONTGOMERY,police,cba,5,5,5,5,1,1,1,1,0,0,false,false,false
doc_0c07b19fac8f8cfaf3e692d9,doc_0c07b19fac8f8cfaf3e692d9,opaque_sha256_derived_identity_from_frozen_selection,cex_8e422fc7cff83da56aec2e17,ttd_dd4b9b0322ad9d72585a0e45,sr_08f37611d328e626f631de53,NSCQ-CT-20260720-0039,CT,Middletown,CITY OF MIDDLETOWN,non_safety,cba,1,0,2,2,1,0,5,5,0,0,true,false,false
doc_0c5885338388db1623f0fb9b,doc_0c5885338388db1623f0fb9b,opaque_sha256_derived_identity_from_frozen_selection,cexrem_7c5db29345ffad0f6fc24047,ttd_41e9193479261665d4a630b9,sr_8b6cdd89662e043d1edf68ba,NSCQ-CA-20260720-0338,CA,Santa Cruz,CITY OF SANTA CRUZ,non_safety,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_0cb5887a0640db17450e2195,doc_0cb5887a0640db17450e2195,opaque_sha256_derived_identity_from_frozen_selection,cex1000_bd2875d4dac0bb822df527cb,ttd_83bf100d19350cf81a240906,sr_54541a21171443d728f79a39,NSCQ-WA-20260720-0118,WA,Bainbridge Island,CITY OF BAINBRIDGE ISLAND,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_0cc668dfcb79b06461cc5b24,doc_0cc668dfcb79b06461cc5b24,opaque_sha256_derived_identity_from_frozen_selection,cex_9c21dc3d16ebf220a882a1c9,ttd_18a2fb6bd65064b539591d12,sr_33c789192c6a5e853e5c1ab5,NSCQ-WI-20260720-0072,WI,West Bend,CITY OF WEST BEND,non_safety,cba,0,0,1,1,0,0,3,3,0,0,false,false,false
doc_0cc937ef3e169e3753c8bff3,doc_0cc937ef3e169e3753c8bff3,opaque_sha256_derived_identity_from_frozen_selection,cexrem_3e814b9a1e3607e75ceb3da1,ttd_2cbe599e5ae98b873a12eb2a,sr_27ce8c342d335707a32f516e,NSCQ-OH-20260720-0483,OH,Bucyrus,CITY OF BUCYRUS,fire,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_0d2c2e84efbb21f8ce72d67b,doc_0d2c2e84efbb21f8ce72d67b,opaque_sha256_derived_identity_from_frozen_selection,cex_86f7ab1241f82515b9d98e60,ttd_f5667375b0d1ca92863f2ee1,sr_da0db2f07ff26ac92c570a89,NSCQ-CT-20260720-0019,CT,Norwalk,CITY OF NORWALK,police,cba,1,1,1,1,1,1,3,3,0,0,false,false,false
doc_0d31a2bed9989dea46cf5406,doc_0d31a2bed9989dea46cf5406,opaque_sha256_derived_identity_from_frozen_selection,cexrem_4427bfcf036b65d5687f242f,ttd_2e2b43ae7d0c3781d37221ee,sr_c2d048ef9ac2f3234931b170,NSCQ-FL-20260720-0225,FL,Marco Island,CITY OF MARCO ISLAND,fire,cba,0,0,0,0,0,0,3,3,0,0,false,false,false
doc_0d688c12b5d03b08cfdd8649,doc_0d688c12b5d03b08cfdd8649,opaque_sha256_derived_identity_from_frozen_selection,cexrem_53f7d7a6d38a13ee3606dc3f,ttd_081061b4075b4fc5151a8b0c,sr_ccde8b30071dd714a82e0058,NSCQ-CA-20260720-0406,CA,Gilroy,CITY OF GILROY,police,cba,5,5,2,2,1,1,1,1,0,0,false,false,false
doc_0dcb44a2608171d452f4dd28,doc_0dcb44a2608171d452f4dd28,opaque_sha256_derived_identity_from_frozen_selection,cex1000_b30ea5e9692679ff00419225,ttd_7c67a6ab7724db2b720f3772,sr_e4e7e8cab3b988b23d962478,NSCQ-IL-20260720-0148,IL,Galesburg,CITY OF GALESBURG,non_safety,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_0dfab419876d730f03d14259,doc_0dfab419876d730f03d14259,opaque_sha256_derived_identity_from_frozen_selection,cexrem_ba5ed64c488b81068398f000,ttd_96267683218012eb71cce4ad,sr_aaa3620afc78913657c49bab,NSCQ-OH-20260720-0508,OH,Van Wert,CITY OF VAN WERT,police,cba,0,0,1,1,0,0,1,1,0,0,false,false,false
doc_0e0a1917b1ffe37490be0201,doc_0e0a1917b1ffe37490be0201,opaque_sha256_derived_identity_from_frozen_selection,cex_58fd1fd88dcbefa436ab1a05,ttd_9f2661fb5cab7878b1924b21,sr_0689c0a62473bdcdafeb9aa1,NSCQ-IA-20260720-0040,IA,Marshalltown,CITY OF MARSHALLTOWN,fire,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_0e5a8511ad6defc551c99c11,doc_0e5a8511ad6defc551c99c11,opaque_sha256_derived_identity_from_frozen_selection,cex1000_ad9d344bfc33ec7bfca3c94e,ttd_b84dd2e732dae59ac0ddf741,sr_0569423c2c3f2b0de5436943,NSCQ-WA-20260720-0171,WA,Monroe,CITY OF MONROE,non_safety,cba,0,0,0,0,0,0,2,2,0,0,false,false,false
doc_0e60bc0317c13ef4f071edd7,doc_0e60bc0317c13ef4f071edd7,opaque_sha256_derived_identity_from_frozen_selection,cexrem_f50e3952cec091d145e80e8a,ttd_67e9ac758bdbd519560cc8a4,sr_45445c846e1325dc2c623bdb,NSCQ-OH-20260720-0449,OH,Amherst,CITY OF AMHERST,police,cba,1,1,1,1,1,1,0,0,0,0,false,false,false
doc_0ebd2035feb329160a96672e,doc_0ebd2035feb329160a96672e,opaque_sha256_derived_identity_from_frozen_selection,cex_c2f5945eea8465641dac8b60,ttd_90046566ada7c1ee83bf0d9a,sr_3d4eaf66c665c63d48d0e625,NSCQ-OR-20260720-0034,OR,Lake Oswego,CITY OF LAKE OSWEGO,fire,cba,0,0,3,3,0,0,3,3,0,0,false,false,false
doc_0ebee1ceeff70373e10b636c,doc_0ebee1ceeff70373e10b636c,opaque_sha256_derived_identity_from_frozen_selection,cexrem_143ce38638b94fcbb8e25967,ttd_e177e3e3039095ccea8d6603,sr_dd62b8761c45970ea961d261,NSCQ-OH-20260720-0273,OH,Oxford,CITY OF OXFORD,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_0ed70d5b86a5c39c9177ca1f,doc_0ed70d5b86a5c39c9177ca1f,opaque_sha256_derived_identity_from_frozen_selection,cexrem_8c3c57bf386c1ead21cfdeba,ttd_5a40e0b51b18450d6990324f,sr_948e8211b55579e8330e61ca,NSCQ-IL-20260720-0236,IL,Lansing,VILLAGE OF LANSING,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_0ee05d335f50eab7bcb0862e,doc_0ee05d335f50eab7bcb0862e,opaque_sha256_derived_identity_from_frozen_selection,cex_c519f9e8671653136efccf15,ttd_790861324713c01ab5a45039,sr_1ea017d3fe2b5af01ba6e78d,NSCQ-FL-20260720-0045,FL,Lakeland,CITY OF LAKELAND,police,cba,1,1,4,4,0,0,3,3,0,0,false,false,false
doc_0ee3c2f7f3838d6b8b86c0ab,doc_0ee3c2f7f3838d6b8b86c0ab,opaque_sha256_derived_identity_from_frozen_selection,cexrem_c9296ea5d0d77b9d82d6b9a1,ttd_fb83dcda73fa8653a7bbe4e3,sr_968f29fe0cc8855c7c28e2b2,NSCQ-OH-20260720-0709,OH,Mentor-on-the-Lake,CITY OF MENTOR ON THE LAKE,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_0eee8c516ecc8dec1402200b,doc_0eee8c516ecc8dec1402200b,opaque_sha256_derived_identity_from_frozen_selection,cexrem_e3e62360a8929b4496509cf4,ttd_43643ffe1a56a9a72b05ba8a,sr_5ecfb391d7e66245cd0c0baf,NSCQ-OH-20260720-0201,OH,Sandusky,CITY OF SANDUSKY,police,cba,0,0,1,1,0,0,0,0,0,0,false,false,false
doc_0f08283eadd8b476dce6d0d1,doc_0f08283eadd8b476dce6d0d1,opaque_sha256_derived_identity_from_frozen_selection,cexrem_8e05075f75e027e111e1c9a4,ttd_4f86e23e03fdea33c8f36ea3,sr_bf92ffb19d13e48cd912321e,NSCQ-OH-20260720-0295,OH,Ashland,CITY OF ASHLAND,police,cba,0,0,3,3,0,0,5,5,0,0,false,false,false
doc_0fb8275841f0d61a6d5ce4ad,doc_0fb8275841f0d61a6d5ce4ad,opaque_sha256_derived_identity_from_frozen_selection,cex1000_7b79d29eddfbab9c8d82f7d3,ttd_3747def041a25ef258dec713,sr_9331a61dd5ffc2fa45b9c4cb,NSCQ-WA-20260720-0160,WA,Mill Creek,CITY OF MILL CREEK,police,cba,1,1,0,0,0,0,1,1,0,0,false,false,false
doc_0fc99c32b38cef5e8e5ebc01,doc_0fc99c32b38cef5e8e5ebc01,opaque_sha256_derived_identity_from_frozen_selection,cexrem_2357379e62650708dda403c0,ttd_0ee7cd940ea31993b190a8cf,sr_76aaf62f137b9c94b3d3433d,NSCQ-NY-20260720-0055,NY,Auburn,CITY OF AUBURN,non_safety,cba,3,3,2,2,1,1,1,1,0,0,false,false,false
doc_0fcf8273dcff21772a9c9636,doc_0fcf8273dcff21772a9c9636,opaque_sha256_derived_identity_from_frozen_selection,cex1000_e730fe2a33fca9494910047f,ttd_a5debb5199f0b940b9e94735,sr_64343eff1a5073faf2f55b1d,NSCQ-IL-20260720-0251,IL,Yorkville,CITY OF YORKVILLE,non_safety,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_0ff29aa265967154ba40cea1,doc_0ff29aa265967154ba40cea1,opaque_sha256_derived_identity_from_frozen_selection,cex1000_25f374955e93bc9a4aee20b8,ttd_54dc40d909365436dbe6d78d,sr_791bdfab07c7d436a5529b92,NSCQ-IL-20260720-0232,IL,Algonquin,VILLAGE OF ALGONQUIN,non_safety,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_100686c27902679339251484,doc_100686c27902679339251484,opaque_sha256_derived_identity_from_frozen_selection,cexrem_cece52de063668e8e22a7ce9,ttd_a2b37f3ce331d57918218433,sr_544c233018ec2fa1a4da1a86,NSCQ-OH-20260720-0522,OH,Springdale,CITY OF SPRINGDALE,police,cba,3,3,3,3,1,1,5,5,0,0,false,false,false
doc_102b59a0faf788060f28f8f6,doc_102b59a0faf788060f28f8f6,opaque_sha256_derived_identity_from_frozen_selection,cexrem_dd17a4927303cc66762c13f1,ttd_620397bc04821174e371f3df,sr_f5858183377ebf3288e0608a,NSCQ-OH-20260720-0178,OH,Avon,CITY OF AVON,police,cba,0,0,0,0,0,0,4,4,0,0,false,false,false
doc_104068239fa3cf3e8b6ff782,doc_104068239fa3cf3e8b6ff782,opaque_sha256_derived_identity_from_frozen_selection,cexrem_5c5498186f0997ec399caba0,ttd_e7ee058bba5bc4b63f3213f2,sr_1119832bca7a8cab4553f224,NSCQ-MI-20260720-0097,MI,Norton Shores,CITY OF NORTON SHORES,police,cba,1,1,0,0,0,0,3,3,0,0,false,false,false
doc_1049afc7fa22ac40fb34c100,doc_1049afc7fa22ac40fb34c100,opaque_sha256_derived_identity_from_frozen_selection,cex1000_018344cb97668b4a1f4452ef,ttd_42c1a123060ee451aa1ed4fd,sr_3ba5b663264ff53934543b3f,NSCQ-CA-20260720-0162,CA,San Buenaventura (Ventura),CITY OF SAN BUENAVENTURA,fire,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_1049d2489e3bc56a095dca87,doc_1049d2489e3bc56a095dca87,opaque_sha256_derived_identity_from_frozen_selection,cexrem_23019cd5c7b3fc40c3dd4653,ttd_a058bc2c9c3ac894aa5136ba,sr_7066ab701dc20d67111bbbe8,NSCQ-OH-20260720-0356,OH,Vermilion,CITY OF VERMILION,police,cba,5,5,1,1,1,1,5,5,0,0,false,false,false
doc_107eba6563e4c58908a327aa,doc_107eba6563e4c58908a327aa,opaque_sha256_derived_identity_from_frozen_selection,cexrem_c9a3a7065c794a7102c1f5f7,ttd_b700fd514bb9ec49b5579209,sr_bc9b295228d24d1405ee8985,NSCQ-IA-20260720-0034,IA,Marion,CITY OF MARION,fire,cba,2,2,0,0,0,0,1,1,0,0,false,false,false
doc_10d74d4817a88b3dd1b923eb,doc_10d74d4817a88b3dd1b923eb,opaque_sha256_derived_identity_from_frozen_selection,cex_989a4a513947a53a595b1982,ttd_10b561371518c84f062c412a,sr_cdcecaa6dd36b937ff84a46e,NSCQ-DE-20260720-0002,DE,Dover,CITY OF DOVER,police,cba,0,0,1,1,0,0,1,1,1,1,false,false,false
doc_1101b00680cdee1c6e56fa69,doc_1101b00680cdee1c6e56fa69,opaque_sha256_derived_identity_from_frozen_selection,cex1000_a3a47ee28382ed9ea65e32a5,ttd_29552072ed63ea6d3879aff1,sr_b35f0b0261c341069ea6ce92,NSCQ-OH-20260720-0546,OH,Ironton,CITY OF IRONTON,non_safety,cba,0,0,5,5,0,0,5,5,0,0,false,false,false
doc_1120fae21cfa773d8464ba13,doc_1120fae21cfa773d8464ba13,opaque_sha256_derived_identity_from_frozen_selection,cex_bd0f75a449b6f29e0884f990,ttd_3a9c6ebad91a51d6972c750d,sr_aaf339be652268458ef0e725,NSCQ-MI-20260720-0087,MI,Bay City,CITY OF BAY CITY,non_safety,cba,1,1,3,3,1,1,3,3,0,0,false,false,false
doc_114b139fe203048bf9111c3e,doc_114b139fe203048bf9111c3e,opaque_sha256_derived_identity_from_frozen_selection,cexrem_0303ce19c75dfebe4219f5a5,ttd_ae01be8eaed319534ed41136,sr_e069c8d7fec4155007d23ee6,NSCQ-OR-20260720-0035,OR,Lake Oswego,CITY OF LAKE OSWEGO,non_safety,cba,1,1,1,1,1,1,5,5,0,0,false,false,false
doc_114edbcd8ffcaaae918bf55b,doc_114edbcd8ffcaaae918bf55b,opaque_sha256_derived_identity_from_frozen_selection,cex_e046cec85266db301e44b5f8,ttd_61dc212633b97ff7d56aa4c7,sr_0fbaad68f7552715648af0e2,NSCQ-OH-20260720-0540,OH,Montgomery,CITY OF MONTGOMERY,fire,cba,0,0,4,4,0,0,5,5,0,0,false,false,false
doc_116a6433e2d553a4c00844de,doc_116a6433e2d553a4c00844de,opaque_sha256_derived_identity_from_frozen_selection,cexrem_e96dd5c836f0c346a94e54c9,ttd_1e7e7da6dd10cdf9d2d92565,sr_2bc87e32f34c49ea1a0e00f7,NSCQ-IA-20260720-0054,IA,Burlington,CITY OF BURLINGTON,non_safety,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_11753ea495db3280669728d1,doc_11753ea495db3280669728d1,opaque_sha256_derived_identity_from_frozen_selection,cex_68be9646c7851720a596d9bc,ttd_326d40ca61c5698e37394c52,sr_3b0d7676ac90427a1f7aadee,NSCQ-OR-20260720-0128,OR,Baker City,CITY OF BAKER CITY,non_safety,cba,4,4,2,2,1,1,0,0,0,0,false,false,false
doc_1186106dbc74234a2db1c956,doc_1186106dbc74234a2db1c956,opaque_sha256_derived_identity_from_frozen_selection,cexrem_6f48e0966f33bb3aa1cfbdb9,ttd_012d6f5964b955069bad29fa,sr_57af6aa04afefc43321ce34a,NSCQ-MI-20260720-0103,MI,Allen Park,CITY OF ALLEN PARK,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_11a2934eeda2a2948cbd4726,doc_11a2934eeda2a2948cbd4726,opaque_sha256_derived_identity_from_frozen_selection,cex1000_4317ce3f9130ce0b2b591ebe,ttd_0fd5ea43045593a3b9b7b5d5,sr_3d5d16841c26e51f8cee55d0,NSCQ-OH-20260720-0462,OH,Bellevue,CITY OF BELLEVUE,police,cba,3,3,2,2,1,1,5,5,0,0,false,false,false
doc_11d54a6051ca024b7d119834,doc_11d54a6051ca024b7d119834,opaque_sha256_derived_identity_from_frozen_selection,cexrem_93e502fe208bfc442d451b8c,ttd_632ebb765e8366339d366572,sr_9d90ca784f9578981a60e2b5,NSCQ-OH-20260720-0401,OH,Bellefontaine,CITY OF BELLEFONTAINE,fire,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_11dbaefb6cf29b64ef538679,doc_11dbaefb6cf29b64ef538679,opaque_sha256_derived_identity_from_frozen_selection,cexrem_783ab8f2be781faadbd2ab3f,ttd_7ea9ffb6653dd9b05cd19408,sr_ed874ecf6361b40d0177d181,NSCQ-MA-20260720-0075,MA,Leominster,CITY OF LEOMINSTER,fire,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_127ad188d19f5230c0580c8e,doc_127ad188d19f5230c0580c8e,opaque_sha256_derived_identity_from_frozen_selection,cex1000_408c65bf3b8ef7ed68932098,ttd_22fd2268b45eabf04546b8aa,sr_4aac807d10ad4fcf379f0ba5,NSCQ-OH-20260720-0376,OH,Mount Vernon,CITY OF MOUNT VERNON,non_safety,cba,0,0,1,1,0,0,3,3,0,0,false,false,false
doc_12bfd002ab39ed5918736500,doc_12bfd002ab39ed5918736500,opaque_sha256_derived_identity_from_frozen_selection,cex1000_e8e83608475edd1034d8af04,ttd_c7f49cfc5ce7c74138e5bead,sr_87856b5d40a0e718c0d7a6e9,NSCQ-OH-20260720-0542,OH,Montgomery,CITY OF MONTGOMERY,non_safety,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_13078d891e50bce99f984dbf,doc_13078d891e50bce99f984dbf,opaque_sha256_derived_identity_from_frozen_selection,cexrem_2594632fead871d891cf4415,ttd_853cc949aa2d9d97fc490cab,sr_543914a024e938f28c73686d,NSCQ-NV-20260720-0005,NV,North Las Vegas,CITY OF NORTH LAS VEGAS,police,cba,3,3,2,2,1,1,3,3,0,0,false,false,false
doc_1316ac3c3b504d4add3cbdfe,doc_1316ac3c3b504d4add3cbdfe,opaque_sha256_derived_identity_from_frozen_selection,cex_ac9879a35bff3da8ffd86929,ttd_88095824eb57a220677dc108,sr_2321e46e61c90965abe8a0b6,NSCQ-RI-20260720-0008,RI,Cranston,CITY OF CRANSTON,fire,cba,2,1,2,2,1,1,1,1,0,0,true,false,false
doc_13175eb574089c5db32a4f92,doc_13175eb574089c5db32a4f92,opaque_sha256_derived_identity_from_frozen_selection,cex_9985ede67b2639c278d2d3a7,ttd_3020dc8abb7df01ba7bb8406,sr_8ac316491a1151b601723e83,NSCQ-NY-20260720-0040,NY,Watertown,CITY OF WATERTOWN,police,cba,3,3,1,1,1,1,1,1,0,0,false,false,false
