selection_rank,extraction_case_id,document_identity_id,text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,content_artifact_path,content_hash,pdf_page_count,text_layer_status,wage_table_signal,extraction_pilot_priority,candidate_wage_pages,selection_score,selection_reason_codes,matched_group_id,matched_non_safety_selected,matched_non_safety_case_id,planned_lane,gate3_category,gate3_confidence,existing_rendered_page_count,selection_status,cumulative_cohort,requires_gabriel,seed_selection_rank,inventory_rows_for_content_hash,duplicate_hash_representative_rule,excluded_duplicate_detection_ids
25,cexrem_9b0dfdf283a704a24f5bb4a9,doc_b844fd597043514af40d75d0,ttd_7cee04a2fdb4f3a5ebc8e938,pr_20031fcac57dbb6ad6e56dda,sr_330099fef71d4920a4c02a0f,NSCQ-CA-20260720-0050,TRI-542d9d676e54ce565aa4,VER-0e8a092ebdbd19126bbe,CA,Chico,CITY OF CHICO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0090_sr_330099fef71d4920a4c02a0f.pdf,791defd36ce762f1baa967d2abcbe8eeec9c6d71c8610cbc0d395bfc819df57d,64,present,possible,p2,"2,22,29,63",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_b0d04ae10a590be2cdfa65c2,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
26,cexrem_5bdc0b085afbdddd46ff7e0d,doc_fc99be4471cdf85d0f35404c,ttd_b896337caf94731f1bc30d04,pr_1d6ee19c69b8a9f5875da595,sr_aba75e89eae9114cd5e557de,NSCQ-CA-20260720-0207,TRI-0d4defc3615565081452,VER-7b4cd9771bc0aec76b4c,CA,Chino,CITY OF CHINO,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0170_sr_aba75e89eae9114cd5e557de.pdf,b8c61d8882f63c2d14fdd1a5c83a1b9684c5380eb15bc31676a015de7706724d,35,partial,possible,p2,"9,12",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_416929d2ea7c86739dcad2c8,yes,cexrem_5bdc0b085afbdddd46ff7e0d,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
27,cexrem_cc679f4081f8fe995e28365c,doc_998a071d3ea0aeca3912f42a,ttd_b7d2342d87dc853255ffeb1e,pr_2bb5f35b34772db194eef204,sr_748ceda7c411132f673cef1a,NSCQ-CA-20260720-0206,TRI-47c8706dec0444b4b366,VER-7f78b308cd59a067fa0b,CA,Chino,CITY OF CHINO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0447_sr_748ceda7c411132f673cef1a.pdf,cc2f016221a07e63f33dc877cc98eccf3dc5f2a9a7a9070c795cea0c52ed7319,48,present,possible,p2,25,12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_416929d2ea7c86739dcad2c8,yes,cexrem_5bdc0b085afbdddd46ff7e0d,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
28,cexrem_79eaf5fffbfea1d2ed673e9c,doc_66a0dc04256244fa33847813,ttd_d245363138a5b89320582b35,pr_df389c2867894bf02e194b09,sr_934c14b12349ff6cc1d9c876,NSCQ-CA-20260720-0278,TRI-5137b245d8d95a7b466f,VER-9bf43754c4d224508be2,CA,Chino Hills,CITY OF CHINO HILLS,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0258_sr_934c14b12349ff6cc1d9c876.pdf,75189c89ed833eb5e0dec0292fdeefcc10c433030791d87856fb5f7a2f297d53,54,partial,possible,p2,"2,7,19,25,28,30",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_42b03614898ea488880420ee,yes,cexrem_79eaf5fffbfea1d2ed673e9c,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
29,cexrem_25f11489b074191b181fd8d2,doc_ffa1b63a0ba386e44339a398,ttd_46d0f1b4b9130e557088958c,pr_58f06eb3f180925fa62023c8,sr_08c8b4a69fe57b0b2a755cff,NSCQ-CA-20260720-0113,TRI-5b6769ea60aa20d39b8f,VER-e769972b42d56f6a0c5e,CA,Clovis,CITY OF CLOVIS,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0454_sr_08c8b4a69fe57b0b2a755cff.pdf,49f0e326bee5a4f9b6c98f6666d5e7ab0e1c5d949f61106b1745cdd83d28cbca,40,present,likely,p1,"2,5,18,21,23,39,40",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_43285895b7cc8ca46f3026c5,no,,quantitative,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
30,cexrem_341fbc64b3fccaf03290cc3a,doc_9e3205a3f466d8f4cdafa2af,ttd_ac926a72248946f827adda96,pr_94516c98b16d40d5a16c91e7,sr_a4b328ebbc00a357557591c0,NSCQ-CA-20260720-0111,TRI-d3364ddcda617651dde1,VER-e578b9efcdbc8bafaf56,CA,Clovis,CITY OF CLOVIS,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0457_sr_a4b328ebbc00a357557591c0.pdf,c694d5eece205631a3f486da17032b8be9bccca8941f18cf1b0a89cfdf7bb793,54,partial,possible,p2,"2,7,13,19,25,28,30",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_43285895b7cc8ca46f3026c5,no,,quantitative,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
31,cexrem_262ac925a59969e8a18a765e,doc_3f0d021683bbb25f21b82af3,ttd_15e493ad52dc1efa4013b4df,pr_4d9c7ec7390e5b1135645da3,sr_1f02ab58777902eb58c9cc35,NSCQ-CA-20260720-0087,TRI-709fa525c777bc5acf85,VER-9b34021fa71d372d6f22,CA,Corona,CITY OF CORONA,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0166_sr_1f02ab58777902eb58c9cc35.pdf,25a7a593218de1df66361c203d01d09e1ea49c68b35d43372929925c42c0db68,40,present,likely,p1,"2,5,10,21,39,40",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_85633c62ed33f4dd0af13377,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
32,cexrem_ed070356e7209288fbbd301b,doc_e68b0c51e2f43773feb0b051,ttd_5bdad1fd471e65b72ac11c2a,pr_580d8a084bead408b52f12d0,sr_4dbd23d0e2771808994e6531,NSCQ-CA-20260720-0086,TRI-8c8fec89190b5200cd22,VER-132ef12b163c330d729d,CA,Corona,CITY OF CORONA,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0240_sr_4dbd23d0e2771808994e6531.pdf,4ca59223ff62341e6c124416cff35b2308001132db2b07e2823a4b0d6c874813,28,present,possible,p2,"4,10,15,16",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_85633c62ed33f4dd0af13377,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
33,cexrem_b7915067c7bc718d8cf9aaa2,doc_d0482960d739bce71618a1af,ttd_eedca81d3ced29e8b925d502,pr_12b97d9e1678f66a5690ac00,sr_80e65eb064a337033d313fc6,NSCQ-CA-20260720-0503,TRI-e4208e218442dab062cd,VER-31d25f51128a49da1198,CA,Culver City,CITY OF CULVER CITY,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0193_sr_80e65eb064a337033d313fc6.pdf,2359d1cd47ce997501cdeeeb66923f8dcd8243f3493bda2447c157c5a5153c99,67,present,possible,p2,"1,16,30,66",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_1992afe1178209f56ed8f213,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
34,cexrem_a1f1c1fdb8837c4764350d9f,doc_8cae546a9b44a4a0a41b6383,ttd_b3e1069eccffe1be4017d2b1,pr_7cd279bbc20a193cfcbde8d3,sr_84fa5e9c4f3b7cb417363b44,NSCQ-CA-20260720-0413,TRI-eacffec96eb6e4dcb823,VER-a8996ea38fa525e87955,CA,Cupertino,CITY OF CUPERTINO,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0259_sr_84fa5e9c4f3b7cb417363b44.pdf,eb064b59cb2fe62fa0d0c51192bdd9aebe20855acbc010639e8d5e8aec558f72,34,present,possible,p2,"12,16,18",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_fe08be3490023b60304b5dc4,yes,cexrem_a1f1c1fdb8837c4764350d9f,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
35,cexrem_0f0f45204de26716d3073852,doc_ff3c23e1ea627b1adc77682c,ttd_24395bf391b78ff52def1001,pr_fb740b6da4244eeae61ecfe3,sr_b8c6d05bef821099d3003db2,NSCQ-CA-20260720-0719,TRI-aff8ab85c57a0ed9476a,VER-d331cb72ab1764ca09a8,CA,Dana Point,CITY OF DANA POINT,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0460_sr_b8c6d05bef821099d3003db2.pdf,15886cdc0604a373b398d27fcb81bda33341bd890c9e8b4aae7c795d50b40edc,33,present,possible,p2,"2,8,12,15,17,33",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_64ad001560636a61c425153e,yes,cexrem_0f0f45204de26716d3073852,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
36,cexrem_6c9c5eb799e576d14a95ad10,doc_fc5727c3dbccb74d5eb427fc,ttd_e2fb1c8d102a9a5d0b2dc2a5,pr_e375eece01a5d51cd72e386c,sr_99a4a6b87bd7d4d6932a7414,NSCQ-CA-20260720-0079,TRI-45bf8aa80f4b754d2693,VER-dde9556e255366ee7a01,CA,Elk Grove,CITY OF ELK GROVE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0252_sr_99a4a6b87bd7d4d6932a7414.pdf,24351d3f5a86f9bf9f7ef5018d19319676126512f921bf835f283ea941d8350d,115,present,likely,p1,"1,2,14,26,39",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_a6d7a00d514eb291df518135,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
37,cexrem_2b932aa6c51ec19491082310,doc_060db59a973dc63a06125293,ttd_f11c1fbea385518e998e2d43,pr_1826f0bbaba3df6993eaf4d8,sr_70758f3abcd79d9f1fc5aaf3,NSCQ-CA-20260720-0085,TRI-3ebcfa295d60ae1e5e25,VER-89e14f09a4e791802fec,CA,Garden Grove,CITY OF GARDEN GROVE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0236_sr_70758f3abcd79d9f1fc5aaf3.pdf,628b66933ccde97077510e6dd9abf788aa51d2a3d262cafe2b0acb7f8a9e5e21,55,present,likely,p1,"13,19,54",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_9747f628b09fa9427870a5e4,yes,cexrem_2b932aa6c51ec19491082310,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
38,cexrem_332d46b733da3d57ce0f9709,doc_30b06a429b99bfb44506277e,ttd_3ff0b7b23e50f7b036571885,pr_0f2b7b058a411d0fd52d5a60,sr_6646676d38eeb9a4df10db99,NSCQ-CA-20260720-0386,TRI-3690150aeb0ed6df0f0a,VER-82f2a7cfe6fd2d92383b,CA,Gardena,CITY OF GARDENA,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0224_sr_6646676d38eeb9a4df10db99.pdf,ec6ef6dcdb94007a74edb801d0140add0aaf548ce2272c2db4b1e4fc8d0cc2ee,60,present,likely,p1,"2,8,14,27,59",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_e67ebe6480183dccd60822f7,yes,cexrem_332d46b733da3d57ce0f9709,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
39,cexrem_53f7d7a6d38a13ee3606dc3f,doc_0d688c12b5d03b08cfdd8649,ttd_081061b4075b4fc5151a8b0c,pr_cbc0e1daf6bf8c9c4cad81e8,sr_ccde8b30071dd714a82e0058,NSCQ-CA-20260720-0406,TRI-996d3e9303a279912b9b,VER-4ba5fa0a1afd07af0139,CA,Gilroy,CITY OF GILROY,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0183_sr_ccde8b30071dd714a82e0058.pdf,e9abc20c491409e8f061689a9323ce0d0f0391e54ef00be2512e74a6099ddfb6,32,present,likely,p1,"1,4,11,18,31",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_cfca308c920e665a25b71110,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
40,cexrem_5ad77417010ca062e42048b9,doc_4c9bb728aadca55b4330f35b,ttd_4be5f93e9470ee0de51f6ace,pr_6d71e7a92826be7880b92307,sr_4c16a4c1bacac2885b3cb537,NSCQ-CA-20260720-0071,TRI-4a57ca35ad218380962d,VER-a1a3866046dab1fe4ee7,CA,Huntington Beach,CITY OF HUNTINGTON BEACH,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0178_sr_4c16a4c1bacac2885b3cb537.pdf,7e9a1b71eeab6fb872632319af7daa23113ed1246cc45535b475095dc49b7560,58,present,likely,p1,"7,14,26,30,33,57",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_b76dbacd36f1b9005b8a1a0e,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
41,cexrem_a3dc4a6f2373532e9cd6f5c1,doc_d211ec7bac57c08da12b2a72,ttd_54888ebb65f7d388f938ee93,pr_dd20091046d4fff4ce19de61,sr_bdc9a9282b63194877a5a254,NSCQ-CA-20260720-0070,TRI-f09687af7636cacab021,VER-7357c136a12075904220,CA,Huntington Beach,CITY OF HUNTINGTON BEACH,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0249_sr_bdc9a9282b63194877a5a254.pdf,ad07c603e8314bfca4ce45a83ac84ba0b7578bd3937f192b9257a707d4c2eced,45,present,likely,p1,"2,6,11,16,23,44",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_b76dbacd36f1b9005b8a1a0e,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
42,cexrem_a108ae4b3a685ada74607e61,doc_f9bc660379333a2538c92ded,ttd_34cc9cb470836da3ce0b9ab2,pr_1971cad6e2ce2c381e6f581e,sr_12579576d1544697635efd7d,NSCQ-CA-20260720-0543,TRI-6c2a7dc03b0405b4f92a,VER-658609aad5b283719700,CA,La Puente,CITY OF LA PUENTE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0253_sr_12579576d1544697635efd7d.pdf,48613132cfe5b2a01004a592f8764dc8571cfcef0ad446cdd2da2e5826dd3aa7,24,present,likely,p1,"6,9,13,14",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_d25edb2313bef1ccc6b40aa1,yes,cexrem_af52a83b90feb45a6204424f,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
43,cexrem_af52a83b90feb45a6204424f,doc_d4e8f84a7ff11a0fc59fba54,ttd_aaf653d34ebeaf4622f40676,pr_5f1e3e291f83b64b22204082,sr_8de8098f7bc623f4c9ee9182,NSCQ-CA-20260720-0542,TRI-44fb950b78b307688e0f,VER-e06bd5268004a2a0bb10,CA,La Puente,CITY OF LA PUENTE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0459_sr_8de8098f7bc623f4c9ee9182.pdf,024a882c6805d083884eab65acea7b545fda4e0715d3401ed0c2ac08e5e714db,26,partial,likely,p1,"1,2",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_d25edb2313bef1ccc6b40aa1,yes,cexrem_af52a83b90feb45a6204424f,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
44,cexrem_dab56921778c4897f80f92b3,doc_f92c0a5df6e357a25558e348,ttd_bf8844d61ac7b178f65c4627,pr_63819921cde58cc6d3fe8130,sr_e6f58ede919b66be21b31521,NSCQ-CA-20260720-0734,TRI-c03f0db9b2dc0bb3f622,VER-aa2a9b71ce7b7c8e477f,CA,Laguna Hills,CITY OF LAGUNA HILLS,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0459_sr_e6f58ede919b66be21b31521.pdf,c72f822d1f17a0fc2eb6f7e576dad40665497ba8176cfce730c2667ecd1f2127,21,present,likely,p1,"1,3,5,8",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_e6be72dfa1c0c215e6a2f93b,yes,cexrem_9912821b51d9e593a00167ac,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
45,cexrem_9912821b51d9e593a00167ac,doc_73a1d0ae2d4d7e5f3790314a,ttd_a1e979df1c2ef43b41f6b365,pr_329ff3a8ef9c8b428e78e5df,sr_27e4f78bb051a0b5d663a0c9,NSCQ-CA-20260720-0733,TRI-697220f0f2fa432895d6,VER-c0e4e19bc54d4794280d,CA,Laguna Hills,CITY OF LAGUNA HILLS,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0254_sr_27e4f78bb051a0b5d663a0c9.pdf,1bc40aab49cb30db2ff1ad30afadfd9492b8bdb8833a7bae69e6dee4a31b1569,18,present,possible,p2,"1,2,10,12",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_e6be72dfa1c0c215e6a2f93b,yes,cexrem_9912821b51d9e593a00167ac,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
46,cexrem_dddfbff18efa9f5a9a1df240,doc_d938ff366a5433503e5bd3ca,ttd_81d81f436f646ddf81f5f278,pr_9e5d8011fe65d9e8c08d2520,sr_d76dc558c2ff9ab87f37160e,NSCQ-CA-20260720-0291,TRI-9e102ccb36d3cc2f01b5,VER-770e9c52ab51429b6e37,CA,Lake Elsinore,CITY OF LAKE ELSINORE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0257_sr_d76dc558c2ff9ab87f37160e.pdf,030e21fbca1dedd0fbaa707f74bbbb39296b968b0dabc494675ec65e7ff7c1ae,38,present,likely,p1,"1,5,9,17,22,38",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_83fff66ae562472ab47a0573,yes,cexrem_53ad524bd8037baa3a9fe1ab,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
47,cexrem_53ad524bd8037baa3a9fe1ab,doc_beeb6bc313b392354017fe07,ttd_c9b181d1ae080b21ba6f0938,pr_7df6ec99f5c037362e321691,sr_917ba2dc95a96e9b27401e72,NSCQ-CA-20260720-0292,TRI-c1677880421b2e9e2e8d,VER-7c4899d0d3dee7d330c0,CA,Lake Elsinore,CITY OF LAKE ELSINORE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0267_sr_917ba2dc95a96e9b27401e72.pdf,5a489f03ae9269a3ad179c6ac859b8bcc9cc5cf1e7e3244151302f6a050ec1d5,49,present,likely,p1,"2,6,25,28,48,49",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_83fff66ae562472ab47a0573,yes,cexrem_53ad524bd8037baa3a9fe1ab,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
48,cexrem_8660be37a9465df3363b1a1d,doc_bbfa8156c2f73ebcca8627a9,ttd_5ee6546d212e13079b53c461,pr_98057e946f9eb34ff520ab3b,sr_0f61e2b69330e0bdeee9ea7f,NSCQ-CA-20260720-0390,TRI-b7e78d961df9de424aec,VER-0c74a842e1012e2ded77,CA,Lincoln,CITY OF LINCOLN,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0164_sr_0f61e2b69330e0bdeee9ea7f.pdf,83c6c4a4e658a0cdfd7ff6cd4f38bc256bf66a4b49ca4dbbe2e6263706d19fab,40,present,likely,p1,"14,21",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_d37113eb90d10e4cc800a1de,yes,cexrem_8660be37a9465df3363b1a1d,quantitative,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
