aggressive_tier,caveat,claim_links,computed_percentage,corroboration_status,direction,directional_value_retained,formula,magnitude,mechanism,municipality,period,raw_values,relaxation_rule,reported_percentage,reproduced,result_id,semantic_outcome,side,source_basis,source_coordinates,source_count,source_ids,source_record_id,state,stored_percentage,strict_eligibility,unit_type
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,0.5,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Wadesboro,->,"["""", """", ""$14,548.00; 0.5%""]",GROWTH-3,0.5,True,AGGRES-25d540c480dbab2dab9849ad,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-9d2257ddff9d4d5fe1b742b6""}",1,,B4X2500GROWTHSRC-18a1486988e3105aa62f,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Wadesboro,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-0d97b49bfc4186bc38d333e3,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-e8218643fd3a1eb41521c452""}",1,,B4X2500GROWTHSRC-7db6ffdf7b84da7e31c0,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,0.4,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Wadesboro,->,"["""", """", ""0.4%""]",GROWTH-3,0.4,True,AGGRES-b9d445fc3de667cd31fbd96c,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-ccdab2de0d8bdc5b38674ae0""}",1,,B4X2500GROWTHSRC-85d7c305206af1b85076,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.5,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Wadesboro,->,"["""", """", ""2.5%""]",GROWTH-3,2.5,True,AGGRES-7d88d6f70d94337319f8baf1,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-56982d283f99892d85b9b67a""}",1,,B4X2500GROWTHSRC-af19d6bad59ed32a13a4,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,0.5,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Wadesboro,->,"["""", """", ""$14,548.00; 0.5%""]",GROWTH-3,0.5,True,AGGRES-fbec05a54eac0325e2088311,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-09f051f476ae66d7a5d9ab7b""}",1,,B4X2500GROWTHSRC-b96b93068ff0812dd46c,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Wadesboro,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-1a60592fcf2ee66333ad376d,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-38e8562a3c12a7c36aa15264""}",1,,B4X2500GROWTHSRC-bfcdd12ebb681ea23181,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,1.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Kenesaw,->,"["""", """", ""1%""]",GROWTH-3,1.0,True,AGGRES-afa7a7cb45acb2c5c99223ca,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-333d258f4a4164cd82168ad7""}",1,,B4X2500GROWTHSRC-b7b6a7136488eda6343e,NE,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,1.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Union,->,"["""", """", ""1%; 3.5%""]",GROWTH-3,1.0,True,AGGRES-fae297d22f5565147a7f44e8,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-96697a632fd0a43f27ca1bd8""}",1,,B4X2500GROWTHSRC-5361cca5dd9072fdc64a,NE,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,1.0,source_reported_direction_or_percentage,,COLA_CPI,Warner,->,"["""", """", ""1%""]",GROWTH-3,1.0,True,AGGRES-dfea62a672b0621683f1b41a,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-c7e483c96ad361c66fca888d""}",1,,B4X2500GROWTHSRC-0843948687e4cb03a13a,NH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,6.0,source_reported_direction_or_percentage,,COLA_CPI,Warner,->,"["""", """", """"]",GROWTH-3,6.0,True,AGGRES-8fae5c305b85bee3c54ca3d6,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-63652c37e3b23f4a2ec1de95""}",1,,B4X2500GROWTHSRC-437e61d7759c33568d51,NH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,COLA_CPI,Warner,->,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-0d735da7fc1f9a75601abfdc,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-02728fb1266923b57c495e55""}",1,,B4X2500GROWTHSRC-995762b11a00c92f7cb1,NH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,step_schedule_progression,Gloucester,->,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-f050f96d00f1514b4acb2a1d,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-8be17941fdce20ae59b235cd""}",1,,B4X2500GROWTHSRC-0ac0b719cd85bba268ad,NJ,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Gloucester,->,"["""", """", ""$350.00; 2%; 2%; 2%""]",GROWTH-3,2.0,True,AGGRES-c668dd758ccc8de1132f58cc,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-102e5e466989ebda561fa10a""}",1,,B4X2500GROWTHSRC-9a93a66a96a164ad8191,NJ,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,1.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Howland,->,"["""", """", ""1%""]",GROWTH-3,1.0,True,AGGRES-b9be7b9708a15adc335e2b36,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-7ad73ad20ff74a7e378f9d82""}",1,,B4X2500GROWTHSRC-6ce2efff0856e14f4962,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Nimishillen,->,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-1107794181e7091ef8c7715d,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-13dfab43229e0a1979996761""}",1,,B4X2500GROWTHSRC-6dd545a132c8bc2ad4f9,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Olmsted,->,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-2a64a44f5b68235f9b9ce56a,uphold_tier_3_directional,fire,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-81652599789099f38ce3875a""}",1,,B4X2500GROWTHSRC-c24c57ef2d9b59e45652,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Lakeport,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-7aa623c9df0ace8fdf933c53,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-67daa6198bad851bf3d94a6a""}",1,,B4X2500GROWTHSRC-21b2e35667431622f748,CA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,step_schedule_progression,Lakeport,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-639d3c6a5dd1287bad2948b4,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-66242b01d450d42cb8e8d431""}",1,,B4X2500GROWTHSRC-93b320eb44a42996bac6,CA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,COLA_CPI,Grand View,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-7594a9b5a19327863f029726,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-b4b7383fc08ebb93ca7d1e3b""}",1,,B4X2500GROWTHSRC-cd805f6a98c8ab931567,ID,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Bethalto,->,"["""", """", ""$29.87; 2%; 2%; 2%""]",GROWTH-3,2.0,True,AGGRES-0db6fae47281bb73fd40a6ac,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-60d4724d457ae1259d0182f3""}",1,,B4X2500GROWTHSRC-d10db1b10ec1eb37fbac,IL,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.5,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Kildeer,->,"["""", """", ""2.5%""]",GROWTH-3,2.5,True,AGGRES-2ff5d9165b98163812817626,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-722b627b92b98f23fbe1a162""}",1,,B4X2500GROWTHSRC-252f909235ad43308301,IL,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,6.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Groton,->,"["""", """", ""6%""]",GROWTH-3,6.0,True,AGGRES-50c2f69f55b7940a07b30a00,uphold_tier_3_directional,fire,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-c4ddf8e73799308726401b9a""}",1,,B4X2500GROWTHSRC-9c63ad766466877167e7,MA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.5,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Groton,->,"["""", """", ""2.5%""]",GROWTH-3,2.5,True,AGGRES-89ea49dc2292c571cfe4d46a,uphold_tier_3_directional,fire,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-5bbf98d439b52e6d965b2a91""}",1,,B4X2500GROWTHSRC-cd18658506746e5842aa,MA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,10.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Grand Rapids charter,->,"["""", """", ""10%""]",GROWTH-3,10.0,True,AGGRES-55cc2e35888389a5c85a6fd0,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-3a20a0e6e3b8ed7596ea19c9""}",1,,B4X2500GROWTHSRC-bb42c1c11e92bb167e6b,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,4.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Imlay City,->,"["""", """", ""4%""]",GROWTH-3,4.0,True,AGGRES-cccc88b199ca0e882a1cb537,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-84c47d255ab7c1d1893253a9""}",1,,B4X2500GROWTHSRC-f15b41867c0854f2c303,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Plymouth charter,->,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-6cc23b9930cd8805d937ef7c,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-8b6f3c1b959d9acdda44b635""}",1,,B4X2500GROWTHSRC-8cc1466aeed420bd1d19,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.25,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Niskayuna,->,"["""", """", ""2.25%""]",GROWTH-3,2.25,True,AGGRES-0ac0c466365029038a9d921a,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-bf95c0cea0e2bc3297492495""}",1,,B4X2500GROWTHSRC-7098cc37632275e2d892,NY,,source_reported_growth_rate,growth
