raw_row_number,raw_target_id,classification,prior_compacted_target_id,raw_resolution,terminal_without_search
195,EXTTARGET-a5e4c3340daf2addbfb77981,residual,EXTSEARCH-53db5416b5946180f2cbf1f2,linked_to_compacted_live_target,
196,EXTTARGET-18a7d1958ad858edb74da020,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
197,EXTTARGET-8af15e58ba6f126618db71c6,residual,EXTSEARCH-53db5416b5946180f2cbf1f2,linked_to_compacted_live_target,
198,EXTTARGET-a0e1a3fb1bae02fd86713de9,residual,EXTSEARCH-53db5416b5946180f2cbf1f2,linked_to_compacted_live_target,
199,EXTTARGET-214fea842eb9dc470a7a6a1f,residual,EXTSEARCH-53db5416b5946180f2cbf1f2,linked_to_compacted_live_target,
200,EXTTARGET-f7a317138f1aa5e8fb307ffa,residual,EXTSEARCH-53db5416b5946180f2cbf1f2,linked_to_compacted_live_target,
201,EXTTARGET-bb016f5e0b7faaf504e8a08f,residual,EXTSEARCH-53db5416b5946180f2cbf1f2,linked_to_compacted_live_target,
202,EXTTARGET-e76888aa821dfc423b861476,residual,EXTSEARCH-53db5416b5946180f2cbf1f2,linked_to_compacted_live_target,
203,EXTTARGET-65da1a9b9c49da80f26c7330,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
204,EXTTARGET-8af15e58ba6f126618db71c6,residual,EXTSEARCH-53db5416b5946180f2cbf1f2,linked_to_compacted_live_target,
205,EXTTARGET-a0e1a3fb1bae02fd86713de9,residual,EXTSEARCH-53db5416b5946180f2cbf1f2,linked_to_compacted_live_target,
206,EXTTARGET-214fea842eb9dc470a7a6a1f,residual,EXTSEARCH-53db5416b5946180f2cbf1f2,linked_to_compacted_live_target,
207,EXTTARGET-f7a317138f1aa5e8fb307ffa,residual,EXTSEARCH-53db5416b5946180f2cbf1f2,linked_to_compacted_live_target,
208,EXTTARGET-bb016f5e0b7faaf504e8a08f,residual,EXTSEARCH-53db5416b5946180f2cbf1f2,linked_to_compacted_live_target,
209,EXTTARGET-e76888aa821dfc423b861476,residual,EXTSEARCH-53db5416b5946180f2cbf1f2,linked_to_compacted_live_target,
210,EXTTARGET-65da1a9b9c49da80f26c7330,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
211,EXTTARGET-bc0c873559c60722a48ed235,residual,EXTSEARCH-4fd815bfdd8cb9aa853b167f,linked_to_compacted_live_target,
212,EXTTARGET-18ece6360dff9d47b7072f89,residual,EXTSEARCH-4fd815bfdd8cb9aa853b167f,linked_to_compacted_live_target,
213,EXTTARGET-121c7f37a8aa7cafb1c50536,residual,EXTSEARCH-4fd815bfdd8cb9aa853b167f,linked_to_compacted_live_target,
214,EXTTARGET-068e7d3418b0e0d556184346,canonical_primary_representative,EXTSEARCH-4fd815bfdd8cb9aa853b167f,linked_to_compacted_live_target,prior_wave_primary_representative
215,EXTTARGET-1e8390e0bbdfd5ae336136e4,residual,EXTSEARCH-4fd815bfdd8cb9aa853b167f,linked_to_compacted_live_target,
216,EXTTARGET-30d2a2bf47642b6c5e0be8d9,residual,EXTSEARCH-4fd815bfdd8cb9aa853b167f,linked_to_compacted_live_target,
217,EXTTARGET-6fa3b6a892abc81a9fe5bd4e,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
218,EXTTARGET-674873fbfa3334e06644ef37,residual,EXTSEARCH-4da32ba897bf22c6c922a628,linked_to_compacted_live_target,
219,EXTTARGET-fca67aa2ecab07cc99d034ee,residual,EXTSEARCH-4da32ba897bf22c6c922a628,linked_to_compacted_live_target,
220,EXTTARGET-82ea7592589102217cea81c4,residual,EXTSEARCH-4da32ba897bf22c6c922a628,linked_to_compacted_live_target,
221,EXTTARGET-6e1f37386af74371c5669224,residual,EXTSEARCH-4da32ba897bf22c6c922a628,linked_to_compacted_live_target,
222,EXTTARGET-333c4455a5806ef764201e6d,canonical_primary_representative,EXTSEARCH-4da32ba897bf22c6c922a628,linked_to_compacted_live_target,prior_wave_primary_representative
223,EXTTARGET-9c082b1a2dff12c6bee37f3a,residual,EXTSEARCH-4da32ba897bf22c6c922a628,linked_to_compacted_live_target,
224,EXTTARGET-866b3d2706b42bde465a19c8,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
225,EXTTARGET-924f62cc35bc148395700b0e,residual,EXTSEARCH-6006b6b5d947d112501da7c1,linked_to_compacted_live_target,
226,EXTTARGET-09c670e25412e9bd678c26f0,canonical_primary_representative,EXTSEARCH-6006b6b5d947d112501da7c1,linked_to_compacted_live_target,prior_wave_primary_representative
227,EXTTARGET-e76f80c5c6941fb017b1de60,residual,EXTSEARCH-6006b6b5d947d112501da7c1,linked_to_compacted_live_target,
228,EXTTARGET-6da3737472620bdebc2511c3,residual,EXTSEARCH-6006b6b5d947d112501da7c1,linked_to_compacted_live_target,
229,EXTTARGET-82b387ace3c83cdeb97e7606,residual,EXTSEARCH-6006b6b5d947d112501da7c1,linked_to_compacted_live_target,
230,EXTTARGET-22afc5990ce1f5c713a9058e,residual,EXTSEARCH-6006b6b5d947d112501da7c1,linked_to_compacted_live_target,
231,EXTTARGET-f1bb155a938cd22281797074,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
232,EXTTARGET-5974d3fd5748d7fb07ac61be,residual,EXTSEARCH-eb7888fac9f8d1d8acae9e2b,linked_to_compacted_live_target,
233,EXTTARGET-cf7be6b0f23c36e113424634,residual,EXTSEARCH-eb7888fac9f8d1d8acae9e2b,linked_to_compacted_live_target,
234,EXTTARGET-16cedbcb2250adca75435885,canonical_primary_representative,EXTSEARCH-eb7888fac9f8d1d8acae9e2b,linked_to_compacted_live_target,prior_wave_primary_representative
235,EXTTARGET-232b20a8202a8f675e526b64,residual,EXTSEARCH-eb7888fac9f8d1d8acae9e2b,linked_to_compacted_live_target,
236,EXTTARGET-32010f8019ffaf2fa2f62734,residual,EXTSEARCH-eb7888fac9f8d1d8acae9e2b,linked_to_compacted_live_target,
237,EXTTARGET-cacf3836e9c8add76280b495,residual,EXTSEARCH-eb7888fac9f8d1d8acae9e2b,linked_to_compacted_live_target,
238,EXTTARGET-29d2ff78857b4a8c7e16b838,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
239,EXTTARGET-c0edeb06c5183b36c23a60b9,residual,EXTSEARCH-df763fce1d65b69b2ebb9c3c,linked_to_compacted_live_target,
240,EXTTARGET-be76f7eed93866e2f89f1389,residual,EXTSEARCH-df763fce1d65b69b2ebb9c3c,linked_to_compacted_live_target,
241,EXTTARGET-4b1166dee7d1e75c40e9579a,canonical_primary_representative,EXTSEARCH-df763fce1d65b69b2ebb9c3c,linked_to_compacted_live_target,prior_wave_primary_representative
242,EXTTARGET-c12495b9c2e8f7796f842fc6,residual,EXTSEARCH-df763fce1d65b69b2ebb9c3c,linked_to_compacted_live_target,
243,EXTTARGET-f7ba8e1cea019ee90c15246d,residual,EXTSEARCH-df763fce1d65b69b2ebb9c3c,linked_to_compacted_live_target,
244,EXTTARGET-6c4e3ae084051715281c0fcc,residual,EXTSEARCH-df763fce1d65b69b2ebb9c3c,linked_to_compacted_live_target,
245,EXTTARGET-bc3104c307c334a479dd3999,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
246,EXTTARGET-416e3d0c3128afdc39f6b1cc,residual,EXTSEARCH-1e13238ae8ee22f033e0134b,linked_to_compacted_live_target,
247,EXTTARGET-db47713763275e58ce17055f,residual,EXTSEARCH-1e13238ae8ee22f033e0134b,linked_to_compacted_live_target,
248,EXTTARGET-cdcf91553126d4942d9819a5,residual,EXTSEARCH-1e13238ae8ee22f033e0134b,linked_to_compacted_live_target,
249,EXTTARGET-8887fed13060e405a71ed839,residual,EXTSEARCH-1e13238ae8ee22f033e0134b,linked_to_compacted_live_target,
250,EXTTARGET-0236c8f57269731b249597fa,canonical_primary_representative,EXTSEARCH-1e13238ae8ee22f033e0134b,linked_to_compacted_live_target,prior_wave_primary_representative
251,EXTTARGET-e5a400e936c035dbbde8d79a,residual,EXTSEARCH-1e13238ae8ee22f033e0134b,linked_to_compacted_live_target,
252,EXTTARGET-e6886dd1f2b04ab60039a701,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
253,EXTTARGET-b96d01d6281e75c029883022,residual,EXTSEARCH-6c383066d0e532e10664b421,linked_to_compacted_live_target,
254,EXTTARGET-eb8c3566b7e7e94161613ee8,residual,EXTSEARCH-6c383066d0e532e10664b421,linked_to_compacted_live_target,
255,EXTTARGET-ef8c50c6ab49f20c68d9e579,residual,EXTSEARCH-6c383066d0e532e10664b421,linked_to_compacted_live_target,
256,EXTTARGET-154bc534f3f643d9a423dcb1,canonical_primary_representative,EXTSEARCH-6c383066d0e532e10664b421,linked_to_compacted_live_target,prior_wave_primary_representative
257,EXTTARGET-399f629fac37f709c24bd2b5,residual,EXTSEARCH-6c383066d0e532e10664b421,linked_to_compacted_live_target,
258,EXTTARGET-c9ee9feb0c480a66fc8173c1,residual,EXTSEARCH-6c383066d0e532e10664b421,linked_to_compacted_live_target,
259,EXTTARGET-ce875e7842701a8ad81c941c,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
260,EXTTARGET-386a53fa8f7feb0cae9ce4a0,residual,EXTSEARCH-a57b1d4c88e2b89fd4630052,linked_to_compacted_live_target,
261,EXTTARGET-0e5b5de3b2c4d21e0d5ed184,residual,EXTSEARCH-a57b1d4c88e2b89fd4630052,linked_to_compacted_live_target,
262,EXTTARGET-235f875af540e83ac4cabccd,residual,EXTSEARCH-a57b1d4c88e2b89fd4630052,linked_to_compacted_live_target,
263,EXTTARGET-08b85530a96597a75ea63b7c,canonical_primary_representative,EXTSEARCH-a57b1d4c88e2b89fd4630052,linked_to_compacted_live_target,prior_wave_primary_representative
264,EXTTARGET-b6c34b5745e5568c9673b187,residual,EXTSEARCH-a57b1d4c88e2b89fd4630052,linked_to_compacted_live_target,
265,EXTTARGET-990c1634ac4402e5713aa39e,residual,EXTSEARCH-a57b1d4c88e2b89fd4630052,linked_to_compacted_live_target,
266,EXTTARGET-348e6999dce9ddc09f7cb6ee,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
267,EXTTARGET-f19520641e5add39fe98bbd5,residual,EXTSEARCH-34fccc0eaff69b2fc0ab6398,linked_to_compacted_live_target,
268,EXTTARGET-4cfd1bb83dd5407e9dcf0956,residual,EXTSEARCH-34fccc0eaff69b2fc0ab6398,linked_to_compacted_live_target,
269,EXTTARGET-d1e21c0714f8c61bcbd6adbb,residual,EXTSEARCH-34fccc0eaff69b2fc0ab6398,linked_to_compacted_live_target,
270,EXTTARGET-88827d44f6a83e5868c943f6,residual,EXTSEARCH-34fccc0eaff69b2fc0ab6398,linked_to_compacted_live_target,
271,EXTTARGET-dd8d5560cedbc39fffe4cf78,residual,EXTSEARCH-34fccc0eaff69b2fc0ab6398,linked_to_compacted_live_target,
272,EXTTARGET-4eb7aa509cd5e44ee4f5ff48,residual,EXTSEARCH-34fccc0eaff69b2fc0ab6398,linked_to_compacted_live_target,
273,EXTTARGET-d9c7525af82551fff56a319f,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
274,EXTTARGET-405ab628b979269b2a807d7f,residual,EXTSEARCH-34fccc0eaff69b2fc0ab6398,linked_to_compacted_live_target,
275,EXTTARGET-ba71eb3e3d020b3a0a2fb9ef,residual,EXTSEARCH-34fccc0eaff69b2fc0ab6398,linked_to_compacted_live_target,
276,EXTTARGET-cebe663ff732f9d84b15c52a,residual,EXTSEARCH-34fccc0eaff69b2fc0ab6398,linked_to_compacted_live_target,
277,EXTTARGET-6a3b0ef867ab8a1b43964940,residual,EXTSEARCH-34fccc0eaff69b2fc0ab6398,linked_to_compacted_live_target,
278,EXTTARGET-0e4ac5a98374b32375e98ba5,canonical_primary_representative,EXTSEARCH-34fccc0eaff69b2fc0ab6398,linked_to_compacted_live_target,prior_wave_primary_representative
279,EXTTARGET-98855e1e40269e5c72578007,residual,EXTSEARCH-34fccc0eaff69b2fc0ab6398,linked_to_compacted_live_target,
280,EXTTARGET-fd440186c6ef19eeaf0d5ddd,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
281,EXTTARGET-59369429fba0753c782ab4b8,residual,EXTSEARCH-e65f56985dab9d8534b2ba11,linked_to_compacted_live_target,
282,EXTTARGET-ef1dd69012a017923ddf5d4e,residual,EXTSEARCH-e65f56985dab9d8534b2ba11,linked_to_compacted_live_target,
283,EXTTARGET-825ef390117e263c3a75bb0b,residual,EXTSEARCH-e65f56985dab9d8534b2ba11,linked_to_compacted_live_target,
284,EXTTARGET-00274d7705407e3cdba4059a,canonical_primary_representative,EXTSEARCH-e65f56985dab9d8534b2ba11,linked_to_compacted_live_target,prior_wave_primary_representative
285,EXTTARGET-1e32d0486773984a206bca48,residual,EXTSEARCH-e65f56985dab9d8534b2ba11,linked_to_compacted_live_target,
286,EXTTARGET-c32ca67223d8f90b361a4f8b,residual,EXTSEARCH-e65f56985dab9d8534b2ba11,linked_to_compacted_live_target,
287,EXTTARGET-c52aa40ab55b0df357e6b8c4,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
288,EXTTARGET-2912593bff6d9c9dc459b73b,residual,EXTSEARCH-e4297a523d29e3998d4dab22,linked_to_compacted_live_target,
289,EXTTARGET-56ca73cab63a953fe124552b,residual,EXTSEARCH-e4297a523d29e3998d4dab22,linked_to_compacted_live_target,
290,EXTTARGET-eab4c5635391a31b8ba41a87,residual,EXTSEARCH-e4297a523d29e3998d4dab22,linked_to_compacted_live_target,
291,EXTTARGET-1fc95350ac9dbd9138fc85a7,canonical_primary_representative,EXTSEARCH-e4297a523d29e3998d4dab22,linked_to_compacted_live_target,prior_wave_primary_representative
292,EXTTARGET-620188846cfa1c62a1b21665,residual,EXTSEARCH-e4297a523d29e3998d4dab22,linked_to_compacted_live_target,
293,EXTTARGET-cf4ce61ef806775cf98413cb,residual,EXTSEARCH-e4297a523d29e3998d4dab22,linked_to_compacted_live_target,
294,EXTTARGET-6537a046c76c19228c0a3af7,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
295,EXTTARGET-cf50e7e99d830fa1290d4d3a,residual,EXTSEARCH-c08ad1e9804f185a5dac9afc,linked_to_compacted_live_target,
296,EXTTARGET-340dec71dc7d6258541ff024,residual,EXTSEARCH-c08ad1e9804f185a5dac9afc,linked_to_compacted_live_target,
297,EXTTARGET-bb77f9c76aa9561c8d8d482f,residual,EXTSEARCH-c08ad1e9804f185a5dac9afc,linked_to_compacted_live_target,
298,EXTTARGET-456194342333a200c37053d0,residual,EXTSEARCH-c08ad1e9804f185a5dac9afc,linked_to_compacted_live_target,
299,EXTTARGET-fad15b23a50630b197882bac,residual,EXTSEARCH-c08ad1e9804f185a5dac9afc,linked_to_compacted_live_target,
300,EXTTARGET-33838d60c93e85828213748f,canonical_primary_representative,EXTSEARCH-c08ad1e9804f185a5dac9afc,linked_to_compacted_live_target,prior_wave_primary_representative
301,EXTTARGET-c0836681ea720a05a52fae33,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
302,EXTTARGET-c1a935d869e0f2c8e747a957,residual,EXTSEARCH-b8c0c3be116a136a8d749ae0,linked_to_compacted_live_target,
303,EXTTARGET-500ece32f5abbf5ef89d21b9,residual,EXTSEARCH-b8c0c3be116a136a8d749ae0,linked_to_compacted_live_target,
304,EXTTARGET-3df8d582be9e170732a5af32,residual,EXTSEARCH-b8c0c3be116a136a8d749ae0,linked_to_compacted_live_target,
305,EXTTARGET-09b31f344b5625b5e1fa1f95,canonical_primary_representative,EXTSEARCH-b8c0c3be116a136a8d749ae0,linked_to_compacted_live_target,prior_wave_primary_representative
306,EXTTARGET-63b11bee936aef05edc6b414,residual,EXTSEARCH-b8c0c3be116a136a8d749ae0,linked_to_compacted_live_target,
307,EXTTARGET-f45554d5814858a219c77bb9,residual,EXTSEARCH-b8c0c3be116a136a8d749ae0,linked_to_compacted_live_target,
308,EXTTARGET-a1f72e7473daaeff7f0b4e77,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
309,EXTTARGET-0fd78232f6f7ec1a1a81aa27,canonical_primary_representative,EXTSEARCH-e4d8a7a80babd8ade101a093,linked_to_compacted_live_target,prior_wave_primary_representative
310,EXTTARGET-6e754a84e330625bd40cb824,residual,EXTSEARCH-e4d8a7a80babd8ade101a093,linked_to_compacted_live_target,
311,EXTTARGET-aae7f1f5bd49a3be4129c976,residual,EXTSEARCH-e4d8a7a80babd8ade101a093,linked_to_compacted_live_target,
312,EXTTARGET-805ad54ec2228d8dc4043e6f,residual,EXTSEARCH-e4d8a7a80babd8ade101a093,linked_to_compacted_live_target,
313,EXTTARGET-c4005d68aa327ffcf766b3af,residual,EXTSEARCH-e4d8a7a80babd8ade101a093,linked_to_compacted_live_target,
314,EXTTARGET-95223c6aa5c010e5b9310144,residual,EXTSEARCH-e4d8a7a80babd8ade101a093,linked_to_compacted_live_target,
315,EXTTARGET-338e5c3f70e109db34d8e855,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
316,EXTTARGET-6d786a9df8a8a8bfa361af13,residual,EXTSEARCH-ea0003a6e184cea5181de2af,linked_to_compacted_live_target,
317,EXTTARGET-2de3d6c51bb4307203bd3e64,residual,EXTSEARCH-ea0003a6e184cea5181de2af,linked_to_compacted_live_target,
318,EXTTARGET-5f275891f5f9e5b6de225e52,residual,EXTSEARCH-ea0003a6e184cea5181de2af,linked_to_compacted_live_target,
319,EXTTARGET-2c1994cdb18a32fbcc5c9083,residual,EXTSEARCH-ea0003a6e184cea5181de2af,linked_to_compacted_live_target,
320,EXTTARGET-cc34a3bb89cdec7239edee30,residual,EXTSEARCH-ea0003a6e184cea5181de2af,linked_to_compacted_live_target,
321,EXTTARGET-2335003ee04fbad0656056b6,canonical_primary_representative,EXTSEARCH-ea0003a6e184cea5181de2af,linked_to_compacted_live_target,prior_wave_primary_representative
322,EXTTARGET-0630169a52aa3afe483c42e8,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
323,EXTTARGET-6d786a9df8a8a8bfa361af13,residual,EXTSEARCH-ea0003a6e184cea5181de2af,linked_to_compacted_live_target,
324,EXTTARGET-2de3d6c51bb4307203bd3e64,residual,EXTSEARCH-ea0003a6e184cea5181de2af,linked_to_compacted_live_target,
325,EXTTARGET-5f275891f5f9e5b6de225e52,residual,EXTSEARCH-ea0003a6e184cea5181de2af,linked_to_compacted_live_target,
326,EXTTARGET-2c1994cdb18a32fbcc5c9083,residual,EXTSEARCH-ea0003a6e184cea5181de2af,linked_to_compacted_live_target,
327,EXTTARGET-cc34a3bb89cdec7239edee30,residual,EXTSEARCH-ea0003a6e184cea5181de2af,linked_to_compacted_live_target,
328,EXTTARGET-2335003ee04fbad0656056b6,residual,EXTSEARCH-ea0003a6e184cea5181de2af,linked_to_compacted_live_target,
329,EXTTARGET-0630169a52aa3afe483c42e8,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
330,EXTTARGET-462a3512646d18e33be583d3,residual,EXTSEARCH-39674dbd4b733eeb41f55965,linked_to_compacted_live_target,
331,EXTTARGET-5e332a951f1dc87668336fa6,residual,EXTSEARCH-39674dbd4b733eeb41f55965,linked_to_compacted_live_target,
332,EXTTARGET-f81aff05302c607a44d813f3,residual,EXTSEARCH-39674dbd4b733eeb41f55965,linked_to_compacted_live_target,
333,EXTTARGET-ef601d1a6072ffd26ebf9993,residual,EXTSEARCH-39674dbd4b733eeb41f55965,linked_to_compacted_live_target,
334,EXTTARGET-0bcb33114d79bfce819e8111,canonical_primary_representative,EXTSEARCH-39674dbd4b733eeb41f55965,linked_to_compacted_live_target,prior_wave_primary_representative
335,EXTTARGET-4d8ce0f709ab637af78ad32d,residual,EXTSEARCH-39674dbd4b733eeb41f55965,linked_to_compacted_live_target,
336,EXTTARGET-a300af0b34c6184d83b07c7f,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
337,EXTTARGET-facd201ee561a8b706cbd2f9,residual,EXTSEARCH-09c79735b786ae1640d98b5c,linked_to_compacted_live_target,
338,EXTTARGET-d7c7b99b72a6d185ae2c78d3,residual,EXTSEARCH-09c79735b786ae1640d98b5c,linked_to_compacted_live_target,
339,EXTTARGET-1b65154d242f7f1408a2d8e3,residual,EXTSEARCH-09c79735b786ae1640d98b5c,linked_to_compacted_live_target,
340,EXTTARGET-24d127465a8792d83b0bdfa5,residual,EXTSEARCH-09c79735b786ae1640d98b5c,linked_to_compacted_live_target,
341,EXTTARGET-e4b9ba2580e4cbcb756dde31,residual,EXTSEARCH-09c79735b786ae1640d98b5c,linked_to_compacted_live_target,
342,EXTTARGET-1ab8d271fa5cc43afb467d56,canonical_primary_representative,EXTSEARCH-09c79735b786ae1640d98b5c,linked_to_compacted_live_target,prior_wave_primary_representative
343,EXTTARGET-134f997b74e838e6c4c70807,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
344,EXTTARGET-3ced7b0ccac4bdef4ea8cff8,residual,EXTSEARCH-53dc1895fef3472170e3c084,linked_to_compacted_live_target,
345,EXTTARGET-54fc9ad61b006293d5a15b8d,residual,EXTSEARCH-53dc1895fef3472170e3c084,linked_to_compacted_live_target,
346,EXTTARGET-833ae6f04ee247c885dda7fd,residual,EXTSEARCH-53dc1895fef3472170e3c084,linked_to_compacted_live_target,
347,EXTTARGET-62ec50368c5a739abbdd41b4,residual,EXTSEARCH-53dc1895fef3472170e3c084,linked_to_compacted_live_target,
348,EXTTARGET-034540eeb67e7b401cde47dc,canonical_primary_representative,EXTSEARCH-53dc1895fef3472170e3c084,linked_to_compacted_live_target,prior_wave_primary_representative
349,EXTTARGET-9f2335890f4efb6f66bc89cb,residual,EXTSEARCH-53dc1895fef3472170e3c084,linked_to_compacted_live_target,
350,EXTTARGET-6f36201e721920963a9f6326,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
351,EXTTARGET-3ced7b0ccac4bdef4ea8cff8,residual,EXTSEARCH-53dc1895fef3472170e3c084,linked_to_compacted_live_target,
352,EXTTARGET-54fc9ad61b006293d5a15b8d,residual,EXTSEARCH-53dc1895fef3472170e3c084,linked_to_compacted_live_target,
353,EXTTARGET-833ae6f04ee247c885dda7fd,residual,EXTSEARCH-53dc1895fef3472170e3c084,linked_to_compacted_live_target,
354,EXTTARGET-62ec50368c5a739abbdd41b4,residual,EXTSEARCH-53dc1895fef3472170e3c084,linked_to_compacted_live_target,
355,EXTTARGET-034540eeb67e7b401cde47dc,residual,EXTSEARCH-53dc1895fef3472170e3c084,linked_to_compacted_live_target,
356,EXTTARGET-9f2335890f4efb6f66bc89cb,residual,EXTSEARCH-53dc1895fef3472170e3c084,linked_to_compacted_live_target,
357,EXTTARGET-6f36201e721920963a9f6326,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
358,EXTTARGET-bcf53a0219183e80e3669cbb,residual,EXTSEARCH-5ebaff0dcbf390e96c5736e0,linked_to_compacted_live_target,
359,EXTTARGET-0a3113d01ae6f87be810ab2f,canonical_primary_representative,EXTSEARCH-5ebaff0dcbf390e96c5736e0,linked_to_compacted_live_target,prior_wave_primary_representative
360,EXTTARGET-44bf71f13c789846007d9e97,residual,EXTSEARCH-5ebaff0dcbf390e96c5736e0,linked_to_compacted_live_target,
361,EXTTARGET-6a661a72b020a46084cb6f74,residual,EXTSEARCH-5ebaff0dcbf390e96c5736e0,linked_to_compacted_live_target,
362,EXTTARGET-ca06b94fe691de070e5d15fa,residual,EXTSEARCH-5ebaff0dcbf390e96c5736e0,linked_to_compacted_live_target,
363,EXTTARGET-5287868f16c05300fcee74cf,residual,EXTSEARCH-5ebaff0dcbf390e96c5736e0,linked_to_compacted_live_target,
