period_rescue_id,normalization_id,original_period_status,original_period_label,period_rescue_status,cleaned_period_label,period_evidence_basis,period_rescue_confidence,source_title,raw_period_tokens,source_locator_lineage
BRMPERRES-44b638daf72e3d87217ae3d5,BRMQNORM-20260803-0178e12ef8994f094b120c0d,explicit_or_bounded_repair,2026,explicit_period_rescued,2026,existing explicit or bounded normalized period,high,01-2026 Reorganization minutes (employee wages/benefits policy statements),"[""2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-03247-02"", ""final"": ""https://greenwoodtwpcrawfordpa.gov/wp-content/uploads/2026/02/01-2026-Reorganization-minutes-.pdf"", ""original"": ""https://greenwoodtwpcrawfordpa.gov/wp-content/uploads/2026/02/01-2026-Reorganization-minutes-.pdf"", ""scout_target_id"": ""BRM5-20260731-03247""}"
BRMPERRES-b14c53ae34472dc8e3e39a27,BRMQNORM-20260803-0189cdf566af0f80ff88a174,explicit_or_bounded_repair,2022–2023,explicit_period_rescued,2022–2023,existing explicit or bounded normalized period,high,Combined Minutes 2022 (includes wage scale step language for Deputy Clerk/Treasurer; references Employee Handbook wage/PTO framework),"[""2022"",""2022/2023""]","{""candidate_id"": ""BRM5C-BRM5-20260731-01243-01"", ""final"": ""https://shelbyvillage.com/wp-content/uploads/2025/04/Combined-Minutes-2022.pdf"", ""original"": ""https://shelbyvillage.com/wp-content/uploads/2025/04/Combined-Minutes-2022.pdf"", ""scout_target_id"": ""BRM5-20260731-01243""}"
BRMPERRES-67029ccbd581de2bf4d6c002,BRMQNORM-20260803-018d75bad46678e2153e6cc6,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,Collective Bargaining Agreement (Utility Personnel in the Service Department),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-17216-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1281.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1281.pdf"", ""scout_target_id"": ""BRM5-20260731-17216""}"
BRMPERRES-69254e6976f3c9095000572d,BRMQNORM-20260803-0199b771ae4aff6557765bf2,explicit_or_bounded_repair,2026,explicit_period_rescued,2026,existing explicit or bounded normalized period,high,Village of Groton Schedule of Salaries of Elected and Appointed Officers and Employees (Schedule 5) — 2026-27,"[""2026-27""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06737-01"", ""final"": ""https://grotonny.gov/_files/ugd/054819_23a447958ffd44969877d759fb9b6b30.pdf"", ""original"": ""https://www.grotonny.gov/_files/ugd/054819_23a447958ffd44969877d759fb9b6b30.pdf"", ""scout_target_id"": ""BRM5-20260731-06737""}"
BRMPERRES-90c90db4c8ddeeb6316c003f,BRMQNORM-20260803-01b1f6edca1ced5b96912640,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,City of Vergas Personnel Policy (includes ten-step pay scale mechanics and pay table adjustment process),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-16633-01"", ""final"": ""https://dysi0atluv43a.cloudfront.net/vergas/agenda-files/packets/packet001495-41aaa412-0643-6dff-ea7fa99917b25503.pdf"", ""original"": ""https://dysi0atluv43a.cloudfront.net/vergas/agenda-files/packets/packet001495-41aaa412-0643-6dff-ea7fa99917b25503.pdf"", ""scout_target_id"": ""BRM5-20260731-16633""}"
BRMPERRES-0eb0a9a8837a5247219e615a,BRMQNORM-20260803-01c370693f7864c959b8e9e0,explicit_or_bounded_repair,2025,explicit_period_rescued,2025,existing explicit or bounded normalized period,high,"Ordinance 25-10 — Salary Ordinance (Covering Non-FOP Employees), Effective July 1, 2025","[""July 1, 2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-15198-02"", ""final"": ""https://forestview-il.org/media/4uij5bg4/ordinance-25-10-salary-non-fop-employees.pdf"", ""original"": ""https://forestview-il.org/media/4uij5bg4/ordinance-25-10-salary-non-fop-employees.pdf"", ""scout_target_id"": ""BRM5-20260731-15198""}"
BRMPERRES-3bc18b79b3fa85477e09aed5,BRMQNORM-20260803-01c4e3e41a76be56903aa406,explicit_or_bounded_repair,2019–2020,explicit_period_rescued,2019–2020,existing explicit or bounded normalized period,high,Upper Uwchlan Township Budget - 2020 (Police Department section: contract salary increases),"[""2019"",""2020""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10961-01"", ""final"": ""https://upperuwchlan-pa.gov/ArchiveCenter/ViewFile/Item/1764"", ""original"": ""https://www.upperuwchlan-pa.gov/ArchiveCenter/ViewFile/Item/1764"", ""scout_target_id"": ""BRM5-20260731-10961""}"
BRMPERRES-f1120695a6b1eeec428f5678,BRMQNORM-20260803-01d988dd2be9d8b9bd336a37,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,COLLECTIVE BARGAINING AGREEMENT / EMPLOYMENT CONTRACT (Town of Kinderhook) — (Teamsters Local 294; binding CBA-style agreement; police/fire not indicated in snippet),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/26/10/56/26105661363302377713642602586304257685"", ""original"": ""https://ecommons.cornell.edu/bitstreams/9f6ebf94-bd3c-46dd-9388-629e2fadc7d5/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMPERRES-6eaaf2e50c63ba5a8be1f353,BRMQNORM-20260803-01e41027073c72c6d85a51b2,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,EMPLOYMENT CONTRACT (Town of Kinderhook) — TEAMSTERS LOCAL 294 (affiliated with International Brotherhood of Teamsters) (binding CBA-style agreement; police/fire not indicated in snippet),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMPERRES-4e7a46b23ee14e30022fb38e,BRMQNORM-20260803-01edc71782ed2882dad80d05,explicit_or_bounded_repair,2024,explicit_period_rescued,2024,existing explicit or bounded normalized period,high,Minutes of the Meeting of the Manheim Township Board of Commissioners (Resolution 2024–56 approving Fire CBA; retroactive economic benefits; wage scale based on years of service),"[""2024–56""]","{""candidate_id"": ""BRM5C-BRM5-20260731-07068-01"", ""final"": ""https://manheimtownship.org/ArchiveCenter/ViewFile/Item/3254"", ""original"": ""https://www.manheimtownship.org/Archive.aspx?ADID=3254"", ""scout_target_id"": ""BRM5-20260731-07068""}"
BRMPERRES-35ddb424ca316d2501059b6b,BRMQNORM-20260803-01edcda4391fa611138d53d4,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,Insurance MOU and Collective Bargaining Agreement (City of Marion / AFSCME Local 1158 and Ohio Council 8),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-09810-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2012/12-MED-09-1009.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2012/12-MED-09-1009.pdf"", ""scout_target_id"": ""BRM5-20260731-09810""}"
BRMPERRES-d778c03b2de79e5c58a95913,BRMQNORM-20260803-01f539666e76193314bd9a3b,explicit_or_bounded_repair,2025,explicit_period_rescued,2025,existing explicit or bounded normalized period,high,"City of Franklin, Indiana Budgetary Ordinance No. 24-20 (Schedule of total compensation for 2025, includes Police Department pay)","[""2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-08055-01"", ""final"": ""https://franklin.in.gov/egov/documents/1726499898_46214.pdf"", ""original"": ""https://www.franklin.in.gov/egov/documents/1726499898_46214.pdf"", ""scout_target_id"": ""BRM5-20260731-08055""}"
BRMPERRES-d3f4172885051f53f0935f56,BRMQNORM-20260803-01f68d2b3d2b01b041b9b633,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"Title 1, Chapter 1.09: Personnel—Holiday and Vacation Schedules (includes raises / COL raises considered at February meeting)",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-15557-01"", ""final"": ""https://ind15rpc.org/wp-content/themes/region15/codes/grandview/Grandview-Title1.pdf"", ""original"": ""https://www.ind15rpc.org/wp-content/themes/region15/codes/grandview/Grandview-Title1.pdf"", ""scout_target_id"": ""BRM5-20260731-15557""}"
BRMPERRES-ab4adf435df2f6ed1271db0b,BRMQNORM-20260803-01f7c5a84c6a2341023ec6d8,explicit_or_bounded_repair,2021,explicit_period_rescued,2021,existing explicit or bounded normalized period,high,"Packet for September 16, 2021 (Council meeting packet; includes action to finalize employee and contractor compensation budget lines)","[""September 16, 2021""]","{""candidate_id"": ""BRM5C-BRM5-20260731-18676-01"", ""final"": ""https://sanleannatx.com/wp-content/uploads/2021/09/Packet-for-September-16-2021.pdf"", ""original"": ""https://sanleannatx.com/wp-content/uploads/2021/09/Packet-for-September-16-2021.pdf"", ""scout_target_id"": ""BRM5-20260731-18676""}"
BRMPERRES-781162d904733b33726c7a27,BRMQNORM-20260803-01fcb814ca45c1fa41f0dec4,explicit_or_bounded_repair,2026–2028,explicit_period_rescued,2026–2028,existing explicit or bounded normalized period,high,Memo - Ratification: 2026-2028 Police Association Local #456 Contract,"[""2026-2028"",""January 1, 2027""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02775-02"", ""final"": ""https://citymedfordwi.civicweb.net/document/178479/Ratification_%202026-2028%20Police%20Association%20Loca.pdf"", ""original"": ""https://citymedfordwi.civicweb.net/document/178479/Ratification_%202026-2028%20Police%20Association%20Loca.pdf?handle=B9673C1C75D746E5AA58F2E5D04B39C7"", ""scout_target_id"": ""BRM5-20260731-02775""}"
BRMPERRES-26d941594253fdbfb198c29e,BRMQNORM-20260803-01ffd60356a0fc86754463f2,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,Township of Long Beach Resolution approving execution of Long Beach PBA Local #373 collective bargaining unit agreements (Superior Officers and Rank & File),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-06640-01"", ""final"": ""https://longbeachtownship.com/wp-content/uploads/2020/05/ag12162019.pdf"", ""original"": ""https://www.longbeachtownship.com/wp-content/uploads/2020/05/ag12162019.pdf"", ""scout_target_id"": ""BRM5-20260731-06640""}"
BRMPERRES-0358f66bddbb17acb4be596f,BRMQNORM-20260803-02060c3bd8b49a243b2008d3,explicit_or_bounded_repair,2024–2026,explicit_period_rescued,2024–2026,existing explicit or bounded normalized period,high,City Council Meeting Agenda (02-17-2026) — ARTICLE 4.1.1 Pay Plan / General Employees Pay Plan (Schedules A/B/C),"[""2024-2025"",""2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14315-03"", ""final"": ""https://watertown-ny.gov/media/ArchiveDocuments/CityCouncil/CouncilAgendas/2026/02-17-2026_Council_Meeting_Agenda.pdf"", ""original"": ""https://www.watertown-ny.gov/media/ArchiveDocuments/CityCouncil/CouncilAgendas/2026/02-17-2026_Council_Meeting_Agenda.pdf"", ""scout_target_id"": ""BRM5-20260731-14315""}"
BRMPERRES-2d326a26e3b588113a6120b1,BRMQNORM-20260803-020630d88d4b88040ff2a1a6,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"BMIC Human Resources — Personnel Policies and Procedures (Appendix ""A"")",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-04785-02"", ""final"": ""https://baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""original"": ""https://www.baymills.org/_files/ugd/869f65_ee95514ab62f43c495e51a5710875afc.pdf"", ""scout_target_id"": ""BRM5-20260731-04785""}"
BRMPERRES-ee59aa249bfbd2adfadc333a,BRMQNORM-20260803-0228b8a23e450e0930708169,explicit_or_bounded_repair,2021,explicit_period_rescued,2021,existing explicit or bounded normalized period,high,"City of Templeton, Iowa — 2021 Code of Ordinances (Compensation set by Council resolution; no wage schedule in code)","[""2021""]","{""candidate_id"": ""BRM5C-BRM5-20260731-03825-01"", ""final"": ""https://cdn.sanity.io/files/upk58r82/production/98788596cce9bb72d7eb2a9ecc7441d94e9d7cfb.pdf"", ""original"": ""https://cdn.sanity.io/files/upk58r82/production/98788596cce9bb72d7eb2a9ecc7441d94e9d7cfb.pdf"", ""scout_target_id"": ""BRM5-20260731-03825""}"
BRMPERRES-b9ee73f9ae9409b882708298,BRMQNORM-20260803-0235ec9efa7f6284e04170ff,explicit_or_bounded_repair,2021,explicit_period_rescued,2021,existing explicit or bounded normalized period,high,Incorporated Town of Highland Municipal Employee Handbook (Compensation and Benefits Ordinance) (Revisions listed through Oct 2021),"[""2021""]","{""candidate_id"": ""BRM5C-BRM5-20260731-04345-02"", ""final"": ""https://highland.in.gov/mt-content/uploads/2022/03/employee-handbook-2010-rev-12.27.2021.pdf"", ""original"": ""https://highland.in.gov/mt-content/uploads/2022/03/employee-handbook-2010-rev-12.27.2021.pdf"", ""scout_target_id"": ""BRM5-20260731-04345""}"
BRMPERRES-1d5dfccee2953dcbdc23d5a9,BRMQNORM-20260803-0250a329e3bca563813ef89a,explicit_or_bounded_repair,2019–2022,explicit_period_rescued,2019–2022,existing explicit or bounded normalized period,high,"Collective Bargaining Agreement between the City of Oakwood, Montgomery County, Ohio and Fraternal Order of Police, Oakwood Lodge No. 107 (Effective from and after October 27, 2019 through October 26, 2022)","[""October 26, 2022"",""October 27, 2019""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06104-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-CON-02-1726.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-CON-02-1726.pdf"", ""scout_target_id"": ""BRM5-20260731-06104""}"
BRMPERRES-80f611e188599edc30616b4e,BRMQNORM-20260803-0257e2e04c1b4b802ad4ce94,explicit_or_bounded_repair,2026,explicit_period_rescued,2026,existing explicit or bounded normalized period,high,Village of Germantown Annual Budget (FY 2026) — Police wages lines (regular/overtime),"[""FY 2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-11458-02"", ""final"": ""https://germantownil.net/wp-content/uploads/Budget-2025-2026.pdf"", ""original"": ""https://germantownil.net/wp-content/uploads/Budget-2025-2026.pdf"", ""scout_target_id"": ""BRM5-20260731-11458""}"
BRMPERRES-c631d153c586f931d6f01785,BRMQNORM-20260803-025a9016756f760d12b124c9,explicit_or_bounded_repair,2025,explicit_period_rescued,2025,existing explicit or bounded normalized period,high,"Village Board of Trustees Meeting Minutes (March 4, 2025) — Resolution Approving a Police Department Collective Bargaining Agreement (MAP) + other personnel compensation items","[""March 4, 2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-07649-02"", ""final"": ""https://cms3.revize.com/revize/villageofcherryvalley/BOARD%20MINUTES%2003-04-2025.pdf"", ""original"": ""https://cms3.revize.com/revize/villageofcherryvalley/BOARD%20MINUTES%2003-04-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-07649""}"
BRMPERRES-9163dca292afb9c9d804cbfe,BRMQNORM-20260803-026d4542c299b5eb0bf0c9ad,explicit_or_bounded_repair,2025,explicit_period_rescued,2025,existing explicit or bounded normalized period,high,March 2025 minutes (Salary resolutions),"[""2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12489-01"", ""final"": ""https://victorytownship.org/minutes-2025/march-2025"", ""original"": ""https://www.victorytownship.org/minutes-2025/march-2025"", ""scout_target_id"": ""BRM5-20260731-12489""}"
BRMPERRES-5ae3f0af27d2e131022ed07e,BRMQNORM-20260803-027300de53280a7e6fb76a4c,explicit_or_bounded_repair,2025,explicit_period_rescued,2025,existing explicit or bounded normalized period,high,Village of Pecatonica Regular Board Meeting — 2025-04-15 (Agenda PDF) — “Discussion and Approval of Wage Increase for Public Works Employee”,"[""2025-04""]","{""candidate_id"": ""BRM5C-BRM5-20260731-11616-02"", ""final"": ""https://villageofpecatonica.com/wp-content/uploads/2025/05/2025-04-15-Regular-Board.pdf"", ""original"": ""https://www.villageofpecatonica.com/wp-content/uploads/2025/05/2025-04-15-Regular-Board.pdf"", ""scout_target_id"": ""BRM5-20260731-11616""}"
BRMPERRES-9f61fcdda27489e72250d7ec,BRMQNORM-20260803-027e4b27b48f2f4fed487841,explicit_or_bounded_repair,2019–2023,explicit_period_rescued,2019–2023,existing explicit or bounded normalized period,high,"Police Officers Association of Michigan (POAM) Collective Bargaining Agreement (May 10, 2019 – June 30, 2023)","[""July 1, 2019"",""June 30, 2023"",""May 10, 2019""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12267-02"", ""final"": ""https://mackinac.org/archives/2023/S2023-06_Bay_City_Officers_2019-2023.pdf"", ""original"": ""https://www.mackinac.org/archives/2023/S2023-06_Bay_City_Officers_2019-2023.pdf"", ""scout_target_id"": ""BRM5-20260731-12267""}"
BRMPERRES-a5dfe9a495350e49eec81139,BRMQNORM-20260803-02822de4a351c4f103614899,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,Day County Commission Minutes (wage increase items; includes one-year highway employee pay increase),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-13723-01"", ""final"": ""https://day.sdcounties.org/files/2025/12/12-02-2025-Minutes.pdf"", ""original"": ""https://day.sdcounties.org/files/2025/12/12-02-2025-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-13723""}"
BRMPERRES-ad07cad0dcd666ac4e64b119,BRMQNORM-20260803-029fe532c1fa1f472beaf2d2,explicit_or_bounded_repair,2020,period_not_applicable,2020,existing explicit or bounded normalized period,high,"Illinois Fraternal Order of Police Labor Council & Village of Hampshire (Patrol) — Agreement; Packet (Apr 16, 2020)","[""Apr 16, 2020""]","{""candidate_id"": ""BRM5C-BRM5-20260731-04004-01"", ""final"": ""https://hampshireil.org/media/pkke2vce/packet_-4162020.pdf"", ""original"": ""https://hampshireil.org/media/pkke2vce/packet_-4162020.pdf"", ""scout_target_id"": ""BRM5-20260731-04004""}"
BRMPERRES-1abb9e07f3e5c08554c23d40,BRMQNORM-20260803-02ab14a3ed09333198d1df18,explicit_or_bounded_repair,2009,explicit_period_rescued,2009,existing explicit or bounded normalized period,high,"Village of Ellsworth (police), Dec. No. 32360-A (Torosian) (MIA-2780)","[""January 1, 2009""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10174-01"", ""final"": ""https://werc.wi.gov/interest_awards/mia32360.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/mia32360.pdf"", ""scout_target_id"": ""BRM5-20260731-10174""}"
BRMPERRES-c59f704dbaf2f284819c1a99,BRMQNORM-20260803-02acf64035378f1adc1da541,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,LABOR AGREEMENT BETWEEN THE CITY OF CHATFIELD AND LAW ENFORCEMENT LABOR SERVICES (Local No. 290) — with Appendix A Wage Schedule,[],"{""candidate_id"": ""BRM5C-BRM5-20260731-05090-01"", ""final"": ""https://d3n9y02raazwpg.cloudfront.net/chatfield/0fa8240f-fb87-4115-a696-80124d33e37c-a4028e22-799e-483a-97d2-7f4b357b3951-1731083723.pdf"", ""original"": ""https://d3n9y02raazwpg.cloudfront.net/chatfield/0fa8240f-fb87-4115-a696-80124d33e37c-a4028e22-799e-483a-97d2-7f4b357b3951-1731083723.pdf"", ""scout_target_id"": ""BRM5-20260731-05090""}"
