growth_candidate_id,normalization_id,municipality,state,region,side_label,role_unit,growth_value,growth_value_candidates,growth_value_type,pay_basis,period_label,normalization_status,normalization_confidence,mechanism_class,quant_qual_link_id,growth_continuity_status,caveats,source_locator_lineage,cleaned_analysis_use_primary_category,cross_side_wage_level_comparison_forced
BRMGROWTHNORM-20260803-79438d2cda0b1f3335bb4eba,BRMQNORM-20260803-16b2cd68767c8749a3a98a55,Shippingport,PA,Northeast,police_direct,police_role,3.0,[3.0],percentage,percentage_raise,2022–2024,normalized_growth_or_percentage_only,moderate,collective_bargaining,BRMQLINK-20260803-79438d2cda0b1f3335bb4eba,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14642-01"", ""final"": ""https://beavervalleyfop.org/wp-content/uploads/2023/09/shippingport-2022-2024.pdf"", ""original"": ""https://beavervalleyfop.org/wp-content/uploads/2023/09/shippingport-2022-2024.pdf"", ""scout_target_id"": ""BRM5-20260731-14642""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-8e84a49d99d340d73fb36b15,BRMQNORM-20260803-16dcbe3bb0296e159bf1efc0,North Sewickley,PA,Northeast,police_direct,police_role,2.5,[2.5],step_schedule_values,hourly,2025–2027,normalized_ready,high,non_base_compensation,BRMQLINK-20260803-8e84a49d99d340d73fb36b15,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10832-01"", ""final"": ""https://beavervalleyfop.org/wp-content/uploads/2025/05/north-sewickley-2025-2027.pdf"", ""original"": ""https://beavervalleyfop.org/wp-content/uploads/2025/05/north-sewickley-2025-2027.pdf"", ""scout_target_id"": ""BRM5-20260731-10832""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-107995e72a539a1dc7514f0a,BRMQNORM-20260803-18671f6b70c55ab2655a3d4b,Watertown,NY,Northeast,non_safety_direct,non_safety_role,2.96,[2.96],percentage,percentage_raise,2026,normalized_growth_or_percentage_only,moderate,ordinance_council_adoption,BRMQLINK-20260803-107995e72a539a1dc7514f0a,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14315-03"", ""final"": ""https://watertown-ny.gov/media/ArchiveDocuments/CityCouncil/CouncilAgendas/2026/02-17-2026_Council_Meeting_Agenda.pdf"", ""original"": ""https://www.watertown-ny.gov/media/ArchiveDocuments/CityCouncil/CouncilAgendas/2026/02-17-2026_Council_Meeting_Agenda.pdf"", ""scout_target_id"": ""BRM5-20260731-14315""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-5d368024ac3a3f903fcc1df2,BRMQNORM-20260803-18c0d003380da97787705f99,Taylorville,IL,Midwest,non_safety_direct,non_safety_role,,"[2.0,8.0]",percentage,annual_salary,2020,normalized_growth_or_percentage_only,moderate,market_recruitment_retention,BRMQLINK-20260803-5d368024ac3a3f903fcc1df2,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-04223-01"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-86847c701c555fe992f06feb,BRMQNORM-20260803-18c78b47d9ff52b3029b9ae9,Franklin,WI,Midwest,police_direct,police_role,8.6,[8.6],percentage,percentage_raise,1982,normalized_growth_or_percentage_only,moderate,cola_cpi_indexing,BRMQLINK-20260803-86847c701c555fe992f06feb,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06448-01"", ""final"": ""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia19790.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia19790.pdf"", ""scout_target_id"": ""BRM5-20260731-06448""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-6f466949aadf698b53f8c48f,BRMQNORM-20260803-19721ec1666f9d8ed6e76bc1,Batavia,NY,Northeast,police_direct,police_role,9.6,[9.6],percentage,percentage_raise,1984,normalized_growth_or_percentage_only,moderate,cola_cpi_indexing,BRMQLINK-20260803-6f466949aadf698b53f8c48f,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10397-02"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-003-awards-9-24-84.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-003-awards-9-24-84.pdf"", ""scout_target_id"": ""BRM5-20260731-10397""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-9baad7ef30be0b2f57f5e154,BRMQNORM-20260803-1990df06e6190971c5918dcd,Batavia,NY,Northeast,police_direct,police_role,8.0,[8.0],percentage,percentage_raise,1984,normalized_growth_or_percentage_only,moderate,cola_cpi_indexing,BRMQLINK-20260803-9baad7ef30be0b2f57f5e154,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10397-02"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-003-awards-9-24-84.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-003-awards-9-24-84.pdf"", ""scout_target_id"": ""BRM5-20260731-10397""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-b1e0d024e198326162a92378,BRMQNORM-20260803-19ca6d9305f86ceae575dc2a,Pendleton,NY,Northeast,non_safety_direct,non_safety_role,3.0,[3.0],percentage,percentage_raise,2010–2012,normalized_growth_or_percentage_only,moderate,collective_bargaining,BRMQLINK-20260803-b1e0d024e198326162a92378,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14262-02"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/05/m2011-024.pdf"", ""original"": ""https://perb.ny.gov/impasse-between-town-pendleton-and-teamsters-local-264-highway-water-and-sewer-departments"", ""scout_target_id"": ""BRM5-20260731-14262""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-127e048dd965411a0daf3652,BRMQNORM-20260803-1a8fcdaf1bc1076ea1ab9b74,Mosinee,WI,Midwest,police_direct,police_role,4.0,[4.0],percentage,budget_amount,2026,normalized_budget_context_only,moderate,non_base_compensation,BRMQLINK-20260803-127e048dd965411a0daf3652,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-17739-01"", ""final"": ""https://mosinee.wi.us/_files/ugd/3fe12a_3793d7597f884b7aaedee602c7f89f3e.pdf"", ""original"": ""https://www.mosinee.wi.us/_files/ugd/3fe12a_3793d7597f884b7aaedee602c7f89f3e.pdf"", ""scout_target_id"": ""BRM5-20260731-17739""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-0ae951b26726c6baea51b5da,BRMQNORM-20260803-1aaaa069f115525ab6dc2e04,Grand View-on-Hudson,NY,Northeast,police_direct,police_role,7.0,[7.0],percentage,percentage_raise,2007–2011,normalized_growth_or_percentage_only,moderate,other_pay_setting_mechanism,BRMQLINK-20260803-0ae951b26726c6baea51b5da,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06735-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/10/56/26/105626199150147161380260627528206291264"", ""original"": ""https://ecommons.cornell.edu/bitstreams/f580dfd9-1662-4ab4-a1b0-084ca6e34b25/download"", ""scout_target_id"": ""BRM5-20260731-06735""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-7a7e54908f09393580122893,BRMQNORM-20260803-1b0b39c11cb7d8b91bd1a878,Corning,NY,Northeast,police_direct,police_role,7.0,[7.0],percentage,percentage_raise,1982,normalized_growth_or_percentage_only,moderate,collective_bargaining,BRMQLINK-20260803-7a7e54908f09393580122893,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-17911-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia82-038-award-8-5-83.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia82-038-award-8-5-83.pdf"", ""scout_target_id"": ""BRM5-20260731-17911""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-945566018278d38ee28d3ddd,BRMQNORM-20260803-1bd7a6a6ac6b299898c2cfae,Franklin,OH,Midwest,police_direct,police_role,,"[109331.0,112715.0,116199.0,119728.0,123154.0,126580.0,130005.0]",step_schedule_values,step_schedule,2025–2026,normalized_partial,moderate,non_base_compensation,BRMQLINK-20260803-945566018278d38ee28d3ddd,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13485-04"", ""final"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/frnklnoh-meet-98ec376eaf9c4ea1afb19e9675ba3817/ITEM-Attachment-001-379cc6802b784c1786ea72f350241ced.pdf"", ""original"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/frnklnoh-meet-98ec376eaf9c4ea1afb19e9675ba3817/ITEM-Attachment-001-379cc6802b784c1786ea72f350241ced.pdf"", ""scout_target_id"": ""BRM5-20260731-13485""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-bc150b632db59f1167305c0a,BRMQNORM-20260803-1c2a428d1c5f322139d0cbd3,Clarion,PA,Northeast,non_safety_direct,non_safety_role,3.0,[3.0],percentage,percentage_raise,2015,normalized_growth_or_percentage_only,moderate,collective_bargaining,BRMQLINK-20260803-bc150b632db59f1167305c0a,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06896-01"", ""final"": ""https://clarionboro.org/wp-content/uploads/2010/02/November-17-2015-2nd-Council-Meeting.pdf"", ""original"": ""https://clarionboro.org/wp-content/uploads/2010/02/November-17-2015-2nd-Council-Meeting.pdf"", ""scout_target_id"": ""BRM5-20260731-06896""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-20b0434d3e3298d9530e1e57,BRMQNORM-20260803-1c8b0701eedc9b329e1c9740,Belle,SD,Midwest,police_direct,police_role,20.06,[20.06],step_schedule_values,hourly,2021–2022,normalized_ready,high,market_recruitment_retention,BRMQLINK-20260803-20b0434d3e3298d9530e1e57,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13707-02"", ""final"": ""https://bellefourche.org/vertical/sites/%7B161B3B9B-0700-4014-A73C-AD9D1DCB57BA%7D/uploads/Council_Minutes_10-18-21%281%29.pdf"", ""original"": ""https://www.bellefourche.org/vertical/sites/%7B161B3B9B-0700-4014-A73C-AD9D1DCB57BA%7D/uploads/Council_Minutes_10-18-21%281%29.pdf"", ""scout_target_id"": ""BRM5-20260731-13707""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-c43d78e391094eb70559d267,BRMQNORM-20260803-1cdf02b7429340a09d0f7e47,Grand View-on-Hudson,NY,Northeast,police_direct,police_role,6.0,[6.0],percentage,percentage_raise,2007–2011,normalized_growth_or_percentage_only,moderate,non_base_compensation,BRMQLINK-20260803-c43d78e391094eb70559d267,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06735-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/10/56/26/105626199150147161380260627528206291264"", ""original"": ""https://ecommons.cornell.edu/bitstreams/f580dfd9-1662-4ab4-a1b0-084ca6e34b25/download"", ""scout_target_id"": ""BRM5-20260731-06735""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-798014be9b4f1ee830838806,BRMQNORM-20260803-1f4bae8cacc09e89af33afc9,Washington,MI,Midwest,fire_direct,fire_role,,"[350.0,50.0]",step_schedule_values,annual_salary,2016,normalized_partial,moderate,other_pay_setting_mechanism,BRMQLINK-20260803-798014be9b4f1ee830838806,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05009-01"", ""final"": ""https://maff.org/contracts/337-washington-township-part-time-fire-firefighters-2"", ""original"": ""https://www.maff.org/contracts/337-washington-township-part-time-fire-firefighters-2"", ""scout_target_id"": ""BRM5-20260731-05009""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-1cddc39a66a5545d3497cef4,BRMQNORM-20260803-20634eb65feea688c7596359,Belle,SD,Midwest,police_direct,police_role,,"[146.0,2862.3,215.0]",currency_amount,cola_cpi,2021,normalized_partial,moderate,cola_cpi_indexing,BRMQLINK-20260803-1cddc39a66a5545d3497cef4,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13707-01"", ""final"": ""https://bellefourche.org/vertical/sites/%7B161B3B9B-0700-4014-A73C-AD9D1DCB57BA%7D/uploads/Council_Minutes_3-15-21.pdf"", ""original"": ""https://www.bellefourche.org/vertical/sites/%7B161B3B9B-0700-4014-A73C-AD9D1DCB57BA%7D/uploads/Council_Minutes_3-15-21.pdf"", ""scout_target_id"": ""BRM5-20260731-13707""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-f6669805504d5e40709bde26,BRMQNORM-20260803-20f52ed82a7c03be83ff92ac,Mandan,ND,Midwest,police_direct,police_role,28.36,[28.36],step_schedule_values,pay_grade,2026,normalized_ready,high,classification_civil_service,BRMQLINK-20260803-f6669805504d5e40709bde26,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13209-01"", ""final"": ""https://mandannd.govoffice.com/vertical/Sites/%7B38C3EFDC-F4D8-4D02-9E13-0987A081A7A4%7D/uploads/PositionClassificationCompensationPacket_2026-1-8.pdf"", ""original"": ""https://mandannd.govoffice.com/vertical/Sites/%7B38C3EFDC-F4D8-4D02-9E13-0987A081A7A4%7D/uploads/PositionClassificationCompensationPacket_2026-1-8.pdf"", ""scout_target_id"": ""BRM5-20260731-13209""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-4ae1ec1520ab586f30a641c9,BRMQNORM-20260803-210c743c5ff3e76869a5b159,New Britain,PA,Northeast,police_direct,police_role,3.25,[3.25],percentage,percentage_raise,2014–2018,normalized_growth_or_percentage_only,moderate,non_base_compensation,BRMQLINK-20260803-4ae1ec1520ab586f30a641c9,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14574-01"", ""final"": ""https://bcato.org/media/1633/contract.pdf"", ""original"": ""https://www.bcato.org/media/1633/contract.pdf"", ""scout_target_id"": ""BRM5-20260731-14574""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-d6f3c9e655853318ddb0e35f,BRMQNORM-20260803-21ee59b017f8a49c768455d7,Keeler,MI,Midwest,non_safety_direct,non_safety_role,5.1,[5.1],percentage,budget_amount,2025–2026,normalized_budget_context_only,moderate,cola_cpi_indexing,BRMQLINK-20260803-d6f3c9e655853318ddb0e35f,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-08637-01"", ""final"": ""https://keelertownshipmi.gov/wp-content/uploads/2025/04/3-24-2025-Special-Budget-Hearing.pdf"", ""original"": ""https://keelertownshipmi.gov/wp-content/uploads/2025/04/3-24-2025-Special-Budget-Hearing.pdf"", ""scout_target_id"": ""BRM5-20260731-08637""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-04286f685abe269c561cb3d0,BRMQNORM-20260803-2377a74ed5b80e3047e999c2,Delaware,OH,Midwest,police_direct,police_role,2.0,[2.0],percentage,percentage_raise,2017–2019,normalized_growth_or_percentage_only,moderate,other_pay_setting_mechanism,BRMQLINK-20260803-04286f685abe269c561cb3d0,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13468-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-03-0240.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-03-0240.pdf"", ""scout_target_id"": ""BRM5-20260731-13468""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-54bb50eed64b428d90e4717d,BRMQNORM-20260803-23cf8a15025cf1478e260a67,Granville,NY,Northeast,police_direct,police_role,,"[2.0,3.0]",percentage,percentage_raise,2016–2020,normalized_growth_or_percentage_only,moderate,classification_civil_service,BRMQLINK-20260803-54bb50eed64b428d90e4717d,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02985-01"", ""final"": ""https://seethroughny.net/contracts/VillageofGranville_P_2021.pdf"", ""original"": ""https://www.seethroughny.net/contracts/VillageofGranville_P_2021.pdf"", ""scout_target_id"": ""BRM5-20260731-02985""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-3762a5a139e47b52fc413778,BRMQNORM-20260803-23dbfdf33ad1ff0cb1479e9e,Patterson,PA,Northeast,police_direct,police_role,2.5,[2.5],percentage,percentage_raise,2024,normalized_growth_or_percentage_only,moderate,,,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14594-01"", ""final"": ""https://pattersontwp.com/wp-content/plugins/pacer-municipalities/admin/uploads/agendas_minutes/10092024_0205-2024-September-WS.pdf"", ""original"": ""https://pattersontwp.com/wp-content/plugins/pacer-municipalities/admin/uploads/agendas_minutes/10092024_0205-2024-September-WS.pdf"", ""scout_target_id"": ""BRM5-20260731-14594""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-58327037892a5a4ed7bd68f3,BRMQNORM-20260803-240dc422512d9af202a4acd6,Washington,MI,Midwest,fire_direct,fire_role,2.5,[2.5],percentage,percentage_raise,2016–2018,normalized_growth_or_percentage_only,moderate,retroactivity_implementation,BRMQLINK-20260803-58327037892a5a4ed7bd68f3,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05009-01"", ""final"": ""https://maff.org/contracts/337-washington-township-part-time-fire-firefighters-2"", ""original"": ""https://www.maff.org/contracts/337-washington-township-part-time-fire-firefighters-2"", ""scout_target_id"": ""BRM5-20260731-05009""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-f0ee01ad2be5c2fb25e33630,BRMQNORM-20260803-249e05fe8487a3e57e22616d,Huntington Bay,NY,Northeast,police_direct,police_role,44770.0,[44770.0],step_schedule_values,step_schedule,2003,normalized_ready,high,classification_civil_service,BRMQLINK-20260803-f0ee01ad2be5c2fb25e33630,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06749-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/52/64/44/52644425711511982953147163512948839496"", ""original"": ""https://ecommons.cornell.edu/bitstreams/e0135d07-b416-435f-90db-3ae765520d88/download"", ""scout_target_id"": ""BRM5-20260731-06749""}",same_side_growth_evidence,false
