source_document_cluster_id,source_rating_id,retained_source_id,municipality,state,region,source_type,source_family,span_ids,span_rating_ids,span_count,side_labels_represented,clear_safety_anchor_count,clear_non_safety_anchor_count,quantitative_record_count,qualitative_mechanism_record_count,growth_continuity_record_count,comparison_seed_record_count,raw_period_anchors,pay_basis_hints,same_document_cross_side_candidate,source_locator_lineage
BRMSRCDOC-20260803-81c93505ebe5f2159c868b25,BRMGRS-20260802-11adee28d142dd815f7dd91c,RMSRD-20260802-2dcdf310504f948d5569,Asharoken,NY,Northeast,pdf,budget_or_pay_plan,"[""BRMSPAN-20260802-96686fad89ad0269d1fa2ed5""]","[""BRMGRT-20260802-6474c4ea987688522a3b57ee""]",1,"[""police_direct""]",1,0,1,0,0,0,[],"[""budget_amount""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-14134-02"", ""final"": ""https://asharoken.com/docs/Asharoken-Tentative-Budget-20190531-Payroll.pdf"", ""original"": ""https://asharoken.com/docs/Asharoken-Tentative-Budget-20190531-Payroll.pdf"", ""scout_target_id"": ""BRM5-20260731-14134""}"
BRMSRCDOC-20260803-9b1ea96bf93a059079ce66d7,BRMGRS-20260802-11da59a35d4e62877f7ccd6a,RMSRD-20260802-9ff5fb5a619c8d0751b7,Kaukauna,WI,Midwest,pdf,wage_schedule,"[""BRMSPAN-20260802-0033be963d82e9e6477ba56c"",""BRMSPAN-20260802-088e792090eb7a39be6dffee"",""BRMSPAN-20260802-4143ece0414763569039bec1"",""BRMSPAN-20260802-5875945034dc448c43d83ae8"",""BRMSPAN-20260802-89fc2ff8f7226acc4409d360"",""BRMSPAN-20260802-9c10f5709fede8d3e60eab27"",""BRMSPAN-20260802-a20d4638f6d2709ee47c63de"",""BRMSPAN-20260802-c49477b99101dfd55ef60213"",""BRMSPAN-20260802-ceb0aba2ddae4384d5b21da8"",""BRMSPAN-20260802-eb2451639664ea6573ebf3a2"",""BRMSPAN-20260802-f230903166aa6074330e0150"",""BRMSPAN-20260802-f804c791d947ed6e63cd27a0"",""BRMSPAN-20260802-f8f29fee755dde719c0114b4""]","[""BRMGRT-20260802-8c0b4ee2c8bc7327215897b5"",""BRMGRT-20260802-fa1e7be3d0aeac3b013f9318"",""BRMGRT-20260802-5708bd173c6eb9e13ffbac22"",""BRMGRT-20260802-a1ea85c5cc89092618417047"",""BRMGRT-20260802-1f590f4ee3cb590265877c66"",""BRMGRT-20260802-6277dcf4659064f96fb6a225"",""BRMGRT-20260802-425ab589283fd32dea83af00"",""BRMGRT-20260802-cab8d8a0a510cd4804d85e14"",""BRMGRT-20260802-825b1893ed4154ce3768ecbd"",""BRMGRT-20260802-3952f9ecfa03cb27c9973063"",""BRMGRT-20260802-4d7631139558b2707ae91611"",""BRMGRT-20260802-45faf6b9c291be1e88e2ab66"",""BRMGRT-20260802-02af4f8e3af5b830af5f57a4""]",13,"[""fire_direct""]",13,0,9,7,0,0,"[""2025"",""2025-2027""]","[""allowance"",""overtime_rate"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-02742-02"", ""final"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/kaukaunawi-meet-3df21b11f150415ca222cc15415c902b/ITEM-Attachment-001-bec23b23cc7c47059d25d5507edbc9d3.pdf"", ""original"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/kaukaunawi-meet-3df21b11f150415ca222cc15415c902b/ITEM-Attachment-001-bec23b23cc7c47059d25d5507edbc9d3.pdf"", ""scout_target_id"": ""BRM5-20260731-02742""}"
BRMSRCDOC-20260803-0e292bb506a2e323291422cf,BRMGRS-20260802-11e6b66478ed6a24bd1181b9,RMSRD-20260802-edec3c2cf55c3f4f2fbc,Cuba,IL,Midwest,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-78f15052257b28bf06482202""]","[""BRMGRT-20260802-ca6953634e097ae0a96e8fdc""]",1,"[""non_safety_direct""]",0,1,1,0,0,0,[],"[""hourly""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-07665-02"", ""final"": ""https://cityofcubail.com/wp-content/uploads/2026/04/03-23-26-Personnel-Minutes.pdf"", ""original"": ""https://cityofcubail.com/wp-content/uploads/2026/04/03-23-26-Personnel-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-07665""}"
BRMSRCDOC-20260803-256d07de2f9db183c833f698,BRMGRS-20260802-11eb86917f3c1871b7ba9659,RMSRD-20260802-4f23f66dd4f7a9ae8c57,Muncy Creek,PA,Northeast,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-6c255daf4e637e9144ae0eb7""]","[""BRMGRT-20260802-e64056886d2ca37fb9d33be0""]",1,"[""write_off""]",0,0,0,0,0,0,"[""March 16, 2026""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-14570-01"", ""final"": ""https://muncycreektwp.org/wp-content/uploads/2026/04/031626-minutes.pdf"", ""original"": ""https://www.muncycreektwp.org/wp-content/uploads/2026/04/031626-minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-14570""}"
BRMSRCDOC-20260803-7dac8baa495238a69e924df4,BRMGRS-20260802-121c65e66ea5c52631be15b6,RMSRD-20260802-c2da1e05f16760f6147b,Erin,NY,Northeast,pdf,budget_or_pay_plan,"[""BRMSPAN-20260802-5f1dbd18f2ef51d7d8a1d7fb"",""BRMSPAN-20260802-b2cc731b6ec18a4f97e36fce"",""BRMSPAN-20260802-e214aba3550fc1151fdeb847""]","[""BRMGRT-20260802-1610dd5bdcee4eb885609e5d"",""BRMGRT-20260802-93881ddb612116643ff79c9b"",""BRMGRT-20260802-180026aa1f816d5ee83ebe38""]",3,"[""not_applicable"",""remains_unclear""]",0,0,0,0,0,0,"[""2018"",""2019""]","[""budget_amount""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-10445-01"", ""final"": ""https://townoferinny.gov/post/_docsmeetings/2018_10_10_Board1.pdf"", ""original"": ""https://townoferinny.gov/post/_docsmeetings/2018_10_10_Board1.pdf"", ""scout_target_id"": ""BRM5-20260731-10445""}"
BRMSRCDOC-20260803-909c3cee4cdbf7503a6d2236,BRMGRS-20260802-12212e49eb28b9593b1b3041,RMSRD-20260802-2ed27c5816e300ae7cb9,Pinehurst,TX,South,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-a37bc18975139148e62982e1""]","[""BRMGRT-20260802-098608b238f28eb2cb3328fe""]",1,"[""police_direct""]",1,0,1,0,0,0,"[""2024-2025""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-14915-01"", ""final"": ""https://cityofpinehursttexas.com/documents/726/081324_regular.pdf"", ""original"": ""https://cityofpinehursttexas.com/documents/726/081324_regular.pdf"", ""scout_target_id"": ""BRM5-20260731-14915""}"
BRMSRCDOC-20260803-95b0f90d5b85de36fa2bc7b9,BRMGRS-20260802-12271a7f873ebf746b3d9964,RMSRD-20260802-a68bcaca430a6a680ede,Montague,MI,Midwest,pdf,budget_or_pay_plan,"[""BRMSPAN-20260802-0aadfe12182e888e61240aa2"",""BRMSPAN-20260802-0d442d4c4bc5e936c0439ae2"",""BRMSPAN-20260802-1bc4e51d0a84c2e19e25a2d9"",""BRMSPAN-20260802-38ff78e5c98f651a5c2d7b7d"",""BRMSPAN-20260802-3f3c10184105749cbedad242"",""BRMSPAN-20260802-4107020796d01fa794cf89b5"",""BRMSPAN-20260802-5aa19b4417782a0829584c87"",""BRMSPAN-20260802-66758649ed986895775690f2"",""BRMSPAN-20260802-71f3f71dd140129008e177e4"",""BRMSPAN-20260802-920b17d472772707da73b3a5"",""BRMSPAN-20260802-aee12533e85138ae14ce055e"",""BRMSPAN-20260802-b3cfbc9c84f95b64d10c4e78"",""BRMSPAN-20260802-bcf74638eba873ee8b3af0cb"",""BRMSPAN-20260802-e5c21f2b555a0790d05bf2e0"",""BRMSPAN-20260802-f3b71a9eaa7083d6e5197697""]","[""BRMGRT-20260802-15b4b6825a61a90f62dbddbb"",""BRMGRT-20260802-41c1df1ae12a2676d9491c84"",""BRMGRT-20260802-319bc7923c74f3698c006e91"",""BRMGRT-20260802-2ebed2a7395ff547721fb797"",""BRMGRT-20260802-012de2baab9ea0323c3b56de"",""BRMGRT-20260802-86738edd297d5b0223154090"",""BRMGRT-20260802-8efa969cf92886704ef7f24e"",""BRMGRT-20260802-f020180edd83f2ef6e76b21e"",""BRMGRT-20260802-7226da231c8e006af84a89ca"",""BRMGRT-20260802-9202452dcb7ab8835e28c4f5"",""BRMGRT-20260802-fd4e483acc1ce22b9f3cf77a"",""BRMGRT-20260802-ee1a64f4024b220280964b0f"",""BRMGRT-20260802-f65641e28bd05294a11fa325"",""BRMGRT-20260802-4bfb50d4045fbd8376bc045d"",""BRMGRT-20260802-c863e0038cb055233e9dc122""]",15,"[""remains_unclear""]",0,0,0,0,0,0,"[""2025/26"",""FY 2025/26""]","[""allowance"",""budget_amount""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-12419-01"", ""final"": ""https://cityofmontague.org/wp-content/uploads/2025/09/CofM_FY25_26_BUDGET.pdf"", ""original"": ""https://cityofmontague.org/wp-content/uploads/2025/09/CofM_FY25_26_BUDGET.pdf"", ""scout_target_id"": ""BRM5-20260731-12419""}"
BRMSRCDOC-20260803-9a02dae79f1d69849f726608,BRMGRS-20260802-12360c909a767071fefcb931,RMSRD-20260802-117b05441639b6bd3e74,Pentland,MI,Midwest,pdf,budget_or_pay_plan,"[""BRMSPAN-20260802-3fe2dd720a1fbcb4affdf202"",""BRMSPAN-20260802-ff4c01a2f10ab1e6e17c8bf8""]","[""BRMGRT-20260802-70065fdeec866712bd8c2e28"",""BRMGRT-20260802-5960a70a44cd2b4bee821e5c""]",2,"[""remains_unclear"",""write_off""]",0,0,0,0,0,0,"[""FY 2024-2025""]","[""budget_amount""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-16169-02"", ""final"": ""https://pentlandtownshipmi.gov/wp-content/uploads/2025/04/2024-10-08-Board-packet.pdf"", ""original"": ""https://pentlandtownshipmi.gov/wp-content/uploads/2025/04/2024-10-08-Board-packet.pdf"", ""scout_target_id"": ""BRM5-20260731-16169""}"
BRMSRCDOC-20260803-53a176f96b995c23ba194ffa,BRMGRS-20260802-124eff9a7650ce4f982040d2,RMSRD-20260802-c652c3e83437a6657cb2,Hopewell,PA,Northeast,pdf,mou_or_memorandum,"[""BRMSPAN-20260802-40b0ea7b5b39c2cc5c8fa76a"",""BRMSPAN-20260802-71781c0106cc5f546496c194"",""BRMSPAN-20260802-95fbf4c64758c57d1945f32b""]","[""BRMGRT-20260802-c95f9eaae47be466d0a1b852"",""BRMGRT-20260802-341d326adc6c01e76de909bd"",""BRMGRT-20260802-c1ef2b14bef466bfcf96816d""]",3,"[""police_direct""]",3,0,2,1,0,0,"[""2022""]","[""hourly"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-18222-02"", ""final"": ""https://hopewelltwp.com/wp-content/uploads/2024/01/Contracted-Services-Agreement.pdf"", ""original"": ""https://hopewelltwp.com/wp-content/uploads/2024/01/Contracted-Services-Agreement.pdf"", ""scout_target_id"": ""BRM5-20260731-18222""}"
BRMSRCDOC-20260803-617abed73c25fb67f4f1f5b7,BRMGRS-20260802-1257364601df84e5eabc51dc,RMSRD-20260802-164a01bd1bc9d272c35e,Lakewood,IL,Midwest,pdf,wage_schedule,"[""BRMSPAN-20260802-13f2e3d9e5aee6f5de8154ef"",""BRMSPAN-20260802-89a663d22c538c5bae188831"",""BRMSPAN-20260802-9214e5672fdf6c5616d92653""]","[""BRMGRT-20260802-021e33efec51f774278b9693"",""BRMGRT-20260802-6098e73bbe7f623e9d7bb816"",""BRMGRT-20260802-96133d1595e49a2d98b4e75a""]",3,"[""not_applicable"",""remains_unclear""]",0,0,0,0,0,0,"[""January 1, 2012""]","[""allowance"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-00300-02"", ""final"": ""https://village.lakewood.il.us/vertical/sites/%7BA79C7536-A08B-49AC-8F3D-38ACEDC9A6CC%7D/uploads/FY_24-25_Employee_Compensation.pdf"", ""original"": ""https://www.village.lakewood.il.us/vertical/sites/%7BA79C7536-A08B-49AC-8F3D-38ACEDC9A6CC%7D/uploads/FY_24-25_Employee_Compensation.pdf"", ""scout_target_id"": ""BRM5-20260731-00300""}"
BRMSRCDOC-20260803-d696d32b8af579148879d253,BRMGRS-20260802-1263318c150ea981cc818db1,RMSRD-20260802-3863b212a9464974f342,Scott,PA,Northeast,pdf,cba,"[""BRMSPAN-20260802-110e8c038a215709095cfdc0"",""BRMSPAN-20260802-13db31b86200084f01f482a1"",""BRMSPAN-20260802-1a4391f9d48e7d039edb3f87"",""BRMSPAN-20260802-1ffe88bfbfef6ce44bab581e"",""BRMSPAN-20260802-235dd074b50acfd93f669261"",""BRMSPAN-20260802-2c89e0aee8a8b4cb358d70dd"",""BRMSPAN-20260802-35bb72b13055c5889b49f26b"",""BRMSPAN-20260802-404583db1b2f69bf4ce3c47d"",""BRMSPAN-20260802-40ec809db003e40a5313b28b"",""BRMSPAN-20260802-519057f7649726b8c5d6a519"",""BRMSPAN-20260802-5849dcac01f6b43afd7c7e5c"",""BRMSPAN-20260802-6c9a743235213ab42746b588"",""BRMSPAN-20260802-744ab707a1fe7d031cc9f72c"",""BRMSPAN-20260802-761d33d0452caaaa3277696a"",""BRMSPAN-20260802-7639e0709ecdf4784fb33c55"",""BRMSPAN-20260802-7bec8d7fa83e4372d3023ecc"",""BRMSPAN-20260802-835fbf012667e5631d51ddb1"",""BRMSPAN-20260802-d30e833ba583cca9579710f8"",""BRMSPAN-20260802-d9c70ff56341c01e70224f90"",""BRMSPAN-20260802-dcf32586ba4585c446a7eedc"",""BRMSPAN-20260802-de9105f43a6f70b1b26e3cee"",""BRMSPAN-20260802-e31b22bf71405ca6bf8f2fdf"",""BRMSPAN-20260802-e4d1cf38b8711ee8a0f85db9"",""BRMSPAN-20260802-f2de171f214acb33804b9868"",""BRMSPAN-20260802-fdfd647cd0d43a1349e7459c""]","[""BRMGRT-20260802-0f3dc66a6453e2faa2ae2692"",""BRMGRT-20260802-35c8319cb8e6fd12a956d317"",""BRMGRT-20260802-5f3e293d5d8f3f4873a1f36b"",""BRMGRT-20260802-1c668921917ee6bfbe0bde7b"",""BRMGRT-20260802-c91bbc73e8b25eff672f0147"",""BRMGRT-20260802-faf3aefe258f08e4d8dce9f4"",""BRMGRT-20260802-5266d0c109287057d784fcbc"",""BRMGRT-20260802-743916be7512b1b765cbafce"",""BRMGRT-20260802-d9dac8d4419b7f35965e147c"",""BRMGRT-20260802-4dbe1f09085ad334fcb21bc7"",""BRMGRT-20260802-da88b7e1104f05bd3d84a3d3"",""BRMGRT-20260802-8d27b6cf4a5b4db6e38c5f49"",""BRMGRT-20260802-39dac89fbaa8fc20535881d2"",""BRMGRT-20260802-311f962392c5ed1e62e9254e"",""BRMGRT-20260802-697353029b19052a499a83ee"",""BRMGRT-20260802-82456709d19f3e82cab775f2"",""BRMGRT-20260802-a74e2f384374bb994aa84b43"",""BRMGRT-20260802-58df0552e16ac8bc1dfd3c29"",""BRMGRT-20260802-dcd9414ffcd66da95028e6b4"",""BRMGRT-20260802-ebc65ea07f78aabb40b280d8"",""BRMGRT-20260802-35da03ce54840d83e4776455"",""BRMGRT-20260802-e7c07a3f41e4f0ce27552583"",""BRMGRT-20260802-ebac98f426ed3e9ae44ccbe5"",""BRMGRT-20260802-858613ebf365a687da91aa37"",""BRMGRT-20260802-35d5c35f0bb74dc755fb8f15""]",25,"[""police_direct""]",25,0,16,14,4,0,"[""2020"",""2025""]","[""allowance"",""annual_salary"",""cola_cpi"",""hourly"",""overtime_rate"",""stipend"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-10902-01"", ""final"": ""https://scott-twp.com/wp-content/uploads/2025/07/Scott-Twp-Five-Year-Plan-Final.pdf"", ""original"": ""https://scott-twp.com/wp-content/uploads/2025/07/Scott-Twp-Five-Year-Plan-Final.pdf"", ""scout_target_id"": ""BRM5-20260731-10902""}"
BRMSRCDOC-20260803-23311b5853fd51cd78921945,BRMGRS-20260802-127506f4a7951e6703c6c4d1,RMSRD-20260802-2ffb0d72a4437b288434,McIntyre,PA,Northeast,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-6ce1aa612db97795094c09ba"",""BRMSPAN-20260802-accffb2bd5a71e21251dc65e"",""BRMSPAN-20260802-b7015c594a426b3fc1ff2b38""]","[""BRMGRT-20260802-d8f4f4f7dba7e8cee7cdee2a"",""BRMGRT-20260802-ef22b575bdde49d8ba722233"",""BRMGRT-20260802-4be4476c20755e98675c300a""]",3,"[""non_safety_direct"",""remains_unclear""]",0,2,2,0,0,0,"[""January 5, 2026""]","[""hourly""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-03316-01"", ""final"": ""https://mcintyretwp.org/wp-content/uploads/2026/06/January-05-2026.pdf"", ""original"": ""https://mcintyretwp.org/wp-content/uploads/2026/06/January-05-2026.pdf"", ""scout_target_id"": ""BRM5-20260731-03316""}"
BRMSRCDOC-20260803-e250f2b0fca5b7e7e4b638a9,BRMGRS-20260802-1291bb065d95097c833fec9c,RMSRD-20260802-4237cdd0f75b49b855fb,Marysville,KS,Midwest,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-0c5bfc08b5b53d34d984e13c"",""BRMSPAN-20260802-1af90e4dacb2dc37f83896f6"",""BRMSPAN-20260802-3280a8cfe04488e5b06759d8"",""BRMSPAN-20260802-3bc81acc1535cdc46aeacb93"",""BRMSPAN-20260802-462055fd7ad15ef10aa76ab0"",""BRMSPAN-20260802-8187e2b498dfe38507672020"",""BRMSPAN-20260802-8fc4caa2f80e2211d3ea5fd8"",""BRMSPAN-20260802-91e666d16710145892b7f740"",""BRMSPAN-20260802-ae794d5a46a01ec96bd2ea3a"",""BRMSPAN-20260802-bd27aa63830125f13b822b6b"",""BRMSPAN-20260802-c57b2671b7760947f7e63c0c"",""BRMSPAN-20260802-cf214156c22247cd04f70c53""]","[""BRMGRT-20260802-8e6ff23862e5e619876197fc"",""BRMGRT-20260802-37e027e4454156da55c9972a"",""BRMGRT-20260802-80645317fe4c3356a9078744"",""BRMGRT-20260802-56e65be32b282e15d213d715"",""BRMGRT-20260802-6b43bf95ee4e152346dabaa7"",""BRMGRT-20260802-e8bc54cf397869bb72549d34"",""BRMGRT-20260802-388c79385db10447ce7de9b3"",""BRMGRT-20260802-facc39b1b43410ad0df053af"",""BRMGRT-20260802-897ccc943bc9be2a27d7eb6a"",""BRMGRT-20260802-24effff0ed955912e7bd9b33"",""BRMGRT-20260802-078328f348f4e445bd52f673"",""BRMGRT-20260802-0ce22b0611420f96f5a7196e""]",12,"[""non_safety_direct""]",0,12,10,5,0,0,[],"[""allowance"",""annual_salary"",""hourly"",""stipend""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-08396-01"", ""final"": ""https://cityofmarysvilleks.com/_files/ugd/485548_b95d2486c4a24d978c30de5e7987c092.pdf"", ""original"": ""https://www.cityofmarysvilleks.com/_files/ugd/485548_b95d2486c4a24d978c30de5e7987c092.pdf"", ""scout_target_id"": ""BRM5-20260731-08396""}"
BRMSRCDOC-20260803-1046093ebb286d8faa135c62,BRMGRS-20260802-129fa618fe02885cdda51358,RMSRD-20260802-d79bc693ca869e1cb1e5,Locke,NY,Northeast,pdf,civil_service_or_hr_pay_plan,"[""BRMSPAN-20260802-00e463a9be5f2e518457441f"",""BRMSPAN-20260802-289f14ee76807257f36cda2b"",""BRMSPAN-20260802-5db9cf2fe903e91c59639ab3"",""BRMSPAN-20260802-7611e5199b27a916b2516d19"",""BRMSPAN-20260802-776368727686b6b6862e8b9f"",""BRMSPAN-20260802-82361e5232ace58f0da077bd"",""BRMSPAN-20260802-8e28970f936044018b0c4a20"",""BRMSPAN-20260802-a4d1b808bc28d89bf8cd2a76"",""BRMSPAN-20260802-b12530cc89275b3e114b2fb0"",""BRMSPAN-20260802-c8adb0753b4fa390fe2ac6d1"",""BRMSPAN-20260802-d5601b12853b65f09e579118"",""BRMSPAN-20260802-d974f0b394f9c92b9ba42b57"",""BRMSPAN-20260802-dbdf4a48e7ff85ff893a21b1"",""BRMSPAN-20260802-dc1839a566d44fbccebc1eb9"",""BRMSPAN-20260802-dc2e5e3ed004f89d2a18a853"",""BRMSPAN-20260802-e842fabfe370060a23842d13"",""BRMSPAN-20260802-f4bb11ea0c1efa072ed0f2ee""]","[""BRMGRT-20260802-120934a1288bdf6f142be60c"",""BRMGRT-20260802-c1fafe435d6676ad8705fe09"",""BRMGRT-20260802-7cd9deb2eef19dfb443a2291"",""BRMGRT-20260802-c8149c6f021998749f82cdeb"",""BRMGRT-20260802-2cf0a83e27a270c2d3acc235"",""BRMGRT-20260802-c8b361efe5509ffbc733a010"",""BRMGRT-20260802-a310803a981aefc86de0b85f"",""BRMGRT-20260802-ab64090584cc3d1a2e05bdf3"",""BRMGRT-20260802-dce4b537c6e2db77abe16010"",""BRMGRT-20260802-259a2d7a4dc31a378b7a403c"",""BRMGRT-20260802-d9a43f375567adf99e6f09ed"",""BRMGRT-20260802-561ed9dce8976a07f7d4fc9f"",""BRMGRT-20260802-b25717b875a9a00507e77fa8"",""BRMGRT-20260802-a64d2c3c06037621dee5f809"",""BRMGRT-20260802-42455359f57223ac1dbe74eb"",""BRMGRT-20260802-12b727ee2b004ea35e164a74"",""BRMGRT-20260802-ca985f66e926f2181e149f4e""]",17,"[""not_applicable"",""police_direct""]",12,0,3,12,0,0,"[""2025"",""2026""]","[""step_schedule"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-06756-01"", ""final"": ""https://cayugacounty.gov/DocumentCenter/View/15432/Cayuga-County-Civil-Service-Rules--Appendices-PDF"", ""original"": ""https://www.cayugacounty.us/DocumentCenter/View/15432/Cayuga-County-Civil-Service-Rules--Appendices-PDF"", ""scout_target_id"": ""BRM5-20260731-06756""}"
BRMSRCDOC-20260803-14e4327d7d8497b754fea1cb,BRMGRS-20260802-12b04c19b37d3b94a9394c34,RMSRD-20260802-c70e8bfab2c05f8f154f,Tyre,NY,Northeast,pdf,wage_schedule,"[""BRMSPAN-20260802-8f3c8409d19c6def39bd23bf"",""BRMSPAN-20260802-ccd8a3d84e2aff1c3e3adf02"",""BRMSPAN-20260802-d3b054c4dee1284832046586"",""BRMSPAN-20260802-f51fd82e40209c824d03429b""]","[""BRMGRT-20260802-16de8439d27380ef7c635508"",""BRMGRT-20260802-9edb6395d64e16eed04a4ecd"",""BRMGRT-20260802-218d2524b901c5e822dba790"",""BRMGRT-20260802-39b98907cb6c010cc8aef39a""]",4,"[""remains_unclear""]",0,0,0,0,0,0,"[""2026""]","[""hourly""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-03095-01"", ""final"": ""https://tyreny.gov/wp-content/uploads/2026/01/Appendix-K-2026-Salary-Wage-Schedule-Elected-Appointed-Positions.pdf"", ""original"": ""https://tyreny.gov/wp-content/uploads/2026/01/Appendix-K-2026-Salary-Wage-Schedule-Elected-Appointed-Positions.pdf"", ""scout_target_id"": ""BRM5-20260731-03095""}"
BRMSRCDOC-20260803-0029e1ad5ac4a02c54e03d54,BRMGRS-20260802-12b6849bd724179c825ccf65,RMSRD-20260802-f05b489c6ef43fdcafe7,Pepin,WI,Midwest,pdf,budget_or_pay_plan,"[""BRMSPAN-20260802-2a09f600f16a175b2d8cf86b"",""BRMSPAN-20260802-76ffcced439e47d5dffc6167"",""BRMSPAN-20260802-a76c347a6dfc28114449cff0"",""BRMSPAN-20260802-c08919b0103e1c1ecfd02308"",""BRMSPAN-20260802-d61787db5f1222c5ecff8277"",""BRMSPAN-20260802-fb550302132adb13ad6ce1a7""]","[""BRMGRT-20260802-2af95f7ccfb456a1514f9384"",""BRMGRT-20260802-688b8573c7f244345a59fd60"",""BRMGRT-20260802-c5a3043d3efc0d41af4634a7"",""BRMGRT-20260802-3c1633ab1a79431607fa9b59"",""BRMGRT-20260802-982380616783849d34e87c40"",""BRMGRT-20260802-f191f12811e196e0c732a9ef""]",6,"[""not_applicable"",""remains_unclear""]",0,0,0,0,0,0,"[""2024""]","[""budget_amount""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-10292-02"", ""final"": ""https://pepinwisconsin.org/wp-content/uploads/11.06.23-Wage-Negotiation-Budget-Minutes.pdf"", ""original"": ""https://www.pepinwisconsin.org/wp-content/uploads/11.06.23-Wage-Negotiation-Budget-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-10292""}"
