implementation_status,join_status,municipality,root_compensation_event_id,side,state,urbanicity
implemented,matched,Geneseo,ROOTCOMP-9f514cdf606ab96e9bd64c98,remains_unclear,IL,unknown
implemented,matched,Geneseo,ROOTCOMP-3657c2ffa8a941ac07a21400,remains_unclear,IL,unknown
implemented,matched,Geneseo,ROOTCOMP-c57411b1fd229d96f0c5ea7b,remains_unclear,IL,unknown
implemented,matched,Geneseo,ROOTCOMP-e54948bef880fc51f06a5f23,remains_unclear,IL,unknown
implemented,matched,Geneseo,ROOTCOMP-2bfbfe0305240591b1ba7500,remains_unclear,IL,unknown
implemented,matched,Geneva,ROOTCOMP-7d04579c30302299d916c22b,fire,IL,urban
implemented,matched,Geneva,ROOTCOMP-3553a37a1d0e8e7aae3967a4,side_independent,IL,urban
implemented,matched,Geneva,ROOTCOMP-3021b532b5372eba57a2259d,side_independent,IL,urban
implemented,matched,Geneva,ROOTCOMP-6fdf7a9a28de6148a851a543,side_independent,IL,urban
implemented,matched,Geneva,ROOTCOMP-8528555589d8717250bad3c0,side_independent,IL,urban
implemented,matched,Gibson City,ROOTCOMP-1c4ef251aa26fa627df647f6,police,IL,rural
implemented,matched,Gibson City,ROOTCOMP-1d79cb9767c670002b9012f0,remains_unclear,IL,rural
implemented,matched,Hampshire,ROOTCOMP-ea2b9a1642875d76cdf0f766,police,IL,unknown
implemented,matched,Hampshire,ROOTCOMP-f53e7df43a12b9bb849e22e5,police,IL,unknown
implemented,matched,Hampshire,ROOTCOMP-e74e8d243c5990d7da35144f,police,IL,unknown
implemented,matched,Hampshire,ROOTCOMP-b68e285753c0e788d8764025,police,IL,unknown
implemented,matched,Hampshire,ROOTCOMP-554de71cabd2242885f23f4e,remains_unclear,IL,unknown
implemented,matched,Harrisburg,ROOTCOMP-92f349b983c05f77d9816c51,police,IL,unknown
implemented,matched,Harrisburg,ROOTCOMP-2beda922b06e1bbce3456a36,remains_unclear,IL,unknown
implemented,matched,Harrisburg,ROOTCOMP-57b4b752db03a71078e0a1e2,police,IL,unknown
implemented,matched,Harrisburg,ROOTCOMP-2c1897919543d4c1f8e97779,remains_unclear,IL,unknown
implemented,matched,Harrisburg,ROOTCOMP-eeb8e23174bb9a703862f29b,remains_unclear,IL,unknown
implemented,matched,Hillsboro,ROOTCOMP-af28345897039a99f27969e8,police,IL,unknown
implemented,matched,Hillsboro,ROOTCOMP-0eef42cf36b65d7bccef44e4,remains_unclear,IL,unknown
formally_adopted,matched,Hillsboro,ROOTCOMP-42b2ce518bb798e7f3b6f4f9,remains_unclear,IL,unknown
implemented,matched,Hoopeston,ROOTCOMP-070a65d5c9f656259d516746,police,IL,urban
implemented,matched,Hoopeston,ROOTCOMP-27a3098de8c4c58463908b8f,police,IL,urban
implemented,matched,Jerome,ROOTCOMP-ca36a8405f1ae11eccec7c60,police,IL,urban
implemented,matched,Jerome,ROOTCOMP-f35e6c40f3279fdeacdec25f,side_independent,IL,urban
implemented,matched,Jerome,ROOTCOMP-5281abeaf02d6f2b7928652d,police,IL,urban
implemented,matched,Kane,ROOTCOMP-79431abeda09132d466d023a,side_independent,IL,rural
implemented,matched,Kane,ROOTCOMP-8734c40000eac378fe58b6e4,side_independent,IL,rural
implemented,matched,Kewanee,ROOTCOMP-cc9690e64eec8fdf15ecd464,fire,IL,urban
implemented,matched,Kewanee,ROOTCOMP-cf0bb51f5c464e07eebb9daa,fire,IL,urban
implemented,matched,Kewanee,ROOTCOMP-f8228226dfe3d2d4105c3f93,fire,IL,urban
implemented,matched,Kewanee,ROOTCOMP-88136d6fa3ba6e8f3a6f36fd,fire,IL,urban
implemented,matched,Kewanee,ROOTCOMP-c66ec031d12da2c6392c920a,fire,IL,urban
implemented,matched,Kewanee,ROOTCOMP-b9960f0c489a719aefd72714,fire,IL,urban
implemented,matched,Kildeer,ROOTCOMP-ea44e425bfb3e49059891573,police,IL,urban
implemented,matched,Kildeer,ROOTCOMP-c9fcea4a34d61e867f7731b9,police,IL,urban
implemented,matched,Kildeer,ROOTCOMP-3440e8d7f71c3a752c5f68ab,police,IL,urban
implemented,matched,Kildeer,ROOTCOMP-bc921e94dec0e5c5439920ea,police,IL,urban
implemented,matched,Kildeer,ROOTCOMP-a59d0a500ca2f72c7e11620a,police,IL,urban
implemented,matched,Lakewood,ROOTCOMP-c1af85ade066ebcca79cdbd3,side_independent,IL,rural
implemented,matched,Lakewood,ROOTCOMP-a29007ee42aae0847840cae4,remains_unclear,IL,rural
implemented,matched,Lawrenceville,ROOTCOMP-167774ec12c6fe997cd67ee2,remains_unclear,IL,urban
formally_adopted,matched,Macomb City,ROOTCOMP-69d803d1c802b50154f6b01a,side_independent,IL,urban
formally_adopted,matched,Matteson,ROOTCOMP-6e5d594a9e6c0b9eb65e289f,remains_unclear,IL,urban
formally_adopted,matched,Matteson,ROOTCOMP-3adb2859366388647ef6664a,remains_unclear,IL,urban
implemented,matched,McLeansboro,ROOTCOMP-e4194eaa38c5556815906726,police,IL,rural
implemented,matched,Montgomery,ROOTCOMP-a4da9f04cb9103f6cb85678a,side_independent,IL,rural
implemented,matched,Mount Vernon,ROOTCOMP-25f5bd8e89894e4d7b528db7,police,IL,unknown
implemented,matched,Mount Vernon,ROOTCOMP-8b279a192a60a6f73906e61c,police,IL,unknown
implemented,matched,Mount Vernon,ROOTCOMP-bdf44b20e41b0329e87f9f49,remains_unclear,IL,unknown
implemented,matched,Mount Vernon,ROOTCOMP-360b91a3f0cced2922cdd593,remains_unclear,IL,unknown
implemented,matched,Noble,ROOTCOMP-bf21e479c45d3229d22a6a30,side_independent,IL,rural
implemented,matched,Noble,ROOTCOMP-59e06433c7ea9e1ed1e5e71d,side_independent,IL,rural
implemented,matched,Oglesby,ROOTCOMP-362a230d5c2ce9b84cd4f46f,police,IL,urban
implemented,matched,Olney,ROOTCOMP-1b55143f74be73cdba87a621,remains_unclear,IL,unknown
implemented,matched,Olney,ROOTCOMP-a49130b787f82f5db35ff1e3,remains_unclear,IL,unknown
implemented,matched,Oregon,ROOTCOMP-446086abe150e61d3160aec1,remains_unclear,IL,rural
implemented,matched,Orland,ROOTCOMP-386b1bc5e77abbfc2dac05be,police,IL,urban
implemented,matched,Orland,ROOTCOMP-4af398dee5803d928ad43482,police,IL,urban
implemented,matched,Palos Heights,ROOTCOMP-c9e661681f5d8139c5482f23,police,IL,urban
implemented,matched,Palos Heights,ROOTCOMP-533591488cbaba6a25e37add,police,IL,urban
implemented,matched,Pecatonica,ROOTCOMP-8ef49b02c4f7f36640e1191d,remains_unclear,IL,rural
implemented,matched,Peoria Heights,ROOTCOMP-eb34cb7b7db27922361ea19b,remains_unclear,IL,urban
formally_adopted,matched,Plano,ROOTCOMP-ed3e85b55634625305a656fe,remains_unclear,IL,urban
formally_adopted,matched,Plano,ROOTCOMP-b815c308f61874ba0e90d9d1,remains_unclear,IL,urban
implemented,matched,Port Barrington,ROOTCOMP-673f4b8bb63472d47457ea18,side_independent,IL,urban
formally_adopted,matched,Princeton,ROOTCOMP-678c340536b092b9b4a300b6,police,IL,urban
implemented,matched,Princeville,ROOTCOMP-4c3a5619e8f28ed4fd349c16,remains_unclear,IL,rural
implemented,matched,Princeville,ROOTCOMP-eb04f6c40bb27e5e0d83f67b,remains_unclear,IL,rural
implemented,matched,Richmond,ROOTCOMP-d79c597c7d2bf9103e6c67d2,side_independent,IL,unknown
implemented,matched,River Forest,ROOTCOMP-300308c1a1187615fed3ca96,police,IL,urban
implemented,matched,River Forest,ROOTCOMP-b51a5a068a1f3d3ba40a066d,police,IL,urban
implemented,matched,River Forest,ROOTCOMP-18312c229acc06e7e198ddd3,side_independent,IL,urban
implemented,matched,River Forest,ROOTCOMP-9fe76b2350e5712f1070808b,police,IL,urban
implemented,matched,River Forest,ROOTCOMP-5f81e3297fdef99a3cfb8821,police,IL,urban
implemented,matched,River Forest,ROOTCOMP-fc6567f39baac4ae281e49d2,police,IL,urban
implemented,matched,River Forest,ROOTCOMP-0e4fc5aa585a0b52eb89b230,side_independent,IL,urban
formally_adopted,matched,Riverdale,ROOTCOMP-0187b41ccc59c05087fba0ae,police,IL,urban
implemented,matched,Riverdale,ROOTCOMP-2450ee3b282ed9448f231287,police,IL,urban
implemented,matched,Riverton,ROOTCOMP-da28751bb67621d614fa20de,remains_unclear,IL,urban
implemented,matched,Riverton,ROOTCOMP-e815a025c4ea1fa34244b82c,remains_unclear,IL,urban
implemented,matched,Rock Falls,ROOTCOMP-2669663b18721c693e96aa71,fire,IL,urban
implemented,matched,Rock Falls,ROOTCOMP-fa2540e67090aa972713b851,fire,IL,urban
implemented,matched,Rockdale,ROOTCOMP-75c5857ad500d37df16b9aa4,police,IL,urban
implemented,matched,Rockdale,ROOTCOMP-ce7e77346ff6e12d409e52aa,police,IL,urban
implemented,matched,Rossville,ROOTCOMP-1d8af875da27cc7b48a1aefa,police,IL,rural
implemented,matched,Rossville,ROOTCOMP-a07a3a2ea96379c2c6cb8e0e,side_independent,IL,rural
implemented,matched,Rushville,ROOTCOMP-77ebecab12b95967e52fc718,side_independent,IL,rural
implemented,matched,Sesser,ROOTCOMP-9a94af86c452a68abac60b38,side_independent,IL,rural
implemented,matched,Sesser,ROOTCOMP-598456ba5f2b2f2039117f47,remains_unclear,IL,rural
implemented,matched,Sherman,ROOTCOMP-4d6b7ce51981f2789fb3a3df,police,IL,rural
implemented,matched,Sherman,ROOTCOMP-462282bcfa51c765c57feb7e,police,IL,rural
implemented,matched,Silvis,ROOTCOMP-fc14ff1cb66c9a0c650ba269,police,IL,urban
implemented,matched,Silvis,ROOTCOMP-cf67691055c522b414223f9f,police,IL,urban
implemented,matched,South Jacksonville,ROOTCOMP-1f5ab7c9657989e9fdcbf099,remains_unclear,IL,urban
implemented,matched,Sterling,ROOTCOMP-2ae20102edecbadd4652bccc,police,IL,unknown
implemented,matched,Sterling,ROOTCOMP-83feef47c1cbd79cfa631948,remains_unclear,IL,unknown
implemented,matched,Sterling,ROOTCOMP-8040727e1a67672e2bf4c754,fire,IL,unknown
implemented,matched,Sterling,ROOTCOMP-889ae6bd590b06b61c6f92b0,mixed,IL,unknown
implemented,matched,Sterling,ROOTCOMP-ea53aaca787127ff5bbecad1,police,IL,unknown
implemented,matched,Stickney,ROOTCOMP-34d87a24fc56a4ec34314f80,fire,IL,urban
implemented,matched,Stickney,ROOTCOMP-019a6e85a5944fdc1571a88d,fire,IL,urban
implemented,matched,Stone Park,ROOTCOMP-76d43b51b0ea445fad152baa,police,IL,urban
implemented,matched,Stone Park,ROOTCOMP-601ca0c1d2f131137b9ddebe,police,IL,urban
implemented,matched,Stonington,ROOTCOMP-33d3b90870284183eb1177c5,remains_unclear,IL,rural
formally_adopted,matched,Streator,ROOTCOMP-dab0cc7f21f83d74d96136d1,remains_unclear,IL,urban
formally_adopted,matched,Streator,ROOTCOMP-e370590f969fd53c8702c985,remains_unclear,IL,urban
implemented,matched,Sugar Grove,ROOTCOMP-db530b1894d035855dbd48e5,police,IL,urban
implemented,matched,Sugar Grove,ROOTCOMP-b30f4aa8dc592a0a6ee007ec,remains_unclear,IL,urban
implemented,matched,Summit,ROOTCOMP-6dfaaea9e5d43c9ff47901e9,remains_unclear,IL,urban
implemented,matched,Taylorville,ROOTCOMP-0123b97030786adb7d520ca2,police,IL,unknown
implemented,matched,Taylorville,ROOTCOMP-0e47469cc25349ec91f06077,side_independent,IL,unknown
formally_adopted,matched,Taylorville,ROOTCOMP-53469ef7ebb813824db170a9,remains_unclear,IL,unknown
implemented,matched,Thornton,ROOTCOMP-33188f846153ba7462a1e2a4,police,IL,urban
formally_adopted,matched,Thornton,ROOTCOMP-7ef79879a1c87e10719d463e,remains_unclear,IL,urban
formally_adopted,matched,Thornton,ROOTCOMP-921d5f579c1f339f824a7a35,remains_unclear,IL,urban
implemented,matched,University Park,ROOTCOMP-e81d5f565e87de4136227fbe,remains_unclear,IL,urban
formally_adopted,matched,Urbana,ROOTCOMP-b506e67ad7e8c91b95d781b0,police,IL,unknown
implemented,matched,Urbana,ROOTCOMP-f3b3db4a4c591fe47a2b64ff,police,IL,unknown
implemented,matched,Urbana,ROOTCOMP-eb9cded3e16bad8df8360735,police,IL,unknown
implemented,matched,Urbana,ROOTCOMP-ac6ffb7a6a5b8233dc7efd9f,police,IL,unknown
formally_adopted,matched,Urbana,ROOTCOMP-a383f6e325f5ec1c7b266158,police,IL,unknown
implemented,matched,Virgil,ROOTCOMP-abf67d703b455077d013418e,non_safety,IL,rural
implemented,matched,Winnebago,ROOTCOMP-c4d853ac46c6549859ad109b,remains_unclear,IL,unknown
implemented,matched,Winnebago,ROOTCOMP-d7be579166b4b95833595543,police,IL,unknown
implemented,matched,Winnebago,ROOTCOMP-5af8518094504b6cd635a812,police,IL,unknown
implemented,matched,Winnebago,ROOTCOMP-fe02398a6782272ac2608875,non_safety,IL,unknown
implemented,matched,Winthrop Harbor,ROOTCOMP-9cfacaf9c7874ebf937b1339,police,IL,urban
implemented,matched,Yates City,ROOTCOMP-8f714ac07b3eb24fc38a2291,non_safety,IL,rural
implemented,matched,Albion,ROOTCOMP-1564f55f3fa6ddb08a4c33b6,safety_combined,IN,rural
implemented,matched,Clear Lake,ROOTCOMP-d8d0aa979cf02984c2158d56,police,IN,rural
implemented,matched,Clear Lake,ROOTCOMP-2a7646891f2103d8177933f9,side_independent,IN,rural
formally_adopted,matched,Corydon,ROOTCOMP-953ab17a8df9f06e5a740d5f,police,IN,urban
implemented,matched,Corydon,ROOTCOMP-c97f4558a049ee75f74b2847,police,IN,urban
implemented,matched,Dale,ROOTCOMP-a24abfcb8488be79916f9c2d,remains_unclear,IN,rural
implemented,matched,Dale,ROOTCOMP-c2936a0ce6c701f28a830bec,remains_unclear,IN,rural
implemented,matched,Fairmount,ROOTCOMP-c27cbd3cea23d955da632cd4,remains_unclear,IN,rural
implemented,matched,Ferdinand,ROOTCOMP-f69706728f9124461a913729,fire,IN,rural
implemented,matched,Gentryville,ROOTCOMP-cac71faecf67e1eaa3d27b48,police,IN,rural
implemented,matched,Grandview,ROOTCOMP-afbde9ba8be3d58273efc2b0,remains_unclear,IN,rural
implemented,matched,Green,ROOTCOMP-91e32f69dbdf889a956845d7,fire,IN,rural
implemented,matched,Green,ROOTCOMP-de40dd0b810a961214dac941,fire,IN,rural
implemented,matched,Green,ROOTCOMP-0e583adad2fb2c6d51ea77f5,fire,IN,rural
implemented,matched,Greentown,ROOTCOMP-757483b9d539b8fc994c27cd,remains_unclear,IN,rural
formally_adopted,matched,Greentown,ROOTCOMP-4d8e12726b16bc3c134531df,non_safety,IN,rural
implemented,matched,Hagerstown,ROOTCOMP-4d7d135fd26562a70593fd58,remains_unclear,IN,rural
formally_adopted,matched,Hagerstown,ROOTCOMP-722e21812991dcdbd4fdf2ed,remains_unclear,IN,rural
formally_adopted,matched,Hagerstown,ROOTCOMP-2b4e33f5020c1f832be98e09,non_safety,IN,rural
implemented,matched,Hagerstown,ROOTCOMP-45460374c43281ea12e86826,remains_unclear,IN,rural
implemented,matched,Hammond,ROOTCOMP-95045f9804b3f3543093e41a,police,IN,urban
implemented,matched,Hammond,ROOTCOMP-7dfec0b1af9fffacb25a6137,side_independent,IN,urban
formally_adopted,matched,Haubstadt,ROOTCOMP-07dc9f5d51c5bed418efc79c,police,IN,rural
implemented,matched,Haubstadt,ROOTCOMP-109ba101ed935696d7ddd52f,police,IN,rural
implemented,matched,Jackson,ROOTCOMP-632692c035b3fd3969689885,fire,IN,unknown
implemented,matched,Jackson,ROOTCOMP-8e20a5fd0a515f385323b731,fire,IN,unknown
implemented,matched,Jackson,ROOTCOMP-aa93c118714e693edbf9743c,fire,IN,unknown
formally_adopted,matched,Jennings,ROOTCOMP-56b03b0fdcb530f2b3ba0032,side_independent,IN,rural
formally_adopted,matched,Jennings,ROOTCOMP-bb936449178b93f69ae93ea6,side_independent,IN,rural
implemented,matched,Knox,ROOTCOMP-e8de35d9976643c469778f4e,police,IN,rural
implemented,matched,Lapel,ROOTCOMP-75f46b9c0d4d3869d6ec481f,remains_unclear,IN,rural
implemented,matched,Lapel,ROOTCOMP-8c1f104c0af99ff31f22430e,remains_unclear,IN,rural
implemented,matched,Lapel,ROOTCOMP-9ade3445c73bd95a5625cb3e,remains_unclear,IN,rural
implemented,matched,Ligonier,ROOTCOMP-4fb52586a147d34c62cdaa6a,police,IN,rural
implemented,matched,Ligonier,ROOTCOMP-8c7889aa0f065e5e6e00a8c7,police,IN,rural
implemented,matched,Marion,ROOTCOMP-ad4303849be51687f69bc3b7,side_independent,IN,unknown
implemented,matched,Montpelier,ROOTCOMP-ad5b83a5ddbc98941c610584,police,IN,rural
implemented,matched,Montpelier,ROOTCOMP-f66d8fb67c24599df4877077,police,IN,rural
implemented,matched,Morgan,ROOTCOMP-8ce30afa621091a5b86a8d13,non_safety,IN,rural
implemented,matched,New Chicago,ROOTCOMP-ad1639c9a45a77d2b83bc1da,remains_unclear,IN,urban
implemented,matched,New Richmond,ROOTCOMP-ee0b1cd474140ce6e042dc94,remains_unclear,IN,rural
implemented,matched,New Richmond,ROOTCOMP-33f2764f871f702b63bdfd4c,remains_unclear,IN,rural
implemented,matched,Newcastle,ROOTCOMP-c7f76134bb9fb854f09af524,non_safety,IN,rural
implemented,matched,Newcastle,ROOTCOMP-2095f770349bd4fbebc5fc66,non_safety,IN,rural
implemented,matched,Ogden Dunes,ROOTCOMP-11a49247f7d7e3dd9d5714fe,remains_unclear,IN,urban
implemented,matched,Owensville,ROOTCOMP-7bbcde2fa8f4e18dd92f5b02,police,IN,rural
implemented,matched,Porter,ROOTCOMP-c220ccfa5ae6cc5f6ba5ac1c,police,IN,urban
implemented,matched,Redkey,ROOTCOMP-8f50095ef3c1b08c5af258c1,non_safety,IN,rural
implemented,matched,Shadeland,ROOTCOMP-46d42480c39d52ef5411d0b9,remains_unclear,IN,unknown
implemented,matched,Silver Lake,ROOTCOMP-bf317db7de3009b093deb308,remains_unclear,IN,rural
implemented,matched,Spurgeon,ROOTCOMP-14f4d97876ba9f41fa8b5cd5,side_independent,IN,rural
implemented,matched,Thorntown,ROOTCOMP-2d2ec910c6d42184c4b4c718,remains_unclear,IN,rural
implemented,matched,Troy,ROOTCOMP-8558ff8e171a405779020380,side_independent,IN,rural
implemented,matched,Troy,ROOTCOMP-1c84f05d1b5242ea12131434,side_independent,IN,rural
formally_adopted,matched,Union,ROOTCOMP-2ef79854897785b9f789c533,police,IN,rural
implemented,matched,Union,ROOTCOMP-c7be20ba6722944fd4eade4a,police,IN,rural
implemented,matched,Wabash,ROOTCOMP-aa2b778e0a4673e7631d95e4,fire,IN,unknown
implemented,matched,Wheatfield,ROOTCOMP-6ce7fa6e96551e31d1d8e61f,remains_unclear,IN,rural
formally_adopted,matched,Winslow,ROOTCOMP-a7b6b153490b39bf914354f6,side_independent,IN,rural
formally_adopted,matched,Afton,ROOTCOMP-9fdaf9b547fac53e2c57a4aa,remains_unclear,KS,rural
implemented,matched,Altamont,ROOTCOMP-2d37a8a5660d4b9f3b6af254,police,KS,rural
formally_adopted,matched,Augusta,ROOTCOMP-11b00e149bbe06c8729dd152,side_independent,KS,unknown
implemented,matched,Benton,ROOTCOMP-bbe2a599544e4d8f6513d2b0,remains_unclear,KS,rural
implemented,matched,Cawker City,ROOTCOMP-6629916798554eb32d714e99,remains_unclear,KS,rural
implemented,matched,Cunningham,ROOTCOMP-a38fa94b7bc52076ac8bf291,remains_unclear,KS,rural
implemented,matched,Edna,ROOTCOMP-d15f81ab5b70d1dfb9697090,remains_unclear,KS,rural
implemented,matched,El Dorado,ROOTCOMP-b26183113226a9b11d9b6549,side_independent,KS,urban
formally_adopted,matched,Eureka,ROOTCOMP-52a74f94b812f458fb8ab5fc,side_independent,KS,rural
formally_adopted,matched,Eureka,ROOTCOMP-f8a8459a2cde8d0a2d723076,side_independent,KS,rural
formally_adopted,matched,Gardner,ROOTCOMP-6da52ba7d971a3430c5cebc5,remains_unclear,KS,urban
implemented,matched,Haven,ROOTCOMP-973b0cb2e91cf69bbb6c3b17,police,KS,rural
implemented,matched,Haven,ROOTCOMP-9d3455a263beb4728b0ffe9e,police,KS,rural
implemented,matched,Hiawatha,ROOTCOMP-33146debd495afec096d8e81,remains_unclear,KS,rural
implemented,matched,Lake Quivira,ROOTCOMP-6ea9a0cd759b795585d47827,police,KS,urban
implemented,matched,Lawrence,ROOTCOMP-f8f801f77e1f6d63914e3586,remains_unclear,KS,rural
implemented,matched,Lawrence,ROOTCOMP-fd61ff5408044b4ac7e94331,side_independent,KS,rural
implemented,matched,Lawrence,ROOTCOMP-c52d56bb275705d5324bc2ba,fire,KS,rural
implemented,matched,Lawrence,ROOTCOMP-3cfc548bc9276a6c5490ca1f,remains_unclear,KS,rural
implemented,matched,Lincoln,ROOTCOMP-c3181aed25ec2754644080d0,side_independent,KS,rural
implemented,matched,Lincoln,ROOTCOMP-6481bfa0b76cc0371cf45eff,side_independent,KS,rural
formally_adopted,matched,Lincoln,ROOTCOMP-f81da4a29d07a6f3d3c9b31d,side_independent,KS,rural
implemented,matched,Lincoln Center,ROOTCOMP-d9381930d6c0d14132a97da3,remains_unclear,KS,rural
implemented,matched,Lincoln Center,ROOTCOMP-425ed80c6370b1660152e613,remains_unclear,KS,rural
implemented,matched,Melvern,ROOTCOMP-d6ae79d26078b8749630a646,remains_unclear,KS,rural
implemented,matched,Melvern,ROOTCOMP-072cccb2441ed3f1a422a8e5,remains_unclear,KS,rural
implemented,matched,Osage,ROOTCOMP-2398bceac294a47038a36f1f,side_independent,KS,rural
implemented,matched,Syracuse,ROOTCOMP-6328287af60cadff93dc4b42,remains_unclear,KS,rural
implemented,matched,Towanda,ROOTCOMP-0b77622483077180f526946f,remains_unclear,KS,rural
formally_adopted,matched,Towanda,ROOTCOMP-f94a0f5c0b6801dcd73a9ec1,side_independent,KS,rural
implemented,matched,Valley Falls,ROOTCOMP-f20af5fdc5f9100192cd1712,police,KS,rural
implemented,matched,Washington,ROOTCOMP-16f2d039f29d22f8001ef89a,remains_unclear,KS,rural
implemented,matched,Wilson,ROOTCOMP-8ec58759d976521d9f19987a,remains_unclear,KS,rural
formally_adopted,matched,Audubon Park,ROOTCOMP-62da5a864aa780a538709ea7,remains_unclear,KY,urban
implemented,matched,Bedford,ROOTCOMP-9b5145c0820afbd2a6937977,remains_unclear,KY,rural
implemented,matched,Bellefonte,ROOTCOMP-76241c5de8e47811a5ee327a,police,KY,urban
implemented,matched,Bloomfield,ROOTCOMP-2657f2ed222bcb6ad8d40319,remains_unclear,KY,rural
formally_adopted,matched,Bromley,ROOTCOMP-73077f1c42a8d553afdad9b8,remains_unclear,KY,urban
formally_adopted,matched,Calvert City,ROOTCOMP-f8994669062af3d4fce013d7,remains_unclear,KY,rural
implemented,matched,Dry Ridge,ROOTCOMP-a38352be34bf88ba581d6cd4,remains_unclear,KY,rural
formally_adopted,matched,Fox Chase,ROOTCOMP-61a2a11511e14cb0a426e206,remains_unclear,KY,urban
implemented,matched,Goshen,ROOTCOMP-62869a7be27f3f995756581a,remains_unclear,KY,urban
implemented,matched,Louisa,ROOTCOMP-e85bad0a553c4d96d69c4c5a,police,KY,urban
formally_adopted,matched,Louisa,ROOTCOMP-d08f97ce27302deec4b2527f,police,KY,urban
implemented,matched,Louisa,ROOTCOMP-7e1205820879298fe548a1b8,police,KY,urban
implemented,matched,Melbourne,ROOTCOMP-4fd52e89126993ec8d9a1aa8,remains_unclear,KY,rural
implemented,matched,Mount Olivet,ROOTCOMP-0c29ad4ce4691b29a550a294,police,KY,rural
formally_adopted,matched,Munfordville,ROOTCOMP-1b8da9815cc85ec89ba2b8f9,remains_unclear,KY,rural
implemented,matched,Pleasureville,ROOTCOMP-8f7de42d50d8b69a64a0406d,remains_unclear,KY,rural
implemented,matched,Stamping Ground,ROOTCOMP-4b56d18e5c6cedbbec0ae587,remains_unclear,KY,rural
implemented,matched,Choudrant,ROOTCOMP-f4c642fb71c22f9e261a4888,police,LA,rural
implemented,matched,Doyline,ROOTCOMP-963d3dae9f655bd6fe4d5e79,remains_unclear,LA,rural
implemented,matched,Doyline,ROOTCOMP-61e8762cc0787f0e12625313,remains_unclear,LA,rural
implemented,matched,Doyline,ROOTCOMP-e42b0ad16c789c36cba50a5d,remains_unclear,LA,rural
