qa_resolution_id,review_queue_row_number,review_type,extraction_case_id,page_number,lane,source_observation_ids,source_observation_count,resolution_classification,resolution_status,canonical_observation_id,duplicate_observation_ids,affected_quantitative_observation_ids,affected_non_base_wage_observation_ids,corrected_quantitative_action,corrected_non_base_wage_action,local_evidence_inspected,bounded_evidence_pointer,structured_basis,confidence,unresolved_flag,notes
qares_de73419b695dde32395f9dd9,158,possible_non_base_wage_in_quantitative_lane,cex_d05aa871ea17ee0e44809e69,24,quantitative,qobs_7e720853919614787a237827,1,route_to_non_base_wage,resolved,,,qobs_7e720853919614787a237827,nobsqa_9a6f2aa8953dc76e2dd21e6c,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0007_sr_3563453e1fa942e29a9c88c9.pdf#page=24,Explicit leave signal occurs in the structured value or reason code.,high,false,
qares_31b1ceb63d930e67b00c0bcd,159,possible_non_base_wage_in_quantitative_lane,cex_d05aa871ea17ee0e44809e69,24,quantitative,qobs_b81db2c2cb9b66f2fe166e09,1,route_to_non_base_wage,resolved,,,qobs_b81db2c2cb9b66f2fe166e09,nobsqa_d7ba01d7301e5f0b54b372e9,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0007_sr_3563453e1fa942e29a9c88c9.pdf#page=24,Explicit leave signal occurs in the structured value or reason code.,high,false,
qares_867c54ddd50e6c8a7e690f8d,160,possible_non_base_wage_in_quantitative_lane,cex_d05aa871ea17ee0e44809e69,24,quantitative,qobs_2b08fbe41bf15e5db8c37056,1,route_to_non_base_wage,resolved,,,qobs_2b08fbe41bf15e5db8c37056,nobsqa_35ef1cfbd5f42aeaaf8fb3b9,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0007_sr_3563453e1fa942e29a9c88c9.pdf#page=24,Explicit leave signal occurs in the structured value or reason code.,high,false,
qares_38ada0a9c10564fd27c6b97e,161,possible_non_base_wage_in_quantitative_lane,cex_15258af7f54fe009feab2bf0,11,quantitative,qobs_aabf6c2f7bf2186f47d35070,1,route_to_non_base_wage,resolved,,,qobs_aabf6c2f7bf2186f47d35070,nobsqa_4402d56da26b18bb6473112e,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0320_sr_9e5ccfe3872f02a4de9ef717.pdf#page=11,Explicit longevity signal occurs in the structured value or reason code.,high,false,
qares_c9e49fb633e65b51b7f2d667,162,possible_non_base_wage_in_quantitative_lane,cex_59541bd12d5d66db6bc0eaaf,10,quantitative,qobs_38381dc194ec69b815919fd3,1,route_to_non_base_wage,resolved,,,qobs_38381dc194ec69b815919fd3,nobsqa_4ce2fefadbbd39cd461efbb1,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0012_sr_7b8e1bbe47dcd265b6bc4b5d.pdf#page=10,Explicit leave signal occurs in the structured value or reason code.,high,false,
qares_f0e65017fa5add1c577719b2,163,possible_non_base_wage_in_quantitative_lane,cex_bce54a6ed6fbde3936a25b34,31,quantitative,qobs_84cba40a4dbef515570f06d0,1,route_to_non_base_wage,resolved,,,qobs_84cba40a4dbef515570f06d0,nobsqa_4be015fa0dbd10fe5b14142e,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0334_sr_2b3a82b7b544b4209b2f3552.pdf#page=31,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_9b54fae1f6acb5d77309aca5,164,possible_non_base_wage_in_quantitative_lane,cex_bce54a6ed6fbde3936a25b34,30,quantitative,qobs_7465c728e3b44704879e48d9,1,route_to_non_base_wage,resolved,,,qobs_7465c728e3b44704879e48d9,nobsqa_147174f9508572127b6146f0,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0334_sr_2b3a82b7b544b4209b2f3552.pdf#page=30,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_f0aee108e4eac0972f4487a6,165,possible_non_base_wage_in_quantitative_lane,cex_e67383f41524bf520ba74c05,13,quantitative,qobs_4be755777768e5d37e92d0d4,1,route_to_non_base_wage,resolved,,,qobs_4be755777768e5d37e92d0d4,nobsqa_edf5801cda5313e8bf847e89,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0059_sr_deb449119ea8a5e603bd489d.pdf#page=13,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_573bc3efd7d2eb0fb786c2ec,166,possible_non_base_wage_in_quantitative_lane,cex_e67383f41524bf520ba74c05,13,quantitative,qobs_89375c09e462004ed1da8816,1,route_to_non_base_wage,resolved,,,qobs_89375c09e462004ed1da8816,nobsqa_e2e5809e3acacec5fe15df2b,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0059_sr_deb449119ea8a5e603bd489d.pdf#page=13,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_f3043e32032c7a25380f09a1,167,possible_non_base_wage_in_quantitative_lane,cex_ebc6b532138739e7fbcfea9a,18,quantitative,qobs_7db61b6fd386c6563b837f4f,1,route_to_non_base_wage,resolved,,,qobs_7db61b6fd386c6563b837f4f,nobsqa_18cd7ba8f1d607e0a5755324,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0242_sr_bcc4031e946b25332e791fb8.pdf#page=18,Explicit education_or_certification signal occurs in the structured value or reason code.,high,false,
qares_a5aab7c5f831dd55c9df84a8,168,possible_non_base_wage_in_quantitative_lane,cex_94eca1be458d3acd471c2557,17,quantitative,qobs_2fa4f0471d145c64402735f2,1,route_to_non_base_wage,resolved,,,qobs_2fa4f0471d145c64402735f2,nobsqa_44f9a09354be16c26322426d,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0144_sr_4e720083c463417f2d6f96a6.pdf#page=17,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_c4a02e8dca40561f479beb3f,169,possible_non_base_wage_in_quantitative_lane,cex_94eca1be458d3acd471c2557,17,quantitative,qobs_c381d820c9e14ec6ccfede04,1,route_to_non_base_wage,resolved,,,qobs_c381d820c9e14ec6ccfede04,nobsqa_10bba092797b4793c64cf9b3,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0144_sr_4e720083c463417f2d6f96a6.pdf#page=17,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_9100d741b860f448bb4906c9,170,possible_non_base_wage_in_quantitative_lane,cex_4831ce5a78f76722a6968dee,8,quantitative,qobs_5de43c7a29d0e576146c26f5,1,route_to_non_base_wage,resolved,,,qobs_5de43c7a29d0e576146c26f5,nobsqa_b0411839c5394b465bad7819,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0184_sr_d27fd936ca4bc1708f2ca139.pdf#page=8,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_ac6f0a3523c499b58314020a,171,possible_non_base_wage_in_quantitative_lane,cex_4831ce5a78f76722a6968dee,9,quantitative,qobs_82b0f1f0d0e3305eda4003bd,1,route_to_non_base_wage,resolved,,,qobs_82b0f1f0d0e3305eda4003bd,nobsqa_1c70ef211ba45d6347411bab,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0184_sr_d27fd936ca4bc1708f2ca139.pdf#page=9,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_237698fbca5265dacf2d76fa,172,possible_non_base_wage_in_quantitative_lane,cex_4831ce5a78f76722a6968dee,9,quantitative,qobs_3192dd3c38d8ada461fe84bc,1,route_to_non_base_wage,resolved,,,qobs_3192dd3c38d8ada461fe84bc,nobsqa_4978d949ca614bb2bbe16643,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0184_sr_d27fd936ca4bc1708f2ca139.pdf#page=9,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_3092a8ae30e1dc3e316e3014,173,possible_non_base_wage_in_quantitative_lane,cex_2b8f6e75f95971d60c2db923,39,quantitative,qobs_deb119f2611a3def0e7300d9,1,route_to_non_base_wage,resolved,,,qobs_deb119f2611a3def0e7300d9,nobsqa_b23611a77d13a37836005f7c,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0069_sr_833accf01a11223521163175.pdf#page=39,Explicit longevity signal occurs in the structured value or reason code.,high,false,
qares_865705b76e75c45f7d32bc49,174,possible_non_base_wage_in_quantitative_lane,cex_112d6094e8bec6dedcefc739,8,quantitative,qobs_bf2971f85d73d83f3f055ef6,1,route_to_non_base_wage,resolved,,,qobs_bf2971f85d73d83f3f055ef6,nobsqa_c641840b575c67dcb1da174b,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0126_sr_a9b38dd8bc83d407854145fb.pdf#page=8,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_eb61e79bd89f7dc0eacb7682,175,possible_non_base_wage_in_quantitative_lane,cex_112d6094e8bec6dedcefc739,8,quantitative,qobs_d94f41b52406e37e5711b6fc,1,route_to_non_base_wage,resolved,,,qobs_d94f41b52406e37e5711b6fc,nobsqa_8ace86f5eda6f560164f5c03,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0126_sr_a9b38dd8bc83d407854145fb.pdf#page=8,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_27b6160ed3d68ac67031340a,176,possible_non_base_wage_in_quantitative_lane,cex_d253fb67478332150a989f69,3,quantitative,qobs_a33d1e59fd8da6d09846778e,1,route_to_non_base_wage,resolved,,,qobs_a33d1e59fd8da6d09846778e,nobsqa_7e741ffe82a96aa4a461cef4,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0179_sr_4f17b22a4300f94c82c769c8.pdf#page=3,Explicit pension signal occurs in the structured value or reason code.,high,false,
qares_5590fb55ee3136df6c89b263,177,possible_non_base_wage_in_quantitative_lane,cex_3e2fa308fbbb0a768ad0c2b0,14,quantitative,qobs_3f3fbdb6673f2442df8eaea0,1,route_to_non_base_wage,resolved,,,qobs_3f3fbdb6673f2442df8eaea0,nobsqa_d19bf45c352d735bafd1fbe3,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0066_sr_cb7fb1a1f8c778e5c956f7ff.pdf#page=14,Explicit reimbursements signal occurs in the structured value or reason code.,high,false,
qares_97189763259b1f23ddb1f119,178,possible_non_base_wage_in_quantitative_lane,cex_add0da7d13790ea6a03c61b7,7,quantitative,qobs_c6ff8193343e3361e2513a7f,1,route_to_non_base_wage,resolved,,,qobs_c6ff8193343e3361e2513a7f,nobsqa_77712b5582c3e837b50d8bcb,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0074_sr_826de1e12cc50be7613ce961.pdf#page=7,Explicit leave signal occurs in the structured value or reason code.,high,false,
qares_a2ddffb640b0e059c4c1f485,179,possible_non_base_wage_in_quantitative_lane,cex_add0da7d13790ea6a03c61b7,7,quantitative,qobs_8036654f54d6a93bdc6b1d62,1,route_to_non_base_wage,resolved,,,qobs_8036654f54d6a93bdc6b1d62,nobsqa_0b04e4633056597bdb9622bd,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0074_sr_826de1e12cc50be7613ce961.pdf#page=7,Explicit leave signal occurs in the structured value or reason code.,high,false,
qares_f28dfbacd29b8c5ff23d3893,180,possible_non_base_wage_in_quantitative_lane,cex_add0da7d13790ea6a03c61b7,7,quantitative,qobs_209cc9f6eebd60927122e4c9,1,route_to_non_base_wage,resolved,,,qobs_209cc9f6eebd60927122e4c9,nobsqa_b20c420efb9fc73621f9a3cb,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0074_sr_826de1e12cc50be7613ce961.pdf#page=7,Explicit leave signal occurs in the structured value or reason code.,high,false,
qares_e0b30008e30e27d663322f59,181,possible_non_base_wage_in_quantitative_lane,cex_add0da7d13790ea6a03c61b7,8,quantitative,qobs_884e6349d458470c476d6d1b,1,route_to_non_base_wage,resolved,,,qobs_884e6349d458470c476d6d1b,nobsqa_a0fe8bdf906f234694890029,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0074_sr_826de1e12cc50be7613ce961.pdf#page=8,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_10e0e51ecf2eb3f6d47b7904,182,possible_non_base_wage_in_quantitative_lane,cex_b935f8a61941818cbad1effe,4,quantitative,qobs_0cf9e24bb533f3f278036dad,1,route_to_non_base_wage,resolved,,,qobs_0cf9e24bb533f3f278036dad,nobsqa_1da41882ab75a8ec3e9df7ca,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0098_sr_3cdd9a49ef6eb58616ac5720.pdf#page=4,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_5573a74f09ed7934d1439ae5,183,possible_non_base_wage_in_quantitative_lane,cex_b935f8a61941818cbad1effe,5,quantitative,qobs_600201f08841706400907726,1,route_to_non_base_wage,resolved,,,qobs_600201f08841706400907726,nobsqa_70739bd488b6921ec01c9bb4,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0098_sr_3cdd9a49ef6eb58616ac5720.pdf#page=5,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_757a47fbf1c74655b3358f84,184,possible_non_base_wage_in_quantitative_lane,cex_b935f8a61941818cbad1effe,5,quantitative,qobs_08b2db187a40195c1ea6dc7a,1,route_to_non_base_wage,resolved,,,qobs_08b2db187a40195c1ea6dc7a,nobsqa_df55700a60a0e790fd5357eb,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0098_sr_3cdd9a49ef6eb58616ac5720.pdf#page=5,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_e5136d461e9d5cb8c96c5683,185,possible_non_base_wage_in_quantitative_lane,cex_2e49b4235d31f3ffc68a25b9,7,quantitative,qobs_174f18bd8d397d53a9d5e0a6,1,route_to_non_base_wage,resolved,,,qobs_174f18bd8d397d53a9d5e0a6,nobsqa_d0ff3067e767b951fea15a7a,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0096_sr_a077137c16e0d7485ee0929b.pdf#page=7,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_b34f421d88295f6f3fb242a5,186,possible_non_base_wage_in_quantitative_lane,cex_843f43f826cb345797648bc1,4,quantitative,qobs_036ca274c0bac1fabb8a7892,1,route_to_non_base_wage,resolved,,,qobs_036ca274c0bac1fabb8a7892,nobsqa_f8dc988df96b3c98a2665709,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0406_sr_2fc57d8ca4e5e51a784a1ca7.pdf#page=4,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_9039cab049f7fc51c84360ba,187,possible_non_base_wage_in_quantitative_lane,cex_c0b1036442ab5c73ad06c1c6,2,quantitative,qobs_f7cba18522640a0986e5ca5f,1,route_to_non_base_wage,resolved,,,qobs_f7cba18522640a0986e5ca5f,nobsqa_1c70dc51560bee82d8b729fd,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0015_sr_f2987bad9689e94b493a06c0.pdf#page=2,Explicit stipend signal occurs in the structured value or reason code.,high,false,
