non_base_wage_observation_id,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,non_base_wage_type,value_text,effective_date,eligibility_or_implementation_rule,bounded_evidence_pointer,confidence,reason_code,qa_status,source_quantitative_observation_id,qa_original_status,qa_resolution_id,qa_resolution_classification,qa_resolution_status,canonical_observation_id,duplicate_of,active_in_corrected_lane
nobs_effc92e9600904c49041ca40,cex_a873bae3a7a05fe3314754fe,doc_474dfb0b52bf507b6373bf5b,ttd_392f5825dab994f222f80bc2,sr_a7e1de777ac8369111c110dd,NSCQ-AZ-20260720-0005,AZ,Mesa,CITY OF MESA,non_safety,wage_schedule_or_compensation_plan,,,1,benefits,ACCOUNT CLERK - PT (PT indicated; Non-benefited token not present on this row),,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0496_sr_a7e1de777ac8369111c110dd.pdf#page=1,unknown,NON_BASE_WAGE_NOT_EXPLICITLY_SPECIFIED,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_effc92e9600904c49041ca40,,true
nobs_f784c2837a9452757824d3ad,cex_a873bae3a7a05fe3314754fe,doc_474dfb0b52bf507b6373bf5b,ttd_392f5825dab994f222f80bc2,sr_a7e1de777ac8369111c110dd,NSCQ-AZ-20260720-0005,AZ,Mesa,CITY OF MESA,non_safety,wage_schedule_or_compensation_plan,,,1,benefits,ADMIN SUPPORT ASSISTANT II-PT-NON BENEFITED,06/29/26,Position name includes non-benefited indicator,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0496_sr_a7e1de777ac8369111c110dd.pdf#page=1,medium,VISIBLE_TOKEN_IN_TITLE_INDICATES_NON_BEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_f784c2837a9452757824d3ad,,true
nobs_e91a32562d166149bfacbc61,cex_a873bae3a7a05fe3314754fe,doc_474dfb0b52bf507b6373bf5b,ttd_392f5825dab994f222f80bc2,sr_a7e1de777ac8369111c110dd,NSCQ-AZ-20260720-0005,AZ,Mesa,CITY OF MESA,non_safety,wage_schedule_or_compensation_plan,,,2,benefits,ARTS EDUCATION SPECIALIST - PT (PT),06/29/26,PT in title (no explicit NB token on these rows),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0496_sr_a7e1de777ac8369111c110dd.pdf#page=2,unknown,PT_PRESENT_BUT_NO_NB_TOKEN,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_e91a32562d166149bfacbc61,,true
nobs_f3124f700a5ae9729131304f,cex_a873bae3a7a05fe3314754fe,doc_474dfb0b52bf507b6373bf5b,ttd_392f5825dab994f222f80bc2,sr_a7e1de777ac8369111c110dd,NSCQ-AZ-20260720-0005,AZ,Mesa,CITY OF MESA,non_safety,wage_schedule_or_compensation_plan,,,2,benefits,ARTS EDUCATION SPECIALIST-PT-NB,06/29/26,Title includes -PT-NB,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0496_sr_a7e1de777ac8369111c110dd.pdf#page=2,medium,VISIBLE_TOKEN_IN_TITLE_INDICATES_NB,qa_corrected_canonical,,needs_duplicate_review,qares_6ca45aba8f3a6097408fed8f,duplicate_or_same_observation,resolved,nobs_f3124f700a5ae9729131304f,,true
nobs_a27d3f791b7a18b06928853a,cex_a873bae3a7a05fe3314754fe,doc_474dfb0b52bf507b6373bf5b,ttd_392f5825dab994f222f80bc2,sr_a7e1de777ac8369111c110dd,NSCQ-AZ-20260720-0005,AZ,Mesa,CITY OF MESA,non_safety,wage_schedule_or_compensation_plan,,,2,benefits,ARTS EDUCATION SPECIALIST-PT-NB,06/29/26,Title includes -PT-NB,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0496_sr_a7e1de777ac8369111c110dd.pdf#page=2,medium,VISIBLE_TOKEN_IN_TITLE_INDICATES_NB,qa_corrected_duplicate_inactive,,needs_duplicate_review,qares_6ca45aba8f3a6097408fed8f,duplicate_or_same_observation,resolved,nobs_f3124f700a5ae9729131304f,nobs_f3124f700a5ae9729131304f,false
nobs_ae0339ecb94e46a95189a064,cex_141f074f6b04c3604758829d,doc_38be1a40d84fddbc579c5334,ttd_4f6e0236c7b7414d86104f70,sr_5d67ae36c41dcdd50c2a7832,NSCQ-AZ-20260720-0003,AZ,Mesa,CITY OF MESA,police,memorandum_or_settlement,,,12,other,Holidays: 8 hours of pay at their regular hourly rate,,"Unit members receive 8 hours of pay at their regular hourly rate for listed holidays (New Year's Day, MLK/Civil Rights Day, President's Day, Memorial Day, July 4th, Labor Day, Veteran's Day, Thanksgiving Day, Day after Thanksgiving, and [im",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0465_sr_5d67ae36c41dcdd50c2a7832.pdf#page=12,high,HOLIDAY_PAY_AMOUNT_AND_RATE_EXPLICIT,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_ae0339ecb94e46a95189a064,,true
nobs_1dd83b919e4ca906ca171ac2,cex_141f074f6b04c3604758829d,doc_38be1a40d84fddbc579c5334,ttd_4f6e0236c7b7414d86104f70,sr_5d67ae36c41dcdd50c2a7832,NSCQ-AZ-20260720-0003,AZ,Mesa,CITY OF MESA,police,memorandum_or_settlement,,,12,leave,Sick Leave Accrual: 8 hours per month,,All unit members accrue sick leave at the stated rate.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0465_sr_5d67ae36c41dcdd50c2a7832.pdf#page=12,high,SICK_LEAVE_ACCRUAL_RATE_VISIBLE,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_1dd83b919e4ca906ca171ac2,,true
nobs_863c3111652bf3c925800421,cex_141f074f6b04c3604758829d,doc_38be1a40d84fddbc579c5334,ttd_4f6e0236c7b7414d86104f70,sr_5d67ae36c41dcdd50c2a7832,NSCQ-AZ-20260720-0003,AZ,Mesa,CITY OF MESA,police,memorandum_or_settlement,,,12,leave,"Sick Leave Max Accumulation: 1,040 hours",,Maximum accumulation is the stated hours.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0465_sr_5d67ae36c41dcdd50c2a7832.pdf#page=12,high,SICK_LEAVE_MAX_ACCUMULATION_VISIBLE,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_863c3111652bf3c925800421,,true
nobs_52aa04331d80d4acb1b9d3f6,cex_141f074f6b04c3604758829d,doc_38be1a40d84fddbc579c5334,ttd_4f6e0236c7b7414d86104f70,sr_5d67ae36c41dcdd50c2a7832,NSCQ-AZ-20260720-0003,AZ,Mesa,CITY OF MESA,police,memorandum_or_settlement,,,12,leave,Sick Leave Conversion: 1 hour vacation for every 1 hour excess sick leave,,Any sick leave accrued in excess of maximum accumulation is converted to vacation leave on the stated basis.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0465_sr_5d67ae36c41dcdd50c2a7832.pdf#page=12,high,SICK_TO_VACATION_CONVERSION_RATIO,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_52aa04331d80d4acb1b9d3f6,,true
nobs_c64500eaa6b4cd7b59c235b8,cex_141f074f6b04c3604758829d,doc_38be1a40d84fddbc579c5334,ttd_4f6e0236c7b7414d86104f70,sr_5d67ae36c41dcdd50c2a7832,NSCQ-AZ-20260720-0003,AZ,Mesa,CITY OF MESA,police,memorandum_or_settlement,,,12,leave,Sick Leave payout: 50% of accumulated sick leave hours at current pay range and step (on retirement or death),,Employment or dies (retirement or death) compensated at 50% of accumulated sick leave hours; other reasons forfeit accumulated sick leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0465_sr_5d67ae36c41dcdd50c2a7832.pdf#page=12,medium,SICK_LEAVE_PAYOUT_PERCENT_VISIBLE_BUT_RE,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_c64500eaa6b4cd7b59c235b8,,true
nobs_b6826edf4f5d071e5c03c501,cex_984cbbc236fcfff6e4a419d0,doc_c42d5fc6002f27cfaaf337b0,ttd_2ce5b14e34446374d0a0d9e6,sr_699e21fcf09995693a5fcc68,NSCQ-CA-20260720-0445,CA,Azusa,CITY OF AZUSA,non_safety,cba,,,28,leave,Up to forty (40) hours of paid Bereavement Leave.,,Medical certification may be required establishing an immediately family relationship; leave not charged against sick or vacation leave balances.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0148_sr_699e21fcf09995693a5fcc68.pdf#page=28,medium,BEREAVEMENT_LEAVE_40_HOURS_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_b6826edf4f5d071e5c03c501,,true
nobs_21ac4209eef12edb08f872fd,cex_984cbbc236fcfff6e4a419d0,doc_c42d5fc6002f27cfaaf337b0,ttd_2ce5b14e34446374d0a0d9e6,sr_699e21fcf09995693a5fcc68,NSCQ-CA-20260720-0445,CA,Azusa,CITY OF AZUSA,non_safety,cba,,,28,leave,May request up to two (2) days of Sick Leave for death of an immediate family member.,,Charged against accrued Sick Leave balance.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0148_sr_699e21fcf09995693a5fcc68.pdf#page=28,medium,SICK_LEAVE_DEATH_OF_IMMEDIATE_FAMILY_2_D,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_21ac4209eef12edb08f872fd,,true
nobs_3459d17d6ffcfd90712b3d00,cex_984cbbc236fcfff6e4a419d0,doc_c42d5fc6002f27cfaaf337b0,ttd_2ce5b14e34446374d0a0d9e6,sr_699e21fcf09995693a5fcc68,NSCQ-CA-20260720-0445,CA,Azusa,CITY OF AZUSA,non_safety,cba,,,29,leave,Two (2) floating holidays of ten (10) hours each.,,Accrue on July 1; must be taken by June 30 or hours will be forfeited; requested in advance from department head/division chief.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0148_sr_699e21fcf09995693a5fcc68.pdf#page=29,high,FLOATING_HOLIDAY_2X10_HOURS_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_3459d17d6ffcfd90712b3d00,,true
nobs_a1036bbff447e4880e6810c6,cex_984cbbc236fcfff6e4a419d0,doc_c42d5fc6002f27cfaaf337b0,ttd_2ce5b14e34446374d0a0d9e6,sr_699e21fcf09995693a5fcc68,NSCQ-CA-20260720-0445,CA,Azusa,CITY OF AZUSA,non_safety,cba,,,29,leave,"Holiday observance listed by month for 2024-2025 through 2027-2028 (e.g., Independence Day July 4th, Labor Day 1st/2nd/3",,Dates upon which holidays shall be observed each fiscal year.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0148_sr_699e21fcf09995693a5fcc68.pdf#page=29,low,DESIGNATED_HOLIDAYS_TABLE_TOKEN_PARTIAL,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_a1036bbff447e4880e6810c6,,true
nobs_af9e01825e0f39d0395c1261,cex_984cbbc236fcfff6e4a419d0,doc_c42d5fc6002f27cfaaf337b0,ttd_2ce5b14e34446374d0a0d9e6,sr_699e21fcf09995693a5fcc68,NSCQ-CA-20260720-0445,CA,Azusa,CITY OF AZUSA,non_safety,cba,,,29,leave,Industrial leave: industrial leave under Workers' Compensation terms (regular rate paid in lieu of temporary disability;,,Temporarily or permanently incapacitated due to injury/illness compensable under Workers' Compensation Act.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0148_sr_699e21fcf09995693a5fcc68.pdf#page=29,medium,INDUSTRIAL_LEAVE_TERMS_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_af9e01825e0f39d0395c1261,,true
nobs_d3d573231a07293d94e2d104,cex_2493343e2699ca44a4c9900d,doc_338a24240ab9e150cb615385,ttd_da31df639e8a22c336d5112e,sr_3cfa38419b6ac6da812bae2b,NSCQ-CA-20260720-0444,CA,Azusa,CITY OF AZUSA,police,cba,,,12,education_or_certification,$250 per month,,Paid for bilingual language proficiency; conditional upon demonstration by qualified third-party examiner mutually agreed by City and Association,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0261_sr_3cfa38419b6ac6da812bae2b.pdf#page=12,high,SEEN_BILINGUAL_PAY_AMOUNT_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_d3d573231a07293d94e2d104,,true
nobs_a1f5ab1c333353c445d905c0,cex_2493343e2699ca44a4c9900d,doc_338a24240ab9e150cb615385,ttd_da31df639e8a22c336d5112e,sr_3cfa38419b6ac6da812bae2b,NSCQ-CA-20260720-0444,CA,Azusa,CITY OF AZUSA,police,cba,,,12,overtime,one and one-half (11/2) × the normal rate of pay; minimum of (2) hours,,For Police Sergeant callout; callout may be treated as Premium Overtime or Compensatory Time Earned,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0261_sr_3cfa38419b6ac6da812bae2b.pdf#page=12,medium,CALLOUT_PREMIUM_FORMULA_AND_MINIMUM_SEEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_a1f5ab1c333353c445d905c0,,true
nobs_78dd4f542da8de769ba5a5cf,cex_2493343e2699ca44a4c9900d,doc_338a24240ab9e150cb615385,ttd_da31df639e8a22c336d5112e,sr_3cfa38419b6ac6da812bae2b,NSCQ-CA-20260720-0444,CA,Azusa,CITY OF AZUSA,police,cba,,,12,other,$350 per month,,Deferred compensation (City-paid) for Police Lieutenant,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0261_sr_3cfa38419b6ac6da812bae2b.pdf#page=12,high,SEEN_CITY_PAID_DEFERRED_COMP_AMOUNT,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_78dd4f542da8de769ba5a5cf,,true
nobs_3357a3ea8c9e9802169cded1,cex_2493343e2699ca44a4c9900d,doc_338a24240ab9e150cb615385,ttd_da31df639e8a22c336d5112e,sr_3cfa38419b6ac6da812bae2b,NSCQ-CA-20260720-0444,CA,Azusa,CITY OF AZUSA,police,cba,,,12,other,$300 per month,,Deferred compensation (City-paid) for Police Sergeant,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0261_sr_3cfa38419b6ac6da812bae2b.pdf#page=12,high,SEEN_CITY_PAID_DEFERRED_COMP_AMOUNT,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_3357a3ea8c9e9802169cded1,,true
nobs_720565be31168bc3b22fcbc8,cex_10f89b8ade8ce1cb0b9b4b76,doc_87b9746bf3f9c141fd992c88,ttd_09fb6576f51cf2e9174afd53,sr_a72e083524458d0c5609eb25,NSCQ-CA-20260720-0058,CA,Berkeley,CITY OF BERKELEY,fire,cba,,,30,overtime,Overtime compensation for all time worked in excess of forty (40) hours per week; suppression overtime rate applies for ,,40-hour week schedule; suppression overtime rate when overtime work in suppression,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0086_sr_a72e083524458d0c5609eb25.pdf#page=30,medium,P30_16_8_40_HOUR_OVERTIME_SUPPRESSION_AP,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_720565be31168bc3b22fcbc8,,true
nobs_7f7c22365548f27e2caeea75,cex_10f89b8ade8ce1cb0b9b4b76,doc_87b9746bf3f9c141fd992c88,ttd_09fb6576f51cf2e9174afd53,sr_a72e083524458d0c5609eb25,NSCQ-CA-20260720-0058,CA,Berkeley,CITY OF BERKELEY,fire,cba,,,30,overtime,FLSA Premium: overtime pay only required when employee actually works in excess of 182 hours in a 24-day period; shift 8,January 2022,Under FLSA/Section 7(k) with 24-day work periods; start time effective the first full pay period in January 2022; 24-day period aligned to 8 am,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0086_sr_a72e083524458d0c5609eb25.pdf#page=30,medium,P30_16_10_1_182_HOURS_24_DAY_START_TIME,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_7f7c22365548f27e2caeea75,,true
nobs_626a31b27c1f9eaa39014daa,cex_059fe0eff62409749bf63f97,doc_b9d8e95772fd3e65214eeaf0,ttd_d393887e1f88cebcacf984fb,sr_e77936a08256f24d1ce59358,NSCQ-CA-20260720-0059,CA,Berkeley,CITY OF BERKELEY,non_safety,cba,,,14,other,insurance premiums; COPE contributions; other such deductions; membership or service fees,"first complete pay period commencing after July 1, 1984 (and each month in each月",City continues deductions and promptly pays over to Union all sums withheld for membership or service fees; authorization form timing and opt-out described in same Section 5 context.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0225_sr_e77936a08256f24d1ce59358.pdf#page=14,medium,SECTION_5_PAYROLL_DEDUCTIONS_INSURANCE_,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_626a31b27c1f9eaa39014daa,,true
nobs_90095845a3ddd67d02552d81,cex_b469b0a23a3b954deb1b702e,doc_663c21ecee36d4db2e5cfc70,ttd_30c4a007a2b8c7ad8682525a,sr_7c6faa980e2eb0eebd7ce774,NSCQ-CA-20260720-0003,CA,Los Angeles,CITY OF LOS ANGELES,non_safety,cba,,,52,pension,flat-rated employee contribution of four and one-half percent (4.5%),,Applies to employees not eligible for LACERS membership; contribution is into the Pension Savings equal to three percent (3%) of each employee’s compensation for each plan year.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0008_sr_7c6faa980e2eb0eebd7ce774.pdf#page=52,high,PENSION_SAVINGS_4_5_FLAT_RATE_AND_3_COMP,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_90095845a3ddd67d02552d81,,true
nobs_52309de89deae3b98afe70ea,cex_b469b0a23a3b954deb1b702e,doc_663c21ecee36d4db2e5cfc70,ttd_30c4a007a2b8c7ad8682525a,sr_7c6faa980e2eb0eebd7ce774,NSCQ-CA-20260720-0003,CA,Los Angeles,CITY OF LOS ANGELES,non_safety,cba,,,52,healthcare_contributions,Retiree health benefits are provided as defined in B above.,,Referenced as provided per prior defined subsection (B above).,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0008_sr_7c6faa980e2eb0eebd7ce774.pdf#page=52,low,RETIRE_HEALTH_B_DEFINED_ELSEWHERE,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_52309de89deae3b98afe70ea,,true
nobs_aa198c4b19408a5866344fd0,cex_b469b0a23a3b954deb1b702e,doc_663c21ecee36d4db2e5cfc70,ttd_30c4a007a2b8c7ad8682525a,sr_7c6faa980e2eb0eebd7ce774,NSCQ-CA-20260720-0003,CA,Los Angeles,CITY OF LOS ANGELES,non_safety,cba,,,51,healthcare_contributions,Kaiser 2-party non-Medicare Part A and Part B premium (vested for the annual increase authorized in LAAC Section 4.1111[,,"For LACERS Tier 1, the Kaiser premium vesting is described with reference to annual increase authorization in LAAC Section 4.1111(b); exact date/effective mechanics not fully visible.",tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0008_sr_7c6faa980e2eb0eebd7ce774.pdf#page=51,low,KAISER_PREMIUM_VESTING_PARTIAL_TOKEN_TRD,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_aa198c4b19408a5866344fd0,,true
nobs_5f7d1e8c54a3afaa565aa1e2,cex_b469b0a23a3b954deb1b702e,doc_663c21ecee36d4db2e5cfc70,ttd_30c4a007a2b8c7ad8682525a,sr_7c6faa980e2eb0eebd7ce774,NSCQ-CA-20260720-0003,CA,Los Angeles,CITY OF LOS ANGELES,non_safety,cba,,,51,healthcare_contributions,pre-tax compensation earnable toward vested retiree health benefits,,"For LACERS Tier 3, the Implementing Ordinance shall provide rules for pre-tax compensation earnable toward vested retiree health benefits and retiree health benefit program administration.",tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0008_sr_7c6faa980e2eb0eebd7ce774.pdf#page=51,low,TIER3_PRE_TAX_EARNABLE_IMPLEMENTING_ORD,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_5f7d1e8c54a3afaa565aa1e2,,true
nobs_a2fdc9862fc1a3a9b7a33b1b,cex_d406166f3aeabb43a6852065,doc_9f3568289105ee8b956b23d4,ttd_99e6ba85776a1f2420fbd4d5,sr_39e6c969a752873791a0e3e3,NSCQ-CA-20260720-0001,CA,Los Angeles,CITY OF LOS ANGELES,police,cba,,,14,overtime,payment of $250,,"Employee reports for duty on New Year’s Day, Easter, or Memorial Day; excluded if compensated under the prior paragraph.",tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0002_sr_39e6c969a752873791a0e3e3.pdf#page=14,high,C1,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_a2fdc9862fc1a3a9b7a33b1b,,true
nobs_cfb5017afdb19e60290fb8bf,cex_d406166f3aeabb43a6852065,doc_9f3568289105ee8b956b23d4,ttd_99e6ba85776a1f2420fbd4d5,sr_39e6c969a752873791a0e3e3,NSCQ-CA-20260720-0001,CA,Los Angeles,CITY OF LOS ANGELES,police,cba,,,14,overtime,maximum of 200 CTO hours (retention); excess CTO hours compensated in cash,,"Applies to employees who, upon promotion to Captain, have an accumulated overtime (CTO) balance and may elect to retain up to 200 hours; excess is paid in cash.",tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0002_sr_39e6c969a752873791a0e3e3.pdf#page=14,high,C2,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_cfb5017afdb19e60290fb8bf,,true
