selection_rank,extraction_case_id,document_identity_id,text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,content_artifact_path,content_hash,pdf_page_count,text_layer_status,wage_table_signal,extraction_pilot_priority,candidate_wage_pages,selection_score,selection_reason_codes,matched_group_id,matched_non_safety_selected,matched_non_safety_case_id,planned_lane,gate3_category,gate3_confidence,existing_rendered_page_count,selection_status,cumulative_cohort,requires_gabriel,seed_selection_rank
28,cex_5bcf8fc4872759a9bb92a89b,doc_178fce3ed3483b7f6d02d1df,ttd_a52802d44a1f5f198a79a799,pr_8bc5b4d28961df7c3af63f30,sr_7a1e7e179be6878c489ecadf,NSCQ-CA-20260720-0062,TRI-c5493fc1d13d60bdef41,VER-1214b7e0bb439fa26f02,CA,Palo Alto,CITY OF PALO ALTO,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0247_sr_7a1e7e179be6878c489ecadf.pdf,700fe9c1531d2134dfdee60e563e577b8484d9a6b847337f652cb57b679d74ad,48,present,likely,p1,"11,17,22,25",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_c86709a7a168823a242cee29,yes,cex_1864b27ce7870f6f77773cd3,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,28
29,cex_1864b27ce7870f6f77773cd3,doc_da7485c1ac0e068460084041,ttd_8afee08ed60e90a39b47afa7,pr_82b4b014c762a364a83a75cb,sr_78d3b225a23048dc9e1c1ed3,NSCQ-CA-20260720-0063,TRI-edef794ec44ed3da0c70,VER-8d0363bbd22daac7ed9e,CA,Palo Alto,CITY OF PALO ALTO,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0095_sr_78d3b225a23048dc9e1c1ed3.pdf,4ac71d98dd4cbe637da048295d0fa3c0fab6c801cc85c8b42a0c20a6b29e6f07,21,present,likely,p1,"2,5,8,10,11,12,20",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_c86709a7a168823a242cee29,yes,cex_1864b27ce7870f6f77773cd3,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,29
30,cex_43e0f3541d71ad9b5fbacbcc,doc_79700c5b054859ffdfe4e289,ttd_533867202fd7a10fdf0ac4b0,pr_f74752606c9bd7c103953b68,sr_d16f4923de223f420aaaa691,NSCQ-CA-20260720-0061,TRI-75ebbdc213095762964d,VER-2d76303783833dc3508e,CA,Palo Alto,CITY OF PALO ALTO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0260_sr_d16f4923de223f420aaaa691.pdf,70bfb372d1f9405abb124ac2fabd01847ff365cedbc7a9a5c1d7e78139ba465d,24,present,likely,p1,"2,4,6,11,13,24",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_c86709a7a168823a242cee29,yes,cex_1864b27ce7870f6f77773cd3,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,30
31,cex_3aa9b7e69b4a086e1dd2e5b5,doc_a01c7abe7b6d393cff85b9e3,ttd_d43ca5df65d2c66bfe97721e,pr_ed6435ac41c7cf816cf5e137,sr_8cdb6ccab3663d30d4acaa57,NSCQ-CA-20260720-0060,TRI-7f824a72eceee43d18f6,VER-fabfdbb95deeb3e9c270,CA,Palo Alto,CITY OF PALO ALTO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0050_sr_8cdb6ccab3663d30d4acaa57.pdf,72698fd929c00507261701167ca3d0c82ebff6864069d78a32ae8005336fbddf,63,present,likely,p1,"2,8,29,32,35,62,63",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_c86709a7a168823a242cee29,yes,cex_1864b27ce7870f6f77773cd3,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,31
32,cex_c30576f6b358214f6fa8d459,doc_33301214a976c11c9f9b3688,ttd_84cb9f6e35add6e8eefdacdf,pr_9f98858471d9501396e41012,sr_0a72e867dbee9c8896d6458b,NSCQ-CA-20260720-0287,TRI-3abca68e5ed736af1efc,VER-d1fc8610ba33896d9605,CA,Pleasanton,CITY OF PLEASANTON,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0025_sr_0a72e867dbee9c8896d6458b.pdf,45e7287c538208b5d45031a91122864149f8ffd46ebb7850b4aa6c4fb5f4ade9,84,present,likely,p1,"10,19,29,43,47",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_014cdec842835efc0fb9e940,yes,cex_8ea7a77ddd735767fff951c8,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,32
33,cex_8ea7a77ddd735767fff951c8,doc_1425fa978fc327287944cfa9,ttd_601236266ba089d8f45a3f19,pr_76a380311a014a5de12473d8,sr_bc2a6e02a467586a4d77b887,NSCQ-CA-20260720-0288,TRI-20250978d0f098719e11,VER-8e19f95da1c38fccdad8,CA,Pleasanton,CITY OF PLEASANTON,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0430_sr_bc2a6e02a467586a4d77b887.pdf,aff25258e60059c06bdad01c3f07cfc6477de2b2eedd69d85c4431882b412a0a,98,present,likely,p1,"2,12,33,44,50,55,97,98",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_014cdec842835efc0fb9e940,yes,cex_8ea7a77ddd735767fff951c8,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,33
34,cex_88c0af6577ce3501924b2367,doc_f8915b77ba6fef11e13661d1,ttd_bb6a69fc42d48a8e7d9e52bc,pr_2a2ba60718240e43ae7e8648,sr_e285c32f7243afb9d90fbd45,NSCQ-CA-20260720-0285,TRI-da75b6e0c8fc7f0795dc,VER-c93251a9dd120452354b,CA,Pleasanton,CITY OF PLEASANTON,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0083_sr_e285c32f7243afb9d90fbd45.pdf,f1c62696b5b502b46db97c601d4af9910a685712b0633128fc9613a4a62f0800,52,partial,unlikely,p2,,54.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|GATE3_CALIBRATION_CASE,match_014cdec842835efc0fb9e940,yes,cex_8ea7a77ddd735767fff951c8,reference_and_exclusion,mixed_quant_qual_ready,medium,1,frozen_seed_reused_no_api,corrected_500_seed,no,34
35,cex_7668baa0999dbe631fb682c9,doc_35d20aa9fac4c5f3aebd55a6,ttd_f004c30ae3d7f3850760df3b,pr_540daa1db2e9cfcc4b3b64d9,sr_6c7f8e55645600b7b8f9d7a1,NSCQ-CA-20260720-0090,TRI-11a98892c3f42798ce8c,VER-c1199b10d7e3bc6be7f5,CA,Roseville,CITY OF ROSEVILLE,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0178_sr_6c7f8e55645600b7b8f9d7a1.pdf,dd931a476e994ad7341895a6ef63fa42309aa7a870abe33886c32204f98416b8,46,present,likely,p1,"2,11,16,21,24",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_93e73eefce9d2c80212d70c7,yes,cex_fb9bd6b64c0ce2ed4a3d933f,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,35
36,cex_fb9bd6b64c0ce2ed4a3d933f,doc_ac6b2f47b7fe6733ab5a91dd,ttd_f49c5d7229f78a531b218455,pr_c67eebddfbb4997fcd090b1f,sr_643d9be575ad4573f2c48745,NSCQ-CA-20260720-0091,TRI-aeff747902bb6f3b18eb,VER-2a23134a04a333fa4610,CA,Roseville,CITY OF ROSEVILLE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0073_sr_643d9be575ad4573f2c48745.pdf,33a2fd5dba7a5264bd9c892ed15d1768c3c5bcd86084e472ebcc861e8bcb270c,61,present,likely,p1,"2,14,21,28,31,34",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_93e73eefce9d2c80212d70c7,yes,cex_fb9bd6b64c0ce2ed4a3d933f,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,36
37,cex_f86002aabdcccceea3315e2d,doc_6f83a4349769162acfb4aa02,ttd_1ca6cee99f7a9763c7d4a4f3,pr_fca9063bbf4b3383a4cac697,sr_61c3f970b8595086cc44ddf4,NSCQ-CA-20260720-0089,TRI-06013661b77170f21261,VER-bbccffa0c1f5fefb024d,CA,Roseville,CITY OF ROSEVILLE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0032_sr_61c3f970b8595086cc44ddf4.pdf,9c4cf2eeb4ec1d595f35994ee6a672621790895b5de6942fa74bc46a01386053,49,present,likely,p1,"2,6,12,17,22,49",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_93e73eefce9d2c80212d70c7,yes,cex_fb9bd6b64c0ce2ed4a3d933f,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,37
38,cex_6f5ea03bb6f2bb57002ce083,doc_80226e98fa844abf0e40a08b,ttd_099fdbc07340886548a700db,pr_37b6d3d0359186c5722d5cf4,sr_e3be1b0c40c5265160c79435,NSCQ-CA-20260720-0395,TRI-af4122e3a5a32ca603c3,VER-485cbc35414bce23e9da,CA,San Bruno,CITY OF SAN BRUNO,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0099_sr_e3be1b0c40c5265160c79435.pdf,04773aa1932a2e268a02ab44614ff4d1b7c9d8c652198e477e61adc05a2d3553,54,present,likely,p1,"2,7,13,19,28",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_ea456043220c7aba2b4c86ea,yes,cex_564cbd4d5f8e34edc3912802,quantitative,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,38
39,cex_564cbd4d5f8e34edc3912802,doc_ee07d722a809748daac5629b,ttd_e7ff88eb9e220160413cc549,pr_19167ac00938e308dec62731,sr_053e18209c37d543226b094d,NSCQ-CA-20260720-0396,TRI-3066ca4b069b99361f40,VER-a7232a92d31590d4825d,CA,San Bruno,CITY OF SAN BRUNO,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0188_sr_053e18209c37d543226b094d.pdf,d96fd1005fe05d80475582e6182019099f0962e7a83b7c793e19b9ec252b3d47,53,present,possible,p2,"2,7,13,18,30",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_ea456043220c7aba2b4c86ea,yes,cex_564cbd4d5f8e34edc3912802,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,39
40,cex_99bd10f87d91931f59aacf04,doc_05c62080ba0f61fd87437d0d,ttd_e7de2fa959f1cdd12ba3e87e,pr_9fda87ee7f7a2f198d9908e8,sr_6380ea150066ba608512a9de,NSCQ-CA-20260720-0394,TRI-bd772084e2c259e7d900,VER-16856be84d173d294f88,CA,San Bruno,CITY OF SAN BRUNO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0177_sr_6380ea150066ba608512a9de.pdf,46a06c9858a06586ac949fa3ca978cc31032a4110c6fe6b0068889c63b451ec6,51,present,likely,p1,"2,12,18,23,26,29,50",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_ea456043220c7aba2b4c86ea,yes,cex_564cbd4d5f8e34edc3912802,quantitative,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,40
41,cex_cb83b81ccf52fc3fd1a7b937,doc_35e2351800ba6a96c3a4433f,ttd_721acede02d236ef389f8987,pr_bd0bf538180fcb5a43ccca8b,sr_c8f6017675a0a756d857a56f,NSCQ-CA-20260720-0010,TRI-1f34565b72fe0b000f5e,VER-29634f123f1caf589c0f,CA,San Diego,CITY OF SAN DIEGO,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0243_sr_c8f6017675a0a756d857a56f.pdf,079414ba4feb629dd05dd791a17f73e2e7b9d84eeb6f1a61805113a2d09c423a,202,present,likely,p1,"23,46,68,90",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_1706e02d45ee74bdcee07cec,yes,cex_cb83b81ccf52fc3fd1a7b937,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,41
42,cex_79d1f5614879d876462c1761,doc_5abbdf019655029d352486d0,ttd_bc1c040a7e357b828eaff24f,pr_5727551ff90d77c175e641d9,sr_a41a05e8a7b88789f3ea81dd,NSCQ-CA-20260720-0056,TRI-a16507393148d6c39958,VER-6e4964f1b4d31da046a9,CA,Santa Barbara,CITY OF SANTA BARBARA,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0190_sr_a41a05e8a7b88789f3ea81dd.pdf,583de3030d56ade725ce015e8c9567450f299050a0646f2192b32fa6eb32e052,60,present,possible,p2,"1,2,31,34,59",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_81947ca4d45e6f04e920914a,yes,cex_79d1f5614879d876462c1761,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,42
43,cex_40b4fe14209386021aa54425,doc_bbb036a74e0745f1a374215f,ttd_02c2c0342683660f6f7f49b2,pr_fc3e7fe96cffdcdc9e588307,sr_b44125bab9e9a1591ac39b0e,NSCQ-CA-20260720-0054,TRI-920f1c267b3c25e645fa,VER-2e8b5a2df326162059c0,CA,Santa Barbara,CITY OF SANTA BARBARA,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0180_sr_b44125bab9e9a1591ac39b0e.pdf,864c259931e78a67c71092c146150756c7db82e5b497cdd8fbd28c2d5370178f,29,present,likely,p1,"1,2,4,7,17",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_81947ca4d45e6f04e920914a,yes,cex_79d1f5614879d876462c1761,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,43
44,cex_a4743072a2d9345b37f35404,doc_0264a120be1bb93d010753a7,ttd_8af4bebcbbcc2b99eae8b9b4,pr_e2e8a2139dbdcfa3907c3d1e,sr_0f62a79d5fc397e785fb8026,NSCQ-CA-20260720-0042,TRI-2f89eaac36a8f89c6d66,VER-dec14bcdc395aa1d13a8,CA,Santa Rosa,CITY OF SANTA ROSA,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0111_sr_0f62a79d5fc397e785fb8026.pdf,2def1718b4351b2b1555bd5da884c62895ebc8a4af0edda67fa907742925698f,89,present,likely,p1,"11,21,30,40,45,50",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_7b32a4ffc0e95dddf37087b1,yes,cex_2be7bdd7287b3a2f00090ecd,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,44
45,cex_2be7bdd7287b3a2f00090ecd,doc_bd6625c363318a43f0dcfbcf,ttd_20f8f74ea35ef0f9ed5cf8d3,pr_00e4f49f8c4a00bdbd440cc9,sr_7bed90bbe045386920e7e60f,NSCQ-CA-20260720-0043,TRI-903531429a8f1a4bb070,VER-389fc702d67fd23f1e98,CA,Santa Rosa,CITY OF SANTA ROSA,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0198_sr_7bed90bbe045386920e7e60f.pdf,877542572c346bd76ff065189f90eaad8b9662dc8223dfc9d9c2b7834fdc50fa,56,present,likely,p1,"7,19,25,29,56",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_7b32a4ffc0e95dddf37087b1,yes,cex_2be7bdd7287b3a2f00090ecd,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,45
46,cex_6e668077517fb585fd5ecd86,doc_96c247bad274992ce4894133,ttd_f67106f87c6b21f33913e5b9,pr_f64aeea30d205137e0714a9d,sr_7b9b7365c960296ce270dc02,NSCQ-CA-20260720-0041,TRI-614131db882335de86b0,VER-7b23f034324961e66a88,CA,Santa Rosa,CITY OF SANTA ROSA,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0189_sr_7b9b7365c960296ce270dc02.pdf,f008fe5f221f0f5a64c75d0a44b0ef228ca953c1d5d7ac2b463f1d2b25f91b7c,51,present,likely,p1,"12,18,29",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_7b32a4ffc0e95dddf37087b1,yes,cex_2be7bdd7287b3a2f00090ecd,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,46
47,cex_fbb3342b22f306cadc622a6c,doc_3d065e56a94b0413140a506e,ttd_0fcd8d201c211001812f8795,pr_d30017a123e2e5669389fc0b,sr_03dc9e9d7ca162f3a0b9965d,NSCQ-CO-20260720-0015,TRI-7edd92ca33a1af3ab42f,VER-7d2ee7917419e1663b47,CO,Pueblo,CITY OF PUEBLO,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0072_sr_03dc9e9d7ca162f3a0b9965d.pdf,daf63049cb1f2a1e5e76b3ca3393ba3e73122eb3e7deb0752d8ddff3a952f5de,91,partial,likely,p1,"2,21,31,46",80.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY|GATE3_CALIBRATION_CASE,match_204911096a42b478f2d8f0bc,yes,cex_2c62fbbf5daca7cd2c00192d,mixed,mixed_quant_qual_ready,medium,2,frozen_seed_reused_no_api,corrected_500_seed,no,47
48,cex_2c62fbbf5daca7cd2c00192d,doc_b0c0557ccda3ca06e0f61ac6,ttd_65256a0b135247b9ee00e4a9,pr_14f58529befe92f3122469c4,sr_60eb5f8e3564c92191ee0cf5,NSCQ-CO-20260720-0016,TRI-8954ebdd390d36b67049,VER-061444849d22f63c7673,CO,Pueblo,CITY OF PUEBLO,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0390_sr_60eb5f8e3564c92191ee0cf5.pdf,2144a857a5805fc415e1441a4148e780d6f4ec8a8045ca5cf7c50e5988f04dbd,83,present,likely,p1,"2,19,37",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_204911096a42b478f2d8f0bc,yes,cex_2c62fbbf5daca7cd2c00192d,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,48
49,cex_38a5d6d6ba59bb2283411321,doc_9c6de231e9c0fb407272b66a,ttd_6f35fce9e40f3e8d3abd3ed7,pr_813a81d2c33be6155db0a048,sr_6a518c030445f9161bcb7cef,NSCQ-CO-20260720-0014,TRI-eccbdbea9b0f5b58eab4,VER-b91c81ffb3f914da9025,CO,Pueblo,CITY OF PUEBLO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0372_sr_6a518c030445f9161bcb7cef.pdf,114d11dbf2e03e4f16888260f26b4747e5593caba4d630a50be5da3c621b36e6,71,present,likely,p1,"17,24,70",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_204911096a42b478f2d8f0bc,yes,cex_2c62fbbf5daca7cd2c00192d,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,49
50,cex_35bccb447255f49c5ca6ac6f,doc_6654db5df27ba33b65d779dd,ttd_d01f2992bd5203cc908808c5,pr_906645253796d24af1e53ee7,sr_e8cafa0d9a4741a3a8f06670,NSCQ-CT-20260720-0029,TRI-bd8eec3fc06b91dd00e6,VER-acc0932833646266dfe2,CT,Bristol,CITY OF BRISTOL,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0001_sr_e8cafa0d9a4741a3a8f06670.pdf,839ed5c034aaefd4946d0201c061926ff4d7312c71a5f87c79ec6c2c5a95ffcb,38,partial,likely,p1,"2,9,20,37",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_f46bd8d80410e51431c43003,yes,cex_35bccb447255f49c5ca6ac6f,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,50
51,cex_32fb89b95dcd8a3d3417ae9d,doc_e1ae9a14014fc3e39b4ac745,ttd_1db5ab26d090d8c73d3b398e,pr_95c38e24d7eb95bf20f9e44c,sr_98c2c17292620003846b951f,NSCQ-CT-20260720-0028,TRI-08691a9f689ffb557f60,VER-20886733eade35022240,CT,Bristol,CITY OF BRISTOL,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0011_sr_98c2c17292620003846b951f.pdf,fc3316c50a6fd14c9109e0b54e705341956d5d7530ea2e0c5010603feead3c12,84,present,likely,p1,"2,10,19",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_f46bd8d80410e51431c43003,yes,cex_35bccb447255f49c5ca6ac6f,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,51
52,cex_58d8cbf0484faedc01ef18ad,doc_089f5024f853c8d25f683744,ttd_0b141ffac96904f0b9f0ca38,pr_d409edb9267bd01516d3b231,sr_c17c393257b3cfce47e18781,NSCQ-CT-20260720-0061,TRI-25955895f6892a3ce9e6,VER-0b402f95f9707a895938,CT,Manchester,TOWN OF MANCHESTER,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0227_sr_c17c393257b3cfce47e18781.pdf,ae2c942c317267ca0982ec3ac4e20b27f54f569e1faf9d990b571f2e881181b3,71,present,possible,p2,"32,40,71",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_9c5d93f998bb4b909cec365d,yes,cex_3909c03b68be38b12449cbaa,quantitative,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,52
53,cex_3909c03b68be38b12449cbaa,doc_7f7fd2cb0e2aba2e69eee0eb,ttd_0ae35090cd6c7da513404c7e,pr_661f383586175c4e426e6a06,sr_f2e10ffcb54da219c9d5aed2,NSCQ-CT-20260720-0062,TRI-f3997f67ead6bfe099ae,VER-21f26762c0d26fdfde2e,CT,Manchester,TOWN OF MANCHESTER,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0159_sr_f2e10ffcb54da219c9d5aed2.pdf,8d1f5d8b06d50943a42f29f18bfe431ae19b2a065c5b587debb3e6d9dcfd38ff,106,present,likely,p1,"2,24,105,106",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_9c5d93f998bb4b909cec365d,yes,cex_3909c03b68be38b12449cbaa,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,53
54,cex_39fea6848c4e2ceaaeaab906,doc_7496e2078540440360ebea8b,ttd_bb4de8c27560c198051ef581,pr_92588bed9e1aef1230aa35e4,sr_ad34408293ce828d817e6e88,NSCQ-CT-20260720-0060,TRI-416e69507b5484f3c54b,VER-cee1cca1a0c7881a3267,CT,Manchester,TOWN OF MANCHESTER,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0022_sr_ad34408293ce828d817e6e88.pdf,40abc7fe8e46c8fe41803f182ee69713b86c4a2d41558fb3b593c27bb52647c7,96,partial,likely,p1,"12,43,95",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_9c5d93f998bb4b909cec365d,yes,cex_3909c03b68be38b12449cbaa,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,54
55,cex_038f065eae9e84fc7a3ad068,doc_9540f7195ec1c04cc8fe2277,ttd_9869a8e94aa994a68a4887b8,pr_4f39a417eb868f1bf9fd7b42,sr_89c699b658e78a0160fd07ec,NSCQ-CT-20260720-0038,TRI-f6cd5ebaf751fd10bee0,VER-9076842bb5c09855e5ee,CT,Middletown,CITY OF MIDDLETOWN,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0095_sr_89c699b658e78a0160fd07ec.pdf,0c0ed2c3d9fa415ee0ff918c898f76ba49909c3fcd35d1fd1bf522ea0939bd7c,106,present,possible,p2,"2,24,36,48,54,59",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_d016d0d4fbcfd3ec00cbed65,yes,cex_8e422fc7cff83da56aec2e17,mixed,,,0,frozen_seed_reused_no_api,corrected_500_seed,no,55
