non_base_wage_observation_id,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,non_base_wage_type,value_text,effective_date,eligibility_or_implementation_rule,bounded_evidence_pointer,confidence,reason_code,qa_status
nobs_746f05971cb59267acb6f2d6,cexrem_e31361e568106f7578e6139a,doc_b450f8a62bcabc16e986cf0d,ttd_f2f43345f053b18c2f5aa924,sr_92387577f0bdf101b83c02fc,NSCQ-CA-20260720-0517,CA,Campbell,CITY OF CAMPBELL,non_safety,cba,,,5,leave,designated employee representatives allowed reasonable time off without loss of compensation or other benefits for Union,,when participating in Union activities during the designated representative's normal work hours; union activities include investigating/formally meeting/grievances and testifying/appearing before specified boards or governing body,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0265_sr_92387577f0bdf101b83c02fc.pdf#page=5,medium,LEAVE_TIME_OFF_WITHOUT_LOSS_FOR_UNION_RE,provisional_unverified
nobs_69b3e208114f6f635bb4d8cc,cexrem_e31361e568106f7578e6139a,doc_b450f8a62bcabc16e986cf0d,ttd_f2f43345f053b18c2f5aa924,sr_92387577f0bdf101b83c02fc,NSCQ-CA-20260720-0517,CA,Campbell,CITY OF CAMPBELL,non_safety,cba,,,3,other,"in-person onboarding meeting, makeup session, and annual training permitted without loss in compensation",,Union communication during regular working hours without loss in compensation; onboarding makeup session and annual training without loss in compensation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0265_sr_92387577f0bdf101b83c02fc.pdf#page=3,medium,NO_LOSS_COMPENSATION_FOR_UNION_ONBOARD_T,provisional_unverified
nobs_8c960cb363722e6262e92239,cexrem_058b6d1546a652696ceada65,doc_7e5d50c9a035a6444d4024a9,ttd_13e3301298b66146357cc961,sr_8664fe6a98dc7bd7cba78e11,NSCQ-CA-20260720-0381,CA,Ceres,CITY OF CERES,non_safety,cba,,,7,education_or_certification,Tuition Reimbursement,,Appears as a contract section (Section 16.3 Tuition Reimbursement). No further terms visible in the provided excerpt.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0222_sr_8664fe6a98dc7bd7cba78e11.pdf#page=7,medium,TSR_TUITION_REIMBURSEMENT_SECTION,provisional_unverified
nobs_0d1a95814cf0c438e0577fd2,cexrem_058b6d1546a652696ceada65,doc_7e5d50c9a035a6444d4024a9,ttd_13e3301298b66146357cc961,sr_8664fe6a98dc7bd7cba78e11,NSCQ-CA-20260720-0381,CA,Ceres,CITY OF CERES,non_safety,cba,,,6,pension,Deferred Compensation and Retiree Benefits,,Appears as a contract section (Section 13.4 Deferred Compensation and Retiree Benefits). No further terms visible in the provided excerpt.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0222_sr_8664fe6a98dc7bd7cba78e11.pdf#page=6,medium,DC_RETREE_BENEFITS_SECTION,provisional_unverified
nobs_52746503e5ad1e6e5fc09035,cexrem_058b6d1546a652696ceada65,doc_7e5d50c9a035a6444d4024a9,ttd_13e3301298b66146357cc961,sr_8664fe6a98dc7bd7cba78e11,NSCQ-CA-20260720-0381,CA,Ceres,CITY OF CERES,non_safety,cba,,,6,leave,Administrative Leave,,Appears as a contract subsection (Administrative Leave). No further terms visible in the provided excerpt.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0222_sr_8664fe6a98dc7bd7cba78e11.pdf#page=6,medium,ADMINISTRATIVE_LEAVE_SUBSECTION,provisional_unverified
nobs_f99fcd338f164a170fb7b791,cexrem_058b6d1546a652696ceada65,doc_7e5d50c9a035a6444d4024a9,ttd_13e3301298b66146357cc961,sr_8664fe6a98dc7bd7cba78e11,NSCQ-CA-20260720-0381,CA,Ceres,CITY OF CERES,non_safety,cba,,,12,overtime,Overtime rotation,,Seniority is recognized in scheduling of overtime rotation (among other operational uses); shortest duration within the affected classification is first laid off (context shown).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0222_sr_8664fe6a98dc7bd7cba78e11.pdf#page=12,low,SENIORITY_APPLIES_TO_OVERTIME_ROTATION,needs_review
nobs_9dc96f8e363b8d4761c12942,cexrem_a435d2a13f30025748248431,doc_fffd4b16e42f848961ebd3e5,ttd_b1a32bdabde13d02b7e78024,sr_337d4afae793d0c7907db579,NSCQ-CA-20260720-0380,CA,Ceres,CITY OF CERES,police,cba,,,9,uniform_or_equipment,"$1,500 annual uniform allowance",,"Uniform allowance covers uniform care and uniform-related accessories (including cleaning, repair, purchase/replacement, alterations, cleaning). Paid under Section 6.1 for the term of the agreement; also stated as to be paid in two fifty.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0215_sr_337d4afae793d0c7907db579.pdf#page=9,medium,SECTION_6_1_UNIFORM_ALLOWANCE_ANNUAL_AMT,provisional_unverified
nobs_6e480e8f6b7b5d2118c58a50,cexrem_a435d2a13f30025748248431,doc_fffd4b16e42f848961ebd3e5,ttd_b1a32bdabde13d02b7e78024,sr_337d4afae793d0c7907db579,NSCQ-CA-20260720-0380,CA,Ceres,CITY OF CERES,police,cba,,,10,uniform_or_equipment,pro-rated uniform allowance,,"City shall pay uniform allowance, on a pro-rated basis, to any employee leaving City service; payment is part of the employee's final compensation.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0215_sr_337d4afae793d0c7907db579.pdf#page=10,medium,SECTION_6_1_B_PRORATED_UNIFORM_LEAVE_EMP,provisional_unverified
nobs_756d89b9268761a0d0348041,cexrem_a435d2a13f30025748248431,doc_fffd4b16e42f848961ebd3e5,ttd_b1a32bdabde13d02b7e78024,sr_337d4afae793d0c7907db579,NSCQ-CA-20260720-0380,CA,Ceres,CITY OF CERES,police,cba,,,10,uniform_or_equipment,recruit uniform allowance pro-rated beginning with next month following date of hire through remainder of calendar year,,Uniform allowance for an entry officer shall be pro-rated beginning with the next month following the date of hire through the remainder of the calendar year.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0215_sr_337d4afae793d0c7907db579.pdf#page=10,medium,SECTION_6_2_RECRUIT_UNIFORM_ALLOWANCE_PR,provisional_unverified
nobs_ae6c466f02c37cea3f906813,cexrem_a435d2a13f30025748248431,doc_fffd4b16e42f848961ebd3e5,ttd_b1a32bdabde13d02b7e78024,sr_337d4afae793d0c7907db579,NSCQ-CA-20260720-0380,CA,Ceres,CITY OF CERES,police,cba,,,10,uniform_or_equipment,initial equipment purchase upon appointment (special assignments),,"City agrees to purchase initial equipment upon appointment to special assignment (e.g., Motorcycle Officer items; SWAT Team items listed).",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0215_sr_337d4afae793d0c7907db579.pdf#page=10,low,SECTION_6_3_SPECIAL_ASSIGNMENT_INITIAL_E,needs_review
nobs_356cf7738d05ea36ed071ff3,cexrem_a435d2a13f30025748248431,doc_fffd4b16e42f848961ebd3e5,ttd_b1a32bdabde13d02b7e78024,sr_337d4afae793d0c7907db579,NSCQ-CA-20260720-0380,CA,Ceres,CITY OF CERES,police,cba,,,10,uniform_or_equipment,department issued safety equipment (includes bulletproof vest),,Certain items are considered safety equipment and department issued; such department issued safety equipment includes bulletproof vest and other listed items (weapon and approved magazines).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0215_sr_337d4afae793d0c7907db579.pdf#page=10,low,SECTION_6_4_SAFETY_EQUIPMENT_DEPARTMENT_,needs_review
nobs_35263ebbc49eda893cd9d828,cexrem_941b5e6ebd31e634032d914c,doc_98b6e38de9fdcaa240ae4600,ttd_d67fa8aefcf5bb31037661b7,sr_151e6e7574140b5b24dcf094,NSCQ-CA-20260720-0051,CA,Chico,CITY OF CHICO,fire,cba,,,21,overtime,minimum of five (5) hours of double time compensation,eighteen (18) months language; sunset if threshold not met,"If emergency call-back response rate is less than sixty percent (60%), the new provision for a minimum of five (5) hours of double time compensation will sunset.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0035_sr_151e6e7574140b5b24dcf094.pdf#page=21,medium,DOUBLE_TIME_CALL_BACK_MINIMUM_5_HRS,provisional_unverified
nobs_58916625c6e636c09835b9cb,cexrem_941b5e6ebd31e634032d914c,doc_98b6e38de9fdcaa240ae4600,ttd_d67fa8aefcf5bb31037661b7,sr_151e6e7574140b5b24dcf094,NSCQ-CA-20260720-0051,CA,Chico,CITY OF CHICO,fire,cba,,,22,stipend,$25.00 per month,,Certificate of Achievement in Fire Science (EIP additional pay).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0035_sr_151e6e7574140b5b24dcf094.pdf#page=22,high,EIP_CERTIFICATE_FIRE_SCIENCE_25_PER_MO,provisional_unverified
nobs_13929a57632ee6b0787dc536,cexrem_941b5e6ebd31e634032d914c,doc_98b6e38de9fdcaa240ae4600,ttd_d67fa8aefcf5bb31037661b7,sr_151e6e7574140b5b24dcf094,NSCQ-CA-20260720-0051,CA,Chico,CITY OF CHICO,fire,cba,,,22,stipend,$50.00 per month,,Associate of Arts Degree or equivalent of sixty (60) semester units (EIP additional pay).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0035_sr_151e6e7574140b5b24dcf094.pdf#page=22,high,EIP_ASSOCIATE_DEGREE_50_PER_MO,provisional_unverified
nobs_e710551516b87890f8adb52b,cexrem_941b5e6ebd31e634032d914c,doc_98b6e38de9fdcaa240ae4600,ttd_d67fa8aefcf5bb31037661b7,sr_151e6e7574140b5b24dcf094,NSCQ-CA-20260720-0051,CA,Chico,CITY OF CHICO,fire,cba,,,22,stipend,$75.00 per month,,Bachelor's Degree (EIP additional pay).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0035_sr_151e6e7574140b5b24dcf094.pdf#page=22,high,EIP_BACHELORS_DEGREE_75_PER_MO,provisional_unverified
nobs_9da6d8fe832b85ce1fa7bf1c,cexrem_941b5e6ebd31e634032d914c,doc_98b6e38de9fdcaa240ae4600,ttd_d67fa8aefcf5bb31037661b7,sr_151e6e7574140b5b24dcf094,NSCQ-CA-20260720-0051,CA,Chico,CITY OF CHICO,fire,cba,,,22,other,higher out of class pay rate for additional time worked in a higher-assigned Fire management position,,Out of class pay described for times working in a job title assigned to a higher pay range; employee may request a higher out of class pay rate after more than thirty (30) consecutive calendar days in Fire management.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0035_sr_151e6e7574140b5b24dcf094.pdf#page=22,medium,OUT_OF_CLASS_PAY_DIFFERENTIAL_NON_BASE,provisional_unverified
nobs_e708bf98f49c05e150f665e7,cexrem_9b0dfdf283a704a24f5bb4a9,doc_b844fd597043514af40d75d0,ttd_7cee04a2fdb4f3a5ebc8e938,sr_330099fef71d4920a4c02a0f,NSCQ-CA-20260720-0050,CA,Chico,CITY OF CHICO,police,cba,,,21,other,Shift Differential pay shall be excluded from Regular Pay.,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0090_sr_330099fef71d4920a4c02a0f.pdf#page=21,high,SHIFT_DIFFERENTIAL_EXCLUDED_FROM_REGULAR,provisional_unverified
nobs_763f0950cd49114acf11b260,cexrem_5bdc0b085afbdddd46ff7e0d,doc_fc99be4471cdf85d0f35404c,ttd_b896337caf94731f1bc30d04,sr_aba75e89eae9114cd5e557de,NSCQ-CA-20260720-0207,CA,Chino,CITY OF CHINO,non_safety,cba,,,8,stipend,one hundred sixty dollars ($160) allowance per month paid over twenty-four (24) pay periods for verbal fluency in any la,,Employees are eligible to receive the allowance for verbal fluency in a language other than English.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0170_sr_aba75e89eae9114cd5e557de.pdf#page=8,medium,BILINGUAL_PAY_ALLOWANCE_AMOUNT_VISIBLE,provisional_unverified
nobs_5403dc05e925610399c14887,cexrem_5bdc0b085afbdddd46ff7e0d,doc_fc99be4471cdf85d0f35404c,ttd_b896337caf94731f1bc30d04,sr_aba75e89eae9114cd5e557de,NSCQ-CA-20260720-0207,CA,Chino,CITY OF CHINO,non_safety,cba,,,9,overtime,callback benefit: one and one-half (1-1/2) times the employee’s base rate of pay for actual time worked; minimum two (2),,For actual time worked on callback; minimum guarantee of two (2) hours pay.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0170_sr_aba75e89eae9114cd5e557de.pdf#page=9,low,CALLBACK_PREMIUM_BASE_RATE_IS_NON_BASE,needs_review
nobs_674c18dc1e64ffda54604768,cexrem_5bdc0b085afbdddd46ff7e0d,doc_fc99be4471cdf85d0f35404c,ttd_b896337caf94731f1bc30d04,sr_aba75e89eae9114cd5e557de,NSCQ-CA-20260720-0207,CA,Chino,CITY OF CHINO,non_safety,cba,,,10,other,Certification pay established at two hundred dollars ($200) per fiscal year.,,Requires approval of the employee’s supervisor and a job-classification related requirement.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0170_sr_aba75e89eae9114cd5e557de.pdf#page=10,high,CERTIFICATION_PAY_NON_BASE_STIPEND,provisional_unverified
nobs_b32653b286909a97924d480b,cexrem_5bdc0b085afbdddd46ff7e0d,doc_fc99be4471cdf85d0f35404c,ttd_b896337caf94731f1bc30d04,sr_aba75e89eae9114cd5e557de,NSCQ-CA-20260720-0207,CA,Chino,CITY OF CHINO,non_safety,cba,,,10,other,CASp certification: two hundred fifty dollars ($250) per month (paid over 24 pay,,Certification pay discretion of the Department Head based on operational needs of the City.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0170_sr_aba75e89eae9114cd5e557de.pdf#page=10,low,CERTIFICATION_PAY_AMOUNT_INCOMPLETE_TRIM,needs_review
nobs_aa7f2dfab81ebf023af424fa,cexrem_5bdc0b085afbdddd46ff7e0d,doc_fc99be4471cdf85d0f35404c,ttd_b896337caf94731f1bc30d04,sr_aba75e89eae9114cd5e557de,NSCQ-CA-20260720-0207,CA,Chino,CITY OF CHINO,non_safety,cba,,,8,leave,bereavement leave: non-accruing bank of five (5) days (50 hours).,,"Leave can be used intermittently; if used intermittently, must be used within three (3) months of first day of leave.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0170_sr_aba75e89eae9114cd5e557de.pdf#page=8,high,BEREAVEMENT_LEAVE_AMOUNT_AND_USAGE_RULES,provisional_unverified
nobs_0620f3cb3ce744f952bd1527,cexrem_cc679f4081f8fe995e28365c,doc_998a071d3ea0aeca3912f42a,ttd_b7d2342d87dc853255ffeb1e,sr_748ceda7c411132f673cef1a,NSCQ-CA-20260720-0206,CA,Chino,CITY OF CHINO,police,cba,,,25,pension,"3% at age 50 (hire before October 16, 2011) with single highest year final compensation",,"Applies if hired before October 16, 2011",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0447_sr_748ceda7c411132f673cef1a.pdf#page=25,medium,PERS_AGE50_3PCT_FINALCOMP,provisional_unverified
nobs_99f1703a82adec40eb82207a,cexrem_cc679f4081f8fe995e28365c,doc_998a071d3ea0aeca3912f42a,ttd_b7d2342d87dc853255ffeb1e,sr_748ceda7c411132f673cef1a,NSCQ-CA-20260720-0206,CA,Chino,CITY OF CHINO,police,cba,,,25,pension,"3% at age 55 (hire on or after October 16, 2011) with 3-year average final compensation",,"Applies if hired on or after October 16, 2011",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0447_sr_748ceda7c411132f673cef1a.pdf#page=25,medium,PERS_AGE55_3PCT_FINALCOMP,provisional_unverified
nobs_3c62d02cdedc1a56584e714d,cexrem_cc679f4081f8fe995e28365c,doc_998a071d3ea0aeca3912f42a,ttd_b7d2342d87dc853255ffeb1e,sr_748ceda7c411132f673cef1a,NSCQ-CA-20260720-0206,CA,Chino,CITY OF CHINO,police,cba,,,25,pension,2.7% at age 57 (PEPRA) with equal to the new member’s highest average PERS compensation for 36 consecutive months,"January 1, 2013","Applies if entering PERS membership on or after January 1, 2013 (PEPRA)",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0447_sr_748ceda7c411132f673cef1a.pdf#page=25,medium,PERS_PEPRA_2_7PCT_36MONTH,provisional_unverified
nobs_bc50a7f4807c7d78a74d090b,cexrem_cc679f4081f8fe995e28365c,doc_998a071d3ea0aeca3912f42a,ttd_b7d2342d87dc853255ffeb1e,sr_748ceda7c411132f673cef1a,NSCQ-CA-20260720-0206,CA,Chino,CITY OF CHINO,police,cba,,,25,pension,"Employee contribution rate: 9% of reportable compensation (hire before October 16, 2011)",,"Hire before October 16, 2011",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0447_sr_748ceda7c411132f673cef1a.pdf#page=25,medium,PERS_EMPLOYEE_CONTR_9PCT_PRE_10_16_2011,provisional_unverified
nobs_a2e399c0f186bd30d46d7ab9,cexrem_cc679f4081f8fe995e28365c,doc_998a071d3ea0aeca3912f42a,ttd_b7d2342d87dc853255ffeb1e,sr_748ceda7c411132f673cef1a,NSCQ-CA-20260720-0206,CA,Chino,CITY OF CHINO,police,cba,,,25,pension,"Employee contribution rate: 9% of reportable compensation (hire on or after October 16, 2011)",,"Hire on or after October 16, 2011",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0447_sr_748ceda7c411132f673cef1a.pdf#page=25,medium,PERS_EMPLOYEE_CONTR_9PCT_POST_10_16_2011,provisional_unverified
nobs_4fb4f9380effec41da7f72fd,cexrem_341fbc64b3fccaf03290cc3a,doc_9e3205a3f466d8f4cdafa2af,ttd_ac926a72248946f827adda96,sr_a4b328ebbc00a357557591c0,NSCQ-CA-20260720-0111,CA,Clovis,CITY OF CLOVIS,police,cba,,,8,overtime,7.5% premium for time worked as an FTO for two consecutive hours or more,,Applied when officers serve as Field Training Officers (FTOs) for two consecutive hours or more; premium not applied to Police Corporals; FTO premium does not apply to Police Sergeants and Police Corporals (as stated).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0457_sr_a4b328ebbc00a357557591c0.pdf#page=8,medium,FTO7_5_PREMIUM_NOT_APPLY_TO_SPECIFIED_RM,provisional_unverified
nobs_4ec4f512a31912ff301246b3,cexrem_ed070356e7209288fbbd301b,doc_e68b0c51e2f43773feb0b051,ttd_5bdad1fd471e65b72ac11c2a,sr_4dbd23d0e2771808994e6531,NSCQ-CA-20260720-0086,CA,Corona,CITY OF CORONA,police,cba,,,4,leave,three (3) hours of annual leave one time a year,"October 17, 2018","Association members contribute annually on or about the first pay period in August; time bank provisions stated as remaining subject to MOU effective Oct. 17, 2018.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0240_sr_4dbd23d0e2771808994e6531.pdf#page=4,medium,SECTION_2_1_TIME_BANK_ANNUAL_LEAVE_TOKEN,provisional_unverified
nobs_a7286b2c706b6f299ca1d459,cexrem_ed070356e7209288fbbd301b,doc_e68b0c51e2f43773feb0b051,ttd_5bdad1fd471e65b72ac11c2a,sr_4dbd23d0e2771808994e6531,NSCQ-CA-20260720-0086,CA,Corona,CITY OF CORONA,police,cba,,,4,reimbursements,Flexible benefit allowance under City Section 125 Cafeteria Plan; opportunity to elect benefits during Open Enrollment; ,,Active employees who are members of CPEA may purchase nontaxable benefits offered under the City of Corona Section 125 Cafeteria Plan; amounts remaining after expiration of reimbursement periods are forfeited.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0240_sr_4dbd23d0e2771808994e6531.pdf#page=4,low,SECTION_3_2_CAFETERIA_PLAN_ELECTION_AND_,needs_review
nobs_0dd1d656ae6625dd2aada35e,cexrem_ed070356e7209288fbbd301b,doc_e68b0c51e2f43773feb0b051,ttd_5bdad1fd471e65b72ac11c2a,sr_4dbd23d0e2771808994e6531,NSCQ-CA-20260720-0086,CA,Corona,CITY OF CORONA,police,cba,,,5,benefits,Short-Term Disability: benefit level 55% of basic monthly earnings; 7 day waiting period; monthly maximum benefit of $10,,City provides short-term disability insurance plan for association members commencing an authorized leave of absence due to their medical disability; includes ability to utilize annual leave or frozen sick leave to supplement disability; 90,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0240_sr_4dbd23d0e2771808994e6531.pdf#page=5,medium,SECTION_3_3_1_SHORT_TERM_DISABILITY_55P,provisional_unverified
nobs_d15bfe7a9239e81d958ec82b,cexrem_ed070356e7209288fbbd301b,doc_e68b0c51e2f43773feb0b051,ttd_5bdad1fd471e65b72ac11c2a,sr_4dbd23d0e2771808994e6531,NSCQ-CA-20260720-0086,CA,Corona,CITY OF CORONA,police,cba,,,5,benefits,Long-Term Disability Insurance: 'California Law Enforcement Association Group Long Term Disability Insurance Plan' (plan,,Referenced as City-provided long-term disability insurance provisions; specific payment formula not fully visible in provided excerpt.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0240_sr_4dbd23d0e2771808994e6531.pdf#page=5,low,SECTION_3_3_2_LONG_TERM_DISABILITY_PLAN_,needs_review
nobs_1b6cff34834d932cbb370d1c,cexrem_ed070356e7209288fbbd301b,doc_e68b0c51e2f43773feb0b051,ttd_5bdad1fd471e65b72ac11c2a,sr_4dbd23d0e2771808994e6531,NSCQ-CA-20260720-0086,CA,Corona,CITY OF CORONA,police,cba,,,5,benefits,Life Insurance & Accidental Death and Dismemberment: five and one-half times the member's annual base pay; to a maximum,,City provides life insurance and accidental death/dismemberment; member amount expressed as multiple of annual base pay (base pay amount not separately stated here).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0240_sr_4dbd23d0e2771808994e6531.pdf#page=5,low,SECTION_3_3_3_LIFE_INSURANCE_MULTIPLE_OF,needs_review
