rescue_id,normalized_record_id,municipality,state,reason
B4X2500RESCUE-af31bdea62892f67fa9a63e0,B4X2500NORM-07ba718d0d18b1242d0a98dd,Demarest,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-0989a1680153d77b16349f91,B4X2500NORM-07bc0dc759417a9f58a23982,Stone Harbor,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e43ea3a852c318dcececde95,B4X2500NORM-07c1f68cead683a7fd74b1be,Liverpool,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c4d0876cd0e78d9cb57696b8,B4X2500NORM-07dd9c95415014e9b57d2b95,Tyrone,GA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-48be0e93263fa1942e88f021,B4X2500NORM-07ef5330cf62013b3e8bdd3f,River Forest,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-21c6171cdff8fda73f4423d0,B4X2500NORM-0816025997874c17f81e8733,Goshen,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3d065e6878b6fe0219085313,B4X2500NORM-081973b2d3ebd8e80118a85b,Freedom,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9c86dacf11acc8b7b35de121,B4X2500NORM-082eb2fde6b2ef695f55d413,Superior charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3c8c523443c165ec1671524e,B4X2500NORM-08325c04a9789d246cd2c6d9,Norris,TN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3e5424b7568df8e7fa765c4e,B4X2500NORM-083dcb3436aef4dcf31a0119,Milaca,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f27faddc8af3bffdb64bf6cf,B4X2500NORM-084204b9078f2363d5c1f8ee,Colona,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-846dda2fc0c9848cbf7dfd75,B4X2500NORM-084b27dd8e42031acbf357ef,Weaverville,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-6ddfea3fbee89838f3c61cd1,B4X2500NORM-085fd9b46ea1a00ab735ba71,Yorkville,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b5dc9ca56629141fec79ff8e,B4X2500NORM-086dbcb66d135748554200f5,Plain,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9cee874ff74457d2e4b5bdf2,B4X2500NORM-086ef65a8ed9d0353477aac0,Warwick,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-cec43dba6e98727d7e3a5ba6,B4X2500NORM-08825abf943c0894d11568a1,Madison,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-959d03862b652a78a8940493,B4X2500NORM-0889cf4c73acf8cb79c70a92,Hancock,MA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f9ecc6837578325ee3ea491c,B4X2500NORM-08fd89ffaf8af660f45c9f59,Langley,WA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9b199c90dd23c820b40c033c,B4X2500NORM-091a61841c662051933d43f1,Madison,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b9778db02650dcc5da0e65f8,B4X2500NORM-0936f49e18e8e128de809d8d,Gustine,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-abf42569645ba6f0e2473175,B4X2500NORM-093b6c3572593112bcd20c4d,Grand Lake,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-78bb389b946dc05942ac62f5,B4X2500NORM-095aab67c92debce86fe2cb0,Malcolm,NE,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a5152cb3343d39953e3fc916,B4X2500NORM-0962af0039dd60cc2e150d21,Belleville,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-94ad80e98481331027379acd,B4X2500NORM-097b73d8af03f6d5853e2f05,Weaverville,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-87d3d03d54e38f0efb7dadc9,B4X2500NORM-098a8a310a02662b4af93536,Hitchcock,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-af6497bad874771b6a10c9e0,B4X2500NORM-0990e799609fca55259214ff,Colona,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d5e741dcf8c9968ac2b26db7,B4X2500NORM-0997a21bcb23627d4355e2d7,Westmorland,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-808d80178e21e70245f97d07,B4X2500NORM-09b40ecbd49f20994dd588a1,Highwood,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-775163fb2f3e04fbfcc798d5,B4X2500NORM-09b47430b9c9b0d02a2dc0b9,Sandstone,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-66c522e95c0ed450a5ecbdda,B4X2500NORM-09c9dd35cd1586002703d6ef,Roosevelt,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-2aff3f9899595bfaef9749b8,B4X2500NORM-09d02ecbb063d00c9e22d995,Marceline,MO,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9ee444d32b69e8115b5bd36e,B4X2500NORM-09d0af9fb0ad26f267e1068b,West Caldwell,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-15171a4e64155c43d9033cf6,B4X2500NORM-09ef1bc632093f49aef8213a,Lapel,IN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a24235aa1a735ad22655ffac,B4X2500NORM-09fd635f5d9c817c82d78476,Wabasha,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-89ec177cbf07a91b468371a1,B4X2500NORM-0a03a43421a45fa6fe56ff42,Melbourne Beach,FL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-29c03d27d25786579a4b2b96,B4X2500NORM-0a1a0818a6be9d2a4bf5ac9d,Mantorville,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-6b23ac9aa94d0958baf38736,B4X2500NORM-0a1e5bf225349b1cffccdfdf,Eufaula,OK,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5ff200aa45f27b99809bd88f,B4X2500NORM-0a245352ee561843c603b385,Kanawha,IA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9d6a6738a84e835cdc9bf04d,B4X2500NORM-0a269b619c7ac076ac0c3e69,Southern Shores,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9f4f3c3da9cf324b98a9f608,B4X2500NORM-0a308178cebb5086b543dee1,Caledonia,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-bcdd5cebdf3257439478d9e5,B4X2500NORM-0a4d4247285ff067ce2e6b91,Maple Shade,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9a0258e7a35b2dcca2208759,B4X2500NORM-0a4d59fa59bf7ccfb069f9b8,Roxbury,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a4c19de146f3b6649981c62c,B4X2500NORM-0a62f39c8977058494bc1dab,Mantorville,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b3787bc8bc88d00eee224448,B4X2500NORM-0a8004cd1d1b1918fedeb5be,Mount Morris,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-0ea65e6672bd35a6f86b0b85,B4X2500NORM-0aa4effb230b24693208021a,Madison,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-80ec8a569e514b29a55e37eb,B4X2500NORM-0aa5a63938173522f6e6e364,Goshen,KY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4ececb4e5cde67930ec059f0,B4X2500NORM-0ab82aea30d094a0f9eb05a1,Grand Blanc charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d168f755c4bf6f44da394d9a,B4X2500NORM-0ac3a4960d414189acddd1eb,Lumberton,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-15cd31b2af53f73276167fdb,B4X2500NORM-0adee632f9913cb51afef66b,New Glarus,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a3af1672709d92c324d8455a,B4X2500NORM-0aebbf62df8dba1dd8410709,Dalton,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-313f0489e92e2f2b93218afb,B4X2500NORM-0aedb06cf9f94d2cb12159ef,East Alton,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-555e26a7b82ce4674e4cd73f,B4X2500NORM-0b18974876a2e67c9ed466f5,Edisto Beach,SC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d4df224d70ba2179d7315978,B4X2500NORM-0b1e2b2cac1bff00aced0d5a,Sedgwick,ME,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-6ef066575e7eda89f780b266,B4X2500NORM-0b27ea2fa683e5dbbae69417,Sibley,LA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d395c56c1154d20e201dfb2e,B4X2500NORM-0b4f413559e4798a5e1a40d4,Rice Lake,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d83dcb2b4b3832ec74383afb,B4X2500NORM-0b51e1b7cdae933a98fe50db,Yacolt,WA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d133bc578243dc9ab836a255,B4X2500NORM-0b54585f8bdf30f9b9ab44fe,Northfield,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c087b3895570509a345cd75b,B4X2500NORM-0b63e34d45f17d9f5ad4cbef,Siler City,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f6c47ab415d792da05d45062,B4X2500NORM-0b7406ce2dc8bc6c7de18b90,Ogunquit,ME,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-20c016c70ed0cfa2b0f5ccd6,B4X2500NORM-0b769eed036e4e583a62f0fd,Lawton,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1367eea46754c2d74a6c47f3,B4X2500NORM-0b8509f5188351ac3042801c,Green Tree,PA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d1b7cd5ef050f29f141f9e13,B4X2500NORM-0b9605e7c8811525d122b348,Bloomfield charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c5c5d0c347dd2013b82e5d92,B4X2500NORM-0ba1ff25be5a42506778e197,Liberty,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-24a0f51ba518631a866d9a36,B4X2500NORM-0ba636b9f49addd4d1c9ef1b,Fruitland,IA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a00e11bffee4bfcba0d0b964,B4X2500NORM-0bba6968e99268d0d8c83e2f,Pennfield charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3b5111d576fa31e6e97e899e,B4X2500NORM-0bee6a83c0c7d7717b9c8152,Minong,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-6fd6f8d692d81430174456e4,B4X2500NORM-0bf05129453ead9c3511685b,Plymouth,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4fab03c5dc2d84410c9f1a20,B4X2500NORM-0bf15a657efc1d0beb724721,West Milwaukee,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-431a910a2ae144bb0952bda8,B4X2500NORM-0bf17008d12eec2fda26ad7a,Loachapoka,AL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e2f8bc534cda1c0e1089068f,B4X2500NORM-0bf86161c8e06737948ced25,Wabasha,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-08f625f68f426202e740d74e,B4X2500NORM-0c0736096dcb5dee89e0c305,Quogue,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e5aa16c40d5442a2f2611496,B4X2500NORM-0c187eaa552f0c73dda48a40,Bluff City,TN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-8621d836ea768eff07bbddd2,B4X2500NORM-0c19534353dda1a0c0f3f8ea,Cleveland,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9216ec997077ff2c2908f273,B4X2500NORM-0c19d3af320f2871f7bc0296,Copley,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f8ee7c5f3d90c5f9f7f887fc,B4X2500NORM-0c24b01f6fa08e7b80e8920f,Riverton,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1a3ff61c8e6448fc8052dae1,B4X2500NORM-0c24db5bdff2c12973d0ad91,Sedgwick,ME,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-0ddbab0e81a9f92cc51efd63,B4X2500NORM-0c27fdb3aa89c4a721e7fad9,Eagle Lake,FL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b02d68f9f43e9e504cc6eb60,B4X2500NORM-0c3f59445310896c6aa20495,Fulda,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-173ab250667b2bc722b4d0bd,B4X2500NORM-0c599e812e4bbb801b3bc425,Oakland charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1ccee724d534160a9a0717b2,B4X2500NORM-0c76059d1197cb131a6fb01a,Clayton,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-8a218124f6a38569c6623985,B4X2500NORM-0c78432587a458e96ced9e6e,Weathersfield,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ade4bba6767e88b55a24d03e,B4X2500NORM-0c7b7cb88c7a98fb1a691a61,Heath,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5435a715d55b2f2130d88d03,B4X2500NORM-0c7bfb18b3e174d04555a9d4,West Milwaukee,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d33d433565eccfd16476f667,B4X2500NORM-0c93f64cb6a0ea72c05dff20,Ballston,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9b679aeb9be58911ea9bd7cf,B4X2500NORM-0c988dce815bc84909f9795f,Audubon Park,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3c7e67bf05ea8cece49c9fa7,B4X2500NORM-0ca355d29d2fb9bdf3e044d8,Flossmoor,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b6c339b63689d9edc485972a,B4X2500NORM-0cb8cd4a96ff51d7d95d7a1c,Mocksville,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-8323807dd31961b74ee794c8,B4X2500NORM-0cbff4f81344d174b34c2c21,Andover,CT,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e036a5c57506f40992c7b862,B4X2500NORM-0cc1b0dacadd7a6ef4344470,New Glarus,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-7b87beec75a82fec081cfab2,B4X2500NORM-0cc98b55bf07935024f6ea40,Ithaca,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-6852b7722d4104404973066d,B4X2500NORM-0ccb0958d94bd7700e403d40,Coleraine,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-dcfe9458176627546d757d68,B4X2500NORM-0ccfdd4dd2ae4e90fbb65a61,Tupper Lake,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c544ae27327286221157b887,B4X2500NORM-0cebd31ddb4cf42fe602c1b6,Beloit,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a8154262cb00934176b6b840,B4X2500NORM-0cec36401967046b48375c12,Occoquan,VA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-6ed1c1a602add6eb4dc41197,B4X2500NORM-0cfe801820431df4b116947f,Waterford,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-fd167dbcff67acf413729688,B4X2500NORM-0d0a0c888efb363bab692668,Shawnee,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c8715dd9c0b8361770f5d21d,B4X2500NORM-0d11ed7839303f7ed26dcb6e,Germantown Hills,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-47e9c7c82b31a09fdb5e6e64,B4X2500NORM-0d16eb2ca269f2fd1b842823,Millstone,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a7a4063b042205174f32a772,B4X2500NORM-0d21b75ab2c87d63be5bd65f,Pelham Manor,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1d28026cdf8a07b8d6fe7ecb,B4X2500NORM-0d2cf2bfd9fb67cec7212813,Pembroke,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-cfa39e846648a8df9722590e,B4X2500NORM-0d39b00332e4bdcec00439f0,Fox Chase,KY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-aa2232d4e1c154946c840782,B4X2500NORM-0d39c6ef856cc5ad5551d59e,Landis,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ed184242270f0afbd698db7e,B4X2500NORM-0d3cb1869ccce0fb44cf08e7,River Bend,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-7d7780ff41012407cf422345,B4X2500NORM-0d3dcc2e3d1879968da9525f,Colona,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-dd6622166033d8bebab30c53,B4X2500NORM-0d42e7fd47599888523a2879,Daniel,UT,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-49ceeb970c58122107ce8f1d,B4X2500NORM-0d47a59df5c9dabe2e751715,Malcolm,NE,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-8f63219d5af1b5604deb68b7,B4X2500NORM-0d8a33df313e787ed1325b10,Ithaca,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3035b2d83007f09675eb27e4,B4X2500NORM-0d90843cc54a15d76008add3,Eufaula,OK,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-7e6416cd45fecc1a1dfd1f01,B4X2500NORM-0d9649207ec6ffeb137cae7c,Madison,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-88b2ab6c156187728809dc45,B4X2500NORM-0d9e99d07b06589b3a73f873,Putnam Valley,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-df19449b9f7851c5b5baa7d2,B4X2500NORM-0da03b6f0691070e1f8aa71b,Paynesville,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-53f4e7eb606c887871f75866,B4X2500NORM-0dadf0e525743506faacb0e8,Bath,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3725a003eb419c3a522154b1,B4X2500NORM-0dc9194ee32ad3f3cde26902,Three Oaks,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-83adb2379bec75f0a6e59790,B4X2500NORM-0dcc051b77311ff539dd6ab8,Gowrie,IA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c3d65c1bd6f16db2ef58d6c8,B4X2500NORM-0dd18ceb78d56b2536fce02b,Big Bear Lake,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-98c67b3ba3b9057a9e933580,B4X2500NORM-0de4f78d156e83359410515c,Brimfield,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a3d760ae58be0b9b367712d0,B4X2500NORM-0de6203e214ab48d74581965,Phippsburg,ME,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-483951586a75bb65e72fb807,B4X2500NORM-0deb9c288cec9af2df9b1d3b,Mount Gilead,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c434b55945989c9ba9885842,B4X2500NORM-0dfde293175e3caffbbeef9f,Bloomfield Hills,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5dbe23d43f3101c054450d03,B4X2500NORM-0e12b874738f49cf41ee4c21,Greenport,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3c12d1bf8a4cd1449aafa95f,B4X2500NORM-0e263ca7cbe1925280ffbea8,East Alton,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c3fc0590367143da1c16be55,B4X2500NORM-0e2e014d045eb52264e6cefc,Gloucester,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f79d80450a75d1c2be21b632,B4X2500NORM-0e2fec6ca710bfaf6ae21149,Hundred,WV,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a24db1b38b084484d213b3ba,B4X2500NORM-0e301500b834f0fa974f791a,Pemberton,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4edfee5abf4329c81d88cf47,B4X2500NORM-0e57ac176096cff395240999,Bernards,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c7824d15f39d54080e1adfcc,B4X2500NORM-0e5d351622c062187761548c,Blendon,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c1677f4f6c7789099dbb0fe8,B4X2500NORM-0e7d26f06bb0670db82671a1,Portageville,MO,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-549bedde2215a721de8c98d2,B4X2500NORM-0e9796d6b12b35444e9f380c,Marathon City,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-eff77f1d24c524f55c81dd35,B4X2500NORM-0e9a940fe29594ceec68065e,Cassopolis,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-fb23802dba5f4f721aea5c68,B4X2500NORM-0ea819a5bd0d27960960639d,Mantorville,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5813cc18c72bb4e62617204d,B4X2500NORM-0ea96919d0cba5d9ac1f802e,Marysvale,UT,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f1b200e5dc9925c936787ba2,B4X2500NORM-0eadfb2b168e76d9d76b2ed1,Sand City,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-78e892e94441ad220828d331,B4X2500NORM-0ec1ecb9465827bc8ecc0a8e,Robbinsville,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-cd8c5976b32bd813605521f2,B4X2500NORM-0ec761e2c6c896fc2dc30cbe,Goessel,KS,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-7d678e64bc25a34db54932cf,B4X2500NORM-0ed03b2c1a8bf391ae7a0356,Grand View,ID,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-84b5d59c67c685a799ecf4ec,B4X2500NORM-0edb5e10c1896632a70dec41,Dike,IA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5c3bfdc035e89c07d53990c6,B4X2500NORM-0ee61e3bc9062c1dc877f83a,Macungie,PA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9b3317e91e522da42fbf8bd4,B4X2500NORM-0ef9b4da21fe245f55c337d2,Geneseo,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5f4581d9f33dafa448bfdfef,B4X2500NORM-0efa235eacfbe22042c95dc2,Bloomfield Hills,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-80bab9edf9a7e9f00806ad0d,B4X2500NORM-0f0be5c5a0603aab7920e245,Ithaca,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-73c708c96a08f6ec23bfdcbe,B4X2500NORM-0f0dc0834f43d9047f9b5ee3,Pepin,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-6810f755431c7bb1503c5221,B4X2500NORM-0f3616f104901e3ce40c6c34,Blendon,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a6ab6de5847c911139af8cd7,B4X2500NORM-0f43a57f97d8db1763dbf454,Hayti,SD,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-49baa654431d00ff5ec6dc98,B4X2500NORM-0f59d864db5ea0758ce7ee9e,Woodway,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d1dbda70abfa15f1bc1f1a0e,B4X2500NORM-0f5e79969db397555e792c0e,Mellette,SD,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c74416d339208357719bb572,B4X2500NORM-0f6333b2bdf9ff8c9f743ed2,Bemidji,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c6ca89c460af346993fb984e,B4X2500NORM-0f65d0f6ffab532d4d2657fe,Mountainside,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1c276f78a830b373c7ea7011,B4X2500NORM-0f68e6a8119439c4b9d4b491,Ranlo,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9eb98b04946564a5a1d497a9,B4X2500NORM-0f764bfa000e8dba2201b77d,Grand Haven charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-2293a1508693c7298d34f6eb,B4X2500NORM-0f7a83ae3928a06aca711fda,Dunellen,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3a06aeaef1fee077d6051c67,B4X2500NORM-0f7f486a84adfb0d68d01cd4,Greece,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
