candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verification_timestamp,candidate_only_lineage_status
TS4L-910e7bcdeae0cbacf46a,lane_1,tier_a,verification_ready_high,https://seiu73.org/wp-content/uploads/2021/08/Lake-in-The-Hills-Public-Works-January-1-2023-December-31.-2026.pdf,"Agreement by and between the Village of Lake in the Hills and SEIU Local 73 (Public Works) (Jan 1, 2023 – Dec 31, 2026) [PDF]",Lake in the Hills,IL,non_safety_comparator,Public Works (laborers/utilities/water operations) – SEIU Local 73 bargaining unit,"S.E.I.U., Local 73 (Public Works employees bargaining unit)","January 1, 2023 – December 31, 2026",2023-01-01,2026-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match,overlaps_2020-2023,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:07Z,verified_source_lead_not_downloaded
TS4L-92c43d5c16351d92e907,lane_1,tier_a,verification_ready_high,https://auroraea.org/wp-content/uploads/2024/03/Master-Agreement.pdf,Aurora Education Association Master Agreement (PDF) (mentions 2023-2024 to 2024-2025 salary changes),Aurora,CO,non_safety_comparator,Educators / teachers (collective bargaining agreement document),Aurora Education Association,Referenced salary impacts include 2023-2024 and 2024-2025,2023-07-01,2025-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same-city_Aurora_CO_likely,overlaps_2023-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:07Z,verified_source_lead_not_downloaded
TS4L-9a09c3613e16d8a97593,lane_1,tier_a,verification_ready_high,https://www.somervillema.gov/news/somerville-municipal-employees-association-vote-approve-new-contract,"City of Somerville news: SMEA vote to approve new contract (six-year term for SMEA Units A, B, and D)",Somerville,MA,non_safety_comparator,SMEA covered employees (non-public safety units described in related Mass.gov materials),"Somerville Municipal Employees Association (SMEA) Units A, B, and D","Retroactive to July 1, 2010 – June 30, 2013; and extending through June 30, 2016 (two agreements per unit)",2012-01-01,2015-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Same city (Somerville) indicated,Overlaps 2012-2015,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:07Z,verified_source_lead_not_downloaded
TS4L-a1f72c7eaac5c376d84f,lane_1,tier_a,verification_ready_high,https://readingea.com/forms/REA%20Contract%20Document.pdf,COLLECTIVE BARGAINING AGREEMENT by and between the School District of Reading and the Reading Education Association (Contract Document),Reading,PA,non_safety_comparator,Education (professional/teaching unit),Reading Education Association,"September 1, 2012 through August 31, 2019",2014-01-01,2019-08-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"City/School District of Reading, PA (match)",Overlaps 2014-2019 window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:07Z,verified_source_lead_not_downloaded
TS4L-a9b0c5cebd4af19c46d1,lane_1,tier_a,verification_ready_high,https://www.maine.gov/mlrb/sites/maine.gov.mlrb/files/inline-files/schools.rsu1_.2024-2027.pdf,Maine Labor Relations Board: RSU 1 (2024-2027) — schools collective bargaining agreement / contract document,Presque Isle,ME,non_safety_comparator,Schools (non-safety public employees; specific job groups not yet identified),RSU 1 schools bargaining unit (name not yet extracted),2024-2027 (as listed in locator/filename),2024,2027,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match_possible_via_locality_context (not yet established),overlapping_expected,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:07Z,verified_source_lead_not_downloaded
TS4L-aa5970f8ec6daa115fe6,lane_1,tier_a,verification_ready_high,https://www.chandleraz.gov/sites/default/files/departments/management-services/City-of-Chandler-FY-24-25-Adopted-Budget-Book-v4.pdf,City of Chandler FY2024-25 Adopted Budget Book (Employee Compensation section; contract effective 7/1/2024–6/30/2026 references),Chandler,AZ,non_safety_comparator,Represented employee groups referenced in Employee Compensation section (CLEA/CLASA/IAFF mentioned),CLEA; CLASA; IAFF (exact unit scope to be confirmed from referenced sections),"Includes references to contracts effective July 1, 2024 through June 30, 2026 (and related FY2024-25 compensation detail)",2024-07-01 (per narr,2026-06-30 (per narr,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_candidate_lead,partial_overlap_possible_with_late_2023_or_2024_comparison_period,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:08Z,verified_source_lead_not_downloaded
TS4L-ab2835f9a40702ccca9d,lane_1,tier_a,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-CON-01-1360.pdf,Collective Bargaining Agreement — Riverside Local School District Board of Education and United Riverside Education Association (2022-2025),Riverside,OH,non_safety_comparator,Education (teachers / certified staff),United Riverside Education Association,"Effective July 1, 2022 through June 30, 2025",2022-07-01,2023-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Riverside, OH (Riverside Local School District)",Overlaps target period (2022-07-01 through 2023-12-31),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:08Z,verified_source_lead_not_downloaded
TS4L-b2fef76c51996bf48d5f,lane_1,tier_a,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2021/21-MED-04-0526A.pdf,"Memorandum of Understanding (Upper Sandusky Exempted Village Schools Board of Education; Upper Sandusky Education Association) — amends Supplemental Salary Schedule effective July 1, 2022",Upper Sandusky,OH,non_safety_comparator,education association bargaining unit personnel (supplemental salary schedule amendment context),Upper Sandusky Education Association,"effective July 1, 2022 (incorporated into CBA in effect July 1, 2021 - June 30, 2024)",2022-07-01,2022-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same-city (Upper Sandusky; Upper Sandusky Exempted Village School District),overlaps expected period (explicitly covers 2022 portion of 2020-2022 window),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:08Z,verified_source_lead_not_downloaded
TS4L-c02b04de6ef106a65708,lane_1,tier_a,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2013/13-MED-03-0199B.pdf,Addendum to Collective Bargaining Agreement (Springboro Classified Employees Association & Springboro Board of Education) – 01-09-2019 (SERB DAM),Springboro,OH,non_safety_comparator,Classified/support staff (education classified bargaining unit),Springboro Classified Employees Association,"2019-2021 (amendment states contract remains in force through June 30, 2021; includes salary schedule changes effective 7/1/2019)",2019-07-01,2021-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Same city (Springboro, OH)",Overlaps expected period (2019-2021),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:30:59Z,verified_source_lead_not_downloaded
TS4L-c6f811af184d68979d52,lane_1,tier_a,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-02-0152.pdf,Collective Bargaining Agreement — Riverside Local School District Board of Education and United Riverside Education Association (2019-2022),Riverside,OH,non_safety_comparator,Education (teachers / certified staff),United Riverside Education Association,"Effective July 1, 2019 through June 30, 2022",2021-01-01,2022-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Riverside, OH (Riverside Local School District)",Overlaps target period (2021-01-01 through 2022-06-30),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:08Z,verified_source_lead_not_downloaded
TS4L-cd5e61e5bdf5b3f61ef8,lane_1,tier_a,verification_ready_high,https://teacherquality.nctq.org/dmsView/2015-18-Master-Agreement,NCTQ - Omaha Public Schools (NE) 2015-18 Master Agreement (includes salary schedules),Omaha,NE,non_safety_comparator,School employee bargaining unit(s) (teacher-related contract with included salary schedules),Omaha Public Schools (District) master agreement (unit name not specified in locator snippet),2015-2016; 2016-2017; 2017-2018 (salary schedules included per locator snippet),2015-08-01,2018-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,match_omaha,overlaps_2015_2020,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:09Z,verified_source_lead_not_downloaded
TS4L-d552f7b4169c3ff4217d,lane_1,tier_a,verification_ready_high,https://www.auroragov.org/UserFiles/Servers/Server_1881137/File/Residents/Public%20Safety/Police/2023%20-%202024%20Collective%20Bargaining%20Agreement.pdf,City of Aurora (CO) Police 2023 - 2024 Collective Bargaining Agreement (PDF),Aurora,CO,non_safety_comparator,Police (collective bargaining unit contract document),,2023 - 2024,2023-01-01,2024-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same-city_Aurora_CO,overlaps_2023-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:09Z,verified_source_lead_not_downloaded
TS4L-eed5bbf802bf4ab2e768,lane_1,tier_a,verification_ready_high,https://manuals.boardbook.org/Documents/DownloadPDF/491fa3cd-84e6-4028-b276-bc9fec3e3753?org=1589,"Approval of Agreement with Eden Prairie Paraprofessionals (MSEA) — synopsis including “MSEA effective July 1, 2022, through June 30, 2024” (School Board meeting synopsis)",Eden Prairie,MN,non_safety_comparator,Paraprofessionals / School employees represented by MSEA,Eden Prairie Paraprofessionals (MSEA),"Effective July 1, 2022 through June 30, 2024",2022-07-01,2024-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Eden Prairie (ISD 272),Overlaps expected period 2022-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:08Z,verified_source_lead_not_downloaded
TS4L-ef525a87b5ef8a9814a0,lane_1,tier_a,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-04-0658.pdf,Collective bargaining agreement (Westerville City School District Board of Education & Westerville Educational Support Staff Association) — SERB PDF (21-MED-04-0658),Westerville,OH,non_safety_comparator,Educational Support Staff Association (WESSA) (school district support staff bargaining unit),Westerville Educational Support Staff Association (WESSA) / Westerville City School District Board of Education,"Includes salary base increases effective July 1, 2021; July 1, 2022; July 1, 2023 (within expected 2021–2023 window)",2021-07-01,2023-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Westerville match (city/school district named in document context),Overlaps 2021–2023 (salary base effective dates for 2021/2022/2023 shown),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:08Z,verified_source_lead_not_downloaded
TS4L-fe036995dc9dff8e03b3,lane_1,tier_a,verification_ready_high,https://cdnsm5-ss10.sharpschool.com/UserFiles/Servers/Server_20679593/File/Employment/July%201%2C%202024%20to%20June%2030%2C%202027%20ETA%20Contract%20Final%20Redact.pdf,"Elmira Teachers' Association — An Agreement (July 1, 2024 to June 30, 2027) [PDF]",Elmira,NY,non_safety_comparator,Teachers / Educators,Elmira Teachers' Association (ETA),"July 1, 2024 through June 30, 2027",2024-07-01,2027-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same_city (Elmira, NY)",partial_overlap (overlaps 2024-07-01 to 2027-06-30; does not match Jan 1–Dec 31 frame),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:09Z,verified_source_lead_not_downloaded
TS4L-007dbad731d5396346d8,lane_1,tier_b,verification_ready_medium,https://www.rentonschools.us/fs/resource-manager/view/04f0bbe0-c9dd-41be-879d-3942b03daced,RESP (Renton Education Support Professionals) Collective Bargaining Agreement (Renton School District 403 x RESP/Washington Education Association/NEA),Renton,WA,non_safety_comparator,Office personnel and paraeducators (and other RESP-covered classifications as defined in agreement),Renton Education Support Professionals (RESP) (WEA/NEA affiliations listed on cover),"September 1, 2023–August 31, 2026",2023-09-01,2026-08-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"City-of-Renton match (Renton School District 403; Renton, WA)",Overlaps expected 2024–2026 period (2024–2026 included within 2023–2026 term),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:04Z,verified_source_lead_not_downloaded
TS4L-01e4b54028e3ddedf6a7,lane_1,tier_b,verification_ready_medium,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_1881137/Image/Departments/Fire/CBA%202023%20-%202024.pdf,City of Aurora (CO) Fire Department CBA 2023 - 2024 (PDF),Aurora,CO,non_safety_comparator,Firefighters (collective bargaining unit contract document),,2023 - 2024,2023-01-01,2024-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same-city_Aurora_CO,overlaps_2023-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:37Z,verified_source_lead_not_downloaded
TS4L-02a4d3fce9c67c79378c,lane_1,tier_b,verification_ready_medium,https://ojd.contentdm.oclc.org/digital/api/collection/p17027coll9/id/2526/download,Employment Relations Board (Oregon) – Document involving Milton-Freewater Education Association / certification and excerpts from collective bargaining agreements,Milton-Freewater,OR,non_safety_comparator,Education bargaining unit employees (teacher/education association represented categories as described in the document),Milton-Freewater Education Association (OEA-OACE/NEA) vs. Milton-Freewater Unified School District #7 (as captioned in the document),1993–1994 era (document caption/case context; lead only),,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Milton-Freewater school district/association matter (lead for city comparison).,target_same_or_overlapping_period,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:37Z,verified_source_lead_not_downloaded
