municipality_cycle_id,municipality,state,region,cycle_start,cycle_end,contract_year,fiscal_year,cycle_label,source_count,span_count,normalized_record_count,safety_record_count,non_safety_record_count,unclear_record_count,base_record_count,non_base_record_count,mechanism_clusters_present,comparison_readiness_status,cycle_confidence,blockers
B4X2500MC-06dd1f3bfbe93155fa377ba4,Augusta charter,MI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-000383,1,1,1,0,0,1,0,1,"[""non_base_compensation""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-06e6f4008febb8e8889e679a,Bradford,ME,Northeast,2021,2021,2021,,2021,1,7,7,0,0,7,0,4,"[""non_base_compensation"",""timing_implementation"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-06e9effc98200cd33dd2a8d7,Mapleton,ME,Northeast,2008,2008,2008,,2008,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-06eea136a30dd8c29bc578bb,Clarkton,NC,South,,,,,undated-source-B4X2500LIVE-20260729-004456,1,3,3,0,0,3,0,3,"[""non_base_compensation"",""weak_context_exclusion""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-06efc345cbd14303d6dd1f93,Erwin,NC,South,2025,2026,2025,2025,2025-2026,1,1,1,0,0,1,1,0,"[""weak_context_exclusion""]",unit_classification_incomplete,high,"[""cycle_outside_2014_2024_observation_window"",""non_compensation_numeric_context"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-07037da4becf747c91ebf367,Green,NJ,Northeast,2017,2017,2017,,2017,1,4,4,0,0,4,0,3,"[""non_base_compensation"",""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-0734aa09637effca2b1c7126,Attica,NY,Northeast,,,,,undated-source-B4X2500LIVE-20260729-008897,1,2,2,0,0,2,0,2,"[""non_base_compensation""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-074a6772d67660210d927f3a,Smiths Grove,KY,South,,,,,undated-source-B4X2500LIVE-20260729-006901,1,2,2,0,0,2,2,0,"[""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,low,"[""annual_equivalent_uses_standard_2080_assumption"",""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-074c02d3e9051acdf90bac1f,Bangor,MI,Midwest,2025,2026,2025,2025,2025-2026,1,3,3,0,3,0,0,0,"[""weak_context_exclusion""]",missing_safety_evidence,high,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-0788593967f198e3e477b0e4,Buda,TX,South,2023,2023,2023,,2023,1,2,2,0,0,2,0,0,"[""timing_implementation"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-07e7dadb2ef8940d72cea699,Olmsted,OH,Midwest,2017,2017,2017,,2017,1,1,1,1,0,0,0,0,"[""automatic_wage_growth""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle""]"
B4X2500MC-07fb0be77b1f1454a4708732,Liberty,OH,Midwest,,,,,undated-source-B4X2500LIVE-20260729-003292,1,8,8,8,0,0,1,7,"[""non_base_compensation"",""weak_context_exclusion""]",missing_non_safety_evidence,low,"[""annual_equivalent_uses_standard_2080_assumption"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-082d6a23d3acf2e4a82aa742,Atka,AK,West,,,,,undated-source-B4X2500LIVE-20260729-009820,1,3,3,0,0,3,0,3,"[""non_base_compensation"",""weak_context_exclusion""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-0840fef7342863496ecf3bfd,Hitchcock,TX,South,2022,2023,2022,2024,2022-2023,1,1,1,1,0,0,0,0,"[""weak_context_exclusion""]",missing_non_safety_evidence,high,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-0849bfd3ef02c37c51c85ea8,Bedminster,NJ,Northeast,2020,2020,2020,,2020,1,1,1,1,0,0,0,0,"[""automatic_wage_growth""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle""]"
B4X2500MC-087c6638019074052f82cefc,Ware,MA,Northeast,2024,2027,2024,,2024-2027,1,6,6,0,0,6,0,4,"[""non_base_compensation"",""timing_implementation"",""weak_context_exclusion""]",unit_classification_incomplete,high,"[""base_nonbase_unresolved"",""cycle_partially_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-0891fd7662011bd514700781,Niskayuna,NY,Northeast,2023,2023,2023,,2023,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-0895fa7f300acf5fb7712da5,Burnham,IL,Midwest,,,,,undated-source-B4X2500LIVE-20260729-005059,1,8,8,8,0,0,0,8,"[""non_base_compensation"",""weak_context_exclusion""]",missing_non_safety_evidence,low,"[""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-0896b13d0bdf955d69d678bc,Lathrup Village,MI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-000439,1,8,8,8,0,0,2,6,"[""non_base_compensation"",""weak_context_exclusion""]",missing_non_safety_evidence,low,"[""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-089b82a47f6d3b7b2071ac7b,Whitehall,PA,Northeast,2019,2019,2019,2019,2019,1,1,1,1,0,0,0,0,"[""quantitative_base_wage_needs_normalization""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-08aaff2419dea583e968775d,Biscayne Park,FL,South,2020,2020,2020,,2020,1,15,15,15,0,0,3,7,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""timing_implementation"",""weak_context_exclusion""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-08afdf7926fb293c5eb50966,Colwich,KS,Midwest,,,,,undated-source-B4X2500LIVE-20260729-005276,1,2,2,0,0,2,0,1,"[""automatic_wage_growth"",""weak_context_exclusion""]",unit_classification_incomplete,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-08b88261631edb073e4b8194,Keystone,CO,West,2026,2026,2026,,2026,1,4,4,0,0,4,4,0,"[""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-092b185a165b78657b1674f6,Maple Shade,NJ,Northeast,2022,2027,2022,,2022-2027,1,13,13,13,0,0,5,5,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""timing_implementation"",""weak_context_exclusion""]",missing_non_safety_evidence,high,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_partially_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved"",""rank_step_grade_unresolved""]"
B4X2500MC-09456dab785f11f280a911dd,El Lago,TX,South,,,,,undated-source-B4X2500LIVE-20260729-007194,1,3,3,0,0,3,0,3,"[""non_base_compensation"",""weak_context_exclusion""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-094cc80710616d39a478b0c1,Mendon,MA,Northeast,2025,2025,2025,,2025,1,1,1,0,0,1,1,0,"[""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-095a20c93be5c954090c251a,Sloatsburg,NY,Northeast,,,,,undated-source-B4X2500LIVE-20260729-004012,1,12,12,12,0,0,6,0,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""timing_implementation""]",missing_non_safety_evidence,low,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved"",""rank_step_grade_unresolved""]"
B4X2500MC-096723aac9db3da66a2b4177,Tate,OH,Midwest,2020,2020,2020,,2020,1,2,2,2,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-09914fd7027cd6844f97311a,Heath,TX,South,2024,2024,,2024,2024,1,3,3,0,0,3,3,0,"[""rank_step_specialization_classification"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-0999d51e968ac2f30f3e1711,Delaware,NJ,Northeast,2027,2027,2027,,2027,1,1,1,0,0,1,0,0,"[""automatic_wage_growth""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-0a4170a0f3f440a53734cfa9,Bainbridge,OH,Midwest,2028,2028,2028,,2028,2,2,2,2,0,0,1,0,"[""automatic_wage_growth"",""rank_step_specialization_classification""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-0a4f901414586fc2bf8ad393,Lakewood,NY,Northeast,,,,,undated-source-B4X2500LIVE-20260729-006440,1,7,7,7,0,0,6,1,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""weak_context_exclusion""]",missing_non_safety_evidence,low,"[""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-0a53c3b5609a978fcef24427,Swansboro,NC,South,2024,2025,2024,2024,2024-2025,1,7,7,0,0,7,3,0,"[""quantitative_base_wage_needs_normalization"",""timing_implementation"",""weak_context_exclusion""]",unit_classification_incomplete,high,"[""base_nonbase_unresolved"",""cycle_partially_outside_2014_2024_observation_window"",""non_compensation_numeric_context"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-0a6087679652002c052010b6,Canfield,OH,Midwest,2025,2025,2025,,2025,1,3,3,0,0,3,2,0,"[""quantitative_base_wage_needs_normalization"",""timing_implementation""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-0a753d3ef14625ec14ff300c,Duck,NC,South,2024,2025,2024,2024,2024-2025,1,2,2,0,0,2,0,0,"[""weak_context_exclusion""]",unit_classification_incomplete,high,"[""base_nonbase_unresolved"",""cycle_partially_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-0a7a86354f55e403496ba19a,Butler,OH,Midwest,2018,2018,2018,,2018,1,2,2,0,0,2,0,1,"[""non_base_compensation"",""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-0aaa24e029d9c56f1f273515,Brimfield,OH,Midwest,,,,,undated-source-B4X2500LIVE-20260729-005729,1,9,9,9,0,0,4,5,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""weak_context_exclusion""]",missing_non_safety_evidence,low,"[""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""non_compensation_numeric_context"",""pay_basis_unresolved"",""rank_step_grade_unresolved""]"
B4X2500MC-0b28d90bf705b83ddb14c395,East Newark,NJ,Northeast,,,,,undated-source-B4X2500LIVE-20260729-001243,1,4,4,0,2,2,3,0,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization""]",missing_safety_evidence,low,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""safety_category_unresolved""]"
B4X2500MC-0b298ff741e4d3e033bb840d,Holtville,CA,West,2019,2020,2019,2019,2019-2020,1,1,1,1,0,0,0,0,"[""quantitative_base_wage_needs_normalization""]",missing_non_safety_evidence,high,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-0b3a6e5b11d350052f1889d8,Red Boiling Springs,TN,South,2015,2015,2015,,2015,1,1,1,1,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-0b44850f2ed1d661aee23dc7,Ithaca,MI,Midwest,2024,2024,2024,,2024,1,5,5,0,0,5,0,0,"[""automatic_wage_growth"",""timing_implementation"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-0b4b749a80a88fc53e905f2c,Elburn,IL,Midwest,2025,2025,2025,,2025,1,1,1,1,0,0,0,1,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-0b72dbe554d4782a5bd008bc,Union,NY,Northeast,,,,,undated-source-B4X2500LIVE-20260729-001541,1,1,1,0,1,0,0,0,"[""timing_implementation""]",missing_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-0b7826a1b7b86b0d3e50c4a4,Sentinel Butte,ND,Midwest,2026,2026,2026,,2026,1,1,1,0,0,1,1,0,"[""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-0b80a10e1988fc73e12d8ad8,Milltown,WI,Midwest,2025,2025,2025,,2025,1,1,1,1,0,0,0,0,"[""automatic_wage_growth""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle""]"
B4X2500MC-0b86541c796ad1281c6dadce,Colona,IL,Midwest,2025,2025,2025,,2025,1,10,10,0,0,10,5,0,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization"",""timing_implementation"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-0ba3d3565374ff325fa822bb,Maple Plain,MN,Midwest,2026,2026,2026,,2026,1,2,2,2,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-0bb9e1d242d91954ac56c7d6,Alna,ME,Northeast,2022,2022,2022,,2022,1,5,5,5,0,0,4,0,"[""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-0be066d56652c9137878bf52,Putnam Valley,NY,Northeast,,,,,undated-source-B4X2500LIVE-20260729-008990,1,18,18,18,0,0,4,5,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""timing_implementation""]",missing_non_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
