municipality,state,region,county,shard_id,scout_target_count,prior_scout_covered_flag,newly_planned_this_wave_flag,source_family_diversification_opportunity_flags,matched_safety_non_safety_opportunity_flag,planned_search_query_families,dashboard_map_inclusion_rule,notes
Centralia,MO,Midwest,Boone County (29019; primary); Audrain County (29007),broad_shard_001,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Crestwood,MO,Midwest,St. Louis County (29189; primary),broad_shard_001,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Des Peres,MO,Midwest,St. Louis County (29189; primary),broad_shard_001,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Eldon,MO,Midwest,Miller County (29131; primary),broad_shard_001,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Excelsior Springs,MO,Midwest,Clay County (29047; primary); Ray County (29177),broad_shard_001,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Harrisonville,MO,Midwest,Cass County (29037; primary),broad_shard_001,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Jennings,MO,Midwest,St. Louis County (29189; primary),broad_shard_001,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Kansas City,MO,Midwest,Jackson County (29095; primary); Cass County (29037); Clay County (29047); Platte County (29165),broad_shard_001,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Marshfield,MO,Midwest,Webster County (29225; primary),broad_shard_001,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Mexico,MO,Midwest,Audrain County (29007; primary),broad_shard_001,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Moberly,MO,Midwest,Randolph County (29175; primary),broad_shard_001,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Olivette,MO,Midwest,St. Louis County (29189; primary),broad_shard_001,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Parkville,MO,Midwest,Platte County (29165; primary),broad_shard_001,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Platte City,MO,Midwest,Platte County (29165; primary),broad_shard_001,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Scott City,MO,Midwest,Scott County (29201; primary); Cape Girardeau County (29031),broad_shard_001,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Sullivan,MO,Midwest,Franklin County (29071; primary); Crawford County (29055),broad_shard_001,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Trenton,MO,Midwest,Grundy County (29079; primary),broad_shard_001,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Warrenton,MO,Midwest,Warren County (29219; primary),broad_shard_001,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Willard,MO,Midwest,Greene County (29077; primary),broad_shard_001,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Wright City,MO,Midwest,Warren County (29219; primary),broad_shard_001,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Argusville,ND,Midwest,Cass County (38017; primary),broad_shard_001,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Ashley,ND,Midwest,McIntosh County (38051; primary),broad_shard_001,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Belfield,ND,Midwest,Stark County (38089; primary),broad_shard_001,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Elgin,ND,Midwest,Grant County (38037; primary),broad_shard_001,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Enderlin,ND,Midwest,Ransom County (38073; primary); Cass County (38017),broad_shard_001,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Fessenden,ND,Midwest,Wells County (38103; primary),broad_shard_001,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Harvey,ND,Midwest,Wells County (38103; primary),broad_shard_001,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Killdeer,ND,Midwest,Dunn County (38025; primary),broad_shard_001,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Kindred,ND,Midwest,Cass County (38017; primary),broad_shard_001,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Lakota,ND,Midwest,Nelson County (38063; primary),broad_shard_001,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Langdon,ND,Midwest,Cavalier County (38019; primary),broad_shard_001,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Lisbon,ND,Midwest,Ransom County (38073; primary),broad_shard_001,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Mekinock,ND,Midwest,Grand Forks County (38035; primary),broad_shard_001,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Mott,ND,Midwest,Hettinger County (38041; primary),broad_shard_001,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
New Salem,ND,Midwest,Morton County (38059; primary),broad_shard_001,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
